DMax NO2,Year,Month,Day,NO2-WEIGHT,Flag,Site Name,LAt,Lng,Date
19.1,2018,4,1,23,0,Millbrook School,35.856111,-78.574167,4/1/2018
10.1,2018,4,2,23,0,Millbrook School,35.856111,-78.574167,4/2/2018
10.1,2018,4,2,23,0,Millbrook School,35.856111,-78.574167,4/2/2018
19.3,2018,4,3,19,0,Millbrook School,35.856111,-78.574167,4/3/2018
19.3,2018,4,3,19,0,Millbrook School,35.856111,-78.574167,4/3/2018
4.3,2018,4,4,23,0,Millbrook School,35.856111,-78.574167,4/4/2018
4.3,2018,4,4,23,0,Millbrook School,35.856111,-78.574167,4/4/2018
19.6,2018,4,5,23,0,Millbrook School,35.856111,-78.574167,4/5/2018
19.6,2018,4,5,23,0,Millbrook School,35.856111,-78.574167,4/5/2018
11.3,2018,4,6,23,0,Millbrook School,35.856111,-78.574167,4/6/2018
11.3,2018,4,6,23,0,Millbrook School,35.856111,-78.574167,4/6/2018
6.8,2018,4,7,23,0,Millbrook School,35.856111,-78.574167,4/7/2018
6.8,2018,4,7,23,0,Millbrook School,35.856111,-78.574167,4/7/2018
10.5,2018,4,8,23,0,Millbrook School,35.856111,-78.574167,4/8/2018
10.5,2018,4,8,23,0,Millbrook School,35.856111,-78.574167,4/8/2018
23.3,2018,4,9,23,0,Millbrook School,35.856111,-78.574167,4/9/2018
23.3,2018,4,9,23,0,Millbrook School,35.856111,-78.574167,4/9/2018
10.3,2018,4,10,23,0,Millbrook School,35.856111,-78.574167,4/10/2018
10.3,2018,4,10,23,0,Millbrook School,35.856111,-78.574167,4/10/2018
15.4,2018,4,11,18,0,Millbrook School,35.856111,-78.574167,4/11/2018
15.4,2018,4,11,18,0,Millbrook School,35.856111,-78.574167,4/11/2018
19.1,2018,4,12,23,0,Millbrook School,35.856111,-78.574167,4/12/2018
19.1,2018,4,12,23,0,Millbrook School,35.856111,-78.574167,4/12/2018
15.2,2018,4,13,23,0,Millbrook School,35.856111,-78.574167,4/13/2018
15.2,2018,4,13,23,0,Millbrook School,35.856111,-78.574167,4/13/2018
6.4,2018,4,14,23,0,Millbrook School,35.856111,-78.574167,4/14/2018
6.4,2018,4,14,23,0,Millbrook School,35.856111,-78.574167,4/14/2018
1.6,2018,4,15,23,0,Millbrook School,35.856111,-78.574167,4/15/2018
1.6,2018,4,15,23,0,Millbrook School,35.856111,-78.574167,4/15/2018
3.9,2018,4,16,23,0,Millbrook School,35.856111,-78.574167,4/16/2018
3.9,2018,4,16,23,0,Millbrook School,35.856111,-78.574167,4/16/2018
18.9,2018,4,17,20,0,Millbrook School,35.856111,-78.574167,4/17/2018
18.9,2018,4,17,20,0,Millbrook School,35.856111,-78.574167,4/17/2018
10.5,2018,4,18,23,0,Millbrook School,35.856111,-78.574167,4/18/2018
10.5,2018,4,18,23,0,Millbrook School,35.856111,-78.574167,4/18/2018
11.8,2018,4,19,23,0,Millbrook School,35.856111,-78.574167,4/19/2018
11.8,2018,4,19,23,0,Millbrook School,35.856111,-78.574167,4/19/2018
17.9,2018,4,20,23,0,Millbrook School,35.856111,-78.574167,4/20/2018
17.9,2018,4,20,23,0,Millbrook School,35.856111,-78.574167,4/20/2018
19.5,2018,4,21,23,0,Millbrook School,35.856111,-78.574167,4/21/2018
19.5,2018,4,21,23,0,Millbrook School,35.856111,-78.574167,4/21/2018
4.7,2018,4,22,23,0,Millbrook School,35.856111,-78.574167,4/22/2018
4.7,2018,4,22,23,0,Millbrook School,35.856111,-78.574167,4/22/2018
3.6,2018,4,23,23,0,Millbrook School,35.856111,-78.574167,4/23/2018
3.6,2018,4,23,23,0,Millbrook School,35.856111,-78.574167,4/23/2018
3.1,2018,4,24,23,0,Millbrook School,35.856111,-78.574167,4/24/2018
3.1,2018,4,24,23,0,Millbrook School,35.856111,-78.574167,4/24/2018
17.9,2018,4,25,23,0,Millbrook School,35.856111,-78.574167,4/25/2018
17.9,2018,4,25,23,0,Millbrook School,35.856111,-78.574167,4/25/2018
12.9,2018,4,26,23,0,Millbrook School,35.856111,-78.574167,4/26/2018
12.9,2018,4,26,23,0,Millbrook School,35.856111,-78.574167,4/26/2018
16.7,2018,4,27,23,0,Millbrook School,35.856111,-78.574167,4/27/2018
16.7,2018,4,27,23,0,Millbrook School,35.856111,-78.574167,4/27/2018
22.3,2018,4,28,23,0,Millbrook School,35.856111,-78.574167,4/28/2018
22.3,2018,4,28,23,0,Millbrook School,35.856111,-78.574167,4/28/2018
10.8,2018,4,29,23,0,Millbrook School,35.856111,-78.574167,4/29/2018
10.8,2018,4,29,23,0,Millbrook School,35.856111,-78.574167,4/29/2018
35.8,2018,4,30,23,0,Millbrook School,35.856111,-78.574167,4/30/2018
35.8,2018,4,30,23,0,Millbrook School,35.856111,-78.574167,4/30/2018
35,2018,5,1,20,0,Millbrook School,35.856111,-78.574167,5/1/2018
35,2018,5,1,20,0,Millbrook School,35.856111,-78.574167,5/1/2018
17.9,2018,5,2,23,0,Millbrook School,35.856111,-78.574167,5/2/2018
17.9,2018,5,2,23,0,Millbrook School,35.856111,-78.574167,5/2/2018
9.6,2018,5,3,23,0,Millbrook School,35.856111,-78.574167,5/3/2018
9.6,2018,5,3,23,0,Millbrook School,35.856111,-78.574167,5/3/2018
7.7,2018,5,4,23,0,Millbrook School,35.856111,-78.574167,5/4/2018
7.5,2018,5,5,23,0,Millbrook School,35.856111,-78.574167,5/5/2018
3.3,2018,5,6,23,0,Millbrook School,35.856111,-78.574167,5/6/2018
3.2,2018,5,7,23,0,Millbrook School,35.856111,-78.574167,5/7/2018
3.1,2018,5,8,23,0,Millbrook School,35.856111,-78.574167,5/8/2018
6.1,2018,5,9,23,0,Millbrook School,35.856111,-78.574167,5/9/2018
6.5,2018,5,10,23,0,Millbrook School,35.856111,-78.574167,5/10/2018
6.5,2018,5,10,23,0,Millbrook School,35.856111,-78.574167,5/10/2018
11.1,2018,5,11,23,0,Millbrook School,35.856111,-78.574167,5/11/2018
11.1,2018,5,11,23,0,Millbrook School,35.856111,-78.574167,5/11/2018
13.5,2018,5,12,23,0,Millbrook School,35.856111,-78.574167,5/12/2018
13.5,2018,5,12,23,0,Millbrook School,35.856111,-78.574167,5/12/2018
7.1,2018,5,13,23,0,Millbrook School,35.856111,-78.574167,5/13/2018
7.1,2018,5,13,23,0,Millbrook School,35.856111,-78.574167,5/13/2018
9.1,2018,5,14,23,0,Millbrook School,35.856111,-78.574167,5/14/2018
9.1,2018,5,14,23,0,Millbrook School,35.856111,-78.574167,5/14/2018
6.5,2018,5,15,19,0,Millbrook School,35.856111,-78.574167,5/15/2018
6.5,2018,5,15,19,0,Millbrook School,35.856111,-78.574167,5/15/2018
5.3,2018,5,16,23,0,Millbrook School,35.856111,-78.574167,5/16/2018
5.3,2018,5,16,23,0,Millbrook School,35.856111,-78.574167,5/16/2018
5.1,2018,5,17,23,0,Millbrook School,35.856111,-78.574167,5/17/2018
5.1,2018,5,17,23,0,Millbrook School,35.856111,-78.574167,5/17/2018
3.5,2018,5,18,23,0,Millbrook School,35.856111,-78.574167,5/18/2018
3.5,2018,5,18,23,0,Millbrook School,35.856111,-78.574167,5/18/2018
2.6,2018,5,19,23,0,Millbrook School,35.856111,-78.574167,5/19/2018
2.6,2018,5,19,23,0,Millbrook School,35.856111,-78.574167,5/19/2018
4.3,2018,5,20,23,0,Millbrook School,35.856111,-78.574167,5/20/2018
9.7,2018,5,21,23,0,Millbrook School,35.856111,-78.574167,5/21/2018
12.3,2018,5,22,23,0,Millbrook School,35.856111,-78.574167,5/22/2018
12.3,2018,5,22,23,0,Millbrook School,35.856111,-78.574167,5/22/2018
6.7,2018,5,25,23,0,Millbrook School,35.856111,-78.574167,5/25/2018
6.7,2018,5,25,23,0,Millbrook School,35.856111,-78.574167,5/25/2018
6.3,2018,5,26,23,0,Millbrook School,35.856111,-78.574167,5/26/2018
6.3,2018,5,26,23,0,Millbrook School,35.856111,-78.574167,5/26/2018
3.1,2018,5,27,23,0,Millbrook School,35.856111,-78.574167,5/27/2018
3.1,2018,5,27,23,0,Millbrook School,35.856111,-78.574167,5/27/2018
3.5,2018,5,28,23,0,Millbrook School,35.856111,-78.574167,5/28/2018
3.5,2018,5,28,23,0,Millbrook School,35.856111,-78.574167,5/28/2018
9.6,2018,5,29,23,0,Millbrook School,35.856111,-78.574167,5/29/2018
9.6,2018,5,29,23,0,Millbrook School,35.856111,-78.574167,5/29/2018
5.1,2018,5,30,23,0,Millbrook School,35.856111,-78.574167,5/30/2018
5.1,2018,5,30,23,0,Millbrook School,35.856111,-78.574167,5/30/2018
6,2018,5,31,23,0,Millbrook School,35.856111,-78.574167,5/31/2018
6,2018,5,31,23,0,Millbrook School,35.856111,-78.574167,5/31/2018
9.9,2018,6,1,23,0,Millbrook School,35.856111,-78.574167,6/1/2018
9.9,2018,6,1,23,0,Millbrook School,35.856111,-78.574167,6/1/2018
3.8,2018,6,2,23,0,Millbrook School,35.856111,-78.574167,6/2/2018
3.8,2018,6,2,23,0,Millbrook School,35.856111,-78.574167,6/2/2018
2.5,2018,6,3,23,0,Millbrook School,35.856111,-78.574167,6/3/2018
2.5,2018,6,3,23,0,Millbrook School,35.856111,-78.574167,6/3/2018
12.5,2018,6,4,23,0,Millbrook School,35.856111,-78.574167,6/4/2018
12.5,2018,6,4,23,0,Millbrook School,35.856111,-78.574167,6/4/2018
14.6,2018,6,5,23,0,Millbrook School,35.856111,-78.574167,6/5/2018
14.6,2018,6,5,23,0,Millbrook School,35.856111,-78.574167,6/5/2018
10.5,2018,6,6,23,0,Millbrook School,35.856111,-78.574167,6/6/2018
10.5,2018,6,6,23,0,Millbrook School,35.856111,-78.574167,6/6/2018
3.6,2018,6,7,18,0,Millbrook School,35.856111,-78.574167,6/7/2018
3.6,2018,6,7,18,0,Millbrook School,35.856111,-78.574167,6/7/2018
7.8,2018,6,8,23,0,Millbrook School,35.856111,-78.574167,6/8/2018
7.8,2018,6,8,23,0,Millbrook School,35.856111,-78.574167,6/8/2018
6.8,2018,6,9,23,0,Millbrook School,35.856111,-78.574167,6/9/2018
6.8,2018,6,9,23,0,Millbrook School,35.856111,-78.574167,6/9/2018
8.2,2018,6,10,23,0,Millbrook School,35.856111,-78.574167,6/10/2018
8.2,2018,6,10,23,0,Millbrook School,35.856111,-78.574167,6/10/2018
9.9,2018,6,11,23,0,Millbrook School,35.856111,-78.574167,6/11/2018
9.9,2018,6,11,23,0,Millbrook School,35.856111,-78.574167,6/11/2018
2.3,2018,6,12,23,0,Millbrook School,35.856111,-78.574167,6/12/2018
2.3,2018,6,12,23,0,Millbrook School,35.856111,-78.574167,6/12/2018
8.6,2018,6,13,23,0,Millbrook School,35.856111,-78.574167,6/13/2018
8.6,2018,6,13,23,0,Millbrook School,35.856111,-78.574167,6/13/2018
7.5,2018,6,14,23,0,Millbrook School,35.856111,-78.574167,6/14/2018
7.5,2018,6,14,23,0,Millbrook School,35.856111,-78.574167,6/14/2018
8.5,2018,6,15,23,0,Millbrook School,35.856111,-78.574167,6/15/2018
8.5,2018,6,15,23,0,Millbrook School,35.856111,-78.574167,6/15/2018
6.6,2018,6,16,23,0,Millbrook School,35.856111,-78.574167,6/16/2018
6.6,2018,6,16,23,0,Millbrook School,35.856111,-78.574167,6/16/2018
8.3,2018,6,17,23,0,Millbrook School,35.856111,-78.574167,6/17/2018
8.3,2018,6,17,23,0,Millbrook School,35.856111,-78.574167,6/17/2018
10.1,2018,6,18,23,0,Millbrook School,35.856111,-78.574167,6/18/2018
10.1,2018,6,18,23,0,Millbrook School,35.856111,-78.574167,6/18/2018
15.5,2018,6,19,23,0,Millbrook School,35.856111,-78.574167,6/19/2018
15.5,2018,6,19,23,0,Millbrook School,35.856111,-78.574167,6/19/2018
10.4,2018,6,20,23,0,Millbrook School,35.856111,-78.574167,6/20/2018
10.4,2018,6,20,23,0,Millbrook School,35.856111,-78.574167,6/20/2018
11,2018,6,21,19,0,Millbrook School,35.856111,-78.574167,6/21/2018
11,2018,6,21,19,0,Millbrook School,35.856111,-78.574167,6/21/2018
6.4,2018,6,22,23,0,Millbrook School,35.856111,-78.574167,6/22/2018
6.4,2018,6,22,23,0,Millbrook School,35.856111,-78.574167,6/22/2018
11,2018,6,23,23,0,Millbrook School,35.856111,-78.574167,6/23/2018
11,2018,6,23,23,0,Millbrook School,35.856111,-78.574167,6/23/2018
9.1,2018,6,24,23,0,Millbrook School,35.856111,-78.574167,6/24/2018
9.1,2018,6,24,23,0,Millbrook School,35.856111,-78.574167,6/24/2018
9.6,2018,6,25,23,0,Millbrook School,35.856111,-78.574167,6/25/2018
9.6,2018,6,25,23,0,Millbrook School,35.856111,-78.574167,6/25/2018
3.2,2018,6,26,23,0,Millbrook School,35.856111,-78.574167,6/26/2018
3.2,2018,6,26,23,0,Millbrook School,35.856111,-78.574167,6/26/2018
10,2018,6,27,23,0,Millbrook School,35.856111,-78.574167,6/27/2018
10,2018,6,27,23,0,Millbrook School,35.856111,-78.574167,6/27/2018
12.3,2018,6,28,23,0,Millbrook School,35.856111,-78.574167,6/28/2018
12.3,2018,6,28,23,0,Millbrook School,35.856111,-78.574167,6/28/2018
15.5,2018,6,29,23,0,Millbrook School,35.856111,-78.574167,6/29/2018
15.5,2018,6,29,23,0,Millbrook School,35.856111,-78.574167,6/29/2018
4.5,2018,6,30,23,0,Millbrook School,35.856111,-78.574167,6/30/2018
4.5,2018,6,30,23,0,Millbrook School,35.856111,-78.574167,6/30/2018
5.4,2018,7,1,23,0,Millbrook School,35.856111,-78.574167,7/1/2018
5.4,2018,7,1,23,0,Millbrook School,35.856111,-78.574167,7/1/2018
13.9,2018,7,2,23,0,Millbrook School,35.856111,-78.574167,7/2/2018
13.9,2018,7,2,23,0,Millbrook School,35.856111,-78.574167,7/2/2018
5,2018,7,3,23,0,Millbrook School,35.856111,-78.574167,7/3/2018
5,2018,7,3,23,0,Millbrook School,35.856111,-78.574167,7/3/2018
5,2018,7,4,23,0,Millbrook School,35.856111,-78.574167,7/4/2018
5,2018,7,4,23,0,Millbrook School,35.856111,-78.574167,7/4/2018
8.5,2018,7,5,19,0,Millbrook School,35.856111,-78.574167,7/5/2018
8.5,2018,7,5,19,0,Millbrook School,35.856111,-78.574167,7/5/2018
11.4,2018,7,6,23,0,Millbrook School,35.856111,-78.574167,7/6/2018
11.4,2018,7,6,23,0,Millbrook School,35.856111,-78.574167,7/6/2018
1.8,2018,7,7,23,0,Millbrook School,35.856111,-78.574167,7/7/2018
1.8,2018,7,7,23,0,Millbrook School,35.856111,-78.574167,7/7/2018
2,2018,7,8,23,0,Millbrook School,35.856111,-78.574167,7/8/2018
2,2018,7,8,23,0,Millbrook School,35.856111,-78.574167,7/8/2018
20.1,2018,7,11,23,0,Millbrook School,35.856111,-78.574167,7/11/2018
20.1,2018,7,11,23,0,Millbrook School,35.856111,-78.574167,7/11/2018
2.8,2018,7,12,23,0,Millbrook School,35.856111,-78.574167,7/12/2018
2.8,2018,7,12,23,0,Millbrook School,35.856111,-78.574167,7/12/2018
8.4,2018,7,16,23,0,Millbrook School,35.856111,-78.574167,7/16/2018
8.4,2018,7,16,23,0,Millbrook School,35.856111,-78.574167,7/16/2018
7.5,2018,7,17,20,0,Millbrook School,35.856111,-78.574167,7/17/2018
7.5,2018,7,17,20,0,Millbrook School,35.856111,-78.574167,7/17/2018
8.1,2018,7,19,23,0,Millbrook School,35.856111,-78.574167,7/19/2018
8.1,2018,7,19,23,0,Millbrook School,35.856111,-78.574167,7/19/2018
5.1,2018,7,20,23,0,Millbrook School,35.856111,-78.574167,7/20/2018
5.1,2018,7,20,23,0,Millbrook School,35.856111,-78.574167,7/20/2018
3.2,2018,7,21,23,0,Millbrook School,35.856111,-78.574167,7/21/2018
3.2,2018,7,21,23,0,Millbrook School,35.856111,-78.574167,7/21/2018
2.8,2018,7,22,23,0,Millbrook School,35.856111,-78.574167,7/22/2018
2.8,2018,7,22,23,0,Millbrook School,35.856111,-78.574167,7/22/2018
4.2,2018,7,23,23,0,Millbrook School,35.856111,-78.574167,7/23/2018
4.2,2018,7,23,23,0,Millbrook School,35.856111,-78.574167,7/23/2018
3.1,2018,7,24,23,0,Millbrook School,35.856111,-78.574167,7/24/2018
3.1,2018,7,24,23,0,Millbrook School,35.856111,-78.574167,7/24/2018
10.4,2018,7,25,23,0,Millbrook School,35.856111,-78.574167,7/25/2018
10.4,2018,7,25,23,0,Millbrook School,35.856111,-78.574167,7/25/2018
10.7,2018,8,4,23,0,Millbrook School,35.856111,-78.574167,8/4/2018
10.7,2018,8,4,23,0,Millbrook School,35.856111,-78.574167,8/4/2018
7.1,2018,8,5,23,0,Millbrook School,35.856111,-78.574167,8/5/2018
7.1,2018,8,5,23,0,Millbrook School,35.856111,-78.574167,8/5/2018
8,2018,8,6,23,0,Millbrook School,35.856111,-78.574167,8/6/2018
8,2018,8,6,23,0,Millbrook School,35.856111,-78.574167,8/6/2018
10.8,2018,8,7,21,0,Millbrook School,35.856111,-78.574167,8/7/2018
10.8,2018,8,7,21,0,Millbrook School,35.856111,-78.574167,8/7/2018
5.1,2018,8,8,23,0,Millbrook School,35.856111,-78.574167,8/8/2018
5.1,2018,8,8,23,0,Millbrook School,35.856111,-78.574167,8/8/2018
12.8,2018,8,9,23,0,Millbrook School,35.856111,-78.574167,8/9/2018
12.8,2018,8,9,23,0,Millbrook School,35.856111,-78.574167,8/9/2018
10.3,2018,8,10,23,0,Millbrook School,35.856111,-78.574167,8/10/2018
10.3,2018,8,10,23,0,Millbrook School,35.856111,-78.574167,8/10/2018
7.9,2018,8,11,23,0,Millbrook School,35.856111,-78.574167,8/11/2018
7.9,2018,8,11,23,0,Millbrook School,35.856111,-78.574167,8/11/2018
4.5,2018,8,12,23,0,Millbrook School,35.856111,-78.574167,8/12/2018
4.5,2018,8,12,23,0,Millbrook School,35.856111,-78.574167,8/12/2018
10.7,2018,8,13,23,0,Millbrook School,35.856111,-78.574167,8/13/2018
10.7,2018,8,13,23,0,Millbrook School,35.856111,-78.574167,8/13/2018
9.4,2018,8,14,23,0,Millbrook School,35.856111,-78.574167,8/14/2018
9.4,2018,8,14,23,0,Millbrook School,35.856111,-78.574167,8/14/2018
12.8,2018,8,15,23,0,Millbrook School,35.856111,-78.574167,8/15/2018
12.8,2018,8,15,23,0,Millbrook School,35.856111,-78.574167,8/15/2018
15.8,2018,8,16,19,0,Millbrook School,35.856111,-78.574167,8/16/2018
15.8,2018,8,16,19,0,Millbrook School,35.856111,-78.574167,8/16/2018
8.1,2018,8,17,23,0,Millbrook School,35.856111,-78.574167,8/17/2018
8.1,2018,8,17,23,0,Millbrook School,35.856111,-78.574167,8/17/2018
5.2,2018,8,18,23,0,Millbrook School,35.856111,-78.574167,8/18/2018
5.2,2018,8,18,23,0,Millbrook School,35.856111,-78.574167,8/18/2018
8.4,2018,8,19,23,0,Millbrook School,35.856111,-78.574167,8/19/2018
8.4,2018,8,19,23,0,Millbrook School,35.856111,-78.574167,8/19/2018
10.3,2018,8,20,23,0,Millbrook School,35.856111,-78.574167,8/20/2018
10.3,2018,8,20,23,0,Millbrook School,35.856111,-78.574167,8/20/2018
7.1,2018,8,21,23,0,Millbrook School,35.856111,-78.574167,8/21/2018
7.1,2018,8,21,23,0,Millbrook School,35.856111,-78.574167,8/21/2018
9.4,2018,8,22,23,0,Millbrook School,35.856111,-78.574167,8/22/2018
9.4,2018,8,22,23,0,Millbrook School,35.856111,-78.574167,8/22/2018
9.6,2018,8,23,23,0,Millbrook School,35.856111,-78.574167,8/23/2018
9.6,2018,8,23,23,0,Millbrook School,35.856111,-78.574167,8/23/2018
9.5,2018,8,24,23,0,Millbrook School,35.856111,-78.574167,8/24/2018
9.5,2018,8,24,23,0,Millbrook School,35.856111,-78.574167,8/24/2018
11.3,2018,8,25,23,0,Millbrook School,35.856111,-78.574167,8/25/2018
11.3,2018,8,25,23,0,Millbrook School,35.856111,-78.574167,8/25/2018
11.8,2018,8,26,23,0,Millbrook School,35.856111,-78.574167,8/26/2018
11.8,2018,8,26,23,0,Millbrook School,35.856111,-78.574167,8/26/2018
14.7,2018,8,27,23,0,Millbrook School,35.856111,-78.574167,8/27/2018
14.7,2018,8,27,23,0,Millbrook School,35.856111,-78.574167,8/27/2018
11.9,2018,8,28,23,0,Millbrook School,35.856111,-78.574167,8/28/2018
11.9,2018,8,28,23,0,Millbrook School,35.856111,-78.574167,8/28/2018
9.5,2018,8,29,20,0,Millbrook School,35.856111,-78.574167,8/29/2018
9.5,2018,8,29,20,0,Millbrook School,35.856111,-78.574167,8/29/2018
11.1,2018,8,30,23,0,Millbrook School,35.856111,-78.574167,8/30/2018
11.1,2018,8,30,23,0,Millbrook School,35.856111,-78.574167,8/30/2018
8.8,2018,8,31,23,0,Millbrook School,35.856111,-78.574167,8/31/2018
8.8,2018,8,31,23,0,Millbrook School,35.856111,-78.574167,8/31/2018
5.8,2018,9,1,23,0,Millbrook School,35.856111,-78.574167,9/1/2018
5.8,2018,9,1,23,0,Millbrook School,35.856111,-78.574167,9/1/2018
8.1,2018,9,2,23,0,Millbrook School,35.856111,-78.574167,9/2/2018
8.1,2018,9,2,23,0,Millbrook School,35.856111,-78.574167,9/2/2018
10.6,2018,9,3,23,0,Millbrook School,35.856111,-78.574167,9/3/2018
10.6,2018,9,3,23,0,Millbrook School,35.856111,-78.574167,9/3/2018
10.1,2018,9,4,23,0,Millbrook School,35.856111,-78.574167,9/4/2018
10.1,2018,9,4,23,0,Millbrook School,35.856111,-78.574167,9/4/2018
7.3,2018,9,5,23,0,Millbrook School,35.856111,-78.574167,9/5/2018
7.3,2018,9,5,23,0,Millbrook School,35.856111,-78.574167,9/5/2018
8.9,2018,9,6,23,0,Millbrook School,35.856111,-78.574167,9/6/2018
8.9,2018,9,6,23,0,Millbrook School,35.856111,-78.574167,9/6/2018
13.4,2018,9,7,23,0,Millbrook School,35.856111,-78.574167,9/7/2018
13.4,2018,9,7,23,0,Millbrook School,35.856111,-78.574167,9/7/2018
5.7,2018,9,8,23,0,Millbrook School,35.856111,-78.574167,9/8/2018
5.7,2018,9,8,23,0,Millbrook School,35.856111,-78.574167,9/8/2018
1.6,2018,9,9,23,0,Millbrook School,35.856111,-78.574167,9/9/2018
1.6,2018,9,9,23,0,Millbrook School,35.856111,-78.574167,9/9/2018
7.5,2018,9,10,23,0,Millbrook School,35.856111,-78.574167,9/10/2018
7.5,2018,9,10,23,0,Millbrook School,35.856111,-78.574167,9/10/2018
7.8,2018,9,11,23,0,Millbrook School,35.856111,-78.574167,9/11/2018
7.8,2018,9,11,23,0,Millbrook School,35.856111,-78.574167,9/11/2018
18.4,2018,9,19,23,0,Millbrook School,35.856111,-78.574167,9/19/2018
10.8,2018,9,20,23,0,Millbrook School,35.856111,-78.574167,9/20/2018
12.6,2018,9,21,23,0,Millbrook School,35.856111,-78.574167,9/21/2018
8.7,2018,9,22,23,0,Millbrook School,35.856111,-78.574167,9/22/2018
8.7,2018,9,22,23,0,Millbrook School,35.856111,-78.574167,9/22/2018
4.3,2018,9,23,23,0,Millbrook School,35.856111,-78.574167,9/23/2018
4.3,2018,9,23,23,0,Millbrook School,35.856111,-78.574167,9/23/2018
3.3,2018,9,24,23,0,Millbrook School,35.856111,-78.574167,9/24/2018
3.3,2018,9,24,23,0,Millbrook School,35.856111,-78.574167,9/24/2018
6.9,2018,9,25,23,0,Millbrook School,35.856111,-78.574167,9/25/2018
6.9,2018,9,25,23,0,Millbrook School,35.856111,-78.574167,9/25/2018
9.7,2018,9,26,23,0,Millbrook School,35.856111,-78.574167,9/26/2018
9.7,2018,9,26,23,0,Millbrook School,35.856111,-78.574167,9/26/2018
9.6,2018,9,27,23,0,Millbrook School,35.856111,-78.574167,9/27/2018
9.6,2018,9,27,23,0,Millbrook School,35.856111,-78.574167,9/27/2018
9.3,2018,9,28,23,0,Millbrook School,35.856111,-78.574167,9/28/2018
9.3,2018,9,28,23,0,Millbrook School,35.856111,-78.574167,9/28/2018
4.6,2018,9,29,23,0,Millbrook School,35.856111,-78.574167,9/29/2018
4.6,2018,9,29,23,0,Millbrook School,35.856111,-78.574167,9/29/2018
5.8,2018,9,30,23,0,Millbrook School,35.856111,-78.574167,9/30/2018
5.8,2018,9,30,23,0,Millbrook School,35.856111,-78.574167,9/30/2018
20.1,2018,10,1,23,0,Millbrook School,35.856111,-78.574167,10/1/2018
20.1,2018,10,1,23,0,Millbrook School,35.856111,-78.574167,10/1/2018
25.3,2018,10,2,18,0,Millbrook School,35.856111,-78.574167,10/2/2018
25.3,2018,10,2,18,0,Millbrook School,35.856111,-78.574167,10/2/2018
24.7,2018,10,3,23,0,Millbrook School,35.856111,-78.574167,10/3/2018
24.7,2018,10,3,23,0,Millbrook School,35.856111,-78.574167,10/3/2018
35.7,2018,10,4,23,0,Millbrook School,35.856111,-78.574167,10/4/2018
35.7,2018,10,4,23,0,Millbrook School,35.856111,-78.574167,10/4/2018
18.1,2018,10,5,23,0,Millbrook School,35.856111,-78.574167,10/5/2018
18.1,2018,10,5,23,0,Millbrook School,35.856111,-78.574167,10/5/2018
12.3,2018,10,6,23,0,Millbrook School,35.856111,-78.574167,10/6/2018
12.3,2018,10,6,23,0,Millbrook School,35.856111,-78.574167,10/6/2018
8.4,2018,10,7,23,0,Millbrook School,35.856111,-78.574167,10/7/2018
8.4,2018,10,7,23,0,Millbrook School,35.856111,-78.574167,10/7/2018
4.4,2018,10,8,23,0,Millbrook School,35.856111,-78.574167,10/8/2018
4.4,2018,10,8,23,0,Millbrook School,35.856111,-78.574167,10/8/2018
5.6,2018,10,9,23,0,Millbrook School,35.856111,-78.574167,10/9/2018
5.6,2018,10,9,23,0,Millbrook School,35.856111,-78.574167,10/9/2018
12.6,2018,10,13,23,0,Millbrook School,35.856111,-78.574167,10/13/2018
12.6,2018,10,13,23,0,Millbrook School,35.856111,-78.574167,10/13/2018
5.6,2018,10,14,23,0,Millbrook School,35.856111,-78.574167,10/14/2018
5.6,2018,10,14,23,0,Millbrook School,35.856111,-78.574167,10/14/2018
17.7,2018,10,15,23,0,Millbrook School,35.856111,-78.574167,10/15/2018
17.7,2018,10,15,23,0,Millbrook School,35.856111,-78.574167,10/15/2018
6.2,2018,10,16,19,0,Millbrook School,35.856111,-78.574167,10/16/2018
6.2,2018,10,16,19,0,Millbrook School,35.856111,-78.574167,10/16/2018
26.7,2018,10,17,23,0,Millbrook School,35.856111,-78.574167,10/17/2018
26.7,2018,10,17,23,0,Millbrook School,35.856111,-78.574167,10/17/2018
11.9,2018,10,18,23,0,Millbrook School,35.856111,-78.574167,10/18/2018
11.9,2018,10,18,23,0,Millbrook School,35.856111,-78.574167,10/18/2018
20.7,2018,10,19,23,0,Millbrook School,35.856111,-78.574167,10/19/2018
20.7,2018,10,19,23,0,Millbrook School,35.856111,-78.574167,10/19/2018
11.7,2018,10,20,23,0,Millbrook School,35.856111,-78.574167,10/20/2018
11.7,2018,10,20,23,0,Millbrook School,35.856111,-78.574167,10/20/2018
10.6,2018,10,21,23,0,Millbrook School,35.856111,-78.574167,10/21/2018
10.6,2018,10,21,23,0,Millbrook School,35.856111,-78.574167,10/21/2018
21.1,2018,10,22,23,0,Millbrook School,35.856111,-78.574167,10/22/2018
21.1,2018,10,22,23,0,Millbrook School,35.856111,-78.574167,10/22/2018
28.2,2018,10,23,23,0,Millbrook School,35.856111,-78.574167,10/23/2018
28.2,2018,10,23,23,0,Millbrook School,35.856111,-78.574167,10/23/2018
20.4,2018,10,24,23,0,Millbrook School,35.856111,-78.574167,10/24/2018
20.4,2018,10,24,23,0,Millbrook School,35.856111,-78.574167,10/24/2018
18.3,2018,10,25,23,0,Millbrook School,35.856111,-78.574167,10/25/2018
