DMean PM10,Year,Month,Day,PM-WEIGHT,Flag,Site Name,Lat,Lng,Date
9,2016,12,15,1,0,Cheyenne NCore,41.18222711,-104.7783342,12/15/2016
8,2016,12,16,1,0,Cheyenne NCore,41.18222711,-104.7783342,12/16/2016
9,2016,12,17,1,0,Cheyenne NCore,41.18222711,-104.7783342,12/17/2016
10,2016,12,18,1,0,Cheyenne NCore,41.18222711,-104.7783342,12/18/2016
11,2016,12,19,1,0,Cheyenne NCore,41.18222711,-104.7783342,12/19/2016
5,2016,12,20,1,0,Cheyenne NCore,41.18222711,-104.7783342,12/20/2016
7,2016,12,21,1,0,Cheyenne NCore,41.18222711,-104.7783342,12/21/2016
18,2016,12,22,1,0,Cheyenne NCore,41.18222711,-104.7783342,12/22/2016
8,2016,12,23,1,0,Cheyenne NCore,41.18222711,-104.7783342,12/23/2016
9,2016,12,24,1,0,Cheyenne NCore,41.18222711,-104.7783342,12/24/2016
9,2016,12,25,1,0,Cheyenne NCore,41.18222711,-104.7783342,12/25/2016
5,2016,12,26,1,0,Cheyenne NCore,41.18222711,-104.7783342,12/26/2016
9,2016,12,27,1,0,Cheyenne NCore,41.18222711,-104.7783342,12/27/2016
5,2016,12,28,1,0,Cheyenne NCore,41.18222711,-104.7783342,12/28/2016
8,2016,12,29,1,0,Cheyenne NCore,41.18222711,-104.7783342,12/29/2016
6,2016,12,30,1,0,Cheyenne NCore,41.18222711,-104.7783342,12/30/2016
15,2018,1,1,1,0,Cheyenne NCore,41.18222711,-104.7783342,1/1/2018
5,2018,1,2,1,0,Cheyenne NCore,41.18222711,-104.7783342,1/2/2018
13,2018,1,3,1,0,Cheyenne NCore,41.18222711,-104.7783342,1/3/2018
14,2018,1,4,1,0,Cheyenne NCore,41.18222711,-104.7783342,1/4/2018
10,2018,1,5,1,0,Cheyenne NCore,41.18222711,-104.7783342,1/5/2018
7,2018,1,6,1,0,Cheyenne NCore,41.18222711,-104.7783342,1/6/2018
4,2018,1,7,1,0,Cheyenne NCore,41.18222711,-104.7783342,1/7/2018
9,2018,1,8,1,0,Cheyenne NCore,41.18222711,-104.7783342,1/8/2018
6,2018,1,9,1,0,Cheyenne NCore,41.18222711,-104.7783342,1/9/2018
4,2018,1,10,1,0,Cheyenne NCore,41.18222711,-104.7783342,1/10/2018
6,2018,1,11,1,0,Cheyenne NCore,41.18222711,-104.7783342,1/11/2018
4,2018,1,12,1,0,Cheyenne NCore,41.18222711,-104.7783342,1/12/2018
4,2018,1,13,1,0,Cheyenne NCore,41.18222711,-104.7783342,1/13/2018
3,2018,1,14,1,0,Cheyenne NCore,41.18222711,-104.7783342,1/14/2018
6,2018,1,15,1,0,Cheyenne NCore,41.18222711,-104.7783342,1/15/2018
13,2018,1,16,1,0,Cheyenne NCore,41.18222711,-104.7783342,1/16/2018
9,2018,1,17,1,0,Cheyenne NCore,41.18222711,-104.7783342,1/17/2018
6,2018,1,18,1,0,Cheyenne NCore,41.18222711,-104.7783342,1/18/2018
7,2018,1,19,1,0,Cheyenne NCore,41.18222711,-104.7783342,1/19/2018
5,2018,1,20,1,0,Cheyenne NCore,41.18222711,-104.7783342,1/20/2018
5,2018,1,23,1,0,Cheyenne NCore,41.18222711,-104.7783342,1/23/2018
8,2018,1,24,1,0,Cheyenne NCore,41.18222711,-104.7783342,1/24/2018
15,2018,1,25,1,0,Cheyenne NCore,41.18222711,-104.7783342,1/25/2018
4,2018,1,26,1,0,Cheyenne NCore,41.18222711,-104.7783342,1/26/2018
5,2018,1,27,1,0,Cheyenne NCore,41.18222711,-104.7783342,1/27/2018
5,2018,1,28,1,0,Cheyenne NCore,41.18222711,-104.7783342,1/28/2018
7,2018,1,29,1,0,Cheyenne NCore,41.18222711,-104.7783342,1/29/2018
8,2018,1,30,1,0,Cheyenne NCore,41.18222711,-104.7783342,1/30/2018
3,2018,1,31,1,0,Cheyenne NCore,41.18222711,-104.7783342,1/31/2018
6,2018,2,1,1,0,Cheyenne NCore,41.18222711,-104.7783342,2/1/2018
5,2018,2,3,1,0,Cheyenne NCore,41.18222711,-104.7783342,2/3/2018
10,2018,2,4,1,0,Cheyenne NCore,41.18222711,-104.7783342,2/4/2018
5,2018,2,5,1,0,Cheyenne NCore,41.18222711,-104.7783342,2/5/2018
4,2018,2,8,1,0,Cheyenne NCore,41.18222711,-104.7783342,2/8/2018
4,2018,2,9,1,0,Cheyenne NCore,41.18222711,-104.7783342,2/9/2018
7,2018,2,10,1,0,Cheyenne NCore,41.18222711,-104.7783342,2/10/2018
7,2018,2,11,1,0,Cheyenne NCore,41.18222711,-104.7783342,2/11/2018
8,2018,2,12,1,0,Cheyenne NCore,41.18222711,-104.7783342,2/12/2018
8,2018,2,14,1,0,Cheyenne NCore,41.18222711,-104.7783342,2/14/2018
4,2018,2,15,1,0,Cheyenne NCore,41.18222711,-104.7783342,2/15/2018
10,2018,2,16,1,0,Cheyenne NCore,41.18222711,-104.7783342,2/16/2018
8,2018,2,17,1,0,Cheyenne NCore,41.18222711,-104.7783342,2/17/2018
5,2018,2,18,1,0,Cheyenne NCore,41.18222711,-104.7783342,2/18/2018
3,2018,2,19,1,0,Cheyenne NCore,41.18222711,-104.7783342,2/19/2018
11,2018,2,20,1,0,Cheyenne NCore,41.18222711,-104.7783342,2/20/2018
19,2018,2,21,1,0,Cheyenne NCore,41.18222711,-104.7783342,2/21/2018
15,2018,2,22,1,0,Cheyenne NCore,41.18222711,-104.7783342,2/22/2018
21,2018,2,23,1,0,Cheyenne NCore,41.18222711,-104.7783342,2/23/2018
10,2018,2,24,1,0,Cheyenne NCore,41.18222711,-104.7783342,2/24/2018
5,2018,2,25,1,0,Cheyenne NCore,41.18222711,-104.7783342,2/25/2018
11,2018,2,26,1,0,Cheyenne NCore,41.18222711,-104.7783342,2/26/2018
11,2018,2,27,1,0,Cheyenne NCore,41.18222711,-104.7783342,2/27/2018
10,2018,2,28,1,0,Cheyenne NCore,41.18222711,-104.7783342,2/28/2018
16,2018,3,1,1,0,Cheyenne NCore,41.18222711,-104.7783342,3/1/2018
10,2018,3,2,1,0,Cheyenne NCore,41.18222711,-104.7783342,3/2/2018
10,2018,3,3,1,0,Cheyenne NCore,41.18222711,-104.7783342,3/3/2018
12,2018,3,4,1,0,Cheyenne NCore,41.18222711,-104.7783342,3/4/2018
12,2018,3,5,1,0,Cheyenne NCore,41.18222711,-104.7783342,3/5/2018
8,2018,3,6,1,0,Cheyenne NCore,41.18222711,-104.7783342,3/6/2018
11,2018,3,7,1,0,Cheyenne NCore,41.18222711,-104.7783342,3/7/2018
6,2018,3,24,1,0,Cheyenne NCore,41.18222711,-104.7783342,3/24/2018
8,2018,3,25,1,0,Cheyenne NCore,41.18222711,-104.7783342,3/25/2018
4,2018,3,26,1,0,Cheyenne NCore,41.18222711,-104.7783342,3/26/2018
9,2018,3,27,1,0,Cheyenne NCore,41.18222711,-104.7783342,3/27/2018
4,2018,3,28,1,0,Cheyenne NCore,41.18222711,-104.7783342,3/28/2018
4,2018,3,29,1,0,Cheyenne NCore,41.18222711,-104.7783342,3/29/2018
7,2018,3,30,1,0,Cheyenne NCore,41.18222711,-104.7783342,3/30/2018
6,2018,3,31,1,0,Cheyenne NCore,41.18222711,-104.7783342,3/31/2018
10,2018,4,1,1,0,Cheyenne NCore,41.18222711,-104.7783342,4/1/2018
11,2018,4,2,1,0,Cheyenne NCore,41.18222711,-104.7783342,4/2/2018
8,2018,4,3,1,0,Cheyenne NCore,41.18222711,-104.7783342,4/3/2018
11,2018,4,4,1,0,Cheyenne NCore,41.18222711,-104.7783342,4/4/2018
9,2018,4,5,1,0,Cheyenne NCore,41.18222711,-104.7783342,4/5/2018
