Site Name,Date,NO2 AQI,Ozone AQI,SO2 AQI,CO AQI
PFIZER LAB SITE,11/19/2020,27.0,20.0,4.0,3.0
PFIZER LAB SITE,11/20/2020,42.0,15.0,1.0,5.0
PFIZER LAB SITE,11/21/2020,30.0,28.0,3.0,5.0
PFIZER LAB SITE,11/22/2020,8.0,26.0,0.0,2.0
PFIZER LAB SITE,11/23/2020,23.0,26.0,0.0,2.0
PFIZER LAB SITE,11/24/2020,27.0,25.0,1.0,5.0
PFIZER LAB SITE,11/25/2020,38.0,20.0,1.0,5.0
PFIZER LAB SITE,11/26/2020,32.0,24.0,1.0,6.0
PFIZER LAB SITE,11/27/2020,27.0,21.0,3.0,5.0
PFIZER LAB SITE,11/28/2020,23.0,22.0,3.0,3.0
PFIZER LAB SITE,11/29/2020,36.0,19.0,3.0,5.0
PFIZER LAB SITE,12/1/2020,25.0,17.0,0.0,3.0
PFIZER LAB SITE,12/2/2020,19.0,18.0,0.0,2.0
PFIZER LAB SITE,12/3/2020,32.0,14.0,1.0,5.0
PFIZER LAB SITE,12/4/2020,30.0,7.0,1.0,5.0
PFIZER LAB SITE,12/5/2020,28.0,21.0,0.0,5.0
PFIZER LAB SITE,12/6/2020,9.0,27.0,0.0,2.0
PFIZER LAB SITE,12/7/2020,25.0,25.0,1.0,3.0
PFIZER LAB SITE,12/8/2020,13.0,21.0,0.0,2.0
PFIZER LAB SITE,12/9/2020,31.0,10.0,1.0,3.0
PFIZER LAB SITE,12/10/2020,31.0,22.0,1.0,5.0
PFIZER LAB SITE,12/11/2020,43.0,17.0,6.0,13.0
PFIZER LAB SITE,12/12/2020,37.0,15.0,1.0,13.0
PFIZER LAB SITE,12/13/2020,28.0,23.0,0.0,6.0
PFIZER LAB SITE,12/14/2020,20.0,21.0,1.0,3.0
PFIZER LAB SITE,12/15/2020,16.0,22.0,1.0,2.0
PFIZER LAB SITE,12/16/2020,16.0,25.0,0.0,2.0
PFIZER LAB SITE,12/17/2020,15.0,24.0,1.0,2.0
PFIZER LAB SITE,12/18/2020,25.0,20.0,3.0,3.0
PFIZER LAB SITE,12/19/2020,40.0,16.0,3.0,8.0
PFIZER LAB SITE,12/20/2020,37.0,4.0,3.0,9.0
PFIZER LAB SITE,12/21/2020,34.0,6.0,3.0,8.0
PFIZER LAB SITE,12/22/2020,27.0,27.0,1.0,7.0
PFIZER LAB SITE,12/23/2020,31.0,16.0,1.0,3.0
PFIZER LAB SITE,12/24/2020,36.0,33.0,1.0,5.0
PFIZER LAB SITE,12/25/2020,8.0,33.0,0.0,2.0
PFIZER LAB SITE,12/26/2020,11.0,19.0,1.0,3.0
PFIZER LAB SITE,12/27/2020,35.0,19.0,1.0,5.0
PFIZER LAB SITE,12/28/2020,40.0,23.0,1.0,6.0
PFIZER LAB SITE,12/29/2020,12.0,30.0,1.0,5.0
PFIZER LAB SITE,12/30/2020,35.0,20.0,1.0,5.0
PFIZER LAB SITE,12/31/2020,28.0,19.0,1.0,5.0
QUEENS COLLEGE 2,1/1/2020,12.0,23.0,0.0,2.0
QUEENS COLLEGE 2,1/2/2020,39.0,16.0,9.0,5.0
QUEENS COLLEGE 2,1/3/2020,33.0,3.0,1.0,6.0
QUEENS COLLEGE 2,1/5/2020,12.0,30.0,0.0,5.0
QUEENS COLLEGE 2,1/7/2020,38.0,19.0,11.0,3.0
QUEENS COLLEGE 2,1/8/2020,25.0,29.0,4.0,2.0
QUEENS COLLEGE 2,1/9/2020,40.0,19.0,4.0,3.0
QUEENS COLLEGE 2,1/11/2020,37.0,30.0,0.0,6.0
QUEENS COLLEGE 2,1/12/2020,17.0,31.0,0.0,2.0
QUEENS COLLEGE 2,1/14/2020,24.0,11.0,0.0,5.0
QUEENS COLLEGE 2,1/15/2020,38.0,15.0,1.0,5.0
QUEENS COLLEGE 2,1/17/2020,18.0,31.0,3.0,2.0
QUEENS COLLEGE 2,1/18/2020,39.0,24.0,0.0,3.0
QUEENS COLLEGE 2,1/19/2020,20.0,31.0,0.0,2.0
QUEENS COLLEGE 2,1/20/2020,15.0,32.0,3.0,2.0
QUEENS COLLEGE 2,1/21/2020,42.0,24.0,3.0,3.0
QUEENS COLLEGE 2,1/23/2020,49.0,8.0,7.0,9.0
QUEENS COLLEGE 2,1/24/2020,53.0,21.0,7.0,11.0
QUEENS COLLEGE 2,1/25/2020,30.0,31.0,0.0,5.0
QUEENS COLLEGE 2,1/26/2020,23.0,19.0,1.0,3.0
QUEENS COLLEGE 2,1/27/2020,25.0,20.0,4.0,3.0
QUEENS COLLEGE 2,1/29/2020,20.0,31.0,1.0,2.0
QUEENS COLLEGE 2,1/30/2020,42.0,25.0,0.0,5.0
QUEENS COLLEGE 2,1/31/2020,43.0,30.0,0.0,5.0
QUEENS COLLEGE 2,2/1/2020,38.0,7.0,0.0,6.0
QUEENS COLLEGE 2,2/2/2020,26.0,23.0,0.0,5.0
QUEENS COLLEGE 2,2/4/2020,50.0,17.0,3.0,10.0
QUEENS COLLEGE 2,2/6/2020,22.0,17.0,0.0,3.0
QUEENS COLLEGE 2,2/7/2020,23.0,30.0,0.0,3.0
QUEENS COLLEGE 2,2/8/2020,42.0,31.0,0.0,3.0
QUEENS COLLEGE 2,2/10/2020,27.0,26.0,3.0,5.0
QUEENS COLLEGE 2,2/11/2020,28.0,25.0,1.0,5.0
QUEENS COLLEGE 2,2/12/2020,19.0,28.0,3.0,3.0
QUEENS COLLEGE 2,2/13/2020,40.0,24.0,1.0,6.0
QUEENS COLLEGE 2,2/14/2020,15.0,29.0,3.0,3.0
QUEENS COLLEGE 2,2/16/2020,50.0,19.0,1.0,8.0
QUEENS COLLEGE 2,2/17/2020,48.0,30.0,3.0,9.0
QUEENS COLLEGE 2,2/18/2020,37.0,34.0,1.0,5.0
QUEENS COLLEGE 2,2/19/2020,35.0,33.0,3.0,6.0
QUEENS COLLEGE 2,2/20/2020,20.0,31.0,3.0,2.0
QUEENS COLLEGE 2,2/22/2020,36.0,30.0,1.0,3.0
QUEENS COLLEGE 2,2/23/2020,46.0,34.0,4.0,6.0
QUEENS COLLEGE 2,2/24/2020,46.0,28.0,3.0,7.0
QUEENS COLLEGE 2,2/25/2020,39.0,23.0,0.0,3.0
QUEENS COLLEGE 2,2/26/2020,22.0,36.0,0.0,3.0
QUEENS COLLEGE 2,2/28/2020,16.0,32.0,1.0,2.0
QUEENS COLLEGE 2,2/29/2020,12.0,32.0,1.0,2.0
QUEENS COLLEGE 2,3/1/2020,47.0,37.0,3.0,3.0
QUEENS COLLEGE 2,3/3/2020,32.0,29.0,3.0,5.0
QUEENS COLLEGE 2,3/5/2020,17.0,29.0,3.0,2.0
QUEENS COLLEGE 2,3/6/2020,43.0,31.0,0.0,3.0
QUEENS COLLEGE 2,3/7/2020,15.0,38.0,0.0,2.0
QUEENS COLLEGE 2,3/8/2020,27.0,34.0,0.0,3.0
QUEENS COLLEGE 2,3/9/2020,42.0,33.0,4.0,5.0
QUEENS COLLEGE 2,3/10/2020,43.0,34.0,1.0,5.0
QUEENS COLLEGE 2,3/11/2020,44.0,31.0,4.0,3.0
QUEENS COLLEGE 2,3/12/2020,49.0,32.0,0.0,8.0
QUEENS COLLEGE 2,3/13/2020,12.0,37.0,0.0,2.0
QUEENS COLLEGE 2,3/14/2020,9.0,34.0,0.0,2.0
QUEENS COLLEGE 2,3/15/2020,28.0,38.0,0.0,2.0
QUEENS COLLEGE 2,3/16/2020,9.0,36.0,0.0,2.0
QUEENS COLLEGE 2,3/17/2020,30.0,27.0,1.0,3.0
QUEENS COLLEGE 2,3/18/2020,37.0,35.0,4.0,3.0
QUEENS COLLEGE 2,3/19/2020,28.0,32.0,1.0,3.0
QUEENS COLLEGE 2,3/20/2020,24.0,34.0,0.0,5.0
QUEENS COLLEGE 2,3/21/2020,6.0,40.0,1.0,2.0
QUEENS COLLEGE 2,3/22/2020,6.0,39.0,0.0,2.0
QUEENS COLLEGE 2,3/23/2020,12.0,31.0,3.0,2.0
QUEENS COLLEGE 2,3/24/2020,22.0,37.0,6.0,2.0
QUEENS COLLEGE 2,3/25/2020,15.0,35.0,0.0,2.0
QUEENS COLLEGE 2,3/26/2020,22.0,33.0,0.0,2.0
QUEENS COLLEGE 2,3/27/2020,36.0,44.0,4.0,3.0
QUEENS COLLEGE 2,3/28/2020,16.0,37.0,0.0,3.0
QUEENS COLLEGE 2,3/29/2020,6.0,38.0,0.0,2.0
QUEENS COLLEGE 2,3/30/2020,22.0,30.0,0.0,3.0
QUEENS COLLEGE 2,3/31/2020,8.0,37.0,0.0,2.0
QUEENS COLLEGE 2,4/1/2020,12.0,41.0,0.0,2.0
QUEENS COLLEGE 2,4/2/2020,13.0,38.0,4.0,2.0
QUEENS COLLEGE 2,4/3/2020,8.0,32.0,1.0,2.0
QUEENS COLLEGE 2,4/4/2020,10.0,37.0,0.0,2.0
QUEENS COLLEGE 2,4/5/2020,23.0,29.0,0.0,3.0
QUEENS COLLEGE 2,4/6/2020,28.0,39.0,0.0,3.0
QUEENS COLLEGE 2,4/8/2020,22.0,39.0,0.0,3.0
QUEENS COLLEGE 2,4/9/2020,20.0,41.0,0.0,2.0
QUEENS COLLEGE 2,4/10/2020,9.0,34.0,0.0,2.0
QUEENS COLLEGE 2,4/11/2020,19.0,43.0,0.0,2.0
QUEENS COLLEGE 2,4/12/2020,45.0,45.0,0.0,5.0
QUEENS COLLEGE 2,4/13/2020,8.0,42.0,0.0,2.0
QUEENS COLLEGE 2,4/14/2020,12.0,42.0,4.0,2.0
QUEENS COLLEGE 2,4/15/2020,13.0,43.0,3.0,2.0
QUEENS COLLEGE 2,4/16/2020,9.0,39.0,1.0,2.0
QUEENS COLLEGE 2,4/17/2020,14.0,42.0,1.0,2.0
QUEENS COLLEGE 2,4/18/2020,14.0,36.0,0.0,2.0
QUEENS COLLEGE 2,4/19/2020,34.0,49.0,1.0,3.0
QUEENS COLLEGE 2,4/20/2020,20.0,40.0,0.0,2.0
QUEENS COLLEGE 2,4/23/2020,21.0,31.0,1.0,2.0
QUEENS COLLEGE 2,4/24/2020,33.0,34.0,0.0,3.0
QUEENS COLLEGE 2,4/25/2020,34.0,44.0,1.0,8.0
QUEENS COLLEGE 2,4/26/2020,9.0,40.0,1.0,2.0
QUEENS COLLEGE 2,4/27/2020,11.0,33.0,0.0,2.0
QUEENS COLLEGE 2,4/28/2020,25.0,40.0,4.0,3.0
QUEENS COLLEGE 2,4/29/2020,26.0,43.0,1.0,3.0
QUEENS COLLEGE 2,4/30/2020,5.0,47.0,0.0,2.0
QUEENS COLLEGE 2,5/1/2020,17.0,47.0,0.0,2.0
QUEENS COLLEGE 2,5/2/2020,14.0,40.0,0.0,2.0
QUEENS COLLEGE 2,5/3/2020,13.0,49.0,0.0,3.0
QUEENS COLLEGE 2,5/4/2020,14.0,40.0,0.0,3.0
QUEENS COLLEGE 2,5/5/2020,22.0,44.0,0.0,2.0
QUEENS COLLEGE 2,5/6/2020,28.0,36.0,0.0,2.0
QUEENS COLLEGE 2,5/7/2020,36.0,42.0,0.0,3.0
QUEENS COLLEGE 2,5/8/2020,13.0,33.0,1.0,2.0
QUEENS COLLEGE 2,5/9/2020,6.0,28.0,0.0,2.0
QUEENS COLLEGE 2,5/10/2020,10.0,44.0,0.0,2.0
QUEENS COLLEGE 2,5/11/2020,35.0,33.0,0.0,2.0
QUEENS COLLEGE 2,5/12/2020,8.0,43.0,0.0,3.0
QUEENS COLLEGE 2,5/13/2020,42.0,34.0,1.0,2.0
QUEENS COLLEGE 2,5/14/2020,41.0,46.0,0.0,6.0
QUEENS COLLEGE 2,5/15/2020,28.0,61.0,0.0,3.0
QUEENS COLLEGE 2,5/16/2020,17.0,44.0,0.0,3.0
QUEENS COLLEGE 2,5/17/2020,5.0,44.0,3.0,2.0
QUEENS COLLEGE 2,6/9/2020,30.0,93.0,0.0,5.0
QUEENS COLLEGE 2,6/10/2020,22.0,45.0,0.0,3.0
QUEENS COLLEGE 2,6/11/2020,21.0,30.0,0.0,3.0
QUEENS COLLEGE 2,6/12/2020,22.0,61.0,1.0,3.0
QUEENS COLLEGE 2,6/13/2020,3.0,42.0,0.0,2.0
QUEENS COLLEGE 2,6/15/2020,13.0,34.0,3.0,2.0
QUEENS COLLEGE 2,6/16/2020,17.0,36.0,4.0,2.0
QUEENS COLLEGE 2,6/17/2020,10.0,33.0,4.0,2.0
QUEENS COLLEGE 2,6/18/2020,8.0,20.0,1.0,2.0
QUEENS COLLEGE 2,6/19/2020,22.0,34.0,0.0,2.0
QUEENS COLLEGE 2,6/21/2020,21.0,32.0,0.0,3.0
QUEENS COLLEGE 2,6/22/2020,20.0,50.0,0.0,2.0
QUEENS COLLEGE 2,6/23/2020,18.0,48.0,0.0,2.0
QUEENS COLLEGE 2,6/24/2020,15.0,48.0,0.0,2.0
QUEENS COLLEGE 2,6/25/2020,23.0,77.0,1.0,2.0
QUEENS COLLEGE 2,6/27/2020,30.0,45.0,0.0,5.0
QUEENS COLLEGE 2,6/28/2020,24.0,61.0,0.0,6.0
QUEENS COLLEGE 2,6/29/2020,21.0,40.0,0.0,5.0
QUEENS COLLEGE 2,6/30/2020,21.0,39.0,1.0,2.0
QUEENS COLLEGE 2,7/1/2020,12.0,54.0,0.0,2.0
QUEENS COLLEGE 2,7/3/2020,21.0,46.0,0.0,3.0
QUEENS COLLEGE 2,7/4/2020,9.0,39.0,0.0,2.0
QUEENS COLLEGE 2,7/5/2020,27.0,77.0,0.0,3.0
QUEENS COLLEGE 2,7/6/2020,30.0,77.0,0.0,6.0
QUEENS COLLEGE 2,7/9/2020,14.0,26.0,0.0,2.0
QUEENS COLLEGE 2,7/10/2020,7.0,21.0,0.0,1.0
QUEENS COLLEGE 2,7/11/2020,13.0,33.0,0.0,2.0
QUEENS COLLEGE 2,7/12/2020,7.0,45.0,0.0,2.0
QUEENS COLLEGE 2,7/13/2020,16.0,49.0,0.0,2.0
QUEENS COLLEGE 2,7/15/2020,9.0,40.0,1.0,2.0
QUEENS COLLEGE 2,7/17/2020,15.0,38.0,0.0,2.0
QUEENS COLLEGE 2,7/18/2020,27.0,143.0,0.0,5.0
QUEENS COLLEGE 2,7/21/2020,22.0,61.0,0.0,2.0
QUEENS COLLEGE 2,7/22/2020,17.0,101.0,0.0,2.0
QUEENS COLLEGE 2,7/23/2020,13.0,48.0,0.0,2.0
QUEENS COLLEGE 2,7/24/2020,22.0,33.0,0.0,3.0
QUEENS COLLEGE 2,7/25/2020,25.0,74.0,0.0,5.0
QUEENS COLLEGE 2,7/27/2020,21.0,105.0,0.0,3.0
QUEENS COLLEGE 2,7/28/2020,19.0,80.0,3.0,2.0
QUEENS COLLEGE 2,7/29/2020,24.0,61.0,0.0,3.0
QUEENS COLLEGE 2,7/30/2020,28.0,140.0,1.0,3.0
QUEENS COLLEGE 2,7/31/2020,25.0,61.0,0.0,3.0
QUEENS COLLEGE 2,8/2/2020,6.0,36.0,0.0,2.0
QUEENS COLLEGE 2,8/3/2020,12.0,61.0,0.0,2.0
QUEENS COLLEGE 2,8/4/2020,12.0,31.0,0.0,2.0
QUEENS COLLEGE 2,8/5/2020,16.0,84.0,0.0,3.0
QUEENS COLLEGE 2,8/6/2020,35.0,67.0,0.0,9.0
QUEENS COLLEGE 2,8/8/2020,16.0,44.0,0.0,7.0
QUEENS COLLEGE 2,8/9/2020,13.0,58.0,0.0,3.0
QUEENS COLLEGE 2,8/10/2020,21.0,80.0,0.0,3.0
QUEENS COLLEGE 2,8/11/2020,15.0,41.0,0.0,2.0
QUEENS COLLEGE 2,8/14/2020,17.0,49.0,0.0,3.0
QUEENS COLLEGE 2,8/15/2020,9.0,35.0,0.0,3.0
QUEENS COLLEGE 2,8/16/2020,3.0,21.0,0.0,2.0
QUEENS COLLEGE 2,8/17/2020,22.0,43.0,0.0,2.0
QUEENS COLLEGE 2,8/18/2020,27.0,44.0,0.0,3.0
QUEENS COLLEGE 2,8/20/2020,16.0,49.0,0.0,3.0
QUEENS COLLEGE 2,8/21/2020,18.0,64.0,0.0,2.0
QUEENS COLLEGE 2,8/22/2020,14.0,74.0,0.0,3.0
QUEENS COLLEGE 2,8/23/2020,19.0,38.0,0.0,3.0
QUEENS COLLEGE 2,8/24/2020,19.0,87.0,0.0,3.0
QUEENS COLLEGE 2,8/26/2020,15.0,31.0,0.0,2.0
QUEENS COLLEGE 2,8/27/2020,22.0,71.0,0.0,3.0
QUEENS COLLEGE 2,8/28/2020,23.0,54.0,0.0,2.0
QUEENS COLLEGE 2,8/29/2020,16.0,30.0,0.0,2.0
QUEENS COLLEGE 2,8/30/2020,10.0,29.0,0.0,2.0
QUEENS COLLEGE 2,9/1/2020,16.0,31.0,0.0,2.0
QUEENS COLLEGE 2,9/2/2020,16.0,29.0,0.0,2.0
QUEENS COLLEGE 2,9/3/2020,13.0,64.0,0.0,2.0
QUEENS COLLEGE 2,9/4/2020,20.0,44.0,1.0,3.0
QUEENS COLLEGE 2,9/5/2020,9.0,44.0,0.0,3.0
QUEENS COLLEGE 2,9/7/2020,19.0,34.0,0.0,3.0
QUEENS COLLEGE 2,9/8/2020,21.0,36.0,0.0,3.0
QUEENS COLLEGE 2,9/9/2020,22.0,36.0,6.0,3.0
QUEENS COLLEGE 2,9/11/2020,13.0,30.0,0.0,2.0
QUEENS COLLEGE 2,9/13/2020,9.0,29.0,3.0,2.0
QUEENS COLLEGE 2,9/15/2020,24.0,28.0,0.0,2.0
QUEENS COLLEGE 2,9/16/2020,28.0,29.0,0.0,3.0
QUEENS COLLEGE 2,9/17/2020,22.0,31.0,0.0,3.0
QUEENS COLLEGE 2,9/19/2020,6.0,31.0,0.0,2.0
QUEENS COLLEGE 2,9/20/2020,13.0,31.0,0.0,2.0
QUEENS COLLEGE 2,9/21/2020,29.0,30.0,1.0,3.0
QUEENS COLLEGE 2,9/22/2020,25.0,34.0,0.0,5.0
QUEENS COLLEGE 2,9/23/2020,38.0,47.0,0.0,6.0
QUEENS COLLEGE 2,9/25/2020,36.0,51.0,0.0,7.0
QUEENS COLLEGE 2,9/26/2020,25.0,42.0,1.0,5.0
QUEENS COLLEGE 2,9/27/2020,7.0,35.0,3.0,2.0
QUEENS COLLEGE 2,9/28/2020,10.0,31.0,0.0,2.0
QUEENS COLLEGE 2,9/29/2020,10.0,26.0,0.0,2.0
QUEENS COLLEGE 2,10/2/2020,21.0,31.0,0.0,2.0
QUEENS COLLEGE 2,10/3/2020,19.0,31.0,0.0,3.0
QUEENS COLLEGE 2,10/4/2020,16.0,33.0,1.0,3.0
QUEENS COLLEGE 2,10/7/2020,16.0,43.0,1.0,3.0
QUEENS COLLEGE 2,10/8/2020,13.0,27.0,0.0,2.0
QUEENS COLLEGE 2,10/9/2020,26.0,33.0,1.0,5.0
QUEENS COLLEGE 2,10/10/2020,8.0,31.0,0.0,3.0
QUEENS COLLEGE 2,10/11/2020,14.0,29.0,0.0,3.0
QUEENS COLLEGE 2,10/13/2020,11.0,19.0,1.0,3.0
QUEENS COLLEGE 2,10/15/2020,35.0,44.0,0.0,5.0
QUEENS COLLEGE 2,10/16/2020,21.0,25.0,1.0,2.0
QUEENS COLLEGE 2,10/17/2020,33.0,30.0,1.0,9.0
QUEENS COLLEGE 2,10/19/2020,28.0,34.0,0.0,6.0
QUEENS COLLEGE 2,10/20/2020,25.0,29.0,0.0,3.0
QUEENS COLLEGE 2,10/21/2020,21.0,23.0,0.0,3.0
QUEENS COLLEGE 2,10/22/2020,37.0,18.0,0.0,6.0
QUEENS COLLEGE 2,10/23/2020,26.0,33.0,0.0,5.0
QUEENS COLLEGE 2,10/25/2020,10.0,24.0,0.0,2.0
QUEENS COLLEGE 2,10/26/2020,17.0,15.0,1.0,3.0
QUEENS COLLEGE 2,10/27/2020,22.0,17.0,0.0,5.0
QUEENS COLLEGE 2,10/28/2020,20.0,8.0,1.0,5.0
QUEENS COLLEGE 2,10/29/2020,17.0,25.0,0.0,3.0
QUEENS COLLEGE 2,10/31/2020,27.0,25.0,0.0,3.0
QUEENS COLLEGE 2,11/1/2020,19.0,27.0,0.0,3.0
QUEENS COLLEGE 2,11/2/2020,12.0,31.0,1.0,2.0
QUEENS COLLEGE 2,11/3/2020,18.0,23.0,3.0,2.0
QUEENS COLLEGE 2,11/4/2020,28.0,34.0,9.0,3.0
QUEENS COLLEGE 2,11/6/2020,35.0,21.0,3.0,6.0
QUEENS COLLEGE 2,11/7/2020,51.0,39.0,1.0,8.0
QUEENS COLLEGE 2,11/8/2020,55.0,38.0,3.0,11.0
QUEENS COLLEGE 2,11/9/2020,74.0,32.0,7.0,18.0
QUEENS COLLEGE 2,11/10/2020,34.0,24.0,3.0,7.0
QUEENS COLLEGE 2,11/12/2020,19.0,20.0,0.0,2.0
QUEENS COLLEGE 2,11/13/2020,24.0,14.0,1.0,5.0
QUEENS COLLEGE 2,11/14/2020,21.0,30.0,0.0,5.0
QUEENS COLLEGE 2,11/15/2020,27.0,38.0,0.0,3.0
QUEENS COLLEGE 2,11/16/2020,31.0,26.0,0.0,3.0
QUEENS COLLEGE 2,11/19/2020,36.0,26.0,1.0,3.0
QUEENS COLLEGE 2,11/20/2020,34.0,24.0,1.0,5.0
QUEENS COLLEGE 2,11/21/2020,37.0,28.0,1.0,6.0
QUEENS COLLEGE 2,11/22/2020,10.0,30.0,0.0,2.0
QUEENS COLLEGE 2,11/24/2020,31.0,24.0,1.0,5.0
QUEENS COLLEGE 2,11/25/2020,36.0,23.0,1.0,5.0
QUEENS COLLEGE 2,11/26/2020,29.0,31.0,0.0,5.0
QUEENS COLLEGE 2,11/27/2020,31.0,19.0,1.0,7.0
QUEENS COLLEGE 2,11/28/2020,26.0,24.0,1.0,5.0
QUEENS COLLEGE 2,12/1/2020,14.0,18.0,1.0,3.0
QUEENS COLLEGE 2,12/2/2020,15.0,19.0,1.0,2.0
QUEENS COLLEGE 2,12/4/2020,32.0,14.0,1.0,3.0
QUEENS COLLEGE 2,12/6/2020,8.0,28.0,1.0,2.0
QUEENS COLLEGE 2,12/10/2020,34.0,20.0,1.0,5.0
QUEENS COLLEGE 2,12/12/2020,35.0,21.0,0.0,9.0
QUEENS COLLEGE 2,12/13/2020,32.0,25.0,1.0,3.0
QUEENS COLLEGE 2,12/14/2020,22.0,21.0,1.0,3.0
QUEENS COLLEGE 2,12/16/2020,12.0,28.0,0.0,2.0
QUEENS COLLEGE 2,12/18/2020,27.0,19.0,1.0,3.0
QUEENS COLLEGE 2,12/19/2020,44.0,16.0,1.0,9.0
QUEENS COLLEGE 2,12/20/2020,41.0,8.0,1.0,8.0
QUEENS COLLEGE 2,12/21/2020,35.0,5.0,1.0,9.0
QUEENS COLLEGE 2,12/22/2020,29.0,27.0,1.0,6.0
QUEENS COLLEGE 2,12/24/2020,33.0,34.0,0.0,3.0
QUEENS COLLEGE 2,12/25/2020,6.0,35.0,0.0,2.0
QUEENS COLLEGE 2,12/26/2020,13.0,19.0,0.0,2.0
QUEENS COLLEGE 2,12/27/2020,36.0,18.0,1.0,5.0
QUEENS COLLEGE 2,12/28/2020,35.0,21.0,1.0,6.0
QUEENS COLLEGE 2,12/30/2020,36.0,23.0,1.0,5.0
QUEENS COLLEGE 2,12/31/2020,27.0,18.0,0.0,3.0
