Site Name,Date,NO2 AQI,Ozone AQI,SO2 AQI,CO AQI
Los Angeles-North Main Street,1/4/2020,38.0,20.0,1.0,15.0
Los Angeles-North Main Street,1/4/2020,38.0,20.0,1.0,14.0
Los Angeles-North Main Street,1/4/2020,38.0,20.0,1.0,15.0
Los Angeles-North Main Street,1/4/2020,38.0,20.0,1.0,14.0
Los Angeles-North Main Street,1/10/2020,35.0,18.0,1.0,10.0
Los Angeles-North Main Street,1/10/2020,35.0,18.0,1.0,9.0
Los Angeles-North Main Street,1/10/2020,35.0,18.0,1.0,10.0
Los Angeles-North Main Street,1/10/2020,35.0,18.0,1.0,9.0
Los Angeles-North Main Street,2/21/2020,40.0,36.0,0.0,11.0
Los Angeles-North Main Street,2/21/2020,40.0,36.0,0.0,10.0
Los Angeles-North Main Street,2/21/2020,42.0,36.0,0.0,11.0
Los Angeles-North Main Street,2/21/2020,42.0,36.0,0.0,10.0
Los Angeles-North Main Street,2/27/2020,44.0,27.0,3.0,11.0
Los Angeles-North Main Street,2/27/2020,44.0,27.0,3.0,10.0
Los Angeles-North Main Street,2/27/2020,47.0,27.0,3.0,11.0
Los Angeles-North Main Street,2/27/2020,47.0,27.0,3.0,10.0
Los Angeles-North Main Street,3/4/2020,30.0,28.0,0.0,9.0
Los Angeles-North Main Street,3/4/2020,30.0,28.0,0.0,8.0
Los Angeles-North Main Street,3/4/2020,34.0,28.0,0.0,9.0
Los Angeles-North Main Street,3/4/2020,34.0,28.0,0.0,8.0
Los Angeles-North Main Street,3/10/2020,14.0,16.0,0.0,2.0
Los Angeles-North Main Street,3/10/2020,14.0,16.0,0.0,2.0
Los Angeles-North Main Street,3/10/2020,16.0,16.0,0.0,2.0
Los Angeles-North Main Street,3/10/2020,16.0,16.0,0.0,2.0
Los Angeles-North Main Street,3/16/2020,22.0,26.0,0.0,6.0
Los Angeles-North Main Street,3/16/2020,22.0,26.0,0.0,6.0
Los Angeles-North Main Street,3/16/2020,24.0,26.0,0.0,6.0
Los Angeles-North Main Street,3/16/2020,24.0,26.0,0.0,6.0
Los Angeles-North Main Street,3/22/2020,19.0,31.0,0.0,5.0
Los Angeles-North Main Street,7/2/2020,11.0,45.0,0.0,2.0
Los Angeles-North Main Street,7/2/2020,11.0,45.0,0.0,2.0
Los Angeles-North Main Street,7/2/2020,10.0,45.0,0.0,2.0
Los Angeles-North Main Street,7/2/2020,10.0,45.0,0.0,2.0
Los Angeles-North Main Street,7/8/2020,22.0,47.0,0.0,3.0
Los Angeles-North Main Street,7/8/2020,22.0,47.0,0.0,3.0
Los Angeles-North Main Street,7/8/2020,20.0,47.0,0.0,3.0
Los Angeles-North Main Street,7/8/2020,20.0,47.0,0.0,3.0
Los Angeles-North Main Street,7/14/2020,16.0,43.0,1.0,2.0
Los Angeles-North Main Street,7/14/2020,15.0,43.0,1.0,2.0
Los Angeles-North Main Street,7/20/2020,18.0,39.0,0.0,3.0
Los Angeles-North Main Street,7/20/2020,17.0,39.0,0.0,3.0
Los Angeles-North Main Street,7/26/2020,12.0,42.0,0.0,3.0
Los Angeles-North Main Street,7/26/2020,11.0,42.0,0.0,3.0
Los Angeles-North Main Street,8/1/2020,42.0,50.0,1.0,5.0
Los Angeles-North Main Street,8/1/2020,40.0,50.0,1.0,5.0
Los Angeles-North Main Street,8/7/2020,22.0,44.0,0.0,3.0
Los Angeles-North Main Street,8/7/2020,19.0,44.0,0.0,3.0
Los Angeles-North Main Street,8/15/2020,41.0,101.0,1.0,10.0
Los Angeles-North Main Street,8/15/2020,38.0,101.0,1.0,10.0
Los Angeles-North Main Street,8/19/2020,32.0,84.0,1.0,8.0
Los Angeles-North Main Street,8/19/2020,29.0,84.0,1.0,8.0
Los Angeles-North Main Street,8/25/2020,24.0,34.0,0.0,8.0
Los Angeles-North Main Street,8/25/2020,22.0,34.0,0.0,8.0
Los Angeles-North Main Street,8/31/2020,14.0,47.0,0.0,5.0
Los Angeles-North Main Street,8/31/2020,14.0,47.0,0.0,5.0
Los Angeles-North Main Street,9/6/2020,42.0,214.0,0.0,15.0
Los Angeles-North Main Street,9/6/2020,37.0,214.0,0.0,15.0
Los Angeles-North Main Street,9/12/2020,39.0,42.0,1.0,16.0
Los Angeles-North Main Street,9/12/2020,34.0,42.0,1.0,16.0
Los Angeles-North Main Street,9/18/2020,48.0,119.0,1.0,13.0
Los Angeles-North Main Street,9/18/2020,48.0,119.0,1.0,13.0
Los Angeles-North Main Street,9/24/2020,44.0,90.0,1.0,9.0
Los Angeles-North Main Street,9/24/2020,40.0,90.0,1.0,9.0
Los Angeles-North Main Street,9/30/2020,44.0,97.0,0.0,9.0
Los Angeles-North Main Street,9/30/2020,41.0,97.0,0.0,9.0
Los Angeles-North Main Street,10/6/2020,42.0,112.0,0.0,14.0
Los Angeles-North Main Street,10/6/2020,39.0,112.0,0.0,14.0
Los Angeles-North Main Street,10/12/2020,39.0,80.0,0.0,9.0
Los Angeles-North Main Street,10/12/2020,34.0,80.0,0.0,9.0
Los Angeles-North Main Street,10/18/2020,21.0,67.0,0.0,7.0
Los Angeles-North Main Street,10/18/2020,17.0,67.0,0.0,7.0
Los Angeles-North Main Street,10/28/2020,39.0,74.0,0.0,10.0
Los Angeles-North Main Street,10/28/2020,38.0,74.0,0.0,10.0
Los Angeles-North Main Street,10/30/2020,51.0,47.0,0.0,14.0
Los Angeles-North Main Street,10/30/2020,46.0,47.0,0.0,14.0
Los Angeles-North Main Street,11/5/2020,51.0,23.0,0.0,15.0
Los Angeles-North Main Street,11/11/2020,36.0,33.0,0.0,9.0
Los Angeles-North Main Street,11/11/2020,36.0,33.0,0.0,9.0
Los Angeles-North Main Street,11/11/2020,34.0,33.0,0.0,9.0
Los Angeles-North Main Street,11/11/2020,34.0,33.0,0.0,9.0
Los Angeles-North Main Street,11/17/2020,44.0,34.0,1.0,11.0
Los Angeles-North Main Street,11/17/2020,44.0,34.0,1.0,13.0
Los Angeles-North Main Street,11/17/2020,41.0,34.0,1.0,11.0
Los Angeles-North Main Street,11/17/2020,41.0,34.0,1.0,13.0
Los Angeles-North Main Street,11/23/2020,34.0,30.0,0.0,13.0
Los Angeles-North Main Street,11/23/2020,34.0,30.0,0.0,11.0
Los Angeles-North Main Street,11/23/2020,29.0,30.0,0.0,13.0
Los Angeles-North Main Street,11/23/2020,29.0,30.0,0.0,11.0
Los Angeles-North Main Street,11/29/2020,35.0,39.0,0.0,13.0
Los Angeles-North Main Street,11/29/2020,35.0,39.0,0.0,11.0
Los Angeles-North Main Street,11/29/2020,34.0,39.0,0.0,13.0
Los Angeles-North Main Street,11/29/2020,34.0,39.0,0.0,11.0
Los Angeles-North Main Street,12/5/2020,51.0,23.0,1.0,17.0
Los Angeles-North Main Street,12/5/2020,51.0,23.0,1.0,14.0
Los Angeles-North Main Street,12/5/2020,49.0,23.0,1.0,17.0
Los Angeles-North Main Street,12/5/2020,49.0,23.0,1.0,14.0
Los Angeles-North Main Street,12/11/2020,31.0,34.0,0.0,8.0
Los Angeles-North Main Street,12/11/2020,27.0,34.0,0.0,8.0
Los Angeles-North Main Street,12/17/2020,41.0,24.0,0.0,14.0
Los Angeles-North Main Street,12/17/2020,39.0,24.0,0.0,14.0
Los Angeles-North Main Street,12/23/2020,50.0,15.0,0.0,11.0
Los Angeles-North Main Street,12/23/2020,45.0,15.0,0.0,11.0
Los Angeles-North Main Street,12/29/2020,35.0,27.0,0.0,8.0
Los Angeles-North Main Street,12/29/2020,35.0,27.0,0.0,8.0
Los Angeles-North Main Street,12/29/2020,33.0,27.0,0.0,8.0
Los Angeles-North Main Street,12/29/2020,33.0,27.0,0.0,8.0
LAX Hastings,1/4/2020,32.0,33.0,1.0,14.0
LAX Hastings,1/10/2020,29.0,20.0,1.0,7.0
LAX Hastings,1/16/2020,39.0,33.0,0.0,13.0
LAX Hastings,1/22/2020,29.0,31.0,1.0,7.0
LAX Hastings,1/28/2020,44.0,35.0,6.0,3.0
LAX Hastings,2/3/2020,9.0,35.0,0.0,2.0
LAX Hastings,2/9/2020,17.0,32.0,0.0,3.0
LAX Hastings,2/15/2020,36.0,42.0,3.0,10.0
LAX Hastings,2/21/2020,40.0,44.0,1.0,8.0
LAX Hastings,2/27/2020,36.0,37.0,0.0,7.0
LAX Hastings,3/4/2020,22.0,33.0,1.0,3.0
LAX Hastings,7/2/2020,4.0,26.0,0.0,1.0
LAX Hastings,7/8/2020,13.0,31.0,0.0,2.0
LAX Hastings,7/14/2020,7.0,31.0,0.0,1.0
LAX Hastings,7/20/2020,8.0,29.0,0.0,1.0
LAX Hastings,7/26/2020,8.0,28.0,0.0,1.0
LAX Hastings,8/1/2020,18.0,29.0,1.0,1.0
LAX Hastings,8/7/2020,11.0,31.0,0.0,1.0
LAX Hastings,8/19/2020,21.0,27.0,0.0,3.0
LAX Hastings,8/27/2020,13.0,31.0,1.0,2.0
LAX Hastings,8/31/2020,3.0,36.0,0.0,1.0
LAX Hastings,9/6/2020,29.0,112.0,3.0,7.0
LAX Hastings,9/12/2020,32.0,30.0,0.0,11.0
LAX Hastings,9/18/2020,28.0,43.0,1.0,6.0
LAX Hastings,9/24/2020,33.0,37.0,1.0,5.0
LAX Hastings,9/30/2020,41.0,44.0,1.0,9.0
LAX Hastings,10/6/2020,15.0,50.0,0.0,5.0
LAX Hastings,10/12/2020,28.0,40.0,0.0,5.0
LAX Hastings,10/18/2020,27.0,41.0,0.0,5.0
LAX Hastings,10/24/2020,8.0,30.0,0.0,2.0
LAX Hastings,10/30/2020,54.0,38.0,1.0,14.0
LAX Hastings,11/11/2020,37.0,32.0,1.0,8.0
LAX Hastings,11/17/2020,47.0,36.0,0.0,9.0
LAX Hastings,12/5/2020,37.0,25.0,1.0,8.0
LAX Hastings,12/11/2020,28.0,34.0,0.0,7.0
LAX Hastings,12/17/2020,47.0,29.0,4.0,13.0
LAX Hastings,12/23/2020,42.0,20.0,3.0,8.0
LAX Hastings,12/29/2020,26.0,28.0,1.0,5.0
Los Angeles-North Main Street,1/1/2020,30.0,29.0,1.0,8.0
Los Angeles-North Main Street,1/1/2020,30.0,29.0,1.0,7.0
Los Angeles-North Main Street,1/1/2020,30.0,29.0,1.0,8.0
Los Angeles-North Main Street,1/1/2020,30.0,29.0,1.0,7.0
Los Angeles-North Main Street,1/2/2020,36.0,21.0,1.0,11.0
Los Angeles-North Main Street,1/2/2020,36.0,21.0,1.0,10.0
Los Angeles-North Main Street,1/2/2020,37.0,21.0,1.0,11.0
Los Angeles-North Main Street,1/2/2020,37.0,21.0,1.0,10.0
Los Angeles-North Main Street,1/3/2020,48.0,14.0,0.0,14.0
Los Angeles-North Main Street,1/3/2020,48.0,14.0,0.0,13.0
Los Angeles-North Main Street,1/3/2020,49.0,14.0,0.0,14.0
Los Angeles-North Main Street,1/3/2020,49.0,14.0,0.0,13.0
Los Angeles-North Main Street,1/5/2020,40.0,23.0,0.0,14.0
Los Angeles-North Main Street,1/5/2020,40.0,23.0,0.0,13.0
Los Angeles-North Main Street,1/5/2020,40.0,23.0,0.0,14.0
Los Angeles-North Main Street,1/5/2020,40.0,23.0,0.0,13.0
Los Angeles-North Main Street,1/6/2020,43.0,22.0,1.0,10.0
Los Angeles-North Main Street,1/6/2020,43.0,22.0,1.0,9.0
Los Angeles-North Main Street,1/6/2020,44.0,22.0,1.0,10.0
Los Angeles-North Main Street,1/6/2020,44.0,22.0,1.0,9.0
Los Angeles-North Main Street,1/7/2020,39.0,20.0,1.0,10.0
Los Angeles-North Main Street,1/7/2020,39.0,20.0,1.0,10.0
Los Angeles-North Main Street,1/7/2020,40.0,20.0,1.0,10.0
Los Angeles-North Main Street,1/7/2020,40.0,20.0,1.0,10.0
Los Angeles-North Main Street,1/8/2020,33.0,20.0,0.0,11.0
Los Angeles-North Main Street,1/8/2020,33.0,20.0,0.0,10.0
Los Angeles-North Main Street,1/8/2020,33.0,20.0,0.0,11.0
Los Angeles-North Main Street,1/8/2020,33.0,20.0,0.0,10.0
Los Angeles-North Main Street,1/9/2020,32.0,24.0,0.0,10.0
Los Angeles-North Main Street,1/9/2020,32.0,24.0,0.0,9.0
Los Angeles-North Main Street,1/9/2020,32.0,24.0,0.0,10.0
Los Angeles-North Main Street,1/9/2020,32.0,24.0,0.0,9.0
Los Angeles-North Main Street,1/11/2020,30.0,22.0,0.0,14.0
Los Angeles-North Main Street,1/11/2020,30.0,22.0,0.0,13.0
Los Angeles-North Main Street,1/11/2020,30.0,22.0,0.0,14.0
Los Angeles-North Main Street,1/11/2020,30.0,22.0,0.0,13.0
Los Angeles-North Main Street,1/12/2020,31.0,30.0,0.0,10.0
Los Angeles-North Main Street,1/12/2020,31.0,30.0,0.0,10.0
Los Angeles-North Main Street,1/12/2020,30.0,30.0,0.0,10.0
Los Angeles-North Main Street,1/12/2020,30.0,30.0,0.0,10.0
Los Angeles-North Main Street,1/13/2020,34.0,29.0,0.0,9.0
Los Angeles-North Main Street,1/13/2020,34.0,29.0,0.0,9.0
Los Angeles-North Main Street,1/13/2020,33.0,29.0,0.0,9.0
Los Angeles-North Main Street,1/13/2020,33.0,29.0,0.0,9.0
Los Angeles-North Main Street,1/14/2020,32.0,25.0,0.0,9.0
Los Angeles-North Main Street,1/14/2020,32.0,25.0,0.0,9.0
Los Angeles-North Main Street,1/14/2020,32.0,25.0,0.0,9.0
Los Angeles-North Main Street,1/14/2020,32.0,25.0,0.0,9.0
Los Angeles-North Main Street,2/17/2020,36.0,38.0,0.0,10.0
Los Angeles-North Main Street,2/17/2020,36.0,38.0,0.0,9.0
Los Angeles-North Main Street,2/17/2020,37.0,38.0,0.0,10.0
Los Angeles-North Main Street,2/17/2020,37.0,38.0,0.0,9.0
Los Angeles-North Main Street,2/18/2020,31.0,31.0,0.0,9.0
Los Angeles-North Main Street,2/18/2020,31.0,31.0,0.0,9.0
Los Angeles-North Main Street,2/18/2020,32.0,31.0,0.0,9.0
Los Angeles-North Main Street,2/18/2020,32.0,31.0,0.0,9.0
Los Angeles-North Main Street,2/19/2020,28.0,33.0,1.0,6.0
Los Angeles-North Main Street,2/19/2020,28.0,33.0,1.0,6.0
Los Angeles-North Main Street,2/19/2020,29.0,33.0,1.0,6.0
Los Angeles-North Main Street,2/19/2020,29.0,33.0,1.0,6.0
Los Angeles-North Main Street,2/20/2020,50.0,34.0,0.0,10.0
Los Angeles-North Main Street,2/20/2020,50.0,34.0,0.0,9.0
Los Angeles-North Main Street,2/20/2020,52.0,34.0,0.0,10.0
Los Angeles-North Main Street,2/20/2020,52.0,34.0,0.0,9.0
Los Angeles-North Main Street,2/22/2020,11.0,29.0,0.0,3.0
Los Angeles-North Main Street,2/22/2020,11.0,29.0,0.0,2.0
Los Angeles-North Main Street,2/22/2020,11.0,29.0,0.0,3.0
Los Angeles-North Main Street,2/22/2020,11.0,29.0,0.0,2.0
Los Angeles-North Main Street,2/23/2020,22.0,31.0,0.0,5.0
Los Angeles-North Main Street,2/23/2020,22.0,31.0,0.0,5.0
Los Angeles-North Main Street,2/23/2020,24.0,31.0,0.0,5.0
Los Angeles-North Main Street,2/23/2020,24.0,31.0,0.0,5.0
Los Angeles-North Main Street,2/24/2020,28.0,31.0,0.0,8.0
Los Angeles-North Main Street,2/24/2020,28.0,31.0,0.0,8.0
Los Angeles-North Main Street,2/24/2020,30.0,31.0,0.0,8.0
Los Angeles-North Main Street,2/24/2020,30.0,31.0,0.0,8.0
Los Angeles-North Main Street,2/25/2020,44.0,33.0,0.0,10.0
Los Angeles-North Main Street,2/25/2020,44.0,33.0,0.0,10.0
Los Angeles-North Main Street,2/25/2020,48.0,33.0,0.0,10.0
Los Angeles-North Main Street,2/25/2020,48.0,33.0,0.0,10.0
Los Angeles-North Main Street,2/26/2020,42.0,31.0,0.0,11.0
Los Angeles-North Main Street,2/26/2020,42.0,31.0,0.0,11.0
Los Angeles-North Main Street,2/26/2020,44.0,31.0,0.0,11.0
Los Angeles-North Main Street,2/26/2020,44.0,31.0,0.0,11.0
Los Angeles-North Main Street,2/28/2020,37.0,30.0,1.0,11.0
Los Angeles-North Main Street,2/28/2020,37.0,30.0,1.0,10.0
Los Angeles-North Main Street,2/28/2020,40.0,30.0,1.0,11.0
Los Angeles-North Main Street,2/28/2020,40.0,30.0,1.0,10.0
Los Angeles-North Main Street,2/29/2020,31.0,35.0,0.0,8.0
Los Angeles-North Main Street,2/29/2020,31.0,35.0,0.0,7.0
Los Angeles-North Main Street,2/29/2020,33.0,35.0,0.0,8.0
Los Angeles-North Main Street,2/29/2020,33.0,35.0,0.0,7.0
Los Angeles-North Main Street,3/1/2020,12.0,34.0,0.0,3.0
Los Angeles-North Main Street,3/1/2020,12.0,34.0,0.0,2.0
Los Angeles-North Main Street,3/1/2020,12.0,34.0,0.0,3.0
Los Angeles-North Main Street,3/1/2020,12.0,34.0,0.0,2.0
Los Angeles-North Main Street,3/2/2020,30.0,32.0,0.0,7.0
Los Angeles-North Main Street,3/2/2020,30.0,32.0,0.0,7.0
Los Angeles-North Main Street,3/2/2020,36.0,32.0,0.0,7.0
Los Angeles-North Main Street,3/2/2020,36.0,32.0,0.0,7.0
Los Angeles-North Main Street,3/3/2020,33.0,29.0,0.0,7.0
Los Angeles-North Main Street,3/3/2020,33.0,29.0,0.0,6.0
Los Angeles-North Main Street,3/3/2020,38.0,29.0,0.0,7.0
Los Angeles-North Main Street,3/3/2020,38.0,29.0,0.0,6.0
Los Angeles-North Main Street,3/5/2020,35.0,36.0,0.0,7.0
Los Angeles-North Main Street,3/5/2020,35.0,36.0,0.0,7.0
Los Angeles-North Main Street,3/5/2020,39.0,36.0,0.0,7.0
Los Angeles-North Main Street,3/5/2020,39.0,36.0,0.0,7.0
Los Angeles-North Main Street,3/6/2020,27.0,31.0,0.0,8.0
Los Angeles-North Main Street,3/6/2020,27.0,31.0,0.0,8.0
Los Angeles-North Main Street,3/6/2020,30.0,31.0,0.0,8.0
Los Angeles-North Main Street,3/6/2020,30.0,31.0,0.0,8.0
Los Angeles-North Main Street,3/7/2020,10.0,29.0,0.0,2.0
Los Angeles-North Main Street,3/7/2020,10.0,29.0,0.0,2.0
Los Angeles-North Main Street,3/7/2020,11.0,29.0,0.0,2.0
Los Angeles-North Main Street,3/7/2020,11.0,29.0,0.0,2.0
Los Angeles-North Main Street,3/8/2020,20.0,29.0,0.0,3.0
Los Angeles-North Main Street,3/8/2020,20.0,29.0,0.0,3.0
Los Angeles-North Main Street,3/8/2020,23.0,29.0,0.0,3.0
Los Angeles-North Main Street,3/8/2020,23.0,29.0,0.0,3.0
Los Angeles-North Main Street,3/9/2020,25.0,26.0,0.0,6.0
Los Angeles-North Main Street,3/9/2020,25.0,26.0,0.0,6.0
Los Angeles-North Main Street,3/9/2020,29.0,26.0,0.0,6.0
Los Angeles-North Main Street,3/9/2020,29.0,26.0,0.0,6.0
Los Angeles-North Main Street,3/11/2020,17.0,26.0,0.0,5.0
Los Angeles-North Main Street,3/11/2020,17.0,26.0,0.0,5.0
Los Angeles-North Main Street,3/11/2020,20.0,26.0,0.0,5.0
Los Angeles-North Main Street,3/11/2020,20.0,26.0,0.0,5.0
Los Angeles-North Main Street,3/13/2020,27.0,18.0,0.0,5.0
Los Angeles-North Main Street,3/13/2020,27.0,18.0,0.0,5.0
Los Angeles-North Main Street,3/13/2020,29.0,18.0,0.0,5.0
Los Angeles-North Main Street,3/13/2020,29.0,18.0,0.0,5.0
Los Angeles-North Main Street,3/14/2020,24.0,28.0,0.0,5.0
Los Angeles-North Main Street,3/14/2020,24.0,28.0,0.0,5.0
Los Angeles-North Main Street,3/14/2020,25.0,28.0,0.0,5.0
Los Angeles-North Main Street,3/14/2020,25.0,28.0,0.0,5.0
Los Angeles-North Main Street,3/15/2020,13.0,33.0,0.0,5.0
Los Angeles-North Main Street,3/15/2020,13.0,33.0,0.0,3.0
Los Angeles-North Main Street,3/15/2020,14.0,33.0,0.0,5.0
Los Angeles-North Main Street,3/15/2020,14.0,33.0,0.0,3.0
Los Angeles-North Main Street,3/17/2020,26.0,30.0,0.0,6.0
Los Angeles-North Main Street,3/17/2020,26.0,30.0,0.0,6.0
Los Angeles-North Main Street,3/17/2020,29.0,30.0,0.0,6.0
Los Angeles-North Main Street,3/17/2020,29.0,30.0,0.0,6.0
Los Angeles-North Main Street,3/18/2020,24.0,32.0,0.0,6.0
Los Angeles-North Main Street,3/18/2020,24.0,32.0,0.0,6.0
Los Angeles-North Main Street,3/18/2020,27.0,32.0,0.0,6.0
Los Angeles-North Main Street,3/18/2020,27.0,32.0,0.0,6.0
Los Angeles-North Main Street,3/19/2020,24.0,29.0,0.0,5.0
Los Angeles-North Main Street,3/19/2020,27.0,29.0,0.0,5.0
Los Angeles-North Main Street,3/20/2020,22.0,30.0,0.0,2.0
Los Angeles-North Main Street,3/20/2020,22.0,30.0,0.0,3.0
Los Angeles-North Main Street,3/20/2020,25.0,30.0,0.0,2.0
Los Angeles-North Main Street,3/20/2020,25.0,30.0,0.0,3.0
Los Angeles-North Main Street,3/23/2020,12.0,34.0,0.0,2.0
Los Angeles-North Main Street,3/23/2020,15.0,34.0,0.0,2.0
Los Angeles-North Main Street,3/24/2020,18.0,32.0,0.0,5.0
Los Angeles-North Main Street,3/24/2020,22.0,32.0,0.0,5.0
Los Angeles-North Main Street,3/25/2020,19.0,33.0,0.0,3.0
Los Angeles-North Main Street,3/25/2020,23.0,33.0,0.0,3.0
Los Angeles-North Main Street,3/26/2020,24.0,32.0,0.0,5.0
Los Angeles-North Main Street,3/26/2020,28.0,32.0,0.0,5.0
Los Angeles-North Main Street,3/27/2020,25.0,35.0,0.0,6.0
Los Angeles-North Main Street,3/27/2020,25.0,35.0,0.0,2.0
Los Angeles-North Main Street,3/27/2020,31.0,35.0,0.0,6.0
Los Angeles-North Main Street,3/27/2020,31.0,35.0,0.0,2.0
Los Angeles-North Main Street,3/28/2020,12.0,38.0,0.0,3.0
Los Angeles-North Main Street,3/28/2020,12.0,38.0,0.0,2.0
Los Angeles-North Main Street,3/28/2020,14.0,38.0,0.0,3.0
Los Angeles-North Main Street,3/28/2020,14.0,38.0,0.0,2.0
Los Angeles-North Main Street,3/29/2020,16.0,37.0,0.0,5.0
Los Angeles-North Main Street,3/29/2020,16.0,37.0,0.0,5.0
Los Angeles-North Main Street,3/29/2020,18.0,37.0,0.0,5.0
Los Angeles-North Main Street,3/29/2020,18.0,37.0,0.0,5.0
Los Angeles-North Main Street,3/30/2020,21.0,35.0,0.0,5.0
Los Angeles-North Main Street,3/30/2020,21.0,35.0,0.0,5.0
Los Angeles-North Main Street,3/30/2020,25.0,35.0,0.0,5.0
Los Angeles-North Main Street,3/30/2020,25.0,35.0,0.0,5.0
Los Angeles-North Main Street,4/1/2020,30.0,37.0,0.0,5.0
Los Angeles-North Main Street,4/1/2020,30.0,37.0,0.0,5.0
Los Angeles-North Main Street,4/1/2020,31.0,37.0,0.0,5.0
Los Angeles-North Main Street,4/1/2020,31.0,37.0,0.0,5.0
Los Angeles-North Main Street,4/2/2020,18.0,34.0,0.0,3.0
Los Angeles-North Main Street,4/2/2020,18.0,34.0,0.0,2.0
Los Angeles-North Main Street,4/2/2020,19.0,34.0,0.0,3.0
Los Angeles-North Main Street,4/2/2020,19.0,34.0,0.0,2.0
Los Angeles-North Main Street,4/3/2020,24.0,38.0,0.0,5.0
Los Angeles-North Main Street,4/3/2020,24.0,38.0,0.0,5.0
Los Angeles-North Main Street,4/3/2020,25.0,38.0,0.0,5.0
Los Angeles-North Main Street,4/3/2020,25.0,38.0,0.0,5.0
Los Angeles-North Main Street,4/4/2020,17.0,35.0,0.0,3.0
Los Angeles-North Main Street,4/4/2020,17.0,35.0,0.0,3.0
Los Angeles-North Main Street,4/4/2020,18.0,35.0,0.0,3.0
Los Angeles-North Main Street,4/4/2020,18.0,35.0,0.0,3.0
Los Angeles-North Main Street,4/5/2020,6.0,25.0,0.0,2.0
Los Angeles-North Main Street,4/5/2020,6.0,25.0,0.0,2.0
Los Angeles-North Main Street,4/5/2020,6.0,25.0,0.0,2.0
Los Angeles-North Main Street,4/5/2020,6.0,25.0,0.0,2.0
Los Angeles-North Main Street,4/6/2020,11.0,31.0,0.0,2.0
Los Angeles-North Main Street,4/6/2020,11.0,31.0,0.0,2.0
Los Angeles-North Main Street,4/6/2020,12.0,31.0,0.0,2.0
Los Angeles-North Main Street,4/6/2020,12.0,31.0,0.0,2.0
Los Angeles-North Main Street,4/7/2020,19.0,28.0,0.0,3.0
Los Angeles-North Main Street,4/7/2020,19.0,28.0,0.0,3.0
Los Angeles-North Main Street,4/7/2020,20.0,28.0,0.0,3.0
Los Angeles-North Main Street,4/7/2020,20.0,28.0,0.0,3.0
Los Angeles-North Main Street,4/8/2020,18.0,32.0,0.0,3.0
Los Angeles-North Main Street,4/8/2020,18.0,32.0,0.0,3.0
Los Angeles-North Main Street,4/8/2020,20.0,32.0,0.0,3.0
Los Angeles-North Main Street,4/8/2020,20.0,32.0,0.0,3.0
Los Angeles-North Main Street,4/9/2020,10.0,25.0,0.0,2.0
Los Angeles-North Main Street,4/9/2020,10.0,25.0,0.0,2.0
Los Angeles-North Main Street,4/9/2020,11.0,25.0,0.0,2.0
Los Angeles-North Main Street,4/9/2020,11.0,25.0,0.0,2.0
Los Angeles-North Main Street,4/10/2020,24.0,30.0,0.0,5.0
Los Angeles-North Main Street,4/10/2020,24.0,30.0,0.0,5.0
Los Angeles-North Main Street,4/10/2020,25.0,30.0,0.0,5.0
Los Angeles-North Main Street,4/10/2020,25.0,30.0,0.0,5.0
Los Angeles-North Main Street,4/11/2020,17.0,35.0,0.0,6.0
Los Angeles-North Main Street,4/11/2020,17.0,35.0,0.0,6.0
Los Angeles-North Main Street,4/11/2020,18.0,35.0,0.0,6.0
Los Angeles-North Main Street,4/11/2020,18.0,35.0,0.0,6.0
Los Angeles-North Main Street,4/12/2020,8.0,27.0,0.0,2.0
Los Angeles-North Main Street,4/12/2020,8.0,27.0,0.0,2.0
Los Angeles-North Main Street,4/12/2020,8.0,27.0,0.0,2.0
Los Angeles-North Main Street,4/12/2020,8.0,27.0,0.0,2.0
Los Angeles-North Main Street,4/13/2020,16.0,31.0,0.0,3.0
Los Angeles-North Main Street,4/13/2020,16.0,31.0,0.0,3.0
Los Angeles-North Main Street,4/13/2020,18.0,31.0,0.0,3.0
Los Angeles-North Main Street,4/13/2020,18.0,31.0,0.0,3.0
Los Angeles-North Main Street,4/14/2020,25.0,33.0,0.0,6.0
Los Angeles-North Main Street,4/14/2020,25.0,33.0,0.0,5.0
Los Angeles-North Main Street,4/14/2020,27.0,33.0,0.0,6.0
Los Angeles-North Main Street,4/14/2020,27.0,33.0,0.0,5.0
Los Angeles-North Main Street,4/15/2020,29.0,44.0,0.0,6.0
Los Angeles-North Main Street,4/15/2020,29.0,44.0,0.0,6.0
Los Angeles-North Main Street,4/15/2020,33.0,44.0,0.0,6.0
Los Angeles-North Main Street,4/15/2020,33.0,44.0,0.0,6.0
Los Angeles-North Main Street,4/16/2020,24.0,40.0,0.0,6.0
Los Angeles-North Main Street,4/16/2020,24.0,40.0,0.0,6.0
Los Angeles-North Main Street,4/16/2020,25.0,40.0,0.0,6.0
Los Angeles-North Main Street,4/16/2020,25.0,40.0,0.0,6.0
Los Angeles-North Main Street,4/17/2020,16.0,30.0,0.0,2.0
Los Angeles-North Main Street,4/17/2020,16.0,30.0,0.0,3.0
Los Angeles-North Main Street,4/17/2020,17.0,30.0,0.0,2.0
Los Angeles-North Main Street,4/17/2020,17.0,30.0,0.0,3.0
Los Angeles-North Main Street,4/18/2020,8.0,31.0,0.0,2.0
Los Angeles-North Main Street,4/18/2020,8.0,31.0,0.0,2.0
Los Angeles-North Main Street,4/18/2020,9.0,31.0,0.0,2.0
