Ozone AQI,DMax Ozone,OZONE-WEIGHT,Year,Month,Day,Site Name,Lat,Lng,Date
37,0.04,17,2020,10,15,Newark Firehouse,40.720989,-74.192892,10/15/2020
26,0.028,17,2020,10,18,Newark Firehouse,40.720989,-74.192892,10/18/2020
8,0.009,17,2020,10,21,Newark Firehouse,40.720989,-74.192892,10/21/2020
18,0.019,17,2020,10,24,Newark Firehouse,40.720989,-74.192892,10/24/2020
16,0.017,17,2020,10,27,Newark Firehouse,40.720989,-74.192892,10/27/2020
17,0.018,17,2020,10,30,Newark Firehouse,40.720989,-74.192892,10/30/2020
31,0.033,17,2020,11,2,Newark Firehouse,40.720989,-74.192892,11/2/2020
30,0.032,17,2020,11,5,Newark Firehouse,40.720989,-74.192892,11/5/2020
22,0.024,17,2020,11,8,Newark Firehouse,40.720989,-74.192892,11/8/2020
11,0.012,17,2020,11,11,Newark Firehouse,40.720989,-74.192892,11/11/2020
30,0.032,17,2020,11,17,Newark Firehouse,40.720989,-74.192892,11/17/2020
22,0.024,17,2020,11,29,Newark Firehouse,40.720989,-74.192892,11/29/2020
19,0.021,17,2020,12,2,Newark Firehouse,40.720989,-74.192892,12/2/2020
23,0.025,17,2020,12,5,Newark Firehouse,40.720989,-74.192892,12/5/2020
19,0.02,17,2020,12,14,Newark Firehouse,40.720989,-74.192892,12/14/2020
27,0.029,17,2020,12,17,Newark Firehouse,40.720989,-74.192892,12/17/2020
19,0.021,17,2020,12,26,Newark Firehouse,40.720989,-74.192892,12/26/2020
31,0.033,17,2020,12,29,Newark Firehouse,40.720989,-74.192892,12/29/2020
25,0.027,17,2020,1,4,QUEENS COLLEGE 2,40.73614,-73.82153,1/4/2020
12,0.013,17,2020,1,10,QUEENS COLLEGE 2,40.73614,-73.82153,1/10/2020
10,0.011,17,2020,1,22,QUEENS COLLEGE 2,40.73614,-73.82153,1/22/2020
31,0.034,17,2020,1,28,QUEENS COLLEGE 2,40.73614,-73.82153,1/28/2020
20,0.022,17,2020,2,3,QUEENS COLLEGE 2,40.73614,-73.82153,2/3/2020
30,0.032,17,2020,2,9,QUEENS COLLEGE 2,40.73614,-73.82153,2/9/2020
26,0.028,17,2020,2,15,QUEENS COLLEGE 2,40.73614,-73.82153,2/15/2020
31,0.033,17,2020,2,21,QUEENS COLLEGE 2,40.73614,-73.82153,2/21/2020
33,0.036,17,2020,2,27,QUEENS COLLEGE 2,40.73614,-73.82153,2/27/2020
35,0.038,17,2020,3,4,QUEENS COLLEGE 2,40.73614,-73.82153,3/4/2020
39,0.042,14,2020,6,8,QUEENS COLLEGE 2,40.73614,-73.82153,6/8/2020
34,0.037,17,2020,6,14,QUEENS COLLEGE 2,40.73614,-73.82153,6/14/2020
44,0.047,17,2020,6,20,QUEENS COLLEGE 2,40.73614,-73.82153,6/20/2020
87,0.066,17,2020,6,26,QUEENS COLLEGE 2,40.73614,-73.82153,6/26/2020
58,0.057,17,2020,7,2,QUEENS COLLEGE 2,40.73614,-73.82153,7/2/2020
31,0.033,17,2020,7,8,QUEENS COLLEGE 2,40.73614,-73.82153,7/8/2020
34,0.037,17,2020,7,14,QUEENS COLLEGE 2,40.73614,-73.82153,7/14/2020
74,0.062,17,2020,7,26,QUEENS COLLEGE 2,40.73614,-73.82153,7/26/2020
74,0.062,17,2020,8,1,QUEENS COLLEGE 2,40.73614,-73.82153,8/1/2020
64,0.059,17,2020,8,7,QUEENS COLLEGE 2,40.73614,-73.82153,8/7/2020
38,0.041,17,2020,8,13,QUEENS COLLEGE 2,40.73614,-73.82153,8/13/2020
37,0.04,14,2020,8,19,QUEENS COLLEGE 2,40.73614,-73.82153,8/19/2020
64,0.059,17,2020,8,25,QUEENS COLLEGE 2,40.73614,-73.82153,8/25/2020
28,0.03,17,2020,8,31,QUEENS COLLEGE 2,40.73614,-73.82153,8/31/2020
67,0.06,17,2020,9,6,QUEENS COLLEGE 2,40.73614,-73.82153,9/6/2020
29,0.031,17,2020,9,12,QUEENS COLLEGE 2,40.73614,-73.82153,9/12/2020
29,0.031,17,2020,9,18,QUEENS COLLEGE 2,40.73614,-73.82153,9/18/2020
34,0.037,17,2020,9,24,QUEENS COLLEGE 2,40.73614,-73.82153,9/24/2020
40,0.043,17,2020,10,6,QUEENS COLLEGE 2,40.73614,-73.82153,10/6/2020
28,0.03,17,2020,10,12,QUEENS COLLEGE 2,40.73614,-73.82153,10/12/2020
31,0.034,17,2020,10,18,QUEENS COLLEGE 2,40.73614,-73.82153,10/18/2020
19,0.02,17,2020,10,24,QUEENS COLLEGE 2,40.73614,-73.82153,10/24/2020
19,0.021,17,2020,10,30,QUEENS COLLEGE 2,40.73614,-73.82153,10/30/2020
15,0.016,17,2020,11,11,QUEENS COLLEGE 2,40.73614,-73.82153,11/11/2020
29,0.031,17,2020,11,17,QUEENS COLLEGE 2,40.73614,-73.82153,11/17/2020
25,0.027,17,2020,11,23,QUEENS COLLEGE 2,40.73614,-73.82153,11/23/2020
19,0.021,13,2020,11,29,QUEENS COLLEGE 2,40.73614,-73.82153,11/29/2020
21,0.023,17,2020,12,5,QUEENS COLLEGE 2,40.73614,-73.82153,12/5/2020
20,0.022,17,2020,12,11,QUEENS COLLEGE 2,40.73614,-73.82153,12/11/2020
24,0.026,17,2020,12,17,QUEENS COLLEGE 2,40.73614,-73.82153,12/17/2020
19,0.021,17,2020,12,23,QUEENS COLLEGE 2,40.73614,-73.82153,12/23/2020
30,0.032,17,2020,12,29,QUEENS COLLEGE 2,40.73614,-73.82153,12/29/2020
