Site Num,SO2 1st Max Value,Address,State Code,N,O3 1st Max Hour,O3 Units,County,City,State,O3 1st Max Value,SO2 Units,Date Local,CO 1st Max Value,CO Units,SO2 1st Max Hour,SO2 Mean,NO2 AQI,CO Mean,NO2 1st Max Value,NO2 1st Max Hour,SO2 AQI,CO 1st Max Hour,County Code,O3 AQI,NO2 Mean,O3 Mean,CO AQI,NO2 Units
80,0.4,4103 BEACON HILL S,53,129841,16,Parts per million,King,Seattle,Washington,0.043,Parts per billion,4/19/2014,0.315,Parts per million,11,0.114286,21,0.206174,22.4,6,,7,33,40,7.204167,0.031708,,Parts per billion
80,0.4,4103 BEACON HILL S,53,129842,16,Parts per million,King,Seattle,Washington,0.043,Parts per billion,4/19/2014,0.3,Parts per million,11,0.114286,21,0.208333,22.4,6,,9,33,40,7.204167,0.031708,3,Parts per billion
80,1.6,4103 BEACON HILL S,53,129843,9,Parts per million,King,Seattle,Washington,0.048,Parts per billion,4/20/2014,0.315,Parts per million,20,0.279167,34,0.188429,36.6,20,1,19,33,44,8.031818,0.035857,,Parts per billion
80,1.6,4103 BEACON HILL S,53,129844,9,Parts per million,King,Seattle,Washington,0.048,Parts per billion,4/20/2014,0.2,Parts per million,20,0.279167,34,0.2,36.6,20,1,0,33,44,8.031818,0.035857,2,Parts per billion
80,0.6,4103 BEACON HILL S,53,129845,9,Parts per million,King,Seattle,Washington,0.048,Parts per billion,4/20/2014,0.315,Parts per million,20,0.25,34,0.188429,36.6,20,,19,33,44,8.031818,0.035857,,Parts per billion
80,0.6,4103 BEACON HILL S,53,129846,9,Parts per million,King,Seattle,Washington,0.048,Parts per billion,4/20/2014,0.2,Parts per million,20,0.25,34,0.2,36.6,20,,0,33,44,8.031818,0.035857,2,Parts per billion
80,0.9,4103 BEACON HILL S,53,129847,10,Parts per million,King,Seattle,Washington,0.041,Parts per billion,4/25/2014,0.334,Parts per million,8,0.416667,26,0.209708,28,4,0,5,33,38,10.9625,0.031391,,Parts per billion
80,0.9,4103 BEACON HILL S,53,129848,10,Parts per million,King,Seattle,Washington,0.041,Parts per billion,4/25/2014,0.3,Parts per million,8,0.416667,26,0.2125,28,4,0,7,33,38,10.9625,0.031391,3,Parts per billion
80,0.7,4103 BEACON HILL S,53,129849,10,Parts per million,King,Seattle,Washington,0.041,Parts per billion,4/25/2014,0.334,Parts per million,8,0.4,26,0.209708,28,4,,5,33,38,10.9625,0.031391,,Parts per billion
80,0.7,4103 BEACON HILL S,53,129850,10,Parts per million,King,Seattle,Washington,0.041,Parts per billion,4/25/2014,0.3,Parts per million,8,0.4,26,0.2125,28,4,,7,33,38,10.9625,0.031391,3,Parts per billion
80,0.5,4103 BEACON HILL S,53,123230,8,Parts per million,King,Seattle,Washington,0.038,Parts per billion,4/24/2015,0.238,Parts per million,6,0.316667,13,0.187857,14.4,23,0,20,33,35,8.56,0.033042,,Parts per billion
80,0.5,4103 BEACON HILL S,53,123231,8,Parts per million,King,Seattle,Washington,0.038,Parts per billion,4/24/2015,0.2,Parts per million,6,0.316667,13,0.2,14.4,23,0,0,33,35,8.56,0.033042,2,Parts per billion
80,0.4,4103 BEACON HILL S,53,123232,8,Parts per million,King,Seattle,Washington,0.038,Parts per billion,4/24/2015,0.238,Parts per million,8,0.275,13,0.187857,14.4,23,,20,33,35,8.56,0.033042,,Parts per billion
80,0.4,4103 BEACON HILL S,53,123233,8,Parts per million,King,Seattle,Washington,0.038,Parts per billion,4/24/2015,0.2,Parts per million,8,0.275,13,0.2,14.4,23,,0,33,35,8.56,0.033042,2,Parts per billion
80,1.7,4103 BEACON HILL S,53,123234,10,Parts per million,King,Seattle,Washington,0.039,Parts per billion,4/25/2015,0.322,Parts per million,15,0.468182,24,0.1915,25.6,20,1,22,33,36,8.620833,0.028958,,Parts per billion
80,1.7,4103 BEACON HILL S,53,123235,10,Parts per million,King,Seattle,Washington,0.039,Parts per billion,4/25/2015,0.2,Parts per million,15,0.468182,24,0.2,25.6,20,1,0,33,36,8.620833,0.028958,2,Parts per billion
80,0.9,4103 BEACON HILL S,53,123236,10,Parts per million,King,Seattle,Washington,0.039,Parts per billion,4/25/2015,0.322,Parts per million,17,0.442857,24,0.1915,25.6,20,,22,33,36,8.620833,0.028958,,Parts per billion
80,0.9,4103 BEACON HILL S,53,123237,10,Parts per million,King,Seattle,Washington,0.039,Parts per billion,4/25/2015,0.2,Parts per million,17,0.442857,24,0.2,25.6,20,,0,33,36,8.620833,0.028958,2,Parts per billion
80,0.6,4103 BEACON HILL S,53,123238,13,Parts per million,King,Seattle,Washington,0.041,Parts per billion,4/26/2015,0.259,Parts per million,9,0.3,11,0.195833,12.7,1,0,2,33,38,5.829167,0.0305,,Parts per billion
80,0.6,4103 BEACON HILL S,53,123239,13,Parts per million,King,Seattle,Washington,0.041,Parts per billion,4/26/2015,0.3,Parts per million,9,0.3,11,0.216667,12.7,1,0,1,33,38,5.829167,0.0305,3,Parts per billion
80,0.4,4103 BEACON HILL S,53,123240,13,Parts per million,King,Seattle,Washington,0.041,Parts per billion,4/26/2015,0.259,Parts per million,11,0.25,11,0.195833,12.7,1,,2,33,38,5.829167,0.0305,,Parts per billion
80,0.4,4103 BEACON HILL S,53,123241,13,Parts per million,King,Seattle,Washington,0.041,Parts per billion,4/26/2015,0.3,Parts per million,11,0.25,11,0.216667,12.7,1,,1,33,38,5.829167,0.0305,3,Parts per billion
80,0.9,4103 BEACON HILL S,53,123242,10,Parts per million,King,Seattle,Washington,0.027,Parts per billion,4/27/2015,0.329,Parts per million,23,0.3625,31,0.221,33.3,21,0,19,33,25,13.004167,0.019542,,Parts per billion
80,0.9,4103 BEACON HILL S,53,123243,10,Parts per million,King,Seattle,Washington,0.027,Parts per billion,4/27/2015,0.3,Parts per million,23,0.3625,31,0.204167,33.3,21,0,23,33,25,13.004167,0.019542,3,Parts per billion
80,0.6,4103 BEACON HILL S,53,123244,10,Parts per million,King,Seattle,Washington,0.027,Parts per billion,4/27/2015,0.329,Parts per million,23,0.35,31,0.221,33.3,21,,19,33,25,13.004167,0.019542,,Parts per billion
80,0.6,4103 BEACON HILL S,53,123245,10,Parts per million,King,Seattle,Washington,0.027,Parts per billion,4/27/2015,0.3,Parts per million,23,0.35,31,0.204167,33.3,21,,23,33,25,13.004167,0.019542,3,Parts per billion
80,0.7,4103 BEACON HILL S,53,123246,4,Parts per million,King,Seattle,Washington,0.024,Parts per billion,4/28/2015,0.245,Parts per million,8,0.375,16,0.176583,17.6,0,0,8,33,22,8.383333,0.022857,,Parts per billion
80,0.7,4103 BEACON HILL S,53,123247,4,Parts per million,King,Seattle,Washington,0.024,Parts per billion,4/28/2015,0.3,Parts per million,8,0.375,16,0.214286,17.6,0,0,0,33,22,8.383333,0.022857,3,Parts per billion
80,0.4,4103 BEACON HILL S,53,123248,4,Parts per million,King,Seattle,Washington,0.024,Parts per billion,4/28/2015,0.245,Parts per million,2,0.35,16,0.176583,17.6,0,,8,33,22,8.383333,0.022857,,Parts per billion
80,0.4,4103 BEACON HILL S,53,123249,4,Parts per million,King,Seattle,Washington,0.024,Parts per billion,4/28/2015,0.3,Parts per million,2,0.35,16,0.214286,17.6,0,,0,33,22,8.383333,0.022857,3,Parts per billion
80,0.8,4103 BEACON HILL S,53,123250,10,Parts per million,King,Seattle,Washington,0.044,Parts per billion,4/30/2015,0.483,Parts per million,20,0.364706,39,0.224059,41.9,20,0,19,33,41,11.529412,0.035,,Parts per billion
80,0.8,4103 BEACON HILL S,53,123251,10,Parts per million,King,Seattle,Washington,0.044,Parts per billion,4/30/2015,0.3,Parts per million,20,0.364706,39,0.233333,41.9,20,0,20,33,41,11.529412,0.035,3,Parts per billion
80,0.5,4103 BEACON HILL S,53,123252,10,Parts per million,King,Seattle,Washington,0.044,Parts per billion,4/30/2015,0.483,Parts per million,20,0.32,39,0.224059,41.9,20,,19,33,41,11.529412,0.035,,Parts per billion
80,0.5,4103 BEACON HILL S,53,123253,10,Parts per million,King,Seattle,Washington,0.044,Parts per billion,4/30/2015,0.3,Parts per million,20,0.32,39,0.233333,41.9,20,,20,33,41,11.529412,0.035,3,Parts per billion
80,0.4,4103 BEACON HILL S,53,123254,11,Parts per million,King,Seattle,Washington,0.048,Parts per billion,5/1/2015,0.217,Parts per million,8,0.279167,11,0.184042,12.6,9,0,9,33,44,5.475,0.041958,,Parts per billion
80,0.4,4103 BEACON HILL S,53,123255,11,Parts per million,King,Seattle,Washington,0.048,Parts per billion,5/1/2015,0.3,Parts per million,8,0.279167,11,0.2125,12.6,9,0,0,33,44,5.475,0.041958,3,Parts per billion
80,0.4,4103 BEACON HILL S,53,123256,11,Parts per million,King,Seattle,Washington,0.048,Parts per billion,5/1/2015,0.217,Parts per million,14,0.2625,11,0.184042,12.6,9,,9,33,44,5.475,0.041958,,Parts per billion
80,0.4,4103 BEACON HILL S,53,123257,11,Parts per million,King,Seattle,Washington,0.048,Parts per billion,5/1/2015,0.3,Parts per million,14,0.2625,11,0.2125,12.6,9,,0,33,44,5.475,0.041958,3,Parts per billion
80,0.5,4103 BEACON HILL S,53,123258,12,Parts per million,King,Seattle,Washington,0.049,Parts per billion,5/2/2015,0.219,Parts per million,8,0.372727,8,0.180542,9.1,5,0,2,33,45,5.141667,0.041375,,Parts per billion
80,0.5,4103 BEACON HILL S,53,123259,12,Parts per million,King,Seattle,Washington,0.049,Parts per billion,5/2/2015,0.2,Parts per million,8,0.372727,8,0.2,9.1,5,0,0,33,45,5.141667,0.041375,2,Parts per billion
80,0.5,4103 BEACON HILL S,53,123260,12,Parts per million,King,Seattle,Washington,0.049,Parts per billion,5/2/2015,0.219,Parts per million,11,0.357143,8,0.180542,9.1,5,,2,33,45,5.141667,0.041375,,Parts per billion
80,0.5,4103 BEACON HILL S,53,123261,12,Parts per million,King,Seattle,Washington,0.049,Parts per billion,5/2/2015,0.2,Parts per million,11,0.357143,8,0.2,9.1,5,,0,33,45,5.141667,0.041375,2,Parts per billion
80,3.2,4103 BEACON HILL S,53,123262,11,Parts per million,King,Seattle,Washington,0.05,Parts per billion,5/3/2015,0.313,Parts per million,22,0.8375,48,0.233417,51.4,22,4,19,33,46,13.529167,0.031833,,Parts per billion
80,3.2,4103 BEACON HILL S,53,123263,11,Parts per million,King,Seattle,Washington,0.05,Parts per billion,5/3/2015,0.3,Parts per million,22,0.8375,48,0.208333,51.4,22,4,22,33,46,13.529167,0.031833,3,Parts per billion
80,2.3,4103 BEACON HILL S,53,123264,11,Parts per million,King,Seattle,Washington,0.05,Parts per billion,5/3/2015,0.313,Parts per million,23,0.7875,48,0.233417,51.4,22,,19,33,46,13.529167,0.031833,,Parts per billion
80,2.3,4103 BEACON HILL S,53,123265,11,Parts per million,King,Seattle,Washington,0.05,Parts per billion,5/3/2015,0.3,Parts per million,23,0.7875,48,0.208333,51.4,22,,22,33,46,13.529167,0.031833,3,Parts per billion
80,1.1,4103 BEACON HILL S,53,123266,10,Parts per million,King,Seattle,Washington,0.046,Parts per billion,5/4/2015,0.335,Parts per million,0,0.375,25,0.196696,26.4,4,1,3,33,43,6.729167,0.038167,,Parts per billion
80,1.1,4103 BEACON HILL S,53,123267,10,Parts per million,King,Seattle,Washington,0.046,Parts per billion,5/4/2015,0.3,Parts per million,0,0.375,25,0.241667,26.4,4,1,0,33,43,6.729167,0.038167,3,Parts per billion
80,0.6,4103 BEACON HILL S,53,123268,10,Parts per million,King,Seattle,Washington,0.046,Parts per billion,5/4/2015,0.335,Parts per million,2,0.3375,25,0.196696,26.4,4,,3,33,43,6.729167,0.038167,,Parts per billion
80,0.6,4103 BEACON HILL S,53,123269,10,Parts per million,King,Seattle,Washington,0.046,Parts per billion,5/4/2015,0.3,Parts per million,2,0.3375,25,0.241667,26.4,4,,0,33,43,6.729167,0.038167,3,Parts per billion
80,0.3,4103 BEACON HILL S,53,123270,9,Parts per million,King,Seattle,Washington,0.042,Parts per billion,5/5/2015,0.235,Parts per million,2,0.229167,8,0.1795,9.3,3,0,8,33,39,4.633333,0.034125,,Parts per billion
80,0.3,4103 BEACON HILL S,53,123271,9,Parts per million,King,Seattle,Washington,0.042,Parts per billion,5/5/2015,0.2,Parts per million,2,0.229167,8,0.2,9.3,3,0,0,33,39,4.633333,0.034125,2,Parts per billion
80,0.3,4103 BEACON HILL S,53,123272,9,Parts per million,King,Seattle,Washington,0.042,Parts per billion,5/5/2015,0.235,Parts per million,5,0.2125,8,0.1795,9.3,3,,8,33,39,4.633333,0.034125,,Parts per billion
80,0.3,4103 BEACON HILL S,53,123273,9,Parts per million,King,Seattle,Washington,0.042,Parts per billion,5/5/2015,0.2,Parts per million,5,0.2125,8,0.2,9.3,3,,0,33,39,4.633333,0.034125,2,Parts per billion
80,0.6,4103 BEACON HILL S,53,123274,6,Parts per million,King,Seattle,Washington,0.027,Parts per billion,5/6/2015,0.257,Parts per million,12,0.275,9,0.188833,10.3,5,0,20,33,25,5.775,0.022429,,Parts per billion
80,0.6,4103 BEACON HILL S,53,123275,6,Parts per million,King,Seattle,Washington,0.027,Parts per billion,5/6/2015,0.2,Parts per million,12,0.275,9,0.2,10.3,5,0,0,33,25,5.775,0.022429,2,Parts per billion
80,0.4,4103 BEACON HILL S,53,123276,6,Parts per million,King,Seattle,Washington,0.027,Parts per billion,5/6/2015,0.257,Parts per million,14,0.25,9,0.188833,10.3,5,,20,33,25,5.775,0.022429,,Parts per billion
80,0.4,4103 BEACON HILL S,53,123277,6,Parts per million,King,Seattle,Washington,0.027,Parts per billion,5/6/2015,0.2,Parts per million,14,0.25,9,0.2,10.3,5,,0,33,25,5.775,0.022429,2,Parts per billion
80,1.3,4103 BEACON HILL S,53,123278,14,Parts per million,King,Seattle,Washington,0.041,Parts per billion,5/8/2015,0.314,Parts per million,13,0.575,14,0.2265,15.8,19,1,7,33,38,9.020833,0.032071,,Parts per billion
80,1.3,4103 BEACON HILL S,53,123279,14,Parts per million,King,Seattle,Washington,0.041,Parts per billion,5/8/2015,0.3,Parts per million,13,0.575,14,0.216667,15.8,19,1,10,33,38,9.020833,0.032071,3,Parts per billion
80,1.1,4103 BEACON HILL S,53,123280,14,Parts per million,King,Seattle,Washington,0.041,Parts per billion,5/8/2015,0.314,Parts per million,14,0.5375,14,0.2265,15.8,19,,7,33,38,9.020833,0.032071,,Parts per billion
80,1.1,4103 BEACON HILL S,53,123281,14,Parts per million,King,Seattle,Washington,0.041,Parts per billion,5/8/2015,0.3,Parts per million,14,0.5375,14,0.216667,15.8,19,,10,33,38,9.020833,0.032071,3,Parts per billion
80,3.8,4103 BEACON HILL S,53,123282,11,Parts per million,King,Seattle,Washington,0.05,Parts per billion,5/9/2015,0.493,Parts per million,9,0.854545,24,0.279,25.5,1,4,5,33,46,12.379167,0.031625,,Parts per billion
80,3.8,4103 BEACON HILL S,53,123283,11,Parts per million,King,Seattle,Washington,0.05,Parts per billion,5/9/2015,0.3,Parts per million,9,0.854545,24,0.2625,25.5,1,4,1,33,46,12.379167,0.031625,3,Parts per billion
80,2.1,4103 BEACON HILL S,53,123284,11,Parts per million,King,Seattle,Washington,0.05,Parts per billion,5/9/2015,0.493,Parts per million,11,0.842857,24,0.279,25.5,1,,5,33,46,12.379167,0.031625,,Parts per billion
80,2.1,4103 BEACON HILL S,53,123285,11,Parts per million,King,Seattle,Washington,0.05,Parts per billion,5/9/2015,0.3,Parts per million,11,0.842857,24,0.2625,25.5,1,,1,33,46,12.379167,0.031625,3,Parts per billion
80,1,4103 BEACON HILL S,53,123286,13,Parts per million,King,Seattle,Washington,0.039,Parts per billion,5/10/2015,0.39,Parts per million,1,0.483333,34,0.195083,36.3,1,1,4,33,36,8.541667,0.031208,,Parts per billion
80,1,4103 BEACON HILL S,53,123287,13,Parts per million,King,Seattle,Washington,0.039,Parts per billion,5/10/2015,0.3,Parts per million,1,0.483333,34,0.220833,36.3,1,1,4,33,36,8.541667,0.031208,3,Parts per billion
80,0.7,4103 BEACON HILL S,53,123288,13,Parts per million,King,Seattle,Washington,0.039,Parts per billion,5/10/2015,0.39,Parts per million,2,0.45,34,0.195083,36.3,1,,4,33,36,8.541667,0.031208,,Parts per billion
80,0.7,4103 BEACON HILL S,53,123289,13,Parts per million,King,Seattle,Washington,0.039,Parts per billion,5/10/2015,0.3,Parts per million,2,0.45,34,0.220833,36.3,1,,4,33,36,8.541667,0.031208,3,Parts per billion
80,0.6,4103 BEACON HILL S,53,123290,0,Parts per million,King,Seattle,Washington,0.03,Parts per billion,5/11/2015,0.255,Parts per million,16,0.354167,14,0.189261,15.4,22,0,22,33,28,7.808333,0.023208,,Parts per billion
80,0.6,4103 BEACON HILL S,53,123291,0,Parts per million,King,Seattle,Washington,0.03,Parts per billion,5/11/2015,0.2,Parts per million,16,0.354167,14,0.175,15.4,22,0,6,33,28,7.808333,0.023208,2,Parts per billion
80,0.4,4103 BEACON HILL S,53,123292,0,Parts per million,King,Seattle,Washington,0.03,Parts per billion,5/11/2015,0.255,Parts per million,8,0.3125,14,0.189261,15.4,22,,22,33,28,7.808333,0.023208,,Parts per billion
80,0.4,4103 BEACON HILL S,53,123293,0,Parts per million,King,Seattle,Washington,0.03,Parts per billion,5/11/2015,0.2,Parts per million,8,0.3125,14,0.175,15.4,22,,6,33,28,7.808333,0.023208,2,Parts per billion
80,0.6,4103 BEACON HILL S,53,123294,10,Parts per million,King,Seattle,Washington,0.025,Parts per billion,5/12/2015,0.306,Parts per million,18,0.391667,14,0.202,15.3,6,0,7,33,23,8.529167,0.020708,,Parts per billion
80,0.6,4103 BEACON HILL S,53,123295,10,Parts per million,King,Seattle,Washington,0.025,Parts per billion,5/12/2015,0.2,Parts per million,18,0.391667,14,0.2,15.3,6,0,0,33,23,8.529167,0.020708,2,Parts per billion
80,0.4,4103 BEACON HILL S,53,123296,10,Parts per million,King,Seattle,Washington,0.025,Parts per billion,5/12/2015,0.306,Parts per million,2,0.35,14,0.202,15.3,6,,7,33,23,8.529167,0.020708,,Parts per billion
80,0.4,4103 BEACON HILL S,53,123297,10,Parts per million,King,Seattle,Washington,0.025,Parts per billion,5/12/2015,0.2,Parts per million,2,0.35,14,0.2,15.3,6,,0,33,23,8.529167,0.020708,2,Parts per billion
80,0.5,4103 BEACON HILL S,53,123298,8,Parts per million,King,Seattle,Washington,0.031,Parts per billion,5/13/2015,0.27,Parts per million,6,0.325,17,0.184792,18.8,22,0,22,33,29,8.104167,0.022625,,Parts per billion
80,0.5,4103 BEACON HILL S,53,123299,8,Parts per million,King,Seattle,Washington,0.031,Parts per billion,5/13/2015,0.2,Parts per million,6,0.325,17,0.2,18.8,22,0,0,33,29,8.104167,0.022625,2,Parts per billion
80,0.4,4103 BEACON HILL S,53,123300,8,Parts per million,King,Seattle,Washington,0.031,Parts per billion,5/13/2015,0.27,Parts per million,8,0.3,17,0.184792,18.8,22,,22,33,29,8.104167,0.022625,,Parts per billion
80,0.4,4103 BEACON HILL S,53,123301,8,Parts per million,King,Seattle,Washington,0.031,Parts per billion,5/13/2015,0.2,Parts per million,8,0.3,17,0.2,18.8,22,,0,33,29,8.104167,0.022625,2,Parts per billion
80,1,4103 BEACON HILL S,53,123302,12,Parts per million,King,Seattle,Washington,0.035,Parts per billion,5/14/2015,0.352,Parts per million,5,0.441667,28,0.234167,30.1,7,1,20,33,32,13.791667,0.020792,,Parts per billion
80,1,4103 BEACON HILL S,53,123303,12,Parts per million,King,Seattle,Washington,0.035,Parts per billion,5/14/2015,0.3,Parts per million,5,0.441667,28,0.2125,30.1,7,1,9,33,32,13.791667,0.020792,3,Parts per billion
80,0.8,4103 BEACON HILL S,53,123304,12,Parts per million,King,Seattle,Washington,0.035,Parts per billion,5/14/2015,0.352,Parts per million,8,0.4125,28,0.234167,30.1,7,,20,33,32,13.791667,0.020792,,Parts per billion
80,0.8,4103 BEACON HILL S,53,123305,12,Parts per million,King,Seattle,Washington,0.035,Parts per billion,5/14/2015,0.3,Parts per million,8,0.4125,28,0.2125,30.1,7,,9,33,32,13.791667,0.020792,3,Parts per billion
80,1.9,4103 BEACON HILL S,53,123306,21,Parts per million,King,Seattle,Washington,0.032,Parts per billion,5/15/2015,0.266,Parts per million,6,0.804167,26,0.195125,28.9,2,1,8,33,30,10.841667,0.023208,,Parts per billion
80,1.9,4103 BEACON HILL S,53,123307,21,Parts per million,King,Seattle,Washington,0.032,Parts per billion,5/15/2015,0.2,Parts per million,6,0.804167,26,0.2,28.9,2,1,0,33,30,10.841667,0.023208,2,Parts per billion
80,1.6,4103 BEACON HILL S,53,123308,21,Parts per million,King,Seattle,Washington,0.032,Parts per billion,5/15/2015,0.266,Parts per million,8,0.75,26,0.195125,28.9,2,,8,33,30,10.841667,0.023208,,Parts per billion
80,1.6,4103 BEACON HILL S,53,123309,21,Parts per million,King,Seattle,Washington,0.032,Parts per billion,5/15/2015,0.2,Parts per million,8,0.75,26,0.2,28.9,2,,0,33,30,10.841667,0.023208,2,Parts per billion
80,0.8,4103 BEACON HILL S,53,123310,0,Parts per million,King,Seattle,Washington,0.032,Parts per billion,5/16/2015,0.187,Parts per million,22,0.354545,8,0.161792,8.9,23,0,18,33,30,2.941667,0.027833,,Parts per billion
80,0.8,4103 BEACON HILL S,53,123311,0,Parts per million,King,Seattle,Washington,0.032,Parts per billion,5/16/2015,0.2,Parts per million,22,0.354545,8,0.1625,8.9,23,0,0,33,30,2.941667,0.027833,2,Parts per billion
80,0.5,4103 BEACON HILL S,53,123312,0,Parts per million,King,Seattle,Washington,0.032,Parts per billion,5/16/2015,0.187,Parts per million,23,0.328571,8,0.161792,8.9,23,,18,33,30,2.941667,0.027833,,Parts per billion
80,0.5,4103 BEACON HILL S,53,123313,0,Parts per million,King,Seattle,Washington,0.032,Parts per billion,5/16/2015,0.2,Parts per million,23,0.328571,8,0.1625,8.9,23,,0,33,30,2.941667,0.027833,2,Parts per billion
80,1.9,4103 BEACON HILL S,53,123314,11,Parts per million,King,Seattle,Washington,0.031,Parts per billion,5/17/2015,0.259,Parts per million,10,0.641667,24,0.191083,25.1,19,1,19,33,29,8.291667,0.025875,,Parts per billion
80,1.9,4103 BEACON HILL S,53,123315,11,Parts per million,King,Seattle,Washington,0.031,Parts per billion,5/17/2015,0.2,Parts per million,10,0.641667,24,0.2,25.1,19,1,0,33,29,8.291667,0.025875,2,Parts per billion
80,1.4,4103 BEACON HILL S,53,123316,11,Parts per million,King,Seattle,Washington,0.031,Parts per billion,5/17/2015,0.259,Parts per million,11,0.6125,24,0.191083,25.1,19,,19,33,29,8.291667,0.025875,,Parts per billion
80,1.4,4103 BEACON HILL S,53,123317,11,Parts per million,King,Seattle,Washington,0.031,Parts per billion,5/17/2015,0.2,Parts per million,11,0.6125,24,0.2,25.1,19,,0,33,29,8.291667,0.025875,2,Parts per billion
80,1.3,4103 BEACON HILL S,53,123318,12,Parts per million,King,Seattle,Washington,0.039,Parts per billion,5/18/2015,0.163,Parts per million,7,0.645833,19,0.163,20.6,7,1,0,33,36,7.383333,0.0285,,Parts per billion
80,1.3,4103 BEACON HILL S,53,123319,12,Parts per million,King,Seattle,Washington,0.039,Parts per billion,5/18/2015,0.2,Parts per million,7,0.645833,19,0.2,20.6,7,1,0,33,36,7.383333,0.0285,2,Parts per billion
80,1,4103 BEACON HILL S,53,123320,12,Parts per million,King,Seattle,Washington,0.039,Parts per billion,5/18/2015,0.163,Parts per million,11,0.625,19,0.163,20.6,7,,0,33,36,7.383333,0.0285,,Parts per billion
80,1,4103 BEACON HILL S,53,123321,12,Parts per million,King,Seattle,Washington,0.039,Parts per billion,5/18/2015,0.2,Parts per million,11,0.625,19,0.2,20.6,7,,0,33,36,7.383333,0.0285,2,Parts per billion
80,9.2,4103 BEACON HILL S,53,123322,11,Parts per million,King,Seattle,Washington,0.029,Parts per billion,6/1/2015,0.218,Parts per million,1,1.0875,41,0.172045,43.7,1,13,9,33,27,10.795833,0.024417,,Parts per billion
80,9.2,4103 BEACON HILL S,53,123323,11,Parts per million,King,Seattle,Washington,0.029,Parts per billion,6/1/2015,0.2,Parts per million,1,1.0875,41,0.2,43.7,1,13,7,33,27,10.795833,0.024417,2,Parts per billion
80,5.5,4103 BEACON HILL S,53,123324,11,Parts per million,King,Seattle,Washington,0.029,Parts per billion,6/1/2015,0.218,Parts per million,2,1.0875,41,0.172045,43.7,1,,9,33,27,10.795833,0.024417,,Parts per billion
80,5.5,4103 BEACON HILL S,53,123325,11,Parts per million,King,Seattle,Washington,0.029,Parts per billion,6/1/2015,0.2,Parts per million,2,1.0875,41,0.2,43.7,1,,7,33,27,10.795833,0.024417,2,Parts per billion
80,1.1,4103 BEACON HILL S,53,123326,11,Parts per million,King,Seattle,Washington,0.033,Parts per billion,6/2/2015,0.192,Parts per million,20,0.404167,15,0.150375,16.7,20,1,7,33,31,4.979167,0.027667,,Parts per billion
80,1.1,4103 BEACON HILL S,53,123327,11,Parts per million,King,Seattle,Washington,0.033,Parts per billion,6/2/2015,0.2,Parts per million,20,0.404167,15,0.145833,16.7,20,1,0,33,31,4.979167,0.027667,2,Parts per billion
80,0.6,4103 BEACON HILL S,53,123328,11,Parts per million,King,Seattle,Washington,0.033,Parts per billion,6/2/2015,0.192,Parts per million,20,0.375,15,0.150375,16.7,20,,7,33,31,4.979167,0.027667,,Parts per billion
80,0.6,4103 BEACON HILL S,53,123329,11,Parts per million,King,Seattle,Washington,0.033,Parts per billion,6/2/2015,0.2,Parts per million,20,0.375,15,0.145833,16.7,20,,0,33,31,4.979167,0.027667,2,Parts per billion
80,0.8,4103 BEACON HILL S,53,123330,13,Parts per million,King,Seattle,Washington,0.031,Parts per billion,6/3/2015,0.192,Parts per million,9,0.456522,20,0.159913,21,9,0,9,33,29,7.87619,0.025875,,Parts per billion
80,0.8,4103 BEACON HILL S,53,123331,13,Parts per million,King,Seattle,Washington,0.031,Parts per billion,6/3/2015,0.2,Parts per million,9,0.456522,20,0.166667,21,9,0,8,33,29,7.87619,0.025875,2,Parts per billion
80,0.7,4103 BEACON HILL S,53,123332,13,Parts per million,King,Seattle,Washington,0.031,Parts per billion,6/3/2015,0.192,Parts per million,11,0.428571,20,0.159913,21,9,,9,33,29,7.87619,0.025875,,Parts per billion
80,0.7,4103 BEACON HILL S,53,123333,13,Parts per million,King,Seattle,Washington,0.031,Parts per billion,6/3/2015,0.2,Parts per million,11,0.428571,20,0.166667,21,9,,8,33,29,7.87619,0.025875,2,Parts per billion
80,1.1,4103 BEACON HILL S,53,123334,11,Parts per million,King,Seattle,Washington,0.03,Parts per billion,6/4/2015,0.228,Parts per million,10,0.504167,13,0.158875,14.9,9,1,9,33,28,6.179167,0.025708,,Parts per billion
80,1.1,4103 BEACON HILL S,53,123335,11,Parts per million,King,Seattle,Washington,0.03,Parts per billion,6/4/2015,0.2,Parts per million,10,0.504167,13,0.170833,14.9,9,1,0,33,28,6.179167,0.025708,2,Parts per billion
80,0.9,4103 BEACON HILL S,53,123336,11,Parts per million,King,Seattle,Washington,0.03,Parts per billion,6/4/2015,0.228,Parts per million,11,0.475,13,0.158875,14.9,9,,9,33,28,6.179167,0.025708,,Parts per billion
80,0.9,4103 BEACON HILL S,53,123337,11,Parts per million,King,Seattle,Washington,0.03,Parts per billion,6/4/2015,0.2,Parts per million,11,0.475,13,0.170833,14.9,9,,0,33,28,6.179167,0.025708,2,Parts per billion
80,1.2,4103 BEACON HILL S,53,123338,12,Parts per million,King,Seattle,Washington,0.036,Parts per billion,6/5/2015,0.242,Parts per million,8,0.595833,16,0.169833,17.6,10,1,7,33,33,8.145833,0.025792,,Parts per billion
80,1.2,4103 BEACON HILL S,53,123339,12,Parts per million,King,Seattle,Washington,0.036,Parts per billion,6/5/2015,0.2,Parts per million,8,0.595833,16,0.179167,17.6,10,1,0,33,33,8.145833,0.025792,2,Parts per billion
