Site Num,SO2 1st Max Value,Address,State Code,N,O3 1st Max Hour,O3 Units,County,City,State,O3 1st Max Value,SO2 Units,Date Local,CO 1st Max Value,CO Units,SO2 1st Max Hour,SO2 Mean,NO2 AQI,CO Mean,NO2 1st Max Value,NO2 1st Max Hour,SO2 AQI,CO 1st Max Hour,County Code,O3 AQI,NO2 Mean,O3 Mean,CO AQI,NO2 Units
80,0.9,4103 BEACON HILL S,53,132994,9,Parts per million,King,Seattle,Washington,0.02,Parts per billion,8/1/2013,0.162,Parts per million,4,0.4625,7,0.129708,7,6,0,6,33,19,3.704167,0.017042,,Parts per billion
80,0.9,4103 BEACON HILL S,53,132995,9,Parts per million,King,Seattle,Washington,0.02,Parts per billion,8/1/2013,0.3,Parts per million,4,0.4625,7,0.129167,7,6,0,0,33,19,3.704167,0.017042,3,Parts per billion
80,0.8,4103 BEACON HILL S,53,132996,9,Parts per million,King,Seattle,Washington,0.02,Parts per billion,8/1/2013,0.162,Parts per million,5,0.4375,7,0.129708,7,6,,6,33,19,3.704167,0.017042,,Parts per billion
80,0.8,4103 BEACON HILL S,53,132997,9,Parts per million,King,Seattle,Washington,0.02,Parts per billion,8/1/2013,0.3,Parts per million,5,0.4375,7,0.129167,7,6,,0,33,19,3.704167,0.017042,3,Parts per billion
80,0.9,4103 BEACON HILL S,53,132998,0,Parts per million,King,Seattle,Washington,0.014,Parts per billion,8/2/2013,0.293,Parts per million,4,0.508696,21,0.170652,22.7,22,0,22,33,13,8.225,0.008958,,Parts per billion
80,0.9,4103 BEACON HILL S,53,132999,0,Parts per million,King,Seattle,Washington,0.014,Parts per billion,8/2/2013,0.2,Parts per million,4,0.508696,21,0.145833,22.7,22,0,13,33,13,8.225,0.008958,2,Parts per billion
80,0.7,4103 BEACON HILL S,53,133000,0,Parts per million,King,Seattle,Washington,0.014,Parts per billion,8/2/2013,0.293,Parts per million,5,0.5,21,0.170652,22.7,22,,22,33,13,8.225,0.008958,,Parts per billion
80,0.7,4103 BEACON HILL S,53,133001,0,Parts per million,King,Seattle,Washington,0.014,Parts per billion,8/2/2013,0.2,Parts per million,5,0.5,21,0.145833,22.7,22,,13,33,13,8.225,0.008958,2,Parts per billion
80,8.9,4103 BEACON HILL S,53,133002,12,Parts per million,King,Seattle,Washington,0.026,Parts per billion,8/3/2013,0.237,Parts per million,21,1.678261,23,0.198083,24,21,11,22,33,24,12.573913,0.012833,,Parts per billion
80,8.9,4103 BEACON HILL S,53,133003,12,Parts per million,King,Seattle,Washington,0.026,Parts per billion,8/3/2013,0.2,Parts per million,21,1.678261,23,0.2,24,21,11,0,33,24,12.573913,0.012833,2,Parts per billion
80,3.5,4103 BEACON HILL S,53,133004,12,Parts per million,King,Seattle,Washington,0.026,Parts per billion,8/3/2013,0.237,Parts per million,23,1.557143,23,0.198083,24,21,,22,33,24,12.573913,0.012833,,Parts per billion
80,3.5,4103 BEACON HILL S,53,133005,12,Parts per million,King,Seattle,Washington,0.026,Parts per billion,8/3/2013,0.2,Parts per million,23,1.557143,23,0.2,24,21,,0,33,24,12.573913,0.012833,2,Parts per billion
80,3.7,4103 BEACON HILL S,53,133006,11,Parts per million,King,Seattle,Washington,0.033,Parts per billion,8/4/2013,0.354,Parts per million,7,1.528571,24,0.186174,25.9,19,4,1,33,31,10.254545,0.02075,,Parts per billion
80,3.7,4103 BEACON HILL S,53,133007,11,Parts per million,King,Seattle,Washington,0.033,Parts per billion,8/4/2013,0.2,Parts per million,7,1.528571,24,0.2,25.9,19,4,0,33,31,10.254545,0.02075,2,Parts per billion
80,2.5,4103 BEACON HILL S,53,133008,11,Parts per million,King,Seattle,Washington,0.033,Parts per billion,8/4/2013,0.354,Parts per million,8,1.666667,24,0.186174,25.9,19,,1,33,31,10.254545,0.02075,,Parts per billion
80,2.5,4103 BEACON HILL S,53,133009,11,Parts per million,King,Seattle,Washington,0.033,Parts per billion,8/4/2013,0.2,Parts per million,8,1.666667,24,0.2,25.9,19,,0,33,31,10.254545,0.02075,2,Parts per billion
80,4.5,4103 BEACON HILL S,53,133010,10,Parts per million,King,Seattle,Washington,0.028,Parts per billion,8/5/2013,0.495,Parts per million,4,1.295833,39,0.220167,41.1,20,6,6,33,26,15.5875,0.017083,,Parts per billion
80,4.5,4103 BEACON HILL S,53,133011,10,Parts per million,King,Seattle,Washington,0.028,Parts per billion,8/5/2013,0.3,Parts per million,4,1.295833,39,0.229167,41.1,20,6,7,33,26,15.5875,0.017083,3,Parts per billion
80,2.4,4103 BEACON HILL S,53,133012,10,Parts per million,King,Seattle,Washington,0.028,Parts per billion,8/5/2013,0.495,Parts per million,5,1.25,39,0.220167,41.1,20,,6,33,26,15.5875,0.017083,,Parts per billion
80,2.4,4103 BEACON HILL S,53,133013,10,Parts per million,King,Seattle,Washington,0.028,Parts per billion,8/5/2013,0.3,Parts per million,5,1.25,39,0.229167,41.1,20,,7,33,26,15.5875,0.017083,3,Parts per billion
80,5.7,4103 BEACON HILL S,53,133014,11,Parts per million,King,Seattle,Washington,0.032,Parts per billion,8/6/2013,0.305,Parts per million,6,2.186957,30,0.208348,32.8,21,7,8,33,30,17.616667,0.01575,,Parts per billion
80,5.7,4103 BEACON HILL S,53,133015,11,Parts per million,King,Seattle,Washington,0.032,Parts per billion,8/6/2013,0.2,Parts per million,6,2.186957,30,0.2,32.8,21,7,0,33,30,17.616667,0.01575,2,Parts per billion
80,4.2,4103 BEACON HILL S,53,133016,11,Parts per million,King,Seattle,Washington,0.032,Parts per billion,8/6/2013,0.305,Parts per million,8,2.314286,30,0.208348,32.8,21,,8,33,30,17.616667,0.01575,,Parts per billion
80,4.2,4103 BEACON HILL S,53,133017,11,Parts per million,King,Seattle,Washington,0.032,Parts per billion,8/6/2013,0.2,Parts per million,8,2.314286,30,0.2,32.8,21,,0,33,30,17.616667,0.01575,2,Parts per billion
80,5.4,4103 BEACON HILL S,53,133018,11,Parts per million,King,Seattle,Washington,0.028,Parts per billion,8/7/2013,0.326,Parts per million,6,2.591667,32,0.21575,34.7,20,7,6,33,26,20.304167,0.01125,,Parts per billion
80,5.4,4103 BEACON HILL S,53,133019,11,Parts per million,King,Seattle,Washington,0.028,Parts per billion,8/7/2013,0.3,Parts per million,6,2.591667,32,0.220833,34.7,20,7,9,33,26,20.304167,0.01125,3,Parts per billion
80,4.5,4103 BEACON HILL S,53,133020,11,Parts per million,King,Seattle,Washington,0.028,Parts per billion,8/7/2013,0.326,Parts per million,8,2.5625,32,0.21575,34.7,20,,6,33,26,20.304167,0.01125,,Parts per billion
80,4.5,4103 BEACON HILL S,53,133021,11,Parts per million,King,Seattle,Washington,0.028,Parts per billion,8/7/2013,0.3,Parts per million,8,2.5625,32,0.220833,34.7,20,,9,33,26,20.304167,0.01125,3,Parts per billion
80,1.6,4103 BEACON HILL S,53,133022,12,Parts per million,King,Seattle,Washington,0.026,Parts per billion,8/8/2013,0.28,Parts per million,0,0.743478,20,0.149043,21,0,1,1,33,24,8,0.014417,,Parts per billion
80,1.6,4103 BEACON HILL S,53,133023,12,Parts per million,King,Seattle,Washington,0.026,Parts per billion,8/8/2013,0.2,Parts per million,0,0.743478,20,0.15,21,0,1,0,33,24,8,0.014417,2,Parts per billion
80,1,4103 BEACON HILL S,53,133024,12,Parts per million,King,Seattle,Washington,0.026,Parts per billion,8/8/2013,0.28,Parts per million,11,0.685714,20,0.149043,21,0,,1,33,24,8,0.014417,,Parts per billion
80,1,4103 BEACON HILL S,53,133025,12,Parts per million,King,Seattle,Washington,0.026,Parts per billion,8/8/2013,0.2,Parts per million,11,0.685714,20,0.15,21,0,,0,33,24,8,0.014417,2,Parts per billion
80,8.7,4103 BEACON HILL S,53,133026,10,Parts per million,King,Seattle,Washington,0.022,Parts per billion,8/9/2013,0.349,Parts per million,6,2.2,36,0.200125,38.4,19,11,8,33,20,17.9375,0.010958,,Parts per billion
80,8.7,4103 BEACON HILL S,53,133027,10,Parts per million,King,Seattle,Washington,0.022,Parts per billion,8/9/2013,0.3,Parts per million,6,2.2,36,0.204167,38.4,19,11,9,33,20,17.9375,0.010958,3,Parts per billion
80,6,4103 BEACON HILL S,53,133028,10,Parts per million,King,Seattle,Washington,0.022,Parts per billion,8/9/2013,0.349,Parts per million,8,2.1625,36,0.200125,38.4,19,,8,33,20,17.9375,0.010958,,Parts per billion
80,6,4103 BEACON HILL S,53,133029,10,Parts per million,King,Seattle,Washington,0.022,Parts per billion,8/9/2013,0.3,Parts per million,8,2.1625,36,0.204167,38.4,19,,9,33,20,17.9375,0.010958,3,Parts per billion
80,3.9,4103 BEACON HILL S,53,133030,10,Parts per million,King,Seattle,Washington,0.021,Parts per billion,8/10/2013,0.317,Parts per million,20,0.959091,26,0.160696,28.4,20,4,19,33,19,8.9125,0.012375,,Parts per billion
80,3.9,4103 BEACON HILL S,53,133031,10,Parts per million,King,Seattle,Washington,0.021,Parts per billion,8/10/2013,0.2,Parts per million,20,0.959091,26,0.154167,28.4,20,4,0,33,19,8.9125,0.012375,2,Parts per billion
80,2,4103 BEACON HILL S,53,133032,10,Parts per million,King,Seattle,Washington,0.021,Parts per billion,8/10/2013,0.317,Parts per million,20,0.983333,26,0.160696,28.4,20,,19,33,19,8.9125,0.012375,,Parts per billion
80,2,4103 BEACON HILL S,53,133033,10,Parts per million,King,Seattle,Washington,0.021,Parts per billion,8/10/2013,0.2,Parts per million,20,0.983333,26,0.154167,28.4,20,,0,33,19,8.9125,0.012375,2,Parts per billion
80,1.3,4103 BEACON HILL S,53,133034,10,Parts per million,King,Seattle,Washington,0.029,Parts per billion,8/11/2013,0.198,Parts per million,21,0.618182,23,0.11225,24.6,19,1,19,33,27,5.686364,0.019417,,Parts per billion
80,1.3,4103 BEACON HILL S,53,133035,10,Parts per million,King,Seattle,Washington,0.029,Parts per billion,8/11/2013,0.2,Parts per million,21,0.618182,23,0.1125,24.6,19,1,0,33,27,5.686364,0.019417,2,Parts per billion
80,0.9,4103 BEACON HILL S,53,133036,10,Parts per million,King,Seattle,Washington,0.029,Parts per billion,8/11/2013,0.198,Parts per million,23,0.614286,23,0.11225,24.6,19,,19,33,27,5.686364,0.019417,,Parts per billion
80,0.9,4103 BEACON HILL S,53,133037,10,Parts per million,King,Seattle,Washington,0.029,Parts per billion,8/11/2013,0.2,Parts per million,23,0.614286,23,0.1125,24.6,19,,0,33,27,5.686364,0.019417,2,Parts per billion
80,2.3,4103 BEACON HILL S,53,133038,10,Parts per million,King,Seattle,Washington,0.029,Parts per billion,8/12/2013,0.208,Parts per million,21,0.86087,21,0.133391,22.8,21,3,1,33,27,8.729167,0.018792,,Parts per billion
80,2.3,4103 BEACON HILL S,53,133039,10,Parts per million,King,Seattle,Washington,0.029,Parts per billion,8/12/2013,0.2,Parts per million,21,0.86087,21,0.108333,22.8,21,3,1,33,27,8.729167,0.018792,2,Parts per billion
80,1.2,4103 BEACON HILL S,53,133040,10,Parts per million,King,Seattle,Washington,0.029,Parts per billion,8/12/2013,0.208,Parts per million,11,0.857143,21,0.133391,22.8,21,,1,33,27,8.729167,0.018792,,Parts per billion
80,1.2,4103 BEACON HILL S,53,133041,10,Parts per million,King,Seattle,Washington,0.029,Parts per billion,8/12/2013,0.2,Parts per million,11,0.857143,21,0.108333,22.8,21,,1,33,27,8.729167,0.018792,2,Parts per billion
80,1.4,4103 BEACON HILL S,53,133042,10,Parts per million,King,Seattle,Washington,0.037,Parts per billion,8/13/2013,0.258,Parts per million,23,0.754167,16,0.169458,17.8,8,1,19,33,34,10.85,0.016833,,Parts per billion
80,1.4,4103 BEACON HILL S,53,133043,10,Parts per million,King,Seattle,Washington,0.037,Parts per billion,8/13/2013,0.2,Parts per million,23,0.754167,16,0.1625,17.8,8,1,8,33,34,10.85,0.016833,2,Parts per billion
80,1,4103 BEACON HILL S,53,133044,10,Parts per million,King,Seattle,Washington,0.037,Parts per billion,8/13/2013,0.258,Parts per million,23,0.7,16,0.169458,17.8,8,,19,33,34,10.85,0.016833,,Parts per billion
80,1,4103 BEACON HILL S,53,133045,10,Parts per million,King,Seattle,Washington,0.037,Parts per billion,8/13/2013,0.2,Parts per million,23,0.7,16,0.1625,17.8,8,,8,33,34,10.85,0.016833,2,Parts per billion
80,3.9,4103 BEACON HILL S,53,133046,11,Parts per million,King,Seattle,Washington,0.029,Parts per billion,8/16/2013,0.441,Parts per million,0,1.369565,25,0.20287,27,21,4,7,33,27,11.022222,0.014583,,Parts per billion
80,3.9,4103 BEACON HILL S,53,133047,11,Parts per million,King,Seattle,Washington,0.029,Parts per billion,8/16/2013,0.3,Parts per million,0,1.369565,25,0.2375,27,21,4,0,33,27,11.022222,0.014583,3,Parts per billion
80,2.4,4103 BEACON HILL S,53,133048,11,Parts per million,King,Seattle,Washington,0.029,Parts per billion,8/16/2013,0.441,Parts per million,5,1.257143,25,0.20287,27,21,,7,33,27,11.022222,0.014583,,Parts per billion
80,2.4,4103 BEACON HILL S,53,133049,11,Parts per million,King,Seattle,Washington,0.029,Parts per billion,8/16/2013,0.3,Parts per million,5,1.257143,25,0.2375,27,21,,0,33,27,11.022222,0.014583,3,Parts per billion
80,11.6,4103 BEACON HILL S,53,133050,11,Parts per million,King,Seattle,Washington,0.023,Parts per billion,8/17/2013,0.273,Parts per million,20,1.747826,23,0.130333,24.2,20,16,21,33,21,6.495652,0.016292,,Parts per billion
80,11.6,4103 BEACON HILL S,53,133051,11,Parts per million,King,Seattle,Washington,0.023,Parts per billion,8/17/2013,0.2,Parts per million,20,1.747826,23,0.108333,24.2,20,16,0,33,21,6.495652,0.016292,2,Parts per billion
80,6.9,4103 BEACON HILL S,53,133052,11,Parts per million,King,Seattle,Washington,0.023,Parts per billion,8/17/2013,0.273,Parts per million,20,1.828571,23,0.130333,24.2,20,,21,33,21,6.495652,0.016292,,Parts per billion
80,6.9,4103 BEACON HILL S,53,133053,11,Parts per million,King,Seattle,Washington,0.023,Parts per billion,8/17/2013,0.2,Parts per million,20,1.828571,23,0.108333,24.2,20,,0,33,21,6.495652,0.016292,2,Parts per billion
80,0.9,4103 BEACON HILL S,53,133054,9,Parts per million,King,Seattle,Washington,0.026,Parts per billion,8/18/2013,0.164,Parts per million,0,0.557143,6,0.122913,6.3,17,0,17,33,24,3.568182,0.022667,,Parts per billion
80,0.9,4103 BEACON HILL S,53,133055,9,Parts per million,King,Seattle,Washington,0.026,Parts per billion,8/18/2013,0.2,Parts per million,0,0.557143,6,0.116667,6.3,17,0,0,33,24,3.568182,0.022667,2,Parts per billion
80,0.6,4103 BEACON HILL S,53,133056,9,Parts per million,King,Seattle,Washington,0.026,Parts per billion,8/18/2013,0.164,Parts per million,11,0.533333,6,0.122913,6.3,17,,17,33,24,3.568182,0.022667,,Parts per billion
80,0.6,4103 BEACON HILL S,53,133057,9,Parts per million,King,Seattle,Washington,0.026,Parts per billion,8/18/2013,0.2,Parts per million,11,0.533333,6,0.116667,6.3,17,,0,33,24,3.568182,0.022667,2,Parts per billion
80,1.1,4103 BEACON HILL S,53,133058,11,Parts per million,King,Seattle,Washington,0.031,Parts per billion,8/19/2013,0.233,Parts per million,4,0.62,25,0.149208,27.8,3,1,5,33,29,8.58,0.023333,,Parts per billion
80,1.1,4103 BEACON HILL S,53,133059,11,Parts per million,King,Seattle,Washington,0.031,Parts per billion,8/19/2013,0.2,Parts per million,4,0.62,25,0.1375,27.8,3,1,5,33,29,8.58,0.023333,2,Parts per billion
80,0.9,4103 BEACON HILL S,53,133060,11,Parts per million,King,Seattle,Washington,0.031,Parts per billion,8/19/2013,0.233,Parts per million,5,0.583333,25,0.149208,27.8,3,,5,33,29,8.58,0.023333,,Parts per billion
80,0.9,4103 BEACON HILL S,53,133061,11,Parts per million,King,Seattle,Washington,0.031,Parts per billion,8/19/2013,0.2,Parts per million,5,0.583333,25,0.1375,27.8,3,,5,33,29,8.58,0.023333,2,Parts per billion
80,1.1,4103 BEACON HILL S,53,133062,13,Parts per million,King,Seattle,Washington,0.03,Parts per billion,8/20/2013,0.159,Parts per million,10,0.647826,8,0.129696,8.6,12,1,21,33,28,5.0875,0.023958,,Parts per billion
80,1.1,4103 BEACON HILL S,53,133063,13,Parts per million,King,Seattle,Washington,0.03,Parts per billion,8/20/2013,0.1,Parts per million,10,0.647826,8,0.1,8.6,12,1,0,33,28,5.0875,0.023958,1,Parts per billion
80,0.8,4103 BEACON HILL S,53,133064,13,Parts per million,King,Seattle,Washington,0.03,Parts per billion,8/20/2013,0.159,Parts per million,11,0.628571,8,0.129696,8.6,12,,21,33,28,5.0875,0.023958,,Parts per billion
80,0.8,4103 BEACON HILL S,53,133065,13,Parts per million,King,Seattle,Washington,0.03,Parts per billion,8/20/2013,0.1,Parts per million,11,0.628571,8,0.1,8.6,12,,0,33,28,5.0875,0.023958,1,Parts per billion
80,1.5,4103 BEACON HILL S,53,133066,10,Parts per million,King,Seattle,Washington,0.03,Parts per billion,8/21/2013,0.26,Parts per million,13,0.808333,22,0.176667,23.7,18,1,19,33,28,10.266667,0.021708,,Parts per billion
80,1.5,4103 BEACON HILL S,53,133067,10,Parts per million,King,Seattle,Washington,0.03,Parts per billion,8/21/2013,0.2,Parts per million,13,0.808333,22,0.1625,23.7,18,1,9,33,28,10.266667,0.021708,2,Parts per billion
80,1.2,4103 BEACON HILL S,53,133068,10,Parts per million,King,Seattle,Washington,0.03,Parts per billion,8/21/2013,0.26,Parts per million,14,0.7875,22,0.176667,23.7,18,,19,33,28,10.266667,0.021708,,Parts per billion
80,1.2,4103 BEACON HILL S,53,133069,10,Parts per million,King,Seattle,Washington,0.03,Parts per billion,8/21/2013,0.2,Parts per million,14,0.7875,22,0.1625,23.7,18,,9,33,28,10.266667,0.021708,2,Parts per billion
80,6.5,4103 BEACON HILL S,53,133070,10,Parts per million,King,Seattle,Washington,0.02,Parts per billion,8/22/2013,0.517,Parts per million,17,2.278261,38,0.266913,40.1,22,9,22,33,19,22.758333,0.01425,,Parts per billion
80,6.5,4103 BEACON HILL S,53,133071,10,Parts per million,King,Seattle,Washington,0.02,Parts per billion,8/22/2013,0.3,Parts per million,17,2.278261,38,0.2375,40.1,22,9,9,33,19,22.758333,0.01425,3,Parts per billion
80,5.1,4103 BEACON HILL S,53,133072,10,Parts per million,King,Seattle,Washington,0.02,Parts per billion,8/22/2013,0.517,Parts per million,17,2.4,38,0.266913,40.1,22,,22,33,19,22.758333,0.01425,,Parts per billion
80,5.1,4103 BEACON HILL S,53,133073,10,Parts per million,King,Seattle,Washington,0.02,Parts per billion,8/22/2013,0.3,Parts per million,17,2.4,38,0.2375,40.1,22,,9,33,19,22.758333,0.01425,3,Parts per billion
80,0.7,4103 BEACON HILL S,53,133074,23,Parts per million,King,Seattle,Washington,0.025,Parts per billion,8/23/2013,0.128,Parts per million,19,0.408333,6,0.09175,6.5,19,0,23,33,23,3.254167,0.014583,,Parts per billion
80,0.7,4103 BEACON HILL S,53,133075,23,Parts per million,King,Seattle,Washington,0.025,Parts per billion,8/23/2013,0.3,Parts per million,19,0.408333,6,0.1375,6.5,19,0,0,33,23,3.254167,0.014583,3,Parts per billion
80,0.6,4103 BEACON HILL S,53,133076,23,Parts per million,King,Seattle,Washington,0.025,Parts per billion,8/23/2013,0.128,Parts per million,20,0.3875,6,0.09175,6.5,19,,23,33,23,3.254167,0.014583,,Parts per billion
80,0.6,4103 BEACON HILL S,53,133077,23,Parts per million,King,Seattle,Washington,0.025,Parts per billion,8/23/2013,0.3,Parts per million,20,0.3875,6,0.1375,6.5,19,,0,33,23,3.254167,0.014583,3,Parts per billion
80,4.9,4103 BEACON HILL S,53,133078,7,Parts per million,King,Seattle,Washington,0.032,Parts per billion,8/24/2013,0.245,Parts per million,16,0.918182,18,0.142783,19,16,6,15,33,30,5.634783,0.0265,,Parts per billion
80,4.9,4103 BEACON HILL S,53,133079,7,Parts per million,King,Seattle,Washington,0.032,Parts per billion,8/24/2013,0.2,Parts per million,16,0.918182,18,0.129167,19,16,6,17,33,30,5.634783,0.0265,2,Parts per billion
80,3,4103 BEACON HILL S,53,133080,7,Parts per million,King,Seattle,Washington,0.032,Parts per billion,8/24/2013,0.245,Parts per million,17,1.016667,18,0.142783,19,16,,15,33,30,5.634783,0.0265,,Parts per billion
80,3,4103 BEACON HILL S,53,133081,7,Parts per million,King,Seattle,Washington,0.032,Parts per billion,8/24/2013,0.2,Parts per million,17,1.016667,18,0.129167,19,16,,17,33,30,5.634783,0.0265,2,Parts per billion
80,2.9,4103 BEACON HILL S,53,133082,10,Parts per million,King,Seattle,Washington,0.025,Parts per billion,8/25/2013,0.378,Parts per million,14,1.013636,22,0.177458,23.7,20,3,20,33,23,9.590909,0.018167,,Parts per billion
80,2.9,4103 BEACON HILL S,53,133083,10,Parts per million,King,Seattle,Washington,0.025,Parts per billion,8/25/2013,0.3,Parts per million,14,1.013636,22,0.158333,23.7,20,3,21,33,23,9.590909,0.018167,3,Parts per billion
80,1.8,4103 BEACON HILL S,53,133084,10,Parts per million,King,Seattle,Washington,0.025,Parts per billion,8/25/2013,0.378,Parts per million,11,1,22,0.177458,23.7,20,,20,33,23,9.590909,0.018167,,Parts per billion
80,1.8,4103 BEACON HILL S,53,133085,10,Parts per million,King,Seattle,Washington,0.025,Parts per billion,8/25/2013,0.3,Parts per million,11,1,22,0.158333,23.7,20,,21,33,23,9.590909,0.018167,3,Parts per billion
80,2,4103 BEACON HILL S,53,133086,10,Parts per million,King,Seattle,Washington,0.023,Parts per billion,8/26/2013,0.28,Parts per million,10,0.734783,22,0.204,23.9,9,3,6,33,21,13.129167,0.010958,,Parts per billion
80,2,4103 BEACON HILL S,53,133087,10,Parts per million,King,Seattle,Washington,0.023,Parts per billion,8/26/2013,0.3,Parts per million,10,0.734783,22,0.2125,23.9,9,3,0,33,21,13.129167,0.010958,3,Parts per billion
80,1.5,4103 BEACON HILL S,53,133088,10,Parts per million,King,Seattle,Washington,0.023,Parts per billion,8/26/2013,0.28,Parts per million,11,0.714286,22,0.204,23.9,9,,6,33,21,13.129167,0.010958,,Parts per billion
80,1.5,4103 BEACON HILL S,53,133089,10,Parts per million,King,Seattle,Washington,0.023,Parts per billion,8/26/2013,0.3,Parts per million,11,0.714286,22,0.2125,23.9,9,,0,33,21,13.129167,0.010958,3,Parts per billion
80,2.6,4103 BEACON HILL S,53,133090,9,Parts per million,King,Seattle,Washington,0.023,Parts per billion,8/27/2013,0.383,Parts per million,18,0.929167,25,0.194708,26,18,3,6,33,21,13.370833,0.013583,,Parts per billion
80,2.6,4103 BEACON HILL S,53,133091,9,Parts per million,King,Seattle,Washington,0.023,Parts per billion,8/27/2013,0.3,Parts per million,18,0.929167,25,0.204167,26,18,3,8,33,21,13.370833,0.013583,3,Parts per billion
80,1.9,4103 BEACON HILL S,53,133092,9,Parts per million,King,Seattle,Washington,0.023,Parts per billion,8/27/2013,0.383,Parts per million,20,0.8875,25,0.194708,26,18,,6,33,21,13.370833,0.013583,,Parts per billion
80,1.9,4103 BEACON HILL S,53,133093,9,Parts per million,King,Seattle,Washington,0.023,Parts per billion,8/27/2013,0.3,Parts per million,20,0.8875,25,0.204167,26,18,,8,33,21,13.370833,0.013583,3,Parts per billion
80,2.3,4103 BEACON HILL S,53,133094,10,Parts per million,King,Seattle,Washington,0.022,Parts per billion,8/28/2013,0.429,Parts per million,21,0.995652,36,0.225826,38.3,20,3,9,33,20,17.1875,0.008583,,Parts per billion
80,2.3,4103 BEACON HILL S,53,133095,10,Parts per million,King,Seattle,Washington,0.022,Parts per billion,8/28/2013,0.3,Parts per million,21,0.995652,36,0.220833,38.3,20,3,9,33,20,17.1875,0.008583,3,Parts per billion
80,2,4103 BEACON HILL S,53,133096,10,Parts per million,King,Seattle,Washington,0.022,Parts per billion,8/28/2013,0.429,Parts per million,23,1.014286,36,0.225826,38.3,20,,9,33,20,17.1875,0.008583,,Parts per billion
80,2,4103 BEACON HILL S,53,133097,10,Parts per million,King,Seattle,Washington,0.022,Parts per billion,8/28/2013,0.3,Parts per million,23,1.014286,36,0.220833,38.3,20,,9,33,20,17.1875,0.008583,3,Parts per billion
80,1.1,4103 BEACON HILL S,53,133098,9,Parts per million,King,Seattle,Washington,0.015,Parts per billion,8/29/2013,0.241,Parts per million,0,0.458333,16,0.174,17.9,0,1,18,33,14,8.745455,0.010333,,Parts per billion
80,1.1,4103 BEACON HILL S,53,133099,9,Parts per million,King,Seattle,Washington,0.015,Parts per billion,8/29/2013,0.2,Parts per million,0,0.458333,16,0.2,17.9,0,1,0,33,14,8.745455,0.010333,2,Parts per billion
80,0.8,4103 BEACON HILL S,53,133100,9,Parts per million,King,Seattle,Washington,0.015,Parts per billion,8/29/2013,0.241,Parts per million,2,0.425,16,0.174,17.9,0,,18,33,14,8.745455,0.010333,,Parts per billion
80,0.8,4103 BEACON HILL S,53,133101,9,Parts per million,King,Seattle,Washington,0.015,Parts per billion,8/29/2013,0.2,Parts per million,2,0.425,16,0.2,17.9,0,,0,33,14,8.745455,0.010333,2,Parts per billion
80,1.3,4103 BEACON HILL S,53,133102,10,Parts per million,King,Seattle,Washington,0.034,Parts per billion,8/30/2013,0.257,Parts per million,18,0.530435,14,0.157348,15.9,18,1,7,33,31,7.022727,0.023708,,Parts per billion
80,1.3,4103 BEACON HILL S,53,133103,10,Parts per million,King,Seattle,Washington,0.034,Parts per billion,8/30/2013,0.2,Parts per million,18,0.530435,14,0.158333,15.9,18,1,0,33,31,7.022727,0.023708,2,Parts per billion
80,1,4103 BEACON HILL S,53,133104,10,Parts per million,King,Seattle,Washington,0.034,Parts per billion,8/30/2013,0.257,Parts per million,20,0.528571,14,0.157348,15.9,18,,7,33,31,7.022727,0.023708,,Parts per billion
80,1,4103 BEACON HILL S,53,133105,10,Parts per million,King,Seattle,Washington,0.034,Parts per billion,8/30/2013,0.2,Parts per million,20,0.528571,14,0.158333,15.9,18,,0,33,31,7.022727,0.023708,2,Parts per billion
80,2.4,4103 BEACON HILL S,53,133106,11,Parts per million,King,Seattle,Washington,0.023,Parts per billion,8/31/2013,0.378,Parts per million,17,1.043478,34,0.216375,36.7,21,3,22,33,21,15.173913,0.012208,,Parts per billion
80,2.4,4103 BEACON HILL S,53,133107,11,Parts per million,King,Seattle,Washington,0.023,Parts per billion,8/31/2013,0.3,Parts per million,17,1.043478,34,0.208333,36.7,21,3,22,33,21,15.173913,0.012208,3,Parts per billion
80,1.6,4103 BEACON HILL S,53,133108,11,Parts per million,King,Seattle,Washington,0.023,Parts per billion,8/31/2013,0.378,Parts per million,17,1.057143,34,0.216375,36.7,21,,22,33,21,15.173913,0.012208,,Parts per billion
80,1.6,4103 BEACON HILL S,53,133109,11,Parts per million,King,Seattle,Washington,0.023,Parts per billion,8/31/2013,0.3,Parts per million,17,1.057143,34,0.208333,36.7,21,,22,33,21,15.173913,0.012208,3,Parts per billion
80,1.4,4103 BEACON HILL S,53,133110,10,Parts per million,King,Seattle,Washington,0.035,Parts per billion,9/1/2013,0.36,Parts per million,20,0.771429,28,0.19913,30.7,2,1,4,33,32,11.568182,0.018667,,Parts per billion
80,1.4,4103 BEACON HILL S,53,133111,10,Parts per million,King,Seattle,Washington,0.035,Parts per billion,9/1/2013,0.3,Parts per million,20,0.771429,28,0.2125,30.7,2,1,0,33,32,11.568182,0.018667,3,Parts per billion
80,1,4103 BEACON HILL S,53,133112,10,Parts per million,King,Seattle,Washington,0.035,Parts per billion,9/1/2013,0.36,Parts per million,23,0.75,28,0.19913,30.7,2,,4,33,32,11.568182,0.018667,,Parts per billion
80,1,4103 BEACON HILL S,53,133113,10,Parts per million,King,Seattle,Washington,0.035,Parts per billion,9/1/2013,0.3,Parts per million,23,0.75,28,0.2125,30.7,2,,0,33,32,11.568182,0.018667,3,Parts per billion
