Dmax Ozone,Year,Month,Day,O3 AQI,Target,Date Local
0.029,2015,09,23,27,0,9/23/2015
0.03,2015,09,24,28,0,9/24/2015
0.03,2015,09,24,28,0,9/24/2015
0.03,2015,09,24,28,0,9/24/2015
0.03,2015,09,24,28,0,9/24/2015
0.03,2015,09,25,28,0,9/25/2015
0.03,2015,09,25,28,0,9/25/2015
0.03,2015,09,25,28,0,9/25/2015
0.03,2015,09,25,28,0,9/25/2015
0.011,2015,09,29,10,0,9/29/2015
0.011,2015,09,29,10,0,9/29/2015
0.011,2015,09,29,10,0,9/29/2015
0.011,2015,09,29,10,0,9/29/2015
0.019,2015,09,30,18,0,9/30/2015
0.019,2015,09,30,18,0,9/30/2015
0.019,2015,09,30,18,0,9/30/2015
0.019,2015,09,30,18,0,9/30/2015
0.027,2015,10,01,25,0,10/1/2015
0.027,2015,10,01,25,0,10/1/2015
0.027,2015,10,01,25,0,10/1/2015
0.027,2015,10,01,25,0,10/1/2015
0.019,2015,11,25,18,0,11/25/2015
0.019,2015,11,25,18,0,11/25/2015
0.019,2015,11,25,18,0,11/25/2015
0.019,2015,11,25,18,0,11/25/2015
0.017,2015,11,26,16,0,11/26/2015
0.017,2015,11,26,16,0,11/26/2015
0.017,2015,11,26,16,0,11/26/2015
0.017,2015,11,26,16,0,11/26/2015
0.009,2015,11,27,8,0,11/27/2015
0.009,2015,11,27,8,0,11/27/2015
0.009,2015,11,27,8,0,11/27/2015
0.009,2015,11,27,8,0,11/27/2015
0.006,2015,11,28,6,0,11/28/2015
0.006,2015,11,28,6,0,11/28/2015
0.006,2015,11,28,6,0,11/28/2015
0.006,2015,11,28,6,0,11/28/2015
0.001,2015,11,29,1,0,11/29/2015
0.001,2015,11,29,1,0,11/29/2015
0.001,2015,11,29,1,0,11/29/2015
0.001,2015,11,29,1,0,11/29/2015
0.004,2015,11,30,4,0,11/30/2015
0.004,2015,11,30,4,0,11/30/2015
0.004,2015,11,30,4,0,11/30/2015
0.004,2015,11,30,4,0,11/30/2015
0.024,2015,12,01,22,0,12/1/2015
0.024,2015,12,01,22,0,12/1/2015
0.024,2015,12,01,22,0,12/1/2015
0.024,2015,12,01,22,0,12/1/2015
0.026,2015,12,02,24,0,12/2/2015
0.026,2015,12,02,24,0,12/2/2015
0.026,2015,12,02,24,0,12/2/2015
0.026,2015,12,02,24,0,12/2/2015
0.028,2015,12,03,26,0,12/3/2015
0.028,2015,12,03,26,0,12/3/2015
0.028,2015,12,03,26,0,12/3/2015
0.028,2015,12,03,26,0,12/3/2015
0.022,2015,12,04,20,0,12/4/2015
0.022,2015,12,04,20,0,12/4/2015
0.022,2015,12,04,20,0,12/4/2015
0.022,2015,12,04,20,0,12/4/2015
0.024,2015,12,05,22,0,12/5/2015
0.024,2015,12,05,22,0,12/5/2015
0.024,2015,12,05,22,0,12/5/2015
0.024,2015,12,05,22,0,12/5/2015
0.032,2015,12,06,30,0,12/6/2015
0.032,2015,12,06,30,0,12/6/2015
0.032,2015,12,06,30,0,12/6/2015
0.032,2015,12,06,30,0,12/6/2015
0.031,2015,12,07,29,0,12/7/2015
0.031,2015,12,07,29,0,12/7/2015
0.031,2015,12,07,29,0,12/7/2015
0.031,2015,12,07,29,0,12/7/2015
0.039,2015,12,08,36,0,12/8/2015
0.039,2015,12,08,36,0,12/8/2015
0.039,2015,12,08,36,0,12/8/2015
0.039,2015,12,08,36,0,12/8/2015
0.039,2015,12,09,36,0,12/9/2015
0.039,2015,12,09,36,0,12/9/2015
0.039,2015,12,09,36,0,12/9/2015
0.039,2015,12,09,36,0,12/9/2015
0.03,2015,12,10,28,0,12/10/2015
0.03,2015,12,10,28,0,12/10/2015
0.03,2015,12,10,28,0,12/10/2015
0.03,2015,12,10,28,0,12/10/2015
0.015,2015,12,11,14,0,12/11/2015
0.015,2015,12,11,14,0,12/11/2015
0.015,2015,12,11,14,0,12/11/2015
0.015,2015,12,11,14,0,12/11/2015
0.036,2015,12,12,33,0,12/12/2015
0.036,2015,12,12,33,0,12/12/2015
0.036,2015,12,12,33,0,12/12/2015
0.036,2015,12,12,33,0,12/12/2015
0.034,2015,12,13,31,0,12/13/2015
0.034,2015,12,13,31,0,12/13/2015
0.034,2015,12,13,31,0,12/13/2015
0.034,2015,12,13,31,0,12/13/2015
0.017,2015,12,14,16,0,12/14/2015
0.017,2015,12,14,16,0,12/14/2015
0.017,2015,12,14,16,0,12/14/2015
0.017,2015,12,14,16,0,12/14/2015
0.014,2015,12,15,13,0,12/15/2015
0.014,2015,12,15,13,0,12/15/2015
0.014,2015,12,15,13,0,12/15/2015
0.014,2015,12,15,13,0,12/15/2015
0.015,2015,12,16,14,0,12/16/2015
0.015,2015,12,16,14,0,12/16/2015
0.015,2015,12,16,14,0,12/16/2015
0.015,2015,12,16,14,0,12/16/2015
0.03,2015,12,17,28,0,12/17/2015
0.03,2015,12,17,28,0,12/17/2015
0.03,2015,12,17,28,0,12/17/2015
0.03,2015,12,17,28,0,12/17/2015
0.031,2015,12,18,29,0,12/18/2015
0.031,2015,12,18,29,0,12/18/2015
0.031,2015,12,18,29,0,12/18/2015
0.031,2015,12,18,29,0,12/18/2015
0.025,2015,12,19,23,0,12/19/2015
0.025,2015,12,19,23,0,12/19/2015
0.025,2015,12,19,23,0,12/19/2015
0.025,2015,12,19,23,0,12/19/2015
0.028,2015,12,20,26,0,12/20/2015
0.028,2015,12,20,26,0,12/20/2015
0.028,2015,12,20,26,0,12/20/2015
0.028,2015,12,20,26,0,12/20/2015
0.025,2015,12,21,23,0,12/21/2015
0.025,2015,12,21,23,0,12/21/2015
0.025,2015,12,21,23,0,12/21/2015
0.025,2015,12,21,23,0,12/21/2015
0.029,2015,12,22,27,0,12/22/2015
0.029,2015,12,22,27,0,12/22/2015
0.029,2015,12,22,27,0,12/22/2015
0.029,2015,12,22,27,0,12/22/2015
0.029,2015,12,23,27,0,12/23/2015
0.029,2015,12,23,27,0,12/23/2015
0.029,2015,12,23,27,0,12/23/2015
0.029,2015,12,23,27,0,12/23/2015
0.028,2015,12,24,26,0,12/24/2015
0.028,2015,12,24,26,0,12/24/2015
0.028,2015,12,24,26,0,12/24/2015
0.028,2015,12,24,26,0,12/24/2015
0.011,2015,12,25,10,0,12/25/2015
0.011,2015,12,25,10,0,12/25/2015
0.011,2015,12,25,10,0,12/25/2015
0.011,2015,12,25,10,0,12/25/2015
0.024,2015,12,26,22,0,12/26/2015
0.024,2015,12,26,22,0,12/26/2015
0.024,2015,12,26,22,0,12/26/2015
0.024,2015,12,26,22,0,12/26/2015
0.025,2015,12,27,23,0,12/27/2015
0.025,2015,12,27,23,0,12/27/2015
0.025,2015,12,27,23,0,12/27/2015
0.025,2015,12,27,23,0,12/27/2015
0.02,2015,12,28,19,0,12/28/2015
0.02,2015,12,28,19,0,12/28/2015
0.02,2015,12,28,19,0,12/28/2015
0.02,2015,12,28,19,0,12/28/2015
0.015,2015,12,29,14,0,12/29/2015
0.015,2015,12,29,14,0,12/29/2015
0.015,2015,12,29,14,0,12/29/2015
0.015,2015,12,29,14,0,12/29/2015
0.018,2015,12,30,17,0,12/30/2015
0.018,2015,12,30,17,0,12/30/2015
0.018,2015,12,30,17,0,12/30/2015
0.018,2015,12,30,17,0,12/30/2015
0.015,2015,12,31,14,0,12/31/2015
0.015,2015,12,31,14,0,12/31/2015
0.015,2015,12,31,14,0,12/31/2015
0.015,2015,12,31,14,0,12/31/2015
0.016,2016,01,01,15,0,1/1/2016
0.016,2016,01,01,15,0,1/1/2016
0.016,2016,01,01,15,0,1/1/2016
0.016,2016,01,01,15,0,1/1/2016
0.038,2016,01,02,35,0,1/2/2016
0.038,2016,01,02,35,0,1/2/2016
0.038,2016,01,02,35,0,1/2/2016
0.038,2016,01,02,35,0,1/2/2016
0.036,2016,01,03,33,0,1/3/2016
0.036,2016,01,03,33,0,1/3/2016
0.036,2016,01,03,33,0,1/3/2016
0.036,2016,01,03,33,0,1/3/2016
0.015,2016,01,04,14,0,1/4/2016
0.015,2016,01,04,14,0,1/4/2016
0.015,2016,01,04,14,0,1/4/2016
0.015,2016,01,04,14,0,1/4/2016
0.008,2016,01,05,7,0,1/5/2016
0.008,2016,01,05,7,0,1/5/2016
0.03,2016,01,22,28,0,1/22/2016
0.03,2016,01,22,28,0,1/22/2016
0.03,2016,01,22,28,0,1/22/2016
0.03,2016,01,22,28,0,1/22/2016
0.024,2016,01,23,22,0,1/23/2016
0.024,2016,01,23,22,0,1/23/2016
0.024,2016,01,23,22,0,1/23/2016
0.024,2016,01,23,22,0,1/23/2016
0.027,2016,01,24,25,0,1/24/2016
0.027,2016,01,24,25,0,1/24/2016
0.027,2016,01,24,25,0,1/24/2016
0.027,2016,01,24,25,0,1/24/2016
0.017,2016,01,25,16,0,1/25/2016
0.017,2016,01,25,16,0,1/25/2016
0.017,2016,01,25,16,0,1/25/2016
0.017,2016,01,25,16,0,1/25/2016
0.015,2016,01,26,14,0,1/26/2016
0.015,2016,01,26,14,0,1/26/2016
0.015,2016,01,26,14,0,1/26/2016
0.015,2016,01,26,14,0,1/26/2016
0.02,2016,01,27,19,0,1/27/2016
0.02,2016,01,27,19,0,1/27/2016
0.02,2016,01,27,19,0,1/27/2016
0.02,2016,01,27,19,0,1/27/2016
0.031,2016,01,28,29,0,1/28/2016
0.031,2016,01,28,29,0,1/28/2016
0.031,2016,01,28,29,0,1/28/2016
0.031,2016,01,28,29,0,1/28/2016
0.033,2016,01,29,31,0,1/29/2016
0.033,2016,01,29,31,0,1/29/2016
0.033,2016,01,29,31,0,1/29/2016
0.033,2016,01,29,31,0,1/29/2016
0.034,2016,01,30,31,0,1/30/2016
0.034,2016,01,30,31,0,1/30/2016
0.034,2016,01,30,31,0,1/30/2016
0.034,2016,01,30,31,0,1/30/2016
0.03,2016,01,31,28,0,1/31/2016
0.03,2016,01,31,28,0,1/31/2016
0.03,2016,01,31,28,0,1/31/2016
0.03,2016,01,31,28,0,1/31/2016
