,Site Name,Date,DMean PM10,PM_UNITS,PM10 AQI,PM-WEIGHT,Lat,Lng,DMax NO2,NO2 Units,NO2 AQI,NO2-WEIGHT,DMax Ozone,Ozone Units,Ozone AQI,OZONE-WEIGHT,DMax SO2,SO2 Units,SO2 AQI,SO2-WEIGHT,DMax CO,CO Units,CO AQI,CO-WEIGHT
75,Cheyenne SLAMS site,10/26/2018,14.0,ug/m3 SC,13.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
76,Cheyenne SLAMS site,11/4/2018,4.0,ug/m3 SC,4.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
77,Cheyenne SLAMS site,11/10/2018,9.0,ug/m3 SC,8.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
78,Cheyenne SLAMS site,11/10/2018,8.0,ug/m3 SC,7.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
79,Cheyenne SLAMS site,11/16/2018,8.0,ug/m3 SC,7.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
80,Cheyenne SLAMS site,11/22/2018,5.0,ug/m3 SC,5.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
81,Cheyenne SLAMS site,11/22/2018,5.0,ug/m3 SC,5.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
82,Cheyenne SLAMS site,11/28/2018,5.0,ug/m3 SC,5.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
83,Cheyenne SLAMS site,12/4/2018,6.0,ug/m3 SC,6.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
84,Cheyenne SLAMS site,12/4/2018,5.0,ug/m3 SC,5.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
85,Cheyenne SLAMS site,12/10/2018,12.0,ug/m3 SC,11.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
86,Cheyenne SLAMS site,10/29/2018,15.0,ug/m3 SC,14.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
87,Cheyenne SLAMS site,10/29/2018,16.0,ug/m3 SC,15.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
88,Cheyenne SLAMS site,1/5/2018,7.0,ug/m3 SC,6.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
89,Cheyenne SLAMS site,1/11/2018,4.0,ug/m3 SC,4.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
90,Cheyenne SLAMS site,1/17/2018,8.0,ug/m3 SC,7.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
91,Cheyenne SLAMS site,1/23/2018,4.0,ug/m3 SC,4.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
92,Cheyenne SLAMS site,1/29/2018,7.0,ug/m3 SC,6.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
93,Cheyenne SLAMS site,2/4/2018,6.0,ug/m3 SC,6.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
94,Cheyenne SLAMS site,2/10/2018,11.0,ug/m3 SC,10.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
95,Cheyenne SLAMS site,2/16/2018,10.0,ug/m3 SC,9.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
96,Cheyenne SLAMS site,2/22/2018,21.0,ug/m3 SC,19.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
97,Cheyenne SLAMS site,2/28/2018,11.0,ug/m3 SC,10.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
98,Cheyenne SLAMS site,3/6/2018,5.0,ug/m3 SC,5.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
99,Cheyenne SLAMS site,3/12/2018,20.0,ug/m3 SC,19.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
100,Cheyenne SLAMS site,3/24/2018,7.0,ug/m3 SC,6.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
101,Cheyenne SLAMS site,3/30/2018,6.0,ug/m3 SC,6.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
102,Cheyenne SLAMS site,4/5/2018,10.0,ug/m3 SC,9.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
103,Cheyenne SLAMS site,4/11/2018,17.0,ug/m3 SC,16.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
104,Cheyenne SLAMS site,4/17/2018,19.0,ug/m3 SC,18.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
105,Cheyenne SLAMS site,4/23/2018,9.0,ug/m3 SC,8.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
106,Cheyenne SLAMS site,4/29/2018,14.0,ug/m3 SC,13.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
107,Cheyenne SLAMS site,5/11/2018,70.0,ug/m3 SC,58.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
108,Cheyenne SLAMS site,5/17/2018,20.0,ug/m3 SC,19.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
109,Cheyenne SLAMS site,5/25/2018,12.0,ug/m3 SC,11.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
110,Cheyenne SLAMS site,5/30/2018,9.0,ug/m3 SC,8.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
111,Cheyenne SLAMS site,6/4/2018,15.0,ug/m3 SC,14.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
112,Cheyenne SLAMS site,6/10/2018,19.0,ug/m3 SC,18.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
113,Cheyenne SLAMS site,6/16/2018,17.0,ug/m3 SC,16.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
114,Cheyenne SLAMS site,6/22/2018,14.0,ug/m3 SC,13.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
115,Cheyenne SLAMS site,6/28/2018,26.0,ug/m3 SC,24.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
116,Cheyenne SLAMS site,7/4/2018,20.0,ug/m3 SC,19.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
117,Cheyenne SLAMS site,7/10/2018,22.0,ug/m3 SC,20.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
118,Cheyenne SLAMS site,7/16/2018,19.0,ug/m3 SC,18.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
119,Cheyenne SLAMS site,7/22/2018,15.0,ug/m3 SC,14.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
120,Cheyenne SLAMS site,7/28/2018,12.0,ug/m3 SC,11.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
121,Cheyenne SLAMS site,8/3/2018,18.0,ug/m3 SC,17.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
122,Cheyenne SLAMS site,8/9/2018,22.0,ug/m3 SC,20.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
123,Cheyenne SLAMS site,8/15/2018,23.0,ug/m3 SC,21.0,1.0,41.13684585,-104.8182395,,,,,,,,,,,,,,,,
