,Site Name,Date,DMean PM10,PM_UNITS,PM10 AQI,PM-WEIGHT,NYt,Lng,DMax NO2,NO2 Units,NO2 AQI,NO2-WEIGHT,DMax Ozone,Ozone Units,Ozone AQI,OZONE-WEIGHT,DMax SO2,SO2 Units,SO2 AQI,SO2-WEIGHT,DMax CO,CO Units,CO AQI,CO-WEIGHT
40,Newark Firehouse,8/22/2020,12.0,ug/m3 SC,11.0,1.0,40.720989,-74.192892,12.1,ppb,11.0,24.0,0.047,ppm,44.0,17.0,0.0,ppb,0.0,24.0,0.3,ppm,3.0,24.0
41,Newark Firehouse,8/25/2020,13.0,ug/m3 SC,12.0,1.0,40.720989,-74.192892,20.0,ppb,19.0,24.0,0.054,ppm,50.0,17.0,0.5,ppb,0.0,24.0,0.2,ppm,2.0,24.0
42,Newark Firehouse,8/28/2020,12.0,ug/m3 SC,11.0,1.0,40.720989,-74.192892,22.1,ppb,21.0,24.0,0.042,ppm,39.0,17.0,0.2,ppb,0.0,24.0,0.2,ppm,2.0,24.0
43,Newark Firehouse,9/3/2020,12.0,ug/m3 SC,11.0,1.0,40.720989,-74.192892,22.5,ppb,21.0,24.0,0.047,ppm,44.0,17.0,0.2,ppb,0.0,24.0,0.3,ppm,3.0,24.0
44,Newark Firehouse,9/6/2020,12.0,ug/m3 SC,11.0,1.0,40.720989,-74.192892,13.9,ppb,12.0,21.0,0.052,ppm,48.0,17.0,0.5,ppb,0.0,24.0,0.3,ppm,3.0,24.0
45,Newark Firehouse,9/9/2020,16.0,ug/m3 SC,15.0,1.0,40.720989,-74.192892,26.7,ppb,25.0,24.0,0.022,ppm,20.0,17.0,0.8,ppb,0.0,24.0,0.3,ppm,3.0,24.0
46,Newark Firehouse,9/12/2020,10.0,ug/m3 SC,9.0,1.0,40.720989,-74.192892,13.4,ppb,12.0,24.0,0.028,ppm,26.0,17.0,0.2,ppb,0.0,24.0,0.2,ppm,2.0,24.0
47,Newark Firehouse,9/15/2020,10.0,ug/m3 SC,9.0,1.0,40.720989,-74.192892,31.7,ppb,29.0,24.0,0.019,ppm,18.0,17.0,0.4,ppb,0.0,24.0,0.3,ppm,3.0,24.0
48,Newark Firehouse,9/18/2020,11.0,ug/m3 SC,10.0,1.0,40.720989,-74.192892,15.1,ppb,14.0,24.0,0.029,ppm,27.0,17.0,0.0,ppb,0.0,24.0,0.5,ppm,6.0,11.0
49,Newark Firehouse,9/21/2020,8.0,ug/m3 SC,7.0,1.0,40.720989,-74.192892,31.7,ppb,29.0,24.0,0.031,ppm,29.0,17.0,0.2,ppb,0.0,23.0,0.4,ppm,5.0,24.0
50,Newark Firehouse,9/24/2020,23.0,ug/m3 SC,21.0,1.0,40.720989,-74.192892,44.3,ppb,42.0,24.0,0.04,ppm,37.0,17.0,0.4,ppb,0.0,24.0,0.7,ppm,8.0,24.0
51,Newark Firehouse,9/27/2020,9.0,ug/m3 SC,8.0,1.0,40.720989,-74.192892,17.9,ppb,16.0,21.0,0.033,ppm,31.0,17.0,0.3,ppb,0.0,24.0,0.3,ppm,3.0,24.0
52,Newark Firehouse,9/30/2020,7.0,ug/m3 SC,6.0,1.0,40.720989,-74.192892,17.0,ppb,16.0,24.0,0.031,ppm,29.0,17.0,0.2,ppb,0.0,24.0,0.2,ppm,2.0,24.0
53,Newark Firehouse,10/3/2020,7.0,ug/m3 SC,6.0,1.0,40.720989,-74.192892,27.2,ppb,25.0,24.0,0.031,ppm,29.0,17.0,0.0,ppb,0.0,24.0,0.5,ppm,6.0,24.0
54,Newark Firehouse,10/6/2020,13.0,ug/m3 SC,12.0,1.0,40.720989,-74.192892,31.4,ppb,29.0,24.0,0.042,ppm,39.0,17.0,0.4,ppb,0.0,24.0,0.6,ppm,7.0,24.0
55,Newark Firehouse,10/9/2020,16.0,ug/m3 SC,15.0,1.0,40.720989,-74.192892,35.5,ppb,33.0,24.0,0.034,ppm,31.0,17.0,3.6,ppb,4.0,24.0,0.5,ppm,6.0,24.0
56,Newark Firehouse,10/12/2020,4.0,ug/m3 SC,4.0,1.0,40.720989,-74.192892,13.2,ppb,12.0,24.0,0.021,ppm,19.0,17.0,0.1,ppb,0.0,23.0,0.3,ppm,3.0,24.0
57,Newark Firehouse,10/15/2020,15.0,ug/m3 SC,14.0,1.0,40.720989,-74.192892,35.3,ppb,33.0,24.0,0.04,ppm,37.0,17.0,0.3,ppb,0.0,24.0,0.5,ppm,6.0,24.0
58,Newark Firehouse,10/18/2020,13.0,ug/m3 SC,12.0,1.0,40.720989,-74.192892,32.2,ppb,30.0,21.0,0.028,ppm,26.0,17.0,0.6,ppb,0.0,24.0,1.7,ppm,19.0,24.0
59,Newark Firehouse,10/21/2020,13.0,ug/m3 SC,12.0,1.0,40.720989,-74.192892,33.5,ppb,31.0,24.0,0.009,ppm,8.0,17.0,0.6,ppb,0.0,24.0,0.5,ppm,6.0,24.0
60,Newark Firehouse,10/24/2020,7.0,ug/m3 SC,6.0,1.0,40.720989,-74.192892,16.1,ppb,15.0,24.0,0.019,ppm,18.0,17.0,0.0,ppb,0.0,24.0,0.2,ppm,2.0,24.0
61,Newark Firehouse,10/27/2020,6.0,ug/m3 SC,6.0,1.0,40.720989,-74.192892,23.2,ppb,22.0,24.0,0.017,ppm,16.0,17.0,0.4,ppb,0.0,24.0,0.6,ppm,7.0,24.0
62,Newark Firehouse,10/30/2020,3.0,ug/m3 SC,3.0,1.0,40.720989,-74.192892,22.3,ppb,21.0,24.0,0.018,ppm,17.0,17.0,0.0,ppb,0.0,24.0,0.4,ppm,5.0,24.0
63,Newark Firehouse,11/2/2020,5.0,ug/m3 SC,5.0,1.0,40.720989,-74.192892,32.2,ppb,30.0,24.0,0.033,ppm,31.0,17.0,0.3,ppb,0.0,23.0,0.3,ppm,3.0,24.0
64,Newark Firehouse,11/5/2020,20.0,ug/m3 SC,19.0,1.0,40.720989,-74.192892,48.3,ppb,45.0,24.0,0.032,ppm,30.0,17.0,1.4,ppb,1.0,24.0,0.9,ppm,10.0,24.0
65,Newark Firehouse,11/8/2020,37.0,ug/m3 SC,34.0,1.0,40.720989,-74.192892,60.9,ppb,57.0,21.0,0.024,ppm,22.0,17.0,2.4,ppb,3.0,24.0,1.9,ppm,22.0,24.0
66,Newark Firehouse,11/11/2020,9.0,ug/m3 SC,8.0,1.0,40.720989,-74.192892,20.9,ppb,19.0,24.0,0.012,ppm,11.0,17.0,0.1,ppb,0.0,24.0,0.4,ppm,5.0,24.0
67,Newark Firehouse,11/17/2020,8.0,ug/m3 SC,7.0,1.0,40.720989,-74.192892,37.6,ppb,35.0,24.0,0.032,ppm,30.0,17.0,0.9,ppb,0.0,24.0,1.1,ppm,13.0,24.0
68,Newark Firehouse,11/29/2020,11.0,ug/m3 SC,10.0,1.0,40.720989,-74.192892,34.1,ppb,32.0,21.0,0.024,ppm,22.0,17.0,0.8,ppb,0.0,24.0,0.6,ppm,7.0,24.0
69,Newark Firehouse,12/2/2020,6.0,ug/m3 SC,6.0,1.0,40.720989,-74.192892,16.8,ppb,15.0,24.0,0.021,ppm,19.0,17.0,0.1,ppb,0.0,24.0,0.2,ppm,2.0,24.0
70,Newark Firehouse,12/5/2020,6.0,ug/m3 SC,6.0,1.0,40.720989,-74.192892,31.6,ppb,29.0,24.0,0.025,ppm,23.0,17.0,0.1,ppb,0.0,24.0,0.4,ppm,5.0,24.0
71,Newark Firehouse,12/8/2020,6.0,ug/m3 SC,6.0,1.0,40.720989,-74.192892,,,,,,,,,,,,,0.3,ppm,3.0,12.0
72,Newark Firehouse,12/14/2020,4.0,ug/m3 SC,4.0,1.0,40.720989,-74.192892,21.4,ppb,20.0,24.0,0.02,ppm,19.0,17.0,0.2,ppb,0.0,23.0,0.4,ppm,5.0,24.0
73,Newark Firehouse,12/17/2020,4.0,ug/m3 SC,4.0,1.0,40.720989,-74.192892,23.8,ppb,22.0,24.0,0.029,ppm,27.0,17.0,0.2,ppb,0.0,24.0,0.3,ppm,3.0,24.0
74,Newark Firehouse,12/26/2020,9.0,ug/m3 SC,8.0,1.0,40.720989,-74.192892,12.8,ppb,11.0,24.0,0.021,ppm,19.0,17.0,1.5,ppb,1.0,24.0,0.3,ppm,3.0,24.0
75,Newark Firehouse,12/29/2020,7.0,ug/m3 SC,6.0,1.0,40.720989,-74.192892,18.0,ppb,17.0,24.0,0.033,ppm,31.0,17.0,0.1,ppb,0.0,24.0,0.5,ppm,6.0,24.0
76,Jersey City Firehouse,1/4/2020,13.0,ug/m3 SC,12.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
77,Jersey City Firehouse,1/4/2020,12.0,ug/m3 SC,11.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
78,Jersey City Firehouse,1/10/2020,23.0,ug/m3 SC,21.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
79,Jersey City Firehouse,1/10/2020,22.0,ug/m3 SC,20.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
80,Jersey City Firehouse,1/16/2020,11.0,ug/m3 SC,10.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
81,Jersey City Firehouse,1/16/2020,11.0,ug/m3 SC,10.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
82,Jersey City Firehouse,1/22/2020,30.0,ug/m3 SC,28.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
83,Jersey City Firehouse,1/22/2020,29.0,ug/m3 SC,27.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
84,Jersey City Firehouse,1/28/2020,4.0,ug/m3 SC,4.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
85,Jersey City Firehouse,1/28/2020,5.0,ug/m3 SC,5.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
86,Jersey City Firehouse,2/3/2020,18.0,ug/m3 SC,17.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
87,Jersey City Firehouse,2/3/2020,18.0,ug/m3 SC,17.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
88,Jersey City Firehouse,2/9/2020,15.0,ug/m3 SC,14.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
89,Jersey City Firehouse,2/9/2020,16.0,ug/m3 SC,15.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
90,Jersey City Firehouse,2/15/2020,9.0,ug/m3 SC,8.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
91,Jersey City Firehouse,2/15/2020,10.0,ug/m3 SC,9.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
92,Jersey City Firehouse,2/21/2020,11.0,ug/m3 SC,10.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
93,Jersey City Firehouse,2/21/2020,11.0,ug/m3 SC,10.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
94,Jersey City Firehouse,2/27/2020,7.0,ug/m3 SC,6.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
95,Jersey City Firehouse,2/27/2020,7.0,ug/m3 SC,6.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
96,Jersey City Firehouse,3/10/2020,24.0,ug/m3 SC,22.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
97,Jersey City Firehouse,3/10/2020,23.0,ug/m3 SC,21.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
98,Jersey City Firehouse,3/16/2020,17.0,ug/m3 SC,16.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
99,Jersey City Firehouse,3/16/2020,16.0,ug/m3 SC,15.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
100,Jersey City Firehouse,7/8/2020,19.0,ug/m3 SC,18.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
101,Jersey City Firehouse,7/8/2020,22.0,ug/m3 SC,20.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
102,Jersey City Firehouse,7/14/2020,11.0,ug/m3 SC,10.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
103,Jersey City Firehouse,7/14/2020,11.0,ug/m3 SC,10.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
104,Jersey City Firehouse,7/20/2020,20.0,ug/m3 SC,19.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
105,Jersey City Firehouse,7/20/2020,20.0,ug/m3 SC,19.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
106,Jersey City Firehouse,7/26/2020,14.0,ug/m3 SC,13.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
107,Jersey City Firehouse,7/26/2020,15.0,ug/m3 SC,14.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
108,Jersey City Firehouse,8/1/2020,16.0,ug/m3 SC,15.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
109,Jersey City Firehouse,8/1/2020,16.0,ug/m3 SC,15.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
110,Jersey City Firehouse,8/7/2020,19.0,ug/m3 SC,18.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
111,Jersey City Firehouse,8/7/2020,19.0,ug/m3 SC,18.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
112,Jersey City Firehouse,8/13/2020,21.0,ug/m3 SC,19.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
113,Jersey City Firehouse,8/13/2020,22.0,ug/m3 SC,20.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
114,Jersey City Firehouse,8/19/2020,16.0,ug/m3 SC,15.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
115,Jersey City Firehouse,8/19/2020,17.0,ug/m3 SC,16.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
116,Jersey City Firehouse,8/25/2020,20.0,ug/m3 SC,19.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
117,Jersey City Firehouse,8/25/2020,22.0,ug/m3 SC,20.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
118,Jersey City Firehouse,8/31/2020,10.0,ug/m3 SC,9.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
119,Jersey City Firehouse,8/31/2020,11.0,ug/m3 SC,10.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
120,Jersey City Firehouse,9/6/2020,16.0,ug/m3 SC,15.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
121,Jersey City Firehouse,9/12/2020,13.0,ug/m3 SC,12.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
122,Jersey City Firehouse,9/12/2020,12.0,ug/m3 SC,11.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
123,Jersey City Firehouse,9/18/2020,18.0,ug/m3 SC,17.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
124,Jersey City Firehouse,9/18/2020,17.0,ug/m3 SC,16.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
125,Jersey City Firehouse,9/24/2020,44.0,ug/m3 SC,41.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
126,Jersey City Firehouse,9/24/2020,37.0,ug/m3 SC,34.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
127,Jersey City Firehouse,9/30/2020,8.0,ug/m3 SC,7.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
128,Jersey City Firehouse,9/30/2020,7.0,ug/m3 SC,6.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
129,Jersey City Firehouse,10/6/2020,18.0,ug/m3 SC,17.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
130,Jersey City Firehouse,10/6/2020,15.0,ug/m3 SC,14.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
131,Jersey City Firehouse,10/12/2020,5.0,ug/m3 SC,5.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
132,Jersey City Firehouse,10/12/2020,5.0,ug/m3 SC,5.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
133,Jersey City Firehouse,10/18/2020,17.0,ug/m3 SC,16.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
134,Jersey City Firehouse,10/18/2020,14.0,ug/m3 SC,13.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
135,Jersey City Firehouse,10/24/2020,10.0,ug/m3 SC,9.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
136,Jersey City Firehouse,10/24/2020,7.0,ug/m3 SC,6.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
137,Jersey City Firehouse,11/5/2020,19.0,ug/m3 SC,18.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
138,Jersey City Firehouse,11/5/2020,17.0,ug/m3 SC,16.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
139,Jersey City Firehouse,11/11/2020,11.0,ug/m3 SC,10.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
140,Jersey City Firehouse,11/11/2020,9.0,ug/m3 SC,8.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
141,Jersey City Firehouse,11/17/2020,10.0,ug/m3 SC,9.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
142,Jersey City Firehouse,11/17/2020,10.0,ug/m3 SC,9.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
143,Jersey City Firehouse,11/23/2020,13.0,ug/m3 SC,12.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
144,Jersey City Firehouse,11/23/2020,14.0,ug/m3 SC,13.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
145,Jersey City Firehouse,11/29/2020,12.0,ug/m3 SC,11.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
146,Jersey City Firehouse,11/29/2020,11.0,ug/m3 SC,10.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
147,Jersey City Firehouse,12/5/2020,6.0,ug/m3 SC,6.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
148,Jersey City Firehouse,12/5/2020,6.0,ug/m3 SC,6.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
149,Jersey City Firehouse,12/11/2020,26.0,ug/m3 SC,24.0,1.0,40.725413,-74.052293,,,,,,,,,,,,,,,,
