Date,Source,Site ID,POC,Daily Mean PM10 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
10/27/2016,AQS,481410029,1,16,ug/m3 SC,15,Ivanhoe,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.785769,-106.323578
11/2/2016,AQS,481410029,1,13,ug/m3 SC,12,Ivanhoe,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.785769,-106.323578
11/8/2016,AQS,481410029,1,7,ug/m3 SC,6,Ivanhoe,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.785769,-106.323578
11/14/2016,AQS,481410029,1,25,ug/m3 SC,23,Ivanhoe,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.785769,-106.323578
11/20/2016,AQS,481410029,1,18,ug/m3 SC,17,Ivanhoe,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.785769,-106.323578
11/26/2016,AQS,481410029,1,13,ug/m3 SC,12,Ivanhoe,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.785769,-106.323578
12/2/2016,AQS,481410029,1,16,ug/m3 SC,15,Ivanhoe,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.785769,-106.323578
12/8/2016,AQS,481410029,1,6,ug/m3 SC,6,Ivanhoe,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.785769,-106.323578
12/14/2016,AQS,481410029,1,25,ug/m3 SC,23,Ivanhoe,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.785769,-106.323578
12/20/2016,AQS,481410029,1,48,ug/m3 SC,44,Ivanhoe,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.785769,-106.323578
12/26/2016,AQS,481410029,1,11,ug/m3 SC,10,Ivanhoe,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.785769,-106.323578
10/27/2016,AQS,481410038,1,31,ug/m3 SC,29,El Paso Mimosa,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.735857,-106.377909
11/2/2016,AQS,481410038,1,24,ug/m3 SC,22,El Paso Mimosa,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.735857,-106.377909
11/8/2016,AQS,481410038,1,13,ug/m3 SC,12,El Paso Mimosa,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.735857,-106.377909
11/14/2016,AQS,481410038,1,52,ug/m3 SC,48,El Paso Mimosa,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.735857,-106.377909
11/20/2016,AQS,481410038,1,23,ug/m3 SC,21,El Paso Mimosa,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.735857,-106.377909
11/26/2016,AQS,481410038,1,23,ug/m3 SC,21,El Paso Mimosa,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.735857,-106.377909
12/2/2016,AQS,481410038,1,17,ug/m3 SC,16,El Paso Mimosa,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.735857,-106.377909
12/8/2016,AQS,481410038,1,9,ug/m3 SC,8,El Paso Mimosa,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.735857,-106.377909
12/14/2016,AQS,481410038,1,40,ug/m3 SC,37,El Paso Mimosa,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.735857,-106.377909
12/20/2016,AQS,481410038,1,64,ug/m3 SC,55,El Paso Mimosa,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.735857,-106.377909
12/26/2016,AQS,481410038,1,28,ug/m3 SC,26,El Paso Mimosa,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.735857,-106.377909
1/1/2016,AQS,481410057,1,6,ug/m3 SC,6,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
1/7/2016,AQS,481410057,1,18,ug/m3 SC,17,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
1/13/2016,AQS,481410057,1,62,ug/m3 SC,54,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
1/19/2016,AQS,481410057,1,39,ug/m3 SC,36,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
1/25/2016,AQS,481410057,1,26,ug/m3 SC,24,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
1/31/2016,AQS,481410057,1,26,ug/m3 SC,24,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
2/6/2016,AQS,481410057,1,35,ug/m3 SC,32,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
2/12/2016,AQS,481410057,1,54,ug/m3 SC,50,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
2/18/2016,AQS,481410057,1,53,ug/m3 SC,49,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
2/24/2016,AQS,481410057,1,25,ug/m3 SC,23,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
3/1/2016,AQS,481410057,1,34,ug/m3 SC,31,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
3/7/2016,AQS,481410057,1,58,ug/m3 SC,52,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
6/11/2016,AQS,481410057,1,28,ug/m3 SC,26,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
6/17/2016,AQS,481410057,1,33,ug/m3 SC,31,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
6/23/2016,AQS,481410057,1,42,ug/m3 SC,39,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
6/29/2016,AQS,481410057,1,12,ug/m3 SC,11,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
7/5/2016,AQS,481410057,1,34,ug/m3 SC,31,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
7/11/2016,AQS,481410057,1,31,ug/m3 SC,29,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
7/17/2016,AQS,481410057,1,30,ug/m3 SC,28,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
7/23/2016,AQS,481410057,1,21,ug/m3 SC,19,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
7/29/2016,AQS,481410057,1,31,ug/m3 SC,29,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
8/4/2016,AQS,481410057,1,22,ug/m3 SC,20,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
8/10/2016,AQS,481410057,1,11,ug/m3 SC,10,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
8/16/2016,AQS,481410057,1,26,ug/m3 SC,24,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
8/22/2016,AQS,481410057,1,11,ug/m3 SC,10,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
8/28/2016,AQS,481410057,1,10,ug/m3 SC,9,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
9/3/2016,AQS,481410057,1,17,ug/m3 SC,16,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
9/9/2016,AQS,481410057,1,32,ug/m3 SC,30,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
9/15/2016,AQS,481410057,1,18,ug/m3 SC,17,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
9/21/2016,AQS,481410057,1,20,ug/m3 SC,19,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
9/27/2016,AQS,481410057,1,16,ug/m3 SC,15,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
10/3/2016,AQS,481410057,1,22,ug/m3 SC,20,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
10/9/2016,AQS,481410057,1,3,ug/m3 SC,3,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
10/15/2016,AQS,481410057,1,46,ug/m3 SC,43,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
10/21/2016,AQS,481410057,1,38,ug/m3 SC,35,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
10/27/2016,AQS,481410057,1,34,ug/m3 SC,31,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
11/2/2016,AQS,481410057,1,19,ug/m3 SC,18,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
11/8/2016,AQS,481410057,1,13,ug/m3 SC,12,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
11/14/2016,AQS,481410057,1,43,ug/m3 SC,40,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
11/20/2016,AQS,481410057,1,34,ug/m3 SC,31,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
11/26/2016,AQS,481410057,1,20,ug/m3 SC,19,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
12/2/2016,AQS,481410057,1,24,ug/m3 SC,22,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
12/8/2016,AQS,481410057,1,8,ug/m3 SC,7,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
12/14/2016,AQS,481410057,1,36,ug/m3 SC,33,Socorro Hueco,1,100,81102,PM10 Total 0-10um STP,21340,"El Paso, TX",48,Texas,141,El Paso,31.6675,-106.288
