Dmax Ozone,Year,Month,Day,OZONE-WEIGHT,Flag,Date Local
0.039,2000,02,06,33,0,2/6/2000
0.039,2000,02,06,33,0,2/6/2000
0.039,2000,02,06,33,0,2/6/2000
0.015,2000,02,07,13,0,2/7/2000
0.015,2000,02,07,13,0,2/7/2000
0.015,2000,02,07,13,0,2/7/2000
0.015,2000,02,07,13,0,2/7/2000
0.023,2000,02,08,19,0,2/8/2000
0.023,2000,02,08,19,0,2/8/2000
0.023,2000,02,08,19,0,2/8/2000
0.023,2000,02,08,19,0,2/8/2000
0.038,2000,02,09,32,0,2/9/2000
0.038,2000,02,09,32,0,2/9/2000
0.038,2000,02,09,32,0,2/9/2000
0.038,2000,02,09,32,0,2/9/2000
0.029,2000,02,10,25,0,2/10/2000
0.029,2000,02,10,25,0,2/10/2000
0.029,2000,02,10,25,0,2/10/2000
0.029,2000,02,10,25,0,2/10/2000
0.02,2000,02,11,17,0,2/11/2000
0.02,2000,02,11,17,0,2/11/2000
0.02,2000,02,11,17,0,2/11/2000
0.02,2000,02,11,17,0,2/11/2000
0.024,2000,02,12,20,0,2/12/2000
0.024,2000,02,12,20,0,2/12/2000
0.024,2000,02,12,20,0,2/12/2000
0.024,2000,02,12,20,0,2/12/2000
0.04,2000,02,13,34,0,2/13/2000
0.04,2000,02,13,34,0,2/13/2000
0.04,2000,02,13,34,0,2/13/2000
0.04,2000,02,13,34,0,2/13/2000
0.014,2000,02,14,12,0,2/14/2000
0.014,2000,02,14,12,0,2/14/2000
0.014,2000,02,14,12,0,2/14/2000
0.014,2000,02,14,12,0,2/14/2000
0.028,2000,02,15,24,0,2/15/2000
0.028,2000,02,15,24,0,2/15/2000
0.028,2000,02,15,24,0,2/15/2000
0.028,2000,02,15,24,0,2/15/2000
0.011,2000,02,16,9,0,2/16/2000
0.011,2000,02,16,9,0,2/16/2000
0.011,2000,02,16,9,0,2/16/2000
0.011,2000,02,16,9,0,2/16/2000
0.019,2000,02,17,16,0,2/17/2000
0.019,2000,02,17,16,0,2/17/2000
0.019,2000,02,17,16,0,2/17/2000
0.019,2000,02,17,16,0,2/17/2000
0.023,2000,02,18,19,0,2/18/2000
0.023,2000,02,18,19,0,2/18/2000
0.023,2000,02,18,19,0,2/18/2000
0.023,2000,02,18,19,0,2/18/2000
0.03,2000,02,19,25,0,2/19/2000
0.03,2000,02,19,25,0,2/19/2000
0.03,2000,02,19,25,0,2/19/2000
0.03,2000,02,19,25,0,2/19/2000
0.035,2000,02,20,30,0,2/20/2000
0.035,2000,02,20,30,0,2/20/2000
0.035,2000,02,20,30,0,2/20/2000
0.035,2000,02,20,30,0,2/20/2000
0.032,2000,02,21,27,0,2/21/2000
0.032,2000,02,21,27,0,2/21/2000
0.032,2000,02,21,27,0,2/21/2000
0.032,2000,02,21,27,0,2/21/2000
0.036,2000,02,22,31,0,2/22/2000
0.036,2000,02,22,31,0,2/22/2000
0.036,2000,02,22,31,0,2/22/2000
0.036,2000,02,22,31,0,2/22/2000
0.034,2000,02,23,29,0,2/23/2000
0.034,2000,02,23,29,0,2/23/2000
0.034,2000,02,23,29,0,2/23/2000
0.034,2000,02,23,29,0,2/23/2000
0.027,2000,02,24,23,0,2/24/2000
0.027,2000,02,24,23,0,2/24/2000
0.027,2000,02,24,23,0,2/24/2000
0.027,2000,02,24,23,0,2/24/2000
0.027,2000,02,25,23,0,2/25/2000
0.027,2000,02,25,23,0,2/25/2000
0.027,2000,02,25,23,0,2/25/2000
0.027,2000,02,25,23,0,2/25/2000
0.039,2000,02,26,33,0,2/26/2000
0.039,2000,02,26,33,0,2/26/2000
0.039,2000,02,26,33,0,2/26/2000
0.039,2000,02,26,33,0,2/26/2000
0.038,2000,02,27,32,0,2/27/2000
0.038,2000,02,27,32,0,2/27/2000
0.038,2000,02,27,32,0,2/27/2000
0.038,2000,02,27,32,0,2/27/2000
0.039,2000,02,28,33,0,2/28/2000
0.039,2000,02,28,33,0,2/28/2000
0.039,2000,02,28,33,0,2/28/2000
0.039,2000,02,28,33,0,2/28/2000
0.038,2000,02,29,32,0,2/29/2000
0.038,2000,02,29,32,0,2/29/2000
0.038,2000,02,29,32,0,2/29/2000
0.038,2000,02,29,32,0,2/29/2000
0.035,2000,03,01,30,0,3/1/2000
0.035,2000,03,01,30,0,3/1/2000
0.035,2000,03,01,30,0,3/1/2000
0.035,2000,03,01,30,0,3/1/2000
0.029,2000,03,02,25,0,3/2/2000
