,Site Name,Date,Lat,Lng,DMax NO2,NO2 Units,NO2 AQI,DMax Ozone,Ozone Units,Ozone AQI,DMax SO2,SO2 Units,SO2 AQI,DMax CO,CO Units,CO AQI,DMean PM10,PM10 Units,PM10 AQI
556,SEATTLE - BEACON HILL,9/26/2016,0.2,ppm,2.0,47.568236,-122.308628,ppb,25.0,both,0.016,ppm,15.0,1.3,ppb,1.0,,,
557,SEATTLE - BEACON HILL,9/27/2016,0.2,ppm,2.0,47.568236,-122.308628,ppb,12.0,both,0.032,ppm,30.0,0.7,ppb,0.0,,,
558,SEATTLE - BEACON HILL,9/28/2016,0.2,ppm,2.0,47.568236,-122.308628,ppb,36.0,both,0.024,ppm,22.0,1.3,ppb,1.0,,,
559,SEATTLE - BEACON HILL,9/29/2016,0.3,ppm,3.0,47.568236,-122.308628,ppb,28.0,both,0.023,ppm,21.0,1.3,ppb,1.0,,,
560,SEATTLE - BEACON HILL,9/30/2016,0.4,ppm,5.0,47.568236,-122.308628,ppb,28.0,both,0.03,ppm,28.0,3.3,ppb,4.0,,,
561,SEATTLE - BEACON HILL,10/1/2016,0.3,ppm,3.0,47.568236,-122.308628,ppb,21.0,both,0.03,ppm,28.0,0.8,ppb,0.0,,,
562,SEATTLE - BEACON HILL,10/2/2016,0.3,ppm,3.0,47.568236,-122.308628,ppb,25.0,both,0.03,ppm,28.0,1.2,ppb,1.0,,,
563,SEATTLE - BEACON HILL,10/3/2016,0.3,ppm,3.0,47.568236,-122.308628,ppb,16.0,both,0.028,ppm,26.0,0.9,ppb,0.0,,,
564,SEATTLE - BEACON HILL,10/4/2016,0.3,ppm,3.0,47.568236,-122.308628,ppb,19.0,both,0.023,ppm,21.0,1.1,ppb,1.0,,,
565,SEATTLE - BEACON HILL,10/5/2016,0.3,ppm,3.0,47.568236,-122.308628,ppb,34.0,both,0.016,ppm,15.0,1.9,ppb,1.0,,,
566,SEATTLE - BEACON HILL,10/6/2016,0.2,ppm,2.0,47.568236,-122.308628,ppb,19.0,both,0.023,ppm,21.0,1.0,ppb,1.0,,,
567,SEATTLE - BEACON HILL,10/7/2016,0.2,ppm,2.0,47.568236,-122.308628,ppb,14.0,both,0.026,ppm,24.0,0.7,ppb,0.0,,,
568,SEATTLE - BEACON HILL,10/8/2016,0.3,ppm,3.0,47.568236,-122.308628,ppb,15.0,both,0.021,ppm,19.0,0.9,ppb,0.0,,,
569,SEATTLE - BEACON HILL,10/9/2016,0.2,ppm,2.0,47.568236,-122.308628,ppb,20.0,both,0.019,ppm,18.0,0.9,ppb,0.0,,,
570,SEATTLE - BEACON HILL,10/10/2016,0.3,ppm,3.0,47.568236,-122.308628,ppb,24.0,both,0.022,ppm,20.0,1.9,ppb,1.0,,,
571,SEATTLE - BEACON HILL,10/11/2016,0.3,ppm,3.0,47.568236,-122.308628,ppb,29.0,both,0.01,ppm,9.0,1.6,ppb,1.0,,,
572,SEATTLE - BEACON HILL,10/12/2016,0.4,ppm,5.0,47.568236,-122.308628,ppb,39.0,both,0.01,ppm,9.0,3.4,ppb,4.0,,,
573,SEATTLE - BEACON HILL,10/13/2016,0.4,ppm,5.0,47.568236,-122.308628,ppb,24.0,both,0.037,ppm,34.0,1.2,ppb,1.0,,,
574,SEATTLE - BEACON HILL,10/14/2016,0.2,ppm,2.0,47.568236,-122.308628,ppb,11.0,both,0.029,ppm,27.0,0.8,ppb,0.0,,,
575,SEATTLE - BEACON HILL,10/15/2016,0.2,ppm,2.0,47.568236,-122.308628,ppb,8.0,both,0.031,ppm,29.0,0.7,ppb,0.0,,,
576,SEATTLE - BEACON HILL,10/16/2016,0.2,ppm,2.0,47.568236,-122.308628,ppb,28.0,both,0.026,ppm,24.0,1.1,ppb,1.0,,,
577,SEATTLE - BEACON HILL,10/17/2016,0.2,ppm,2.0,47.568236,-122.308628,ppb,29.0,both,0.028,ppm,26.0,0.8,ppb,0.0,,,
578,SEATTLE - BEACON HILL,10/18/2016,0.2,ppm,2.0,47.568236,-122.308628,ppb,23.0,both,0.027,ppm,25.0,0.9,ppb,0.0,,,
579,SEATTLE - BEACON HILL,10/19/2016,0.4,ppm,5.0,47.568236,-122.308628,ppb,28.0,both,0.005,ppm,5.0,2.8,ppb,3.0,,,
580,SEATTLE - BEACON HILL,10/20/2016,0.3,ppm,3.0,47.568236,-122.308628,ppb,25.0,both,0.03,ppm,28.0,1.3,ppb,1.0,,,
581,SEATTLE - BEACON HILL,10/21/2016,0.3,ppm,3.0,47.568236,-122.308628,ppb,23.0,both,0.024,ppm,22.0,1.4,ppb,1.0,,,
582,SEATTLE - BEACON HILL,10/22/2016,0.3,ppm,3.0,47.568236,-122.308628,ppb,35.0,both,0.017,ppm,16.0,2.6,ppb,3.0,,,
583,SEATTLE - BEACON HILL,10/23/2016,0.3,ppm,3.0,47.568236,-122.308628,ppb,30.0,both,0.017,ppm,16.0,1.2,ppb,1.0,,,
584,SEATTLE - BEACON HILL,10/24/2016,0.3,ppm,3.0,47.568236,-122.308628,ppb,25.0,both,0.025,ppm,23.0,2.5,ppb,3.0,,,
585,SEATTLE - BEACON HILL,10/25/2016,0.3,ppm,3.0,47.568236,-122.308628,ppb,25.0,both,0.031,ppm,29.0,0.8,ppb,0.0,,,
586,SEATTLE - BEACON HILL,10/26/2016,0.3,ppm,3.0,47.568236,-122.308628,ppb,29.0,both,0.026,ppm,24.0,1.6,ppb,1.0,,,
587,SEATTLE - BEACON HILL,10/27/2016,0.3,ppm,3.0,47.568236,-122.308628,ppb,28.0,both,0.018,ppm,17.0,1.4,ppb,1.0,,,
588,SEATTLE - BEACON HILL,10/28/2016,0.3,ppm,3.0,47.568236,-122.308628,ppb,32.0,both,0.013,ppm,12.0,2.3,ppb,3.0,,,
589,SEATTLE - BEACON HILL,10/29/2016,0.3,ppm,3.0,47.568236,-122.308628,ppb,31.0,both,0.015,ppm,14.0,2.0,ppb,3.0,,,
590,SEATTLE - BEACON HILL,10/30/2016,0.4,ppm,5.0,47.568236,-122.308628,ppb,19.0,both,0.006,ppm,6.0,1.3,ppb,1.0,,,
591,SEATTLE - BEACON HILL,10/31/2016,0.4,ppm,5.0,47.568236,-122.308628,ppb,24.0,both,0.029,ppm,27.0,1.0,ppb,1.0,,,
592,SEATTLE - BEACON HILL,11/1/2016,0.3,ppm,3.0,47.568236,-122.308628,ppb,37.0,both,0.024,ppm,22.0,1.4,ppb,1.0,,,
593,SEATTLE - BEACON HILL,11/2/2016,0.3,ppm,3.0,47.568236,-122.308628,ppb,33.0,both,0.025,ppm,23.0,2.5,ppb,3.0,,,
594,SEATTLE - BEACON HILL,11/3/2016,0.5,ppm,6.0,47.568236,-122.308628,ppb,39.0,both,0.016,ppm,15.0,2.8,ppb,3.0,,,
595,SEATTLE - BEACON HILL,11/4/2016,0.7,ppm,8.0,47.568236,-122.308628,ppb,32.0,both,0.009,ppm,8.0,3.4,ppb,4.0,,,
596,SEATTLE - BEACON HILL,11/5/2016,0.4,ppm,5.0,47.568236,-122.308628,ppb,25.0,both,0.028,ppm,26.0,1.7,ppb,1.0,,,
597,SEATTLE - BEACON HILL,11/6/2016,0.3,ppm,3.0,47.568236,-122.308628,ppb,19.0,both,0.03,ppm,28.0,0.9,ppb,0.0,,,
598,SEATTLE - BEACON HILL,11/7/2016,0.4,ppm,5.0,47.568236,-122.308628,ppb,32.0,both,0.009,ppm,8.0,2.9,ppb,3.0,,,
599,SEATTLE - BEACON HILL,11/8/2016,0.4,ppm,5.0,47.568236,-122.308628,ppb,29.0,both,0.009,ppm,8.0,2.4,ppb,3.0,,,
600,SEATTLE - BEACON HILL,11/9/2016,0.3,ppm,3.0,47.568236,-122.308628,ppb,22.0,both,0.015,ppm,14.0,1.4,ppb,1.0,,,
601,SEATTLE - BEACON HILL,11/10/2016,0.6,ppm,7.0,47.568236,-122.308628,ppb,30.0,both,0.002,ppm,2.0,,,,,,
602,SEATTLE - BEACON HILL,11/11/2016,0.8,ppm,9.0,47.568236,-122.308628,,,left_only,0.007,ppm,6.0,,,,,,
603,SEATTLE - BEACON HILL,11/12/2016,0.7,ppm,8.0,47.568236,-122.308628,,,left_only,0.036,ppm,33.0,,,,,,
604,SEATTLE - BEACON HILL,11/13/2016,0.3,ppm,3.0,47.568236,-122.308628,,,left_only,0.023,ppm,21.0,,,,,,
605,SEATTLE - BEACON HILL,11/14/2016,0.3,ppm,3.0,47.568236,-122.308628,,,left_only,0.03,ppm,28.0,0.8,ppb,0.0,,,
606,SEATTLE - BEACON HILL,11/15/2016,0.3,ppm,3.0,47.568236,-122.308628,,,left_only,0.033,ppm,31.0,0.9,ppb,0.0,,,
607,SEATTLE - BEACON HILL,11/16/2016,0.3,ppm,3.0,47.568236,-122.308628,,,left_only,0.016,ppm,15.0,,,,,,
608,SEATTLE - BEACON HILL,11/17/2016,0.4,ppm,5.0,47.568236,-122.308628,ppb,31.0,both,0.014,ppm,13.0,,,,,,
609,SEATTLE - BEACON HILL,11/18/2016,0.3,ppm,3.0,47.568236,-122.308628,ppb,30.0,both,0.029,ppm,27.0,,,,,,
610,SEATTLE - BEACON HILL,11/19/2016,0.3,ppm,3.0,47.568236,-122.308628,ppb,11.0,both,0.027,ppm,25.0,,,,,,
611,SEATTLE - BEACON HILL,11/20/2016,0.2,ppm,2.0,47.568236,-122.308628,ppb,14.0,both,0.026,ppm,24.0,,,,,,
612,SEATTLE - BEACON HILL,11/21/2016,0.2,ppm,2.0,47.568236,-122.308628,ppb,28.0,both,0.021,ppm,19.0,,,,,,
613,SEATTLE - BEACON HILL,11/22/2016,0.3,ppm,3.0,47.568236,-122.308628,ppb,25.0,both,0.02,ppm,19.0,,,,,,
614,SEATTLE - BEACON HILL,11/23/2016,0.3,ppm,3.0,47.568236,-122.308628,ppb,29.0,both,0.03,ppm,28.0,,,,,,
615,SEATTLE - BEACON HILL,11/24/2016,0.2,ppm,2.0,47.568236,-122.308628,ppb,11.0,both,0.035,ppm,32.0,,,,,,
616,SEATTLE - BEACON HILL,11/25/2016,0.4,ppm,5.0,47.568236,-122.308628,ppb,35.0,both,0.02,ppm,19.0,,,,,,
617,SEATTLE - BEACON HILL,11/26/2016,0.4,ppm,5.0,47.568236,-122.308628,ppb,24.0,both,0.027,ppm,25.0,,,,,,
618,SEATTLE - BEACON HILL,11/27/2016,0.2,ppm,2.0,47.568236,-122.308628,ppb,12.0,both,0.03,ppm,28.0,,,,,,
619,SEATTLE - BEACON HILL,11/28/2016,0.4,ppm,5.0,47.568236,-122.308628,ppb,30.0,both,0.015,ppm,14.0,,,,,,
620,SEATTLE - BEACON HILL,11/29/2016,0.4,ppm,5.0,47.568236,-122.308628,ppb,24.0,both,0.019,ppm,18.0,,,,,,
621,SEATTLE - BEACON HILL,11/30/2016,0.2,ppm,2.0,47.568236,-122.308628,ppb,16.0,both,0.029,ppm,27.0,,,,,,
622,SEATTLE - BEACON HILL,12/1/2016,0.3,ppm,3.0,47.568236,-122.308628,ppb,31.0,both,0.017,ppm,16.0,,,,,,
623,SEATTLE - BEACON HILL,12/2/2016,0.3,ppm,3.0,47.568236,-122.308628,ppb,28.0,both,0.027,ppm,25.0,,,,,,
624,SEATTLE - BEACON HILL,12/3/2016,0.2,ppm,2.0,47.568236,-122.308628,ppb,12.0,both,0.035,ppm,32.0,,,,,,
625,SEATTLE - BEACON HILL,12/4/2016,0.2,ppm,2.0,47.568236,-122.308628,ppb,17.0,both,0.03,ppm,28.0,,,,,,
626,SEATTLE - BEACON HILL,12/5/2016,0.3,ppm,3.0,47.568236,-122.308628,ppb,29.0,both,0.014,ppm,13.0,,,,,,
627,SEATTLE - BEACON HILL,12/6/2016,0.3,ppm,3.0,47.568236,-122.308628,ppb,18.0,both,0.025,ppm,23.0,,,,,,
628,SEATTLE - BEACON HILL,12/7/2016,0.3,ppm,3.0,47.568236,-122.308628,ppb,19.0,both,0.032,ppm,30.0,,,,,,
629,SEATTLE - BEACON HILL,12/8/2016,0.2,ppm,2.0,47.568236,-122.308628,ppb,8.0,both,0.031,ppm,29.0,,,,,,
630,SEATTLE - BEACON HILL,12/9/2016,0.2,ppm,2.0,47.568236,-122.308628,ppb,7.0,both,0.028,ppm,26.0,,,,,,
631,SEATTLE - BEACON HILL,12/10/2016,0.2,ppm,2.0,47.568236,-122.308628,ppb,21.0,both,0.031,ppm,29.0,,,,,,
632,SEATTLE - BEACON HILL,12/11/2016,0.2,ppm,2.0,47.568236,-122.308628,ppb,8.0,both,0.033,ppm,31.0,,,,,,
633,SEATTLE - BEACON HILL,12/12/2016,0.2,ppm,2.0,47.568236,-122.308628,ppb,19.0,both,0.019,ppm,18.0,,,,,,
634,SEATTLE - BEACON HILL,12/13/2016,0.3,ppm,3.0,47.568236,-122.308628,ppb,16.0,both,0.021,ppm,19.0,,,,,,
635,SEATTLE - BEACON HILL,12/14/2016,0.3,ppm,3.0,47.568236,-122.308628,ppb,22.0,both,0.022,ppm,20.0,,,,,,
636,SEATTLE - BEACON HILL,12/15/2016,0.2,ppm,2.0,47.568236,-122.308628,ppb,23.0,both,0.03,ppm,28.0,,,,,,
637,SEATTLE - BEACON HILL,12/17/2016,0.3,ppm,3.0,47.568236,-122.308628,ppb,25.0,both,0.023,ppm,21.0,,,,,,
638,SEATTLE - BEACON HILL,12/18/2016,0.4,ppm,5.0,47.568236,-122.308628,ppb,32.0,both,0.027,ppm,25.0,,,,,,
639,SEATTLE - BEACON HILL,12/19/2016,0.3,ppm,3.0,47.568236,-122.308628,ppb,21.0,both,0.025,ppm,23.0,,,,,,
640,SEATTLE - BEACON HILL,12/20/2016,0.3,ppm,3.0,47.568236,-122.308628,ppb,24.0,both,0.033,ppm,31.0,,,,,,
641,SEATTLE - BEACON HILL,12/21/2016,0.5,ppm,6.0,47.568236,-122.308628,ppb,34.0,both,0.007,ppm,6.0,,,,,,
642,SEATTLE - BEACON HILL,12/22/2016,0.6,ppm,7.0,47.568236,-122.308628,ppb,30.0,both,0.017,ppm,16.0,,,,,,
643,SEATTLE - BEACON HILL,12/23/2016,0.4,ppm,5.0,47.568236,-122.308628,ppb,32.0,both,0.01,ppm,9.0,,,,,,
644,SEATTLE - BEACON HILL,12/24/2016,0.4,ppm,5.0,47.568236,-122.308628,ppb,24.0,both,0.014,ppm,13.0,,,,,,
645,SEATTLE - BEACON HILL,12/25/2016,0.4,ppm,5.0,47.568236,-122.308628,ppb,20.0,both,0.013,ppm,12.0,,,,,,
646,SEATTLE - BEACON HILL,12/26/2016,0.3,ppm,3.0,47.568236,-122.308628,ppb,20.0,both,0.03,ppm,28.0,,,,,,
647,SEATTLE - BEACON HILL,12/27/2016,0.2,ppm,2.0,47.568236,-122.308628,ppb,8.0,both,0.033,ppm,31.0,,,,,,
648,SEATTLE - BEACON HILL,12/28/2016,0.3,ppm,3.0,47.568236,-122.308628,ppb,23.0,both,0.026,ppm,24.0,,,,,,
649,SEATTLE - BEACON HILL,12/29/2016,0.3,ppm,3.0,47.568236,-122.308628,ppb,27.0,both,0.032,ppm,30.0,,,,,,
650,SEATTLE - BEACON HILL,12/30/2016,0.4,ppm,5.0,47.568236,-122.308628,ppb,25.0,both,0.023,ppm,21.0,0.3,ppb,0.0,,,
651,SEATTLE - BEACON HILL,12/31/2016,0.4,ppm,5.0,47.568236,-122.308628,ppb,20.0,both,,,,0.6,ppb,0.0,,,
652,Seattle-10th & Weller,8/30/2016,,,,,,ppb,44.0,right_only,,,,,,,,,
653,Seattle-10th & Weller,9/1/2016,,,,,,ppb,35.0,right_only,,,,,,,,,
654,Seattle-10th & Weller,9/2/2016,,,,,,ppb,25.0,right_only,,,,,,,,,
655,Seattle-10th & Weller,9/3/2016,,,,,,ppb,20.0,right_only,,,,,,,,,
656,Seattle-10th & Weller,9/4/2016,,,,,,ppb,37.0,right_only,,,,,,,,,
657,Seattle-10th & Weller,9/5/2016,,,,,,ppb,14.0,right_only,,,,,,,,,
658,Seattle-10th & Weller,9/6/2016,,,,,,ppb,30.0,right_only,,,,,,,,,
659,Seattle-10th & Weller,9/8/2016,,,,,,ppb,32.0,right_only,,,,,,,,,
660,Seattle-10th & Weller,9/12/2016,,,,,,ppb,18.0,right_only,,,,,,,,,
661,Seattle-10th & Weller,9/13/2016,,,,,,ppb,43.0,right_only,,,,,,,,,
662,Seattle-10th & Weller,9/14/2016,,,,,,ppb,37.0,right_only,,,,,,,,,
663,Seattle-10th & Weller,9/15/2016,,,,,,ppb,47.0,right_only,,,,,,,,,
664,Seattle-10th & Weller,9/16/2016,,,,,,ppb,40.0,right_only,,,,,,,,,
665,Seattle-10th & Weller,9/17/2016,,,,,,ppb,25.0,right_only,,,,,,,,,
666,Seattle-10th & Weller,9/20/2016,,,,,,ppb,29.0,right_only,,,,,,,,,
667,Seattle-10th & Weller,9/21/2016,,,,,,ppb,22.0,right_only,,,,,,,,,
668,Seattle-10th & Weller,9/22/2016,,,,,,ppb,26.0,right_only,,,,,,,,,
669,Seattle-10th & Weller,9/23/2016,,,,,,ppb,31.0,right_only,,,,,,,,,
670,Seattle-10th & Weller,9/24/2016,,,,,,ppb,40.0,right_only,,,,,,,,,
671,Seattle-10th & Weller,9/25/2016,,,,,,ppb,33.0,right_only,,,,,,,,,
672,Seattle-10th & Weller,9/26/2016,,,,,,ppb,32.0,right_only,,,,,,,,,
673,Seattle-10th & Weller,9/27/2016,,,,,,ppb,19.0,right_only,,,,,,,,,
674,Seattle-10th & Weller,9/28/2016,,,,,,ppb,35.0,right_only,,,,,,,,,
675,Seattle-10th & Weller,9/29/2016,,,,,,ppb,39.0,right_only,,,,,,,,,
676,Seattle-10th & Weller,9/30/2016,,,,,,ppb,36.0,right_only,,,,,,,,,
677,Seattle-10th & Weller,10/1/2016,,,,,,ppb,27.0,right_only,,,,,,,,,
678,Seattle-10th & Weller,10/4/2016,,,,,,ppb,33.0,right_only,,,,,,,,,
679,Seattle-10th & Weller,10/5/2016,,,,,,ppb,33.0,right_only,,,,,,,,,
680,Seattle-10th & Weller,10/6/2016,,,,,,ppb,33.0,right_only,,,,,,,,,
681,Seattle-10th & Weller,10/7/2016,,,,,,ppb,31.0,right_only,,,,,,,,,
682,Seattle-10th & Weller,10/8/2016,,,,,,ppb,15.0,right_only,,,,,,,,,
683,Seattle-10th & Weller,10/9/2016,,,,,,ppb,23.0,right_only,,,,,,,,,
684,Seattle-10th & Weller,10/10/2016,,,,,,ppb,35.0,right_only,,,,,,,,,
685,Seattle-10th & Weller,10/11/2016,,,,,,ppb,29.0,right_only,,,,,,,,,
686,Seattle-10th & Weller,10/12/2016,,,,,,ppb,47.0,right_only,,,,,,,,,
687,Seattle-10th & Weller,10/13/2016,,,,,,ppb,27.0,right_only,,,,,,,,,
688,Seattle-10th & Weller,10/14/2016,,,,,,ppb,44.0,right_only,,,,,,,,,
689,Seattle-10th & Weller,10/15/2016,,,,,,ppb,16.0,right_only,,,,,,,,,
690,Seattle-10th & Weller,10/16/2016,,,,,,ppb,31.0,right_only,,,,,,,,,
691,Seattle-10th & Weller,10/17/2016,,,,,,ppb,31.0,right_only,,,,,,,,,
692,Seattle-10th & Weller,10/18/2016,,,,,,ppb,25.0,right_only,,,,,,,,,
693,Seattle-10th & Weller,10/19/2016,,,,,,ppb,32.0,right_only,,,,,,,,,
694,Seattle-10th & Weller,10/20/2016,,,,,,ppb,36.0,right_only,,,,,,,,,
695,Seattle-10th & Weller,10/21/2016,,,,,,ppb,29.0,right_only,,,,,,,,,
696,Seattle-10th & Weller,10/22/2016,,,,,,ppb,42.0,right_only,,,,,,,,,
697,Seattle-10th & Weller,10/25/2016,,,,,,ppb,27.0,right_only,,,,,,,,,
698,Seattle-10th & Weller,10/26/2016,,,,,,ppb,40.0,right_only,,,,,,,,,
699,Seattle-10th & Weller,10/27/2016,,,,,,ppb,38.0,right_only,,,,,,,,,
700,SEATTLE - BEACON HILL,3/28/2016,,,,,,ppb,27.0,right_only,,,,1.1,ppb,1.0,,,
701,SEATTLE - BEACON HILL,6/6/2016,,,,,,ppb,36.0,right_only,0.037,ppm,34.0,3.4,ppb,4.0,,,
702,SEATTLE - BEACON HILL,12/16/2016,,,,,,ppb,23.0,right_only,0.031,ppm,29.0,,,,,,
703,Tacoma-S 36th St,1/1/2016,,,,,,ppb,30.0,right_only,,,,,,,,,
704,Tacoma-S 36th St,1/2/2016,,,,,,ppb,35.0,right_only,,,,,,,,,
705,Tacoma-S 36th St,1/3/2016,,,,,,ppb,35.0,right_only,,,,,,,,,
706,Tacoma-S 36th St,1/4/2016,,,,,,ppb,35.0,right_only,,,,,,,,,
707,Tacoma-S 36th St,1/5/2016,,,,,,ppb,34.0,right_only,,,,,,,,,
708,Tacoma-S 36th St,1/6/2016,,,,,,ppb,44.0,right_only,,,,,,,,,
709,Tacoma-S 36th St,1/7/2016,,,,,,ppb,28.0,right_only,,,,,,,,,
710,Tacoma-S 36th St,1/8/2016,,,,,,ppb,28.0,right_only,,,,,,,,,
711,Tacoma-S 36th St,1/9/2016,,,,,,ppb,23.0,right_only,,,,,,,,,
712,Tacoma-S 36th St,1/10/2016,,,,,,ppb,31.0,right_only,,,,,,,,,
713,Tacoma-S 36th St,1/11/2016,,,,,,ppb,30.0,right_only,,,,,,,,,
714,Tacoma-S 36th St,1/12/2016,,,,,,ppb,35.0,right_only,,,,,,,,,
715,Tacoma-S 36th St,1/13/2016,,,,,,ppb,34.0,right_only,,,,,,,,,
716,Tacoma-S 36th St,1/14/2016,,,,,,ppb,33.0,right_only,,,,,,,,,
717,Tacoma-S 36th St,1/15/2016,,,,,,ppb,30.0,right_only,,,,,,,,,
718,Tacoma-S 36th St,1/16/2016,,,,,,ppb,25.0,right_only,,,,,,,,,
719,Tacoma-S 36th St,1/17/2016,,,,,,ppb,27.0,right_only,,,,,,,,,
720,Tacoma-S 36th St,1/18/2016,,,,,,ppb,35.0,right_only,,,,,,,,,
721,Tacoma-S 36th St,1/19/2016,,,,,,ppb,32.0,right_only,,,,,,,,,
722,Tacoma-S 36th St,1/20/2016,,,,,,ppb,35.0,right_only,,,,,,,,,
723,Tacoma-S 36th St,1/21/2016,,,,,,ppb,36.0,right_only,,,,,,,,,
724,Tacoma-S 36th St,1/22/2016,,,,,,ppb,31.0,right_only,,,,,,,,,
725,Tacoma-S 36th St,1/23/2016,,,,,,ppb,28.0,right_only,,,,,,,,,
726,Tacoma-S 36th St,1/24/2016,,,,,,ppb,29.0,right_only,,,,,,,,,
727,Tacoma-S 36th St,1/25/2016,,,,,,ppb,33.0,right_only,,,,,,,,,
728,Tacoma-S 36th St,1/26/2016,,,,,,ppb,25.0,right_only,,,,,,,,,
729,Tacoma-S 36th St,1/27/2016,,,,,,ppb,20.0,right_only,,,,,,,,,
730,Tacoma-S 36th St,1/28/2016,,,,,,ppb,27.0,right_only,,,,,,,,,
731,Tacoma-S 36th St,1/29/2016,,,,,,ppb,37.0,right_only,,,,,,,,,
732,Tacoma-S 36th St,1/30/2016,,,,,,ppb,20.0,right_only,,,,,,,,,
733,Tacoma-S 36th St,1/31/2016,,,,,,ppb,25.0,right_only,,,,,,,,,
734,Tacoma-S 36th St,2/1/2016,,,,,,ppb,25.0,right_only,,,,,,,,,
735,Tacoma-S 36th St,2/2/2016,,,,,,ppb,27.0,right_only,,,,,,,,,
736,Tacoma-S 36th St,2/3/2016,,,,,,ppb,33.0,right_only,,,,,,,,,
737,Tacoma-S 36th St,2/4/2016,,,,,,ppb,26.0,right_only,,,,,,,,,
738,Tacoma-S 36th St,2/5/2016,,,,,,ppb,29.0,right_only,,,,,,,,,
739,Tacoma-S 36th St,2/6/2016,,,,,,ppb,28.0,right_only,,,,,,,,,
740,Tacoma-S 36th St,2/7/2016,,,,,,ppb,26.0,right_only,,,,,,,,,
741,Tacoma-S 36th St,2/8/2016,,,,,,ppb,27.0,right_only,,,,,,,,,
742,Tacoma-S 36th St,2/9/2016,,,,,,ppb,31.0,right_only,,,,,,,,,
743,Tacoma-S 36th St,2/10/2016,,,,,,ppb,32.0,right_only,,,,,,,,,
744,Tacoma-S 36th St,2/11/2016,,,,,,ppb,31.0,right_only,,,,,,,,,
745,Tacoma-S 36th St,2/12/2016,,,,,,ppb,26.0,right_only,,,,,,,,,
746,Tacoma-S 36th St,2/13/2016,,,,,,ppb,19.0,right_only,,,,,,,,,
747,Tacoma-S 36th St,2/14/2016,,,,,,ppb,12.0,right_only,,,,,,,,,
748,Tacoma-S 36th St,2/15/2016,,,,,,ppb,16.0,right_only,,,,,,,,,
749,Tacoma-S 36th St,2/16/2016,,,,,,ppb,30.0,right_only,,,,,,,,,
750,Tacoma-S 36th St,2/17/2016,,,,,,ppb,29.0,right_only,,,,,,,,,
751,Tacoma-S 36th St,2/18/2016,,,,,,ppb,31.0,right_only,,,,,,,,,
752,Tacoma-S 36th St,2/19/2016,,,,,,ppb,33.0,right_only,,,,,,,,,
753,Tacoma-S 36th St,2/20/2016,,,,,,ppb,29.0,right_only,,,,,,,,,
754,Tacoma-S 36th St,2/21/2016,,,,,,ppb,24.0,right_only,,,,,,,,,
755,Tacoma-S 36th St,2/22/2016,,,,,,ppb,32.0,right_only,,,,,,,,,
756,Tacoma-S 36th St,2/23/2016,,,,,,ppb,28.0,right_only,,,,,,,,,
757,Tacoma-S 36th St,2/24/2016,,,,,,ppb,38.0,right_only,,,,,,,,,
758,Tacoma-S 36th St,2/25/2016,,,,,,ppb,33.0,right_only,,,,,,,,,
759,Tacoma-S 36th St,2/26/2016,,,,,,ppb,30.0,right_only,,,,,,,,,
760,Tacoma-S 36th St,2/27/2016,,,,,,ppb,27.0,right_only,,,,,,,,,
761,Tacoma-S 36th St,2/28/2016,,,,,,ppb,19.0,right_only,,,,,,,,,
762,Tacoma-S 36th St,2/29/2016,,,,,,ppb,32.0,right_only,,,,,,,,,
763,Tacoma-S 36th St,3/1/2016,,,,,,ppb,30.0,right_only,,,,,,,,,
764,Tacoma-S 36th St,3/2/2016,,,,,,ppb,36.0,right_only,,,,,,,,,
765,Tacoma-S 36th St,3/3/2016,,,,,,ppb,35.0,right_only,,,,,,,,,
766,Tacoma-S 36th St,3/4/2016,,,,,,ppb,32.0,right_only,,,,,,,,,
767,Tacoma-S 36th St,3/5/2016,,,,,,ppb,31.0,right_only,,,,,,,,,
768,Tacoma-S 36th St,3/6/2016,,,,,,ppb,20.0,right_only,,,,,,,,,
769,Tacoma-S 36th St,3/7/2016,,,,,,ppb,25.0,right_only,,,,,,,,,
770,Tacoma-S 36th St,3/8/2016,,,,,,ppb,26.0,right_only,,,,,,,,,
771,Tacoma-S 36th St,3/9/2016,,,,,,ppb,28.0,right_only,,,,,,,,,
772,Tacoma-S 36th St,3/10/2016,,,,,,ppb,24.0,right_only,,,,,,,,,
773,Tacoma-S 36th St,3/11/2016,,,,,,ppb,30.0,right_only,,,,,,,,,
774,Tacoma-S 36th St,3/12/2016,,,,,,ppb,20.0,right_only,,,,,,,,,
775,Tacoma-S 36th St,3/13/2016,,,,,,ppb,27.0,right_only,,,,,,,,,
776,Tacoma-S 36th St,3/14/2016,,,,,,ppb,25.0,right_only,,,,,,,,,
777,Tacoma-S 36th St,3/15/2016,,,,,,ppb,32.0,right_only,,,,,,,,,
778,Tacoma-S 36th St,3/16/2016,,,,,,ppb,34.0,right_only,,,,,,,,,
779,Tacoma-S 36th St,3/17/2016,,,,,,ppb,34.0,right_only,,,,,,,,,
780,Tacoma-S 36th St,3/18/2016,,,,,,ppb,41.0,right_only,,,,,,,,,
781,Tacoma-S 36th St,3/19/2016,,,,,,ppb,33.0,right_only,,,,,,,,,
782,Tacoma-S 36th St,3/20/2016,,,,,,ppb,24.0,right_only,,,,,,,,,
783,Tacoma-S 36th St,3/21/2016,,,,,,ppb,30.0,right_only,,,,,,,,,
