,Site Name,Date,Lat,Lng,DMax NO2,NO2 Units,NO2 AQI,DMax Ozone,Ozone Units,Ozone AQI,DMax SO2,SO2 Units,SO2 AQI,DMax CO,CO Units,CO AQI,DMean PM10,PM10 Units,PM10 AQI
784,Tacoma-S 36th St,3/22/2016,,,,,,ppb,28.0,right_only,,,,,,,,,
785,Tacoma-S 36th St,3/23/2016,,,,,,ppb,26.0,right_only,,,,,,,,,
786,Tacoma-S 36th St,3/24/2016,,,,,,ppb,26.0,right_only,,,,,,,,,
787,Tacoma-S 36th St,3/25/2016,,,,,,ppb,40.0,right_only,,,,,,,,,
788,Tacoma-S 36th St,3/26/2016,,,,,,ppb,31.0,right_only,,,,,,,,,
789,Tacoma-S 36th St,3/27/2016,,,,,,ppb,16.0,right_only,,,,,,,,,
790,Tacoma-S 36th St,3/28/2016,,,,,,ppb,33.0,right_only,,,,,,,,,
791,Tacoma-S 36th St,3/29/2016,,,,,,ppb,31.0,right_only,,,,,,,,,
792,Tacoma-S 36th St,3/30/2016,,,,,,ppb,38.0,right_only,,,,,,,,,
793,Tacoma-S 36th St,3/31/2016,,,,,,ppb,49.0,right_only,,,,,,,,,
794,Tacoma-S 36th St,4/1/2016,,,,,,ppb,39.0,right_only,,,,,,,,,
795,Tacoma-S 36th St,4/2/2016,,,,,,ppb,25.0,right_only,,,,,,,,,
796,Tacoma-S 36th St,4/3/2016,,,,,,ppb,17.0,right_only,,,,,,,,,
797,Tacoma-S 36th St,4/4/2016,,,,,,ppb,18.0,right_only,,,,,,,,,
798,Tacoma-S 36th St,4/5/2016,,,,,,ppb,28.0,right_only,,,,,,,,,
799,Tacoma-S 36th St,4/6/2016,,,,,,ppb,28.0,right_only,,,,,,,,,
800,Tacoma-S 36th St,4/7/2016,,,,,,ppb,42.0,right_only,,,,,,,,,
801,Tacoma-S 36th St,4/8/2016,,,,,,ppb,33.0,right_only,,,,,,,,,
802,Tacoma-S 36th St,4/9/2016,,,,,,ppb,18.0,right_only,,,,,,,,,
803,Tacoma-S 36th St,4/10/2016,,,,,,ppb,14.0,right_only,,,,,,,,,
804,Tacoma-S 36th St,4/11/2016,,,,,,ppb,26.0,right_only,,,,,,,,,
805,Tacoma-S 36th St,4/14/2016,,,,,,ppb,33.0,right_only,,,,,,,,,
806,Tacoma-S 36th St,4/15/2016,,,,,,ppb,31.0,right_only,,,,,,,,,
807,Tacoma-S 36th St,4/16/2016,,,,,,ppb,25.0,right_only,,,,,,,,,
808,Tacoma-S 36th St,4/17/2016,,,,,,ppb,33.0,right_only,,,,,,,,,
809,Tacoma-S 36th St,4/18/2016,,,,,,ppb,42.0,right_only,,,,,,,,,
810,Tacoma-S 36th St,4/19/2016,,,,,,ppb,41.0,right_only,,,,,,,,,
811,Tacoma-S 36th St,4/20/2016,,,,,,ppb,41.0,right_only,,,,,,,,,
812,Tacoma-S 36th St,4/21/2016,,,,,,ppb,22.0,right_only,,,,,,,,,
813,Tacoma-S 36th St,4/22/2016,,,,,,ppb,25.0,right_only,,,,,,,,,
814,Tacoma-S 36th St,4/23/2016,,,,,,ppb,15.0,right_only,,,,,,,,,
815,Tacoma-S 36th St,4/24/2016,,,,,,ppb,21.0,right_only,,,,,,,,,
816,Tacoma-S 36th St,4/25/2016,,,,,,ppb,22.0,right_only,,,,,,,,,
817,Tacoma-S 36th St,4/26/2016,,,,,,ppb,26.0,right_only,,,,,,,,,
818,Tacoma-S 36th St,4/27/2016,,,,,,ppb,29.0,right_only,,,,,,,,,
819,Tacoma-S 36th St,4/28/2016,,,,,,ppb,24.0,right_only,,,,,,,,,
820,Tacoma-S 36th St,4/29/2016,,,,,,ppb,27.0,right_only,,,,,,,,,
821,Tacoma-S 36th St,4/30/2016,,,,,,ppb,24.0,right_only,,,,,,,,,
822,Tacoma-S 36th St,5/1/2016,,,,,,ppb,42.0,right_only,,,,,,,,,
823,Tacoma-S 36th St,5/2/2016,,,,,,ppb,40.0,right_only,,,,,,,,,
824,Tacoma-S 36th St,5/3/2016,,,,,,ppb,26.0,right_only,,,,,,,,,
825,Tacoma-S 36th St,5/4/2016,,,,,,ppb,24.0,right_only,,,,,,,,,
826,Tacoma-S 36th St,5/5/2016,,,,,,ppb,32.0,right_only,,,,,,,,,
827,Tacoma-S 36th St,5/6/2016,,,,,,ppb,44.0,right_only,,,,,,,,,
828,Tacoma-S 36th St,5/7/2016,,,,,,ppb,39.0,right_only,,,,,,,,,
829,Tacoma-S 36th St,5/8/2016,,,,,,ppb,11.0,right_only,,,,,,,,,
830,Tacoma-S 36th St,5/9/2016,,,,,,ppb,30.0,right_only,,,,,,,,,
831,Tacoma-S 36th St,5/10/2016,,,,,,ppb,37.0,right_only,,,,,,,,,
832,Tacoma-S 36th St,5/11/2016,,,,,,ppb,38.0,right_only,,,,,,,,,
833,Tacoma-S 36th St,5/12/2016,,,,,,ppb,31.0,right_only,,,,,,,,,
834,Tacoma-S 36th St,5/13/2016,,,,,,ppb,28.0,right_only,,,,,,,,,
835,Tacoma-S 36th St,5/14/2016,,,,,,ppb,15.0,right_only,,,,,,,,,
836,Tacoma-S 36th St,5/15/2016,,,,,,ppb,13.0,right_only,,,,,,,,,
837,Tacoma-S 36th St,5/16/2016,,,,,,ppb,24.0,right_only,,,,,,,,,
838,Tacoma-S 36th St,5/17/2016,,,,,,ppb,29.0,right_only,,,,,,,,,
839,Tacoma-S 36th St,5/18/2016,,,,,,ppb,25.0,right_only,,,,,,,,,
840,Tacoma-S 36th St,5/19/2016,,,,,,ppb,24.0,right_only,,,,,,,,,
841,Tacoma-S 36th St,5/20/2016,,,,,,ppb,21.0,right_only,,,,,,,,,
842,Tacoma-S 36th St,5/25/2016,,,,,,ppb,17.0,right_only,,,,,,,,,
843,Tacoma-S 36th St,5/26/2016,,,,,,ppb,25.0,right_only,,,,,,,,,
844,Tacoma-S 36th St,5/27/2016,,,,,,ppb,25.0,right_only,,,,,,,,,
845,Tacoma-S 36th St,5/28/2016,,,,,,ppb,13.0,right_only,,,,,,,,,
846,Tacoma-S 36th St,5/29/2016,,,,,,ppb,20.0,right_only,,,,,,,,,
847,Tacoma-S 36th St,5/30/2016,,,,,,ppb,21.0,right_only,,,,,,,,,
848,Tacoma-S 36th St,5/31/2016,,,,,,ppb,33.0,right_only,,,,,,,,,
849,Tacoma-S 36th St,6/1/2016,,,,,,ppb,20.0,right_only,,,,,,,,,
850,Tacoma-S 36th St,6/2/2016,,,,,,ppb,15.0,right_only,,,,,,,,,
851,Tacoma-S 36th St,6/3/2016,,,,,,ppb,27.0,right_only,,,,,,,,,
852,Tacoma-S 36th St,6/4/2016,,,,,,ppb,25.0,right_only,,,,,,,,,
853,Tacoma-S 36th St,6/5/2016,,,,,,ppb,26.0,right_only,,,,,,,,,
854,Tacoma-S 36th St,6/6/2016,,,,,,ppb,28.0,right_only,,,,,,,,,
855,Tacoma-S 36th St,6/7/2016,,,,,,ppb,25.0,right_only,,,,,,,,,
856,Tacoma-S 36th St,6/8/2016,,,,,,ppb,16.0,right_only,,,,,,,,,
857,Tacoma-S 36th St,6/9/2016,,,,,,ppb,24.0,right_only,,,,,,,,,
858,Tacoma-S 36th St,6/10/2016,,,,,,ppb,23.0,right_only,,,,,,,,,
859,Tacoma-S 36th St,6/11/2016,,,,,,ppb,12.0,right_only,,,,,,,,,
860,Tacoma-S 36th St,6/12/2016,,,,,,ppb,19.0,right_only,,,,,,,,,
861,Tacoma-S 36th St,6/13/2016,,,,,,ppb,18.0,right_only,,,,,,,,,
862,Tacoma-S 36th St,6/14/2016,,,,,,ppb,19.0,right_only,,,,,,,,,
863,Tacoma-S 36th St,6/15/2016,,,,,,ppb,22.0,right_only,,,,,,,,,
864,Tacoma-S 36th St,6/16/2016,,,,,,ppb,6.0,right_only,,,,,,,,,
865,Tacoma-S 36th St,6/23/2016,,,,,,ppb,16.0,right_only,,,,,,,,,
866,Tacoma-S 36th St,6/24/2016,,,,,,ppb,17.0,right_only,,,,,,,,,
867,Tacoma-S 36th St,6/25/2016,,,,,,ppb,11.0,right_only,,,,,,,,,
868,Tacoma-S 36th St,6/26/2016,,,,,,ppb,17.0,right_only,,,,,,,,,
869,Tacoma-S 36th St,6/27/2016,,,,,,ppb,24.0,right_only,,,,,,,,,
870,Tacoma-S 36th St,6/28/2016,,,,,,ppb,15.0,right_only,,,,,,,,,
871,Tacoma-S 36th St,6/29/2016,,,,,,ppb,11.0,right_only,,,,,,,,,
872,Tacoma-S 36th St,6/30/2016,,,,,,ppb,15.0,right_only,,,,,,,,,
873,Tacoma-S 36th St,7/1/2016,,,,,,ppb,22.0,right_only,,,,,,,,,
874,Tacoma-S 36th St,7/2/2016,,,,,,ppb,11.0,right_only,,,,,,,,,
875,Tacoma-S 36th St,7/3/2016,,,,,,ppb,7.0,right_only,,,,,,,,,
876,Tacoma-S 36th St,7/4/2016,,,,,,ppb,10.0,right_only,,,,,,,,,
877,Tacoma-S 36th St,7/5/2016,,,,,,ppb,15.0,right_only,,,,,,,,,
878,Tacoma-S 36th St,7/6/2016,,,,,,ppb,23.0,right_only,,,,,,,,,
879,Tacoma-S 36th St,7/7/2016,,,,,,ppb,15.0,right_only,,,,,,,,,
880,Tacoma-S 36th St,7/8/2016,,,,,,ppb,17.0,right_only,,,,,,,,,
881,Tacoma-S 36th St,7/9/2016,,,,,,ppb,13.0,right_only,,,,,,,,,
882,Tacoma-S 36th St,7/10/2016,,,,,,ppb,17.0,right_only,,,,,,,,,
883,Tacoma-S 36th St,7/11/2016,,,,,,ppb,15.0,right_only,,,,,,,,,
884,Tacoma-S 36th St,7/12/2016,,,,,,ppb,17.0,right_only,,,,,,,,,
885,Tacoma-S 36th St,7/13/2016,,,,,,ppb,17.0,right_only,,,,,,,,,
886,Tacoma-S 36th St,7/14/2016,,,,,,ppb,19.0,right_only,,,,,,,,,
887,Tacoma-S 36th St,7/15/2016,,,,,,ppb,13.0,right_only,,,,,,,,,
888,Tacoma-S 36th St,7/16/2016,,,,,,ppb,9.0,right_only,,,,,,,,,
889,Tacoma-S 36th St,7/17/2016,,,,,,ppb,15.0,right_only,,,,,,,,,
890,Tacoma-S 36th St,7/18/2016,,,,,,ppb,15.0,right_only,,,,,,,,,
891,Tacoma-S 36th St,7/19/2016,,,,,,ppb,15.0,right_only,,,,,,,,,
892,Tacoma-S 36th St,7/20/2016,,,,,,ppb,14.0,right_only,,,,,,,,,
893,Tacoma-S 36th St,7/21/2016,,,,,,ppb,19.0,right_only,,,,,,,,,
894,Tacoma-S 36th St,7/22/2016,,,,,,ppb,12.0,right_only,,,,,,,,,
895,Tacoma-S 36th St,7/23/2016,,,,,,ppb,17.0,right_only,,,,,,,,,
896,Tacoma-S 36th St,7/24/2016,,,,,,ppb,13.0,right_only,,,,,,,,,
897,Tacoma-S 36th St,7/25/2016,,,,,,ppb,18.0,right_only,,,,,,,,,
898,Tacoma-S 36th St,7/26/2016,,,,,,ppb,19.0,right_only,,,,,,,,,
899,Tacoma-S 36th St,7/28/2016,,,,,,ppb,23.0,right_only,,,,,,,,,
900,Tacoma-S 36th St,7/29/2016,,,,,,ppb,29.0,right_only,,,,,,,,,
901,Tacoma-S 36th St,7/30/2016,,,,,,ppb,8.0,right_only,,,,,,,,,
902,Tacoma-S 36th St,7/31/2016,,,,,,ppb,12.0,right_only,,,,,,,,,
903,Tacoma-S 36th St,8/1/2016,,,,,,ppb,16.0,right_only,,,,,,,,,
904,Tacoma-S 36th St,8/2/2016,,,,,,ppb,11.0,right_only,,,,,,,,,
905,Tacoma-S 36th St,8/3/2016,,,,,,ppb,22.0,right_only,,,,,,,,,
906,Tacoma-S 36th St,8/4/2016,,,,,,ppb,23.0,right_only,,,,,,,,,
907,Tacoma-S 36th St,8/5/2016,,,,,,ppb,24.0,right_only,,,,,,,,,
908,Tacoma-S 36th St,8/6/2016,,,,,,ppb,13.0,right_only,,,,,,,,,
909,Tacoma-S 36th St,8/7/2016,,,,,,ppb,13.0,right_only,,,,,,,,,
910,Tacoma-S 36th St,8/8/2016,,,,,,ppb,22.0,right_only,,,,,,,,,
911,Tacoma-S 36th St,8/9/2016,,,,,,ppb,17.0,right_only,,,,,,,,,
912,Tacoma-S 36th St,8/10/2016,,,,,,ppb,13.0,right_only,,,,,,,,,
913,Tacoma-S 36th St,8/11/2016,,,,,,ppb,27.0,right_only,,,,,,,,,
914,Tacoma-S 36th St,8/12/2016,,,,,,ppb,34.0,right_only,,,,,,,,,
915,Tacoma-S 36th St,8/13/2016,,,,,,ppb,41.0,right_only,,,,,,,,,
916,Tacoma-S 36th St,8/14/2016,,,,,,ppb,19.0,right_only,,,,,,,,,
917,Tacoma-S 36th St,8/15/2016,,,,,,ppb,14.0,right_only,,,,,,,,,
918,Tacoma-S 36th St,8/16/2016,,,,,,ppb,23.0,right_only,,,,,,,,,
919,Tacoma-S 36th St,8/17/2016,,,,,,ppb,24.0,right_only,,,,,,,,,
920,Tacoma-S 36th St,8/18/2016,,,,,,ppb,43.0,right_only,,,,,,,,,
921,Tacoma-S 36th St,8/19/2016,,,,,,ppb,39.0,right_only,,,,,,,,,
922,Tacoma-S 36th St,8/20/2016,,,,,,ppb,40.0,right_only,,,,,,,,,
923,Tacoma-S 36th St,8/21/2016,,,,,,ppb,9.0,right_only,,,,,,,,,
924,Tacoma-S 36th St,8/22/2016,,,,,,ppb,25.0,right_only,,,,,,,,,
925,Tacoma-S 36th St,8/23/2016,,,,,,ppb,26.0,right_only,,,,,,,,,
926,Tacoma-S 36th St,8/24/2016,,,,,,ppb,37.0,right_only,,,,,,,,,
927,Tacoma-S 36th St,8/25/2016,,,,,,ppb,35.0,right_only,,,,,,,,,
928,Tacoma-S 36th St,8/26/2016,,,,,,ppb,41.0,right_only,,,,,,,,,
929,Tacoma-S 36th St,8/27/2016,,,,,,ppb,15.0,right_only,,,,,,,,,
930,Tacoma-S 36th St,8/28/2016,,,,,,ppb,27.0,right_only,,,,,,,,,
931,Tacoma-S 36th St,8/29/2016,,,,,,ppb,21.0,right_only,,,,,,,,,
932,Tacoma-S 36th St,8/30/2016,,,,,,ppb,16.0,right_only,,,,,,,,,
933,Tacoma-S 36th St,8/31/2016,,,,,,ppb,16.0,right_only,,,,,,,,,
934,Tacoma-S 36th St,9/1/2016,,,,,,ppb,16.0,right_only,,,,,,,,,
935,Tacoma-S 36th St,9/2/2016,,,,,,ppb,18.0,right_only,,,,,,,,,
936,Tacoma-S 36th St,9/3/2016,,,,,,ppb,15.0,right_only,,,,,,,,,
937,Tacoma-S 36th St,9/4/2016,,,,,,ppb,12.0,right_only,,,,,,,,,
938,Tacoma-S 36th St,9/5/2016,,,,,,ppb,8.0,right_only,,,,,,,,,
939,Tacoma-S 36th St,9/6/2016,,,,,,ppb,19.0,right_only,,,,,,,,,
940,Tacoma-S 36th St,9/7/2016,,,,,,ppb,17.0,right_only,,,,,,,,,
941,Tacoma-S 36th St,9/8/2016,,,,,,ppb,21.0,right_only,,,,,,,,,
942,Tacoma-S 36th St,9/9/2016,,,,,,ppb,29.0,right_only,,,,,,,,,
943,Tacoma-S 36th St,9/10/2016,,,,,,ppb,25.0,right_only,,,,,,,,,
944,Tacoma-S 36th St,9/11/2016,,,,,,ppb,22.0,right_only,,,,,,,,,
945,Tacoma-S 36th St,9/12/2016,,,,,,ppb,25.0,right_only,,,,,,,,,
946,Tacoma-S 36th St,9/13/2016,,,,,,ppb,30.0,right_only,,,,,,,,,
947,Tacoma-S 36th St,9/14/2016,,,,,,ppb,27.0,right_only,,,,,,,,,
948,Tacoma-S 36th St,9/15/2016,,,,,,ppb,28.0,right_only,,,,,,,,,
949,Tacoma-S 36th St,9/16/2016,,,,,,ppb,26.0,right_only,,,,,,,,,
950,Tacoma-S 36th St,9/17/2016,,,,,,ppb,13.0,right_only,,,,,,,,,
951,Tacoma-S 36th St,9/18/2016,,,,,,ppb,13.0,right_only,,,,,,,,,
952,Tacoma-S 36th St,9/19/2016,,,,,,ppb,24.0,right_only,,,,,,,,,
953,Tacoma-S 36th St,9/20/2016,,,,,,ppb,18.0,right_only,,,,,,,,,
954,Tacoma-S 36th St,9/21/2016,,,,,,ppb,27.0,right_only,,,,,,,,,
955,Tacoma-S 36th St,9/22/2016,,,,,,ppb,22.0,right_only,,,,,,,,,
956,Tacoma-S 36th St,9/23/2016,,,,,,ppb,20.0,right_only,,,,,,,,,
957,Tacoma-S 36th St,9/24/2016,,,,,,ppb,32.0,right_only,,,,,,,,,
958,Tacoma-S 36th St,9/25/2016,,,,,,ppb,33.0,right_only,,,,,,,,,
959,Tacoma-S 36th St,9/26/2016,,,,,,ppb,25.0,right_only,,,,,,,,,
960,Tacoma-S 36th St,9/27/2016,,,,,,ppb,20.0,right_only,,,,,,,,,
961,Tacoma-S 36th St,9/28/2016,,,,,,ppb,33.0,right_only,,,,,,,,,
962,Tacoma-S 36th St,9/29/2016,,,,,,ppb,33.0,right_only,,,,,,,,,
963,Tacoma-S 36th St,9/30/2016,,,,,,ppb,29.0,right_only,,,,,,,,,
964,Tacoma-S 36th St,10/1/2016,,,,,,ppb,18.0,right_only,,,,,,,,,
965,Tacoma-S 36th St,10/2/2016,,,,,,ppb,27.0,right_only,,,,,,,,,
966,Tacoma-S 36th St,10/3/2016,,,,,,ppb,22.0,right_only,,,,,,,,,
967,Tacoma-S 36th St,10/4/2016,,,,,,ppb,22.0,right_only,,,,,,,,,
968,Tacoma-S 36th St,10/6/2016,,,,,,ppb,20.0,right_only,,,,,,,,,
969,Tacoma-S 36th St,10/7/2016,,,,,,ppb,23.0,right_only,,,,,,,,,
970,Tacoma-S 36th St,10/8/2016,,,,,,ppb,21.0,right_only,,,,,,,,,
971,Tacoma-S 36th St,10/9/2016,,,,,,ppb,23.0,right_only,,,,,,,,,
972,Tacoma-S 36th St,10/10/2016,,,,,,ppb,22.0,right_only,,,,,,,,,
973,Tacoma-S 36th St,10/11/2016,,,,,,ppb,25.0,right_only,,,,,,,,,
974,Tacoma-S 36th St,10/12/2016,,,,,,ppb,32.0,right_only,,,,,,,,,
975,Tacoma-S 36th St,10/13/2016,,,,,,ppb,28.0,right_only,,,,,,,,,
976,Tacoma-S 36th St,10/14/2016,,,,,,ppb,20.0,right_only,,,,,,,,,
977,Tacoma-S 36th St,10/15/2016,,,,,,ppb,16.0,right_only,,,,,,,,,
978,Tacoma-S 36th St,10/16/2016,,,,,,ppb,21.0,right_only,,,,,,,,,
979,Tacoma-S 36th St,10/17/2016,,,,,,ppb,27.0,right_only,,,,,,,,,
980,Tacoma-S 36th St,10/18/2016,,,,,,ppb,22.0,right_only,,,,,,,,,
981,Tacoma-S 36th St,10/19/2016,,,,,,ppb,25.0,right_only,,,,,,,,,
982,Tacoma-S 36th St,10/20/2016,,,,,,ppb,26.0,right_only,,,,,,,,,
983,Tacoma-S 36th St,10/21/2016,,,,,,ppb,20.0,right_only,,,,,,,,,
984,Tacoma-S 36th St,10/22/2016,,,,,,ppb,30.0,right_only,,,,,,,,,
985,Tacoma-S 36th St,10/23/2016,,,,,,ppb,21.0,right_only,,,,,,,,,
986,Tacoma-S 36th St,10/24/2016,,,,,,ppb,28.0,right_only,,,,,,,,,
987,Tacoma-S 36th St,10/25/2016,,,,,,ppb,22.0,right_only,,,,,,,,,
988,Tacoma-S 36th St,10/26/2016,,,,,,ppb,26.0,right_only,,,,,,,,,
989,Tacoma-S 36th St,10/27/2016,,,,,,ppb,30.0,right_only,,,,,,,,,
990,Tacoma-S 36th St,10/28/2016,,,,,,ppb,26.0,right_only,,,,,,,,,
991,Tacoma-S 36th St,10/29/2016,,,,,,ppb,24.0,right_only,,,,,,,,,
992,Tacoma-S 36th St,10/30/2016,,,,,,ppb,17.0,right_only,,,,,,,,,
993,Tacoma-S 36th St,10/31/2016,,,,,,ppb,21.0,right_only,,,,,,,,,
994,Tacoma-S 36th St,11/1/2016,,,,,,ppb,25.0,right_only,,,,,,,,,
995,Tacoma-S 36th St,11/2/2016,,,,,,ppb,28.0,right_only,,,,,,,,,
996,Tacoma-S 36th St,11/3/2016,,,,,,ppb,28.0,right_only,,,,,,,,,
997,Tacoma-S 36th St,11/4/2016,,,,,,ppb,34.0,right_only,,,,,,,,,
998,Tacoma-S 36th St,11/5/2016,,,,,,ppb,21.0,right_only,,,,,,,,,
999,Tacoma-S 36th St,11/6/2016,,,,,,ppb,18.0,right_only,,,,,,,,,
1000,Tacoma-S 36th St,11/7/2016,,,,,,ppb,22.0,right_only,,,,,,,,,
1001,Tacoma-S 36th St,11/8/2016,,,,,,ppb,25.0,right_only,,,,,,,,,
1002,Tacoma-S 36th St,11/9/2016,,,,,,ppb,27.0,right_only,,,,,,,,,
1003,Tacoma-S 36th St,11/10/2016,,,,,,ppb,21.0,right_only,,,,,,,,,
1004,Tacoma-S 36th St,11/11/2016,,,,,,ppb,25.0,right_only,,,,,,,,,
1005,Tacoma-S 36th St,11/12/2016,,,,,,ppb,20.0,right_only,,,,,,,,,
1006,Tacoma-S 36th St,11/19/2016,,,,,,ppb,25.0,right_only,,,,,,,,,
1007,Tacoma-S 36th St,11/20/2016,,,,,,ppb,21.0,right_only,,,,,,,,,
1008,Tacoma-S 36th St,11/21/2016,,,,,,ppb,25.0,right_only,,,,,,,,,
1009,Tacoma-S 36th St,11/22/2016,,,,,,ppb,23.0,right_only,,,,,,,,,
1010,Tacoma-S 36th St,11/23/2016,,,,,,ppb,26.0,right_only,,,,,,,,,
1011,Tacoma-S 36th St,11/24/2016,,,,,,ppb,13.0,right_only,,,,,,,,,
1012,Tacoma-S 36th St,11/25/2016,,,,,,ppb,29.0,right_only,,,,,,,,,
1013,Tacoma-S 36th St,11/26/2016,,,,,,ppb,22.0,right_only,,,,,,,,,
1014,Tacoma-S 36th St,11/27/2016,,,,,,ppb,13.0,right_only,,,,,,,,,
1015,Tacoma-S 36th St,11/28/2016,,,,,,ppb,24.0,right_only,,,,,,,,,
1016,Tacoma-S 36th St,11/29/2016,,,,,,ppb,33.0,right_only,,,,,,,,,
1017,Tacoma-S 36th St,11/30/2016,,,,,,ppb,20.0,right_only,,,,,,,,,
1018,Tacoma-S 36th St,12/1/2016,,,,,,ppb,25.0,right_only,,,,,,,,,
1019,Tacoma-S 36th St,12/2/2016,,,,,,ppb,25.0,right_only,,,,,,,,,
1020,Tacoma-S 36th St,12/3/2016,,,,,,ppb,15.0,right_only,,,,,,,,,
1021,Tacoma-S 36th St,12/4/2016,,,,,,ppb,23.0,right_only,,,,,,,,,
1022,Tacoma-S 36th St,12/5/2016,,,,,,ppb,25.0,right_only,,,,,,,,,
1023,Tacoma-S 36th St,12/6/2016,,,,,,ppb,28.0,right_only,,,,,,,,,
1024,Tacoma-S 36th St,12/7/2016,,,,,,ppb,26.0,right_only,,,,,,,,,
1025,Tacoma-S 36th St,12/8/2016,,,,,,ppb,20.0,right_only,,,,,,,,,
1026,Tacoma-S 36th St,12/9/2016,,,,,,ppb,29.0,right_only,,,,,,,,,
1027,Tacoma-S 36th St,12/10/2016,,,,,,ppb,22.0,right_only,,,,,,,,,
1028,Tacoma-S 36th St,12/11/2016,,,,,,ppb,20.0,right_only,,,,,,,,,
1029,Tacoma-S 36th St,12/12/2016,,,,,,ppb,25.0,right_only,,,,,,,,,
1030,Tacoma-S 36th St,12/13/2016,,,,,,ppb,25.0,right_only,,,,,,,,,
1031,Tacoma-S 36th St,12/14/2016,,,,,,ppb,27.0,right_only,,,,,,,,,
1032,Tacoma-S 36th St,12/15/2016,,,,,,ppb,28.0,right_only,,,,,,,,,
1033,Tacoma-S 36th St,12/16/2016,,,,,,ppb,37.0,right_only,,,,,,,,,
1034,Tacoma-S 36th St,12/17/2016,,,,,,ppb,29.0,right_only,,,,,,,,,
1035,Tacoma-S 36th St,12/18/2016,,,,,,ppb,28.0,right_only,,,,,,,,,
1036,Tacoma-S 36th St,12/19/2016,,,,,,ppb,30.0,right_only,,,,,,,,,
1037,Tacoma-S 36th St,12/20/2016,,,,,,ppb,24.0,right_only,,,,,,,,,
1038,Tacoma-S 36th St,12/21/2016,,,,,,ppb,30.0,right_only,,,,,,,,,
1039,Tacoma-S 36th St,12/22/2016,,,,,,ppb,28.0,right_only,,,,,,,,,
1040,Tacoma-S 36th St,12/23/2016,,,,,,ppb,27.0,right_only,,,,,,,,,
1041,Tacoma-S 36th St,12/24/2016,,,,,,ppb,23.0,right_only,,,,,,,,,
1042,Tacoma-S 36th St,12/25/2016,,,,,,ppb,24.0,right_only,,,,,,,,,
1043,Tacoma-S 36th St,12/26/2016,,,,,,ppb,21.0,right_only,,,,,,,,,
1044,Tacoma-S 36th St,12/27/2016,,,,,,ppb,18.0,right_only,,,,,,,,,
1045,Tacoma-S 36th St,12/28/2016,,,,,,ppb,29.0,right_only,,,,,,,,,
1046,Tacoma-S 36th St,12/29/2016,,,,,,ppb,25.0,right_only,,,,,,,,,
1047,Tacoma-S 36th St,12/30/2016,,,,,,ppb,29.0,right_only,,,,,,,,,
1048,Tacoma-S 36th St,12/31/2016,,,,,,ppb,25.0,right_only,,,,,,,,,
1049,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),5/1/2016,,,,,,,,,0.041,ppm,38.0,,,,,,
1050,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),5/2/2016,,,,,,,,,0.046,ppm,43.0,,,,,,
1051,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),5/3/2016,,,,,,,,,0.046,ppm,43.0,,,,,,
1052,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),5/4/2016,,,,,,,,,0.031,ppm,29.0,,,,,,
1053,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),5/5/2016,,,,,,,,,0.035,ppm,32.0,,,,,,
1054,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),5/6/2016,,,,,,,,,0.046,ppm,43.0,,,,,,
1055,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),5/7/2016,,,,,,,,,0.049,ppm,45.0,,,,,,
1056,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),5/8/2016,,,,,,,,,0.037,ppm,34.0,,,,,,
1057,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),5/9/2016,,,,,,,,,0.038,ppm,35.0,,,,,,
1058,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),5/10/2016,,,,,,,,,0.04,ppm,37.0,,,,,,
1059,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),5/11/2016,,,,,,,,,0.044,ppm,41.0,,,,,,
1060,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),5/12/2016,,,,,,,,,0.041,ppm,38.0,,,,,,
1061,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),5/13/2016,,,,,,,,,0.05,ppm,46.0,,,,,,
1062,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),5/14/2016,,,,,,,,,0.022,ppm,20.0,,,,,,
1063,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),5/15/2016,,,,,,,,,0.022,ppm,20.0,,,,,,
1064,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),5/16/2016,,,,,,,,,0.024,ppm,22.0,,,,,,
1065,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),5/18/2016,,,,,,,,,0.032,ppm,30.0,,,,,,
1066,ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),5/19/2016,,,,,,,,,0.028,ppm,26.0,,,,,,
