NO2 AQI,DMax NO2,NO2-WEIGHT,Year,Month,Day,Site Name,Lat,Lng,Date
7,7.9,23,2018,3,24,Cheyenne NCore,41.18222711,-104.7783342,3/24/2018
20,21.8,22,2018,3,25,Cheyenne NCore,41.18222711,-104.7783342,3/25/2018
11,12,23,2018,3,26,Cheyenne NCore,41.18222711,-104.7783342,3/26/2018
10,11.3,23,2018,3,27,Cheyenne NCore,41.18222711,-104.7783342,3/27/2018
2,2.8,23,2018,3,28,Cheyenne NCore,41.18222711,-104.7783342,3/28/2018
28,30.5,23,2018,3,29,Cheyenne NCore,41.18222711,-104.7783342,3/29/2018
16,17.8,23,2018,3,30,Cheyenne NCore,41.18222711,-104.7783342,3/30/2018
4,4,23,2018,3,31,Cheyenne NCore,41.18222711,-104.7783342,3/31/2018
8,8,22,2018,4,1,Cheyenne NCore,41.18222711,-104.7783342,4/1/2018
26,28.2,23,2018,4,2,Cheyenne NCore,41.18222711,-104.7783342,4/2/2018
7,7.5,23,2018,4,3,Cheyenne NCore,41.18222711,-104.7783342,4/3/2018
20,21.6,22,2018,4,4,Cheyenne NCore,41.18222711,-104.7783342,4/4/2018
5,5,23,2018,4,5,Cheyenne NCore,41.18222711,-104.7783342,4/5/2018
3,3.1,23,2018,4,6,Cheyenne NCore,41.18222711,-104.7783342,4/6/2018
13,14.5,22,2018,4,7,Cheyenne NCore,41.18222711,-104.7783342,4/7/2018
2,2.7,23,2018,4,8,Cheyenne NCore,41.18222711,-104.7783342,4/8/2018
3,3.1,23,2018,4,9,Cheyenne NCore,41.18222711,-104.7783342,4/9/2018
8,9.2,22,2018,4,10,Cheyenne NCore,41.18222711,-104.7783342,4/10/2018
14,15.5,23,2018,4,11,Cheyenne NCore,41.18222711,-104.7783342,4/11/2018
4,4.7,23,2018,4,12,Cheyenne NCore,41.18222711,-104.7783342,4/12/2018
1,1,22,2018,4,13,Cheyenne NCore,41.18222711,-104.7783342,4/13/2018
9,10.7,23,2018,4,14,Cheyenne NCore,41.18222711,-104.7783342,4/14/2018
8,9.1,23,2018,4,15,Cheyenne NCore,41.18222711,-104.7783342,4/15/2018
24,25,21,2018,4,16,Cheyenne NCore,41.18222711,-104.7783342,4/16/2018
38,40.8,22,2018,4,17,Cheyenne NCore,41.18222711,-104.7783342,4/17/2018
8,9.5,23,2018,4,18,Cheyenne NCore,41.18222711,-104.7783342,4/18/2018
17,18.8,22,2018,4,19,Cheyenne NCore,41.18222711,-104.7783342,4/19/2018
4,4,22,2018,4,20,Cheyenne NCore,41.18222711,-104.7783342,4/20/2018
8,8.9,23,2018,4,21,Cheyenne NCore,41.18222711,-104.7783342,4/21/2018
8,9.8,22,2018,4,22,Cheyenne NCore,41.18222711,-104.7783342,4/22/2018
10,11.3,23,2018,4,23,Cheyenne NCore,41.18222711,-104.7783342,4/23/2018
3,3.4,23,2018,4,24,Cheyenne NCore,41.18222711,-104.7783342,4/24/2018
13,14.4,22,2018,4,25,Cheyenne NCore,41.18222711,-104.7783342,4/25/2018
10,11.5,23,2018,4,26,Cheyenne NCore,41.18222711,-104.7783342,4/26/2018
5,5.5,23,2018,4,27,Cheyenne NCore,41.18222711,-104.7783342,4/27/2018
7,7.6,22,2018,4,28,Cheyenne NCore,41.18222711,-104.7783342,4/28/2018
11,12.9,23,2018,4,29,Cheyenne NCore,41.18222711,-104.7783342,4/29/2018
2,2.5,23,2018,4,30,Cheyenne NCore,41.18222711,-104.7783342,4/30/2018
14,15.9,22,2018,5,1,Cheyenne NCore,41.18222711,-104.7783342,5/1/2018
13,14.6,23,2018,5,2,Cheyenne NCore,41.18222711,-104.7783342,5/2/2018
2,2.5,23,2018,5,3,Cheyenne NCore,41.18222711,-104.7783342,5/3/2018
10,11.7,22,2018,5,4,Cheyenne NCore,41.18222711,-104.7783342,5/4/2018
9,10,23,2018,5,5,Cheyenne NCore,41.18222711,-104.7783342,5/5/2018
7,7.5,23,2018,5,6,Cheyenne NCore,41.18222711,-104.7783342,5/6/2018
13,14.5,22,2018,5,7,Cheyenne NCore,41.18222711,-104.7783342,5/7/2018
6,6.6,23,2018,5,8,Cheyenne NCore,41.18222711,-104.7783342,5/8/2018
7,7.7,23,2018,5,9,Cheyenne NCore,41.18222711,-104.7783342,5/9/2018
8,8.8,22,2018,5,10,Cheyenne NCore,41.18222711,-104.7783342,5/10/2018
5,5.6,23,2018,5,11,Cheyenne NCore,41.18222711,-104.7783342,5/11/2018
4,4.7,23,2018,5,12,Cheyenne NCore,41.18222711,-104.7783342,5/12/2018
3,3.8,22,2018,5,13,Cheyenne NCore,41.18222711,-104.7783342,5/13/2018
7,7.1,23,2018,5,14,Cheyenne NCore,41.18222711,-104.7783342,5/14/2018
6,6.8,23,2018,5,15,Cheyenne NCore,41.18222711,-104.7783342,5/15/2018
9,10.5,22,2018,5,16,Cheyenne NCore,41.18222711,-104.7783342,5/16/2018
6,6.7,23,2018,5,17,Cheyenne NCore,41.18222711,-104.7783342,5/17/2018
5,5.3,23,2018,5,18,Cheyenne NCore,41.18222711,-104.7783342,5/18/2018
1,1,22,2018,5,19,Cheyenne NCore,41.18222711,-104.7783342,5/19/2018
8,9,23,2018,5,20,Cheyenne NCore,41.18222711,-104.7783342,5/20/2018
12,13.3,23,2018,5,21,Cheyenne NCore,41.18222711,-104.7783342,5/21/2018
7,7.8,21,2018,5,22,Cheyenne NCore,41.18222711,-104.7783342,5/22/2018
12,13.3,23,2018,5,23,Cheyenne NCore,41.18222711,-104.7783342,5/23/2018
10,11.1,23,2018,5,24,Cheyenne NCore,41.18222711,-104.7783342,5/24/2018
9,10.3,22,2018,5,25,Cheyenne NCore,41.18222711,-104.7783342,5/25/2018
5,5.7,23,2018,5,26,Cheyenne NCore,41.18222711,-104.7783342,5/26/2018
11,12.2,23,2018,5,27,Cheyenne NCore,41.18222711,-104.7783342,5/27/2018
3,3.6,22,2018,5,28,Cheyenne NCore,41.18222711,-104.7783342,5/28/2018
7,7.2,23,2018,5,29,Cheyenne NCore,41.18222711,-104.7783342,5/29/2018
12,13.7,23,2018,5,30,Cheyenne NCore,41.18222711,-104.7783342,5/30/2018
11,12,22,2018,5,31,Cheyenne NCore,41.18222711,-104.7783342,5/31/2018
5,5.4,23,2018,6,1,Cheyenne NCore,41.18222711,-104.7783342,6/1/2018
5,5.1,23,2018,6,2,Cheyenne NCore,41.18222711,-104.7783342,6/2/2018
7,7.3,21,2018,6,3,Cheyenne NCore,41.18222711,-104.7783342,6/3/2018
12,13.7,22,2018,6,4,Cheyenne NCore,41.18222711,-104.7783342,6/4/2018
10,11.3,23,2018,6,5,Cheyenne NCore,41.18222711,-104.7783342,6/5/2018
2,2.4,21,2018,6,6,Cheyenne NCore,41.18222711,-104.7783342,6/6/2018
5,5.8,23,2018,6,7,Cheyenne NCore,41.18222711,-104.7783342,6/7/2018
4,4.7,23,2018,6,8,Cheyenne NCore,41.18222711,-104.7783342,6/8/2018
5,5,22,2018,6,9,Cheyenne NCore,41.18222711,-104.7783342,6/9/2018
11,12.7,23,2018,6,10,Cheyenne NCore,41.18222711,-104.7783342,6/10/2018
3,3.7,21,2018,6,11,Cheyenne NCore,41.18222711,-104.7783342,6/11/2018
8,8.5,18,2018,6,15,Cheyenne NCore,41.18222711,-104.7783342,6/15/2018
7,7.7,23,2018,6,16,Cheyenne NCore,41.18222711,-104.7783342,6/16/2018
3,3.8,23,2018,6,17,Cheyenne NCore,41.18222711,-104.7783342,6/17/2018
4,4.6,22,2018,6,18,Cheyenne NCore,41.18222711,-104.7783342,6/18/2018
6,6.6,22,2018,6,19,Cheyenne NCore,41.18222711,-104.7783342,6/19/2018
3,3.4,23,2018,6,20,Cheyenne NCore,41.18222711,-104.7783342,6/20/2018
13,14.8,22,2018,6,21,Cheyenne NCore,41.18222711,-104.7783342,6/21/2018
8,9.5,23,2018,6,22,Cheyenne NCore,41.18222711,-104.7783342,6/22/2018
6,6.1,23,2018,6,23,Cheyenne NCore,41.18222711,-104.7783342,6/23/2018
3,3.5,22,2018,6,24,Cheyenne NCore,41.18222711,-104.7783342,6/24/2018
6,6.9,23,2018,6,25,Cheyenne NCore,41.18222711,-104.7783342,6/25/2018
14,15.5,22,2018,6,27,Cheyenne NCore,41.18222711,-104.7783342,6/27/2018
14,15.5,23,2018,6,28,Cheyenne NCore,41.18222711,-104.7783342,6/28/2018
10,11.5,23,2018,6,29,Cheyenne NCore,41.18222711,-104.7783342,6/29/2018
4,4.7,22,2018,6,30,Cheyenne NCore,41.18222711,-104.7783342,6/30/2018
15,16.9,23,2018,7,1,Cheyenne NCore,41.18222711,-104.7783342,7/1/2018
12,13.4,23,2018,7,2,Cheyenne NCore,41.18222711,-104.7783342,7/2/2018
12,13.7,22,2018,7,3,Cheyenne NCore,41.18222711,-104.7783342,7/3/2018
11,12.2,23,2018,7,4,Cheyenne NCore,41.18222711,-104.7783342,7/4/2018
7,7.9,23,2018,7,5,Cheyenne NCore,41.18222711,-104.7783342,7/5/2018
12,13.2,22,2018,7,6,Cheyenne NCore,41.18222711,-104.7783342,7/6/2018
10,11.8,23,2018,7,7,Cheyenne NCore,41.18222711,-104.7783342,7/7/2018
13,14.7,23,2018,7,8,Cheyenne NCore,41.18222711,-104.7783342,7/8/2018
6,6.3,22,2018,7,9,Cheyenne NCore,41.18222711,-104.7783342,7/9/2018
19,20.8,23,2018,7,10,Cheyenne NCore,41.18222711,-104.7783342,7/10/2018
12,13.3,23,2018,7,11,Cheyenne NCore,41.18222711,-104.7783342,7/11/2018
3,3.4,22,2018,7,12,Cheyenne NCore,41.18222711,-104.7783342,7/12/2018
5,5.2,22,2018,7,13,Cheyenne NCore,41.18222711,-104.7783342,7/13/2018
12,13.5,23,2018,7,14,Cheyenne NCore,41.18222711,-104.7783342,7/14/2018
7,7.1,22,2018,7,15,Cheyenne NCore,41.18222711,-104.7783342,7/15/2018
12,13.2,23,2018,7,16,Cheyenne NCore,41.18222711,-104.7783342,7/16/2018
9,10.5,23,2018,7,17,Cheyenne NCore,41.18222711,-104.7783342,7/17/2018
5,5.9,20,2018,7,18,Cheyenne NCore,41.18222711,-104.7783342,7/18/2018
7,7.7,23,2018,7,20,Cheyenne NCore,41.18222711,-104.7783342,7/20/2018
5,5.1,23,2018,7,22,Cheyenne NCore,41.18222711,-104.7783342,7/22/2018
7,7.6,23,2018,7,23,Cheyenne NCore,41.18222711,-104.7783342,7/23/2018
8,8.9,22,2018,7,24,Cheyenne NCore,41.18222711,-104.7783342,7/24/2018
9,10.2,23,2018,7,25,Cheyenne NCore,41.18222711,-104.7783342,7/25/2018
14,15.2,23,2018,7,26,Cheyenne NCore,41.18222711,-104.7783342,7/26/2018
10,11.5,22,2018,7,27,Cheyenne NCore,41.18222711,-104.7783342,7/27/2018
8,8.5,23,2018,7,28,Cheyenne NCore,41.18222711,-104.7783342,7/28/2018
5,5.4,23,2018,7,29,Cheyenne NCore,41.18222711,-104.7783342,7/29/2018
4,4.8,20,2018,7,30,Cheyenne NCore,41.18222711,-104.7783342,7/30/2018
16,17,22,2018,7,31,Cheyenne NCore,41.18222711,-104.7783342,7/31/2018
8,9.6,23,2018,8,1,Cheyenne NCore,41.18222711,-104.7783342,8/1/2018
11,12.5,20,2018,8,2,Cheyenne NCore,41.18222711,-104.7783342,8/2/2018
19,20.7,22,2018,8,3,Cheyenne NCore,41.18222711,-104.7783342,8/3/2018
4,4.8,23,2018,8,4,Cheyenne NCore,41.18222711,-104.7783342,8/4/2018
5,5,21,2018,8,5,Cheyenne NCore,41.18222711,-104.7783342,8/5/2018
24,25.1,23,2018,8,6,Cheyenne NCore,41.18222711,-104.7783342,8/6/2018
18,19.8,23,2018,8,7,Cheyenne NCore,41.18222711,-104.7783342,8/7/2018
10,11.6,21,2018,8,8,Cheyenne NCore,41.18222711,-104.7783342,8/8/2018
24,25.6,23,2018,8,9,Cheyenne NCore,41.18222711,-104.7783342,8/9/2018
8,9,23,2018,8,10,Cheyenne NCore,41.18222711,-104.7783342,8/10/2018
10,11.4,21,2018,8,11,Cheyenne NCore,41.18222711,-104.7783342,8/11/2018
12,13.1,23,2018,8,12,Cheyenne NCore,41.18222711,-104.7783342,8/12/2018
10,11.8,23,2018,8,13,Cheyenne NCore,41.18222711,-104.7783342,8/13/2018
8,8.2,21,2018,8,14,Cheyenne NCore,41.18222711,-104.7783342,8/14/2018
8,9.5,23,2018,8,15,Cheyenne NCore,41.18222711,-104.7783342,8/15/2018
8,8.1,23,2018,8,16,Cheyenne NCore,41.18222711,-104.7783342,8/16/2018
8,9,21,2018,8,17,Cheyenne NCore,41.18222711,-104.7783342,8/17/2018
16,17.5,23,2018,8,18,Cheyenne NCore,41.18222711,-104.7783342,8/18/2018
3,3.1,23,2018,8,19,Cheyenne NCore,41.18222711,-104.7783342,8/19/2018
11,12.3,21,2018,8,20,Cheyenne NCore,41.18222711,-104.7783342,8/20/2018
11,12.5,23,2018,8,21,Cheyenne NCore,41.18222711,-104.7783342,8/21/2018
6,6.6,23,2018,8,22,Cheyenne NCore,41.18222711,-104.7783342,8/22/2018
6,6.4,21,2018,8,23,Cheyenne NCore,41.18222711,-104.7783342,8/23/2018
3,3.4,23,2018,8,24,Cheyenne NCore,41.18222711,-104.7783342,8/24/2018
9,10.8,23,2018,8,25,Cheyenne NCore,41.18222711,-104.7783342,8/25/2018
21,22.1,22,2018,8,26,Cheyenne NCore,41.18222711,-104.7783342,8/26/2018
5,5.3,23,2018,8,27,Cheyenne NCore,41.18222711,-104.7783342,8/27/2018
5,5.3,22,2018,8,28,Cheyenne NCore,41.18222711,-104.7783342,8/28/2018
18,19,22,2018,8,29,Cheyenne NCore,41.18222711,-104.7783342,8/29/2018
21,22.7,23,2018,8,30,Cheyenne NCore,41.18222711,-104.7783342,8/30/2018
12,13.7,23,2018,8,31,Cheyenne NCore,41.18222711,-104.7783342,8/31/2018
9,10.4,22,2018,9,1,Cheyenne NCore,41.18222711,-104.7783342,9/1/2018
12,13.5,23,2018,9,2,Cheyenne NCore,41.18222711,-104.7783342,9/2/2018
14,15.5,23,2018,9,3,Cheyenne NCore,41.18222711,-104.7783342,9/3/2018
8,8.7,23,2018,9,6,Cheyenne NCore,41.18222711,-104.7783342,9/6/2018
9,10.7,22,2018,9,7,Cheyenne NCore,41.18222711,-104.7783342,9/7/2018
8,9.1,23,2018,9,8,Cheyenne NCore,41.18222711,-104.7783342,9/8/2018
14,15,23,2018,9,9,Cheyenne NCore,41.18222711,-104.7783342,9/9/2018
13,14.5,21,2018,9,10,Cheyenne NCore,41.18222711,-104.7783342,9/10/2018
19,20.9,22,2018,9,11,Cheyenne NCore,41.18222711,-104.7783342,9/11/2018
19,20.4,22,2018,9,12,Cheyenne NCore,41.18222711,-104.7783342,9/12/2018
10,11.5,19,2018,9,13,Cheyenne NCore,41.18222711,-104.7783342,9/13/2018
8,8,22,2018,9,14,Cheyenne NCore,41.18222711,-104.7783342,9/14/2018
8,8.5,23,2018,9,15,Cheyenne NCore,41.18222711,-104.7783342,9/15/2018
5,5.2,22,2018,9,16,Cheyenne NCore,41.18222711,-104.7783342,9/16/2018
18,19,23,2018,9,17,Cheyenne NCore,41.18222711,-104.7783342,9/17/2018
12,13.2,23,2018,9,18,Cheyenne NCore,41.18222711,-104.7783342,9/18/2018
8,8.7,22,2018,9,19,Cheyenne NCore,41.18222711,-104.7783342,9/19/2018
7,7,23,2018,9,20,Cheyenne NCore,41.18222711,-104.7783342,9/20/2018
22,23.7,22,2018,9,21,Cheyenne NCore,41.18222711,-104.7783342,9/21/2018
16,17.7,22,2018,9,22,Cheyenne NCore,41.18222711,-104.7783342,9/22/2018
7,7.7,23,2018,9,23,Cheyenne NCore,41.18222711,-104.7783342,9/23/2018
5,5.7,23,2018,9,24,Cheyenne NCore,41.18222711,-104.7783342,9/24/2018
7,7,22,2018,9,25,Cheyenne NCore,41.18222711,-104.7783342,9/25/2018
19,20,22,2018,9,26,Cheyenne NCore,41.18222711,-104.7783342,9/26/2018
3,3.2,23,2018,9,27,Cheyenne NCore,41.18222711,-104.7783342,9/27/2018
3,3.4,22,2018,9,28,Cheyenne NCore,41.18222711,-104.7783342,9/28/2018
13,14.9,23,2018,9,29,Cheyenne NCore,41.18222711,-104.7783342,9/29/2018
4,4.6,23,2018,9,30,Cheyenne NCore,41.18222711,-104.7783342,9/30/2018
24,25.2,22,2018,10,1,Cheyenne NCore,41.18222711,-104.7783342,10/1/2018
13,14.7,21,2018,10,17,Cheyenne NCore,41.18222711,-104.7783342,10/17/2018
23,24.8,22,2018,10,18,Cheyenne NCore,41.18222711,-104.7783342,10/18/2018
5,5.6,22,2018,10,23,Cheyenne NCore,41.18222711,-104.7783342,10/23/2018
8,9.5,24,2018,10,24,Cheyenne NCore,41.18222711,-104.7783342,10/24/2018
3,3.8,23,2018,10,25,Cheyenne NCore,41.18222711,-104.7783342,10/25/2018
4,4.1,22,2018,10,26,Cheyenne NCore,41.18222711,-104.7783342,10/26/2018
6,6.3,22,2018,10,30,Cheyenne NCore,41.18222711,-104.7783342,10/30/2018
19,20.7,22,2018,10,31,Cheyenne NCore,41.18222711,-104.7783342,10/31/2018
6,6.1,24,2018,11,1,Cheyenne NCore,41.18222711,-104.7783342,11/1/2018
18,19.9,24,2018,11,2,Cheyenne NCore,41.18222711,-104.7783342,11/2/2018
6,6,21,2018,11,3,Cheyenne NCore,41.18222711,-104.7783342,11/3/2018
12,13.3,24,2018,11,4,Cheyenne NCore,41.18222711,-104.7783342,11/4/2018
8,9.2,24,2018,11,5,Cheyenne NCore,41.18222711,-104.7783342,11/5/2018
14,15.7,22,2018,11,6,Cheyenne NCore,41.18222711,-104.7783342,11/6/2018
30,32.5,24,2018,11,7,Cheyenne NCore,41.18222711,-104.7783342,11/7/2018
10,11.1,24,2018,11,8,Cheyenne NCore,41.18222711,-104.7783342,11/8/2018
25,27.5,21,2018,11,9,Cheyenne NCore,41.18222711,-104.7783342,11/9/2018
17,18.3,24,2018,11,10,Cheyenne NCore,41.18222711,-104.7783342,11/10/2018
5,5.4,24,2018,11,11,Cheyenne NCore,41.18222711,-104.7783342,11/11/2018
4,4.4,22,2018,11,12,Cheyenne NCore,41.18222711,-104.7783342,11/12/2018
1,1.8,24,2018,11,13,Cheyenne NCore,41.18222711,-104.7783342,11/13/2018
6,6.9,24,2018,11,14,Cheyenne NCore,41.18222711,-104.7783342,11/14/2018
15,16.4,19,2018,11,15,Cheyenne NCore,41.18222711,-104.7783342,11/15/2018
16,17.9,24,2018,11,16,Cheyenne NCore,41.18222711,-104.7783342,11/16/2018
19,20.5,24,2018,11,17,Cheyenne NCore,41.18222711,-104.7783342,11/17/2018
10,11.7,22,2018,11,18,Cheyenne NCore,41.18222711,-104.7783342,11/18/2018
14,15.5,24,2018,11,19,Cheyenne NCore,41.18222711,-104.7783342,11/19/2018
24,25.9,24,2018,11,20,Cheyenne NCore,41.18222711,-104.7783342,11/20/2018
20,21.6,21,2018,11,21,Cheyenne NCore,41.18222711,-104.7783342,11/21/2018
8,9.7,24,2018,11,22,Cheyenne NCore,41.18222711,-104.7783342,11/22/2018
4,4.3,24,2018,11,23,Cheyenne NCore,41.18222711,-104.7783342,11/23/2018
8,9.5,22,2018,11,24,Cheyenne NCore,41.18222711,-104.7783342,11/24/2018
2,2.8,24,2018,11,25,Cheyenne NCore,41.18222711,-104.7783342,11/25/2018
13,14.1,24,2018,11,26,Cheyenne NCore,41.18222711,-104.7783342,11/26/2018
2,2.4,22,2018,11,27,Cheyenne NCore,41.18222711,-104.7783342,11/27/2018
10,11.5,24,2018,11,28,Cheyenne NCore,41.18222711,-104.7783342,11/28/2018
15,16.5,24,2018,11,29,Cheyenne NCore,41.18222711,-104.7783342,11/29/2018
1,1.5,24,2018,12,1,Cheyenne NCore,41.18222711,-104.7783342,12/1/2018
1,1.4,24,2018,12,2,Cheyenne NCore,41.18222711,-104.7783342,12/2/2018
15,16.2,22,2018,12,3,Cheyenne NCore,41.18222711,-104.7783342,12/3/2018
5,5.3,24,2018,12,4,Cheyenne NCore,41.18222711,-104.7783342,12/4/2018
3,3.4,24,2018,12,5,Cheyenne NCore,41.18222711,-104.7783342,12/5/2018
23,24.2,22,2018,12,6,Cheyenne NCore,41.18222711,-104.7783342,12/6/2018
25,27,24,2018,12,7,Cheyenne NCore,41.18222711,-104.7783342,12/7/2018
42,44.6,24,2018,12,8,Cheyenne NCore,41.18222711,-104.7783342,12/8/2018
4,4.6,22,2018,12,9,Cheyenne NCore,41.18222711,-104.7783342,12/9/2018
21,22,24,2018,12,10,Cheyenne NCore,41.18222711,-104.7783342,12/10/2018
13,14.4,24,2018,12,11,Cheyenne NCore,41.18222711,-104.7783342,12/11/2018
2,2.3,22,2018,12,12,Cheyenne NCore,41.18222711,-104.7783342,12/12/2018
12,13.6,24,2018,12,13,Cheyenne NCore,41.18222711,-104.7783342,12/13/2018
32,34.1,24,2018,12,14,Cheyenne NCore,41.18222711,-104.7783342,12/14/2018
20,21.1,21,2018,12,15,Cheyenne NCore,41.18222711,-104.7783342,12/15/2018
32,34.3,24,2018,12,16,Cheyenne NCore,41.18222711,-104.7783342,12/16/2018
9,10.7,21,2018,12,17,Cheyenne NCore,41.18222711,-104.7783342,12/17/2018
7,7.9,22,2018,12,18,Cheyenne NCore,41.18222711,-104.7783342,12/18/2018
2,2.2,24,2018,12,19,Cheyenne NCore,41.18222711,-104.7783342,12/19/2018
21,22.2,24,2018,12,20,Cheyenne NCore,41.18222711,-104.7783342,12/20/2018
2,2.9,21,2018,12,21,Cheyenne NCore,41.18222711,-104.7783342,12/21/2018
15,16.4,24,2018,12,22,Cheyenne NCore,41.18222711,-104.7783342,12/22/2018
5,5.8,24,2018,12,23,Cheyenne NCore,41.18222711,-104.7783342,12/23/2018
4,4.9,22,2018,12,24,Cheyenne NCore,41.18222711,-104.7783342,12/24/2018
16,17.7,24,2018,12,25,Cheyenne NCore,41.18222711,-104.7783342,12/25/2018
6,6.6,24,2018,12,26,Cheyenne NCore,41.18222711,-104.7783342,12/26/2018
1,1.5,22,2018,12,27,Cheyenne NCore,41.18222711,-104.7783342,12/27/2018
26,28.1,24,2018,12,28,Cheyenne NCore,41.18222711,-104.7783342,12/28/2018
34,36.9,24,2018,12,29,Cheyenne NCore,41.18222711,-104.7783342,12/29/2018
1,1,20,2018,12,30,Cheyenne NCore,41.18222711,-104.7783342,12/30/2018
1,1.5,24,2020,1,1,Cheyenne NCore,41.18222711,-104.7783342,1/1/2020
2,2.8,24,2020,1,2,Cheyenne NCore,41.18222711,-104.7783342,1/2/2020
4,4.2,22,2020,1,3,Cheyenne NCore,41.18222711,-104.7783342,1/3/2020
2,2.8,24,2020,1,4,Cheyenne NCore,41.18222711,-104.7783342,1/4/2020
15,16.6,22,2020,1,9,Cheyenne NCore,41.18222711,-104.7783342,1/9/2020
10,11.5,24,2020,1,10,Cheyenne NCore,41.18222711,-104.7783342,1/10/2020
11,12.8,24,2020,1,11,Cheyenne NCore,41.18222711,-104.7783342,1/11/2020
5,5,23,2020,1,12,Cheyenne NCore,41.18222711,-104.7783342,1/12/2020
20,21.2,23,2020,1,13,Cheyenne NCore,41.18222711,-104.7783342,1/13/2020
26,28,24,2020,1,14,Cheyenne NCore,41.18222711,-104.7783342,1/14/2020
22,23.3,20,2020,1,15,Cheyenne NCore,41.18222711,-104.7783342,1/15/2020
22,23.6,24,2020,1,17,Cheyenne NCore,41.18222711,-104.7783342,1/17/2020
4,4.7,21,2020,1,18,Cheyenne NCore,41.18222711,-104.7783342,1/18/2020
13,14,24,2020,1,19,Cheyenne NCore,41.18222711,-104.7783342,1/19/2020
29,31.8,22,2020,1,20,Cheyenne NCore,41.18222711,-104.7783342,1/20/2020
17,18.7,19,2020,1,21,Cheyenne NCore,41.18222711,-104.7783342,1/21/2020
3,3.3,22,2020,1,22,Cheyenne NCore,41.18222711,-104.7783342,1/22/2020
5,5.6,24,2020,1,23,Cheyenne NCore,41.18222711,-104.7783342,1/23/2020
10,11.7,22,2020,1,24,Cheyenne NCore,41.18222711,-104.7783342,1/24/2020
2,2.8,24,2020,1,25,Cheyenne NCore,41.18222711,-104.7783342,1/25/2020
10,11.9,24,2020,1,26,Cheyenne NCore,41.18222711,-104.7783342,1/26/2020
3,3.4,21,2020,1,28,Cheyenne NCore,41.18222711,-104.7783342,1/28/2020
8,9.2,24,2020,1,29,Cheyenne NCore,41.18222711,-104.7783342,1/29/2020
4,4.6,22,2020,1,30,Cheyenne NCore,41.18222711,-104.7783342,1/30/2020
1,1.9,24,2020,1,31,Cheyenne NCore,41.18222711,-104.7783342,1/31/2020
1,1.7,24,2020,2,1,Cheyenne NCore,41.18222711,-104.7783342,2/1/2020
21,22.8,22,2020,2,2,Cheyenne NCore,41.18222711,-104.7783342,2/2/2020
1,1.9,23,2020,2,3,Cheyenne NCore,41.18222711,-104.7783342,2/3/2020
2,2.8,24,2020,2,6,Cheyenne NCore,41.18222711,-104.7783342,2/6/2020
14,15.7,24,2020,2,7,Cheyenne NCore,41.18222711,-104.7783342,2/7/2020
12,13.9,22,2020,2,8,Cheyenne NCore,41.18222711,-104.7783342,2/8/2020
8,8.6,24,2020,2,9,Cheyenne NCore,41.18222711,-104.7783342,2/9/2020
8,8.6,23,2020,2,10,Cheyenne NCore,41.18222711,-104.7783342,2/10/2020
18,19.4,18,2020,2,20,Cheyenne NCore,41.18222711,-104.7783342,2/20/2020
18,19.8,24,2020,2,21,Cheyenne NCore,41.18222711,-104.7783342,2/21/2020
11,12.4,24,2020,2,22,Cheyenne NCore,41.18222711,-104.7783342,2/22/2020
19,20.6,23,2020,2,23,Cheyenne NCore,41.18222711,-104.7783342,2/23/2020
3,3.2,22,2020,2,24,Cheyenne NCore,41.18222711,-104.7783342,2/24/2020
7,7.4,24,2020,2,25,Cheyenne NCore,41.18222711,-104.7783342,2/25/2020
12,13,23,2020,2,26,Cheyenne NCore,41.18222711,-104.7783342,2/26/2020
2,2.2,24,2020,2,27,Cheyenne NCore,41.18222711,-104.7783342,2/27/2020
24,25.2,24,2020,2,28,Cheyenne NCore,41.18222711,-104.7783342,2/28/2020
11,12.8,23,2020,2,29,Cheyenne NCore,41.18222711,-104.7783342,2/29/2020
5,5.2,24,2020,3,1,Cheyenne NCore,41.18222711,-104.7783342,3/1/2020
13,14.2,24,2020,3,2,Cheyenne NCore,41.18222711,-104.7783342,3/2/2020
7,7.3,23,2020,3,3,Cheyenne NCore,41.18222711,-104.7783342,3/3/2020
10,11,23,2020,3,4,Cheyenne NCore,41.18222711,-104.7783342,3/4/2020
19,20.5,24,2020,3,5,Cheyenne NCore,41.18222711,-104.7783342,3/5/2020
26,28.2,23,2020,3,6,Cheyenne NCore,41.18222711,-104.7783342,3/6/2020
13,14.9,24,2020,3,7,Cheyenne NCore,41.18222711,-104.7783342,3/7/2020
3,3.3,24,2020,3,14,Cheyenne NCore,41.18222711,-104.7783342,3/14/2020
15,16.3,21,2020,3,15,Cheyenne NCore,41.18222711,-104.7783342,3/15/2020
4,4.5,22,2020,3,16,Cheyenne NCore,41.18222711,-104.7783342,3/16/2020
23,24.7,24,2020,3,17,Cheyenne NCore,41.18222711,-104.7783342,3/17/2020
8,9.6,23,2020,3,18,Cheyenne NCore,41.18222711,-104.7783342,3/18/2020
2,2,24,2020,3,19,Cheyenne NCore,41.18222711,-104.7783342,3/19/2020
12,13.2,24,2020,3,20,Cheyenne NCore,41.18222711,-104.7783342,3/20/2020
16,17.3,23,2020,3,21,Cheyenne NCore,41.18222711,-104.7783342,3/21/2020
5,5.1,24,2020,3,22,Cheyenne NCore,41.18222711,-104.7783342,3/22/2020
6,6.2,23,2020,3,24,Cheyenne NCore,41.18222711,-104.7783342,3/24/2020
