NO2 AQI,DMax NO2,NO2-WEIGHT,Year,Month,Day,Site Name,LAt,Lng,Date
22,23.6,24,2020,08,10,SEATTLE - BEACON HILL,47.568236,-122.308628,8/10/2020
11,12.5,23,2020,08,13,SEATTLE - BEACON HILL,47.568236,-122.308628,8/13/2020
26,28,24,2020,08,16,SEATTLE - BEACON HILL,47.568236,-122.308628,8/16/2020
26,28.1,24,2020,08,19,SEATTLE - BEACON HILL,47.568236,-122.308628,8/19/2020
6,6.1,24,2020,08,22,SEATTLE - BEACON HILL,47.568236,-122.308628,8/22/2020
19,20.8,23,2020,08,25,SEATTLE - BEACON HILL,47.568236,-122.308628,8/25/2020
8,8.9,24,2020,08,28,SEATTLE - BEACON HILL,47.568236,-122.308628,8/28/2020
25,26.5,24,2020,08,31,SEATTLE - BEACON HILL,47.568236,-122.308628,8/31/2020
18,19,24,2020,09,03,SEATTLE - BEACON HILL,47.568236,-122.308628,9/3/2020
37,39,23,2020,09,06,SEATTLE - BEACON HILL,47.568236,-122.308628,9/6/2020
32,34.5,24,2020,09,09,SEATTLE - BEACON HILL,47.568236,-122.308628,9/9/2020
23,24.9,23,2020,09,18,SEATTLE - BEACON HILL,47.568236,-122.308628,9/18/2020
22,23.9,24,2020,09,21,SEATTLE - BEACON HILL,47.568236,-122.308628,9/21/2020
11,12.3,24,2020,09,24,SEATTLE - BEACON HILL,47.568236,-122.308628,9/24/2020
11,12,24,2020,09,27,SEATTLE - BEACON HILL,47.568236,-122.308628,9/27/2020
36,38.3,23,2020,09,30,SEATTLE - BEACON HILL,47.568236,-122.308628,9/30/2020
22,23.3,24,2020,10,03,SEATTLE - BEACON HILL,47.568236,-122.308628,10/3/2020
14,15.6,24,2020,10,06,SEATTLE - BEACON HILL,47.568236,-122.308628,10/6/2020
14,15.6,24,2020,10,09,SEATTLE - BEACON HILL,47.568236,-122.308628,10/9/2020
15,16.8,23,2020,10,12,SEATTLE - BEACON HILL,47.568236,-122.308628,10/12/2020
31,33.3,24,2020,10,15,SEATTLE - BEACON HILL,47.568236,-122.308628,10/15/2020
13,14.6,24,2020,10,18,SEATTLE - BEACON HILL,47.568236,-122.308628,10/18/2020
17,18.4,23,2020,10,21,SEATTLE - BEACON HILL,47.568236,-122.308628,10/21/2020
8,9.8,23,2020,10,24,SEATTLE - BEACON HILL,47.568236,-122.308628,10/24/2020
22,23.2,22,2020,10,27,SEATTLE - BEACON HILL,47.568236,-122.308628,10/27/2020
19,20,24,2020,11,08,SEATTLE - BEACON HILL,47.568236,-122.308628,11/8/2020
13,14.7,24,2020,11,11,SEATTLE - BEACON HILL,47.568236,-122.308628,11/11/2020
10,11.7,24,2020,11,14,SEATTLE - BEACON HILL,47.568236,-122.308628,11/14/2020
21,22.2,23,2020,11,17,SEATTLE - BEACON HILL,47.568236,-122.308628,11/17/2020
23,24.5,24,2020,11,20,SEATTLE - BEACON HILL,47.568236,-122.308628,11/20/2020
