NO2 AQI,DMax NO2,NO2-WEIGHT,Year,Month,Day,Site Name,Lat,Lng,Date
32,34.1,21,2020,11,29,Newark Firehouse,40.720989,-74.192892,11/29/2020
15,16.8,24,2020,12,2,Newark Firehouse,40.720989,-74.192892,12/2/2020
29,31.6,24,2020,12,5,Newark Firehouse,40.720989,-74.192892,12/5/2020
20,21.4,24,2020,12,14,Newark Firehouse,40.720989,-74.192892,12/14/2020
22,23.8,24,2020,12,17,Newark Firehouse,40.720989,-74.192892,12/17/2020
11,12.8,24,2020,12,26,Newark Firehouse,40.720989,-74.192892,12/26/2020
17,18,24,2020,12,29,Newark Firehouse,40.720989,-74.192892,12/29/2020
28,30,24,2020,1,4,QUEENS COLLEGE 2,40.73614,-73.82153,1/4/2020
41,43.6,21,2020,1,10,QUEENS COLLEGE 2,40.73614,-73.82153,1/10/2020
58,61.9,24,2020,1,22,QUEENS COLLEGE 2,40.73614,-73.82153,1/22/2020
15,16.8,24,2020,1,28,QUEENS COLLEGE 2,40.73614,-73.82153,1/28/2020
45,48.6,24,2020,2,3,QUEENS COLLEGE 2,40.73614,-73.82153,2/3/2020
25,26.2,24,2020,2,9,QUEENS COLLEGE 2,40.73614,-73.82153,2/9/2020
24,25.7,24,2020,2,15,QUEENS COLLEGE 2,40.73614,-73.82153,2/15/2020
29,31.2,24,2020,2,21,QUEENS COLLEGE 2,40.73614,-73.82153,2/21/2020
23,24.6,24,2020,2,27,QUEENS COLLEGE 2,40.73614,-73.82153,2/27/2020
17,18.1,24,2020,3,4,QUEENS COLLEGE 2,40.73614,-73.82153,3/4/2020
22,23.7,24,2020,6,8,QUEENS COLLEGE 2,40.73614,-73.82153,6/8/2020
8,8.5,24,2020,6,14,QUEENS COLLEGE 2,40.73614,-73.82153,6/14/2020
27,29.3,24,2020,6,20,QUEENS COLLEGE 2,40.73614,-73.82153,6/20/2020
27,29.6,24,2020,6,26,QUEENS COLLEGE 2,40.73614,-73.82153,6/26/2020
25,27.8,24,2020,7,2,QUEENS COLLEGE 2,40.73614,-73.82153,7/2/2020
11,12.3,24,2020,7,8,QUEENS COLLEGE 2,40.73614,-73.82153,7/8/2020
11,12.7,24,2020,7,14,QUEENS COLLEGE 2,40.73614,-73.82153,7/14/2020
15,16.1,24,2020,7,26,QUEENS COLLEGE 2,40.73614,-73.82153,7/26/2020
26,28.1,24,2020,8,1,QUEENS COLLEGE 2,40.73614,-73.82153,8/1/2020
23,24.5,24,2020,8,7,QUEENS COLLEGE 2,40.73614,-73.82153,8/7/2020
28,30,24,2020,8,13,QUEENS COLLEGE 2,40.73614,-73.82153,8/13/2020
20,21.8,24,2020,8,19,QUEENS COLLEGE 2,40.73614,-73.82153,8/19/2020
22,23.7,24,2020,8,25,QUEENS COLLEGE 2,40.73614,-73.82153,8/25/2020
13,14,24,2020,8,31,QUEENS COLLEGE 2,40.73614,-73.82153,8/31/2020
14,15.8,24,2020,9,6,QUEENS COLLEGE 2,40.73614,-73.82153,9/6/2020
9,10,24,2020,9,12,QUEENS COLLEGE 2,40.73614,-73.82153,9/12/2020
18,19.1,24,2020,9,18,QUEENS COLLEGE 2,40.73614,-73.82153,9/18/2020
45,48.9,24,2020,9,24,QUEENS COLLEGE 2,40.73614,-73.82153,9/24/2020
27,29.5,24,2020,10,6,QUEENS COLLEGE 2,40.73614,-73.82153,10/6/2020
6,6.6,24,2020,10,12,QUEENS COLLEGE 2,40.73614,-73.82153,10/12/2020
23,24.7,24,2020,10,18,QUEENS COLLEGE 2,40.73614,-73.82153,10/18/2020
10,11.3,24,2020,10,24,QUEENS COLLEGE 2,40.73614,-73.82153,10/24/2020
19,20.5,24,2020,10,30,QUEENS COLLEGE 2,40.73614,-73.82153,10/30/2020
23,24.6,24,2020,11,11,QUEENS COLLEGE 2,40.73614,-73.82153,11/11/2020
34,36.5,24,2020,11,17,QUEENS COLLEGE 2,40.73614,-73.82153,11/17/2020
24,25.7,24,2020,11,23,QUEENS COLLEGE 2,40.73614,-73.82153,11/23/2020
31,33.4,24,2020,11,29,QUEENS COLLEGE 2,40.73614,-73.82153,11/29/2020
32,34.2,24,2020,12,5,QUEENS COLLEGE 2,40.73614,-73.82153,12/5/2020
45,48.5,22,2020,12,11,QUEENS COLLEGE 2,40.73614,-73.82153,12/11/2020
18,19.9,24,2020,12,17,QUEENS COLLEGE 2,40.73614,-73.82153,12/17/2020
31,33.3,24,2020,12,23,QUEENS COLLEGE 2,40.73614,-73.82153,12/23/2020
22,23.4,24,2020,12,29,QUEENS COLLEGE 2,40.73614,-73.82153,12/29/2020
