Date,Source,Site ID,POC,Daily Mean PM2.5 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
8/22/2020,AQS,340410007,3,9.3,ug/m3 LC,39,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
8/23/2020,AQS,340410007,3,8,ug/m3 LC,33,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
8/24/2020,AQS,340410007,3,4.7,ug/m3 LC,20,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
8/29/2020,AQS,340410007,3,5.5,ug/m3 LC,23,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
8/30/2020,AQS,340410007,3,4.5,ug/m3 LC,19,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
8/31/2020,AQS,340410007,3,3,ug/m3 LC,13,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
9/1/2020,AQS,340410007,3,3.9,ug/m3 LC,16,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
9/2/2020,AQS,340410007,3,3.5,ug/m3 LC,15,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
9/3/2020,AQS,340410007,3,6.6,ug/m3 LC,28,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
9/4/2020,AQS,340410007,3,6.7,ug/m3 LC,28,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
9/5/2020,AQS,340410007,3,5,ug/m3 LC,21,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
9/6/2020,AQS,340410007,3,7.2,ug/m3 LC,30,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
9/7/2020,AQS,340410007,3,6.7,ug/m3 LC,28,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
9/8/2020,AQS,340410007,3,5.1,ug/m3 LC,21,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
9/9/2020,AQS,340410007,3,6.4,ug/m3 LC,27,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
9/10/2020,AQS,340410007,3,3.8,ug/m3 LC,16,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
9/11/2020,AQS,340410007,3,6.4,ug/m3 LC,27,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
9/12/2020,AQS,340410007,3,5.5,ug/m3 LC,23,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
9/13/2020,AQS,340410007,3,4.3,ug/m3 LC,18,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
9/14/2020,AQS,340410007,3,7,ug/m3 LC,29,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
9/15/2020,AQS,340410007,3,2.4,ug/m3 LC,10,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
9/16/2020,AQS,340410007,3,4.8,ug/m3 LC,20,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
9/17/2020,AQS,340410007,3,6.6,ug/m3 LC,28,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
9/18/2020,AQS,340410007,3,7.9,ug/m3 LC,33,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
9/19/2020,AQS,340410007,3,3.8,ug/m3 LC,16,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
9/20/2020,AQS,340410007,3,5.8,ug/m3 LC,24,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
9/21/2020,AQS,340410007,3,7.3,ug/m3 LC,30,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
9/22/2020,AQS,340410007,3,4.8,ug/m3 LC,20,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
9/23/2020,AQS,340410007,3,8,ug/m3 LC,33,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
9/24/2020,AQS,340410007,3,11.3,ug/m3 LC,47,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
9/25/2020,AQS,340410007,3,13.3,ug/m3 LC,54,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
9/26/2020,AQS,340410007,3,9.4,ug/m3 LC,39,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
9/27/2020,AQS,340410007,3,1.5,ug/m3 LC,6,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
9/28/2020,AQS,340410007,3,5.1,ug/m3 LC,21,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
9/29/2020,AQS,340410007,3,5.1,ug/m3 LC,21,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
9/30/2020,AQS,340410007,3,4.9,ug/m3 LC,20,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
10/1/2020,AQS,340410007,3,5.4,ug/m3 LC,23,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
10/2/2020,AQS,340410007,3,5.8,ug/m3 LC,24,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
10/3/2020,AQS,340410007,3,4.4,ug/m3 LC,18,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
10/4/2020,AQS,340410007,3,5.9,ug/m3 LC,25,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
10/5/2020,AQS,340410007,3,6.4,ug/m3 LC,27,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
10/6/2020,AQS,340410007,3,7.2,ug/m3 LC,30,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
10/7/2020,AQS,340410007,3,7.3,ug/m3 LC,30,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
10/8/2020,AQS,340410007,3,4.1,ug/m3 LC,17,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
10/9/2020,AQS,340410007,3,4.5,ug/m3 LC,19,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
10/10/2020,AQS,340410007,3,7.7,ug/m3 LC,32,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
10/11/2020,AQS,340410007,3,10.1,ug/m3 LC,42,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
10/12/2020,AQS,340410007,3,2.6,ug/m3 LC,11,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
10/13/2020,AQS,340410007,3,2.2,ug/m3 LC,9,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
10/14/2020,AQS,340410007,3,4.2,ug/m3 LC,18,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
10/15/2020,AQS,340410007,3,7.9,ug/m3 LC,33,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
10/16/2020,AQS,340410007,3,5.5,ug/m3 LC,23,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
10/17/2020,AQS,340410007,3,5.4,ug/m3 LC,23,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
10/18/2020,AQS,340410007,3,7,ug/m3 LC,29,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
10/19/2020,AQS,340410007,3,3.1,ug/m3 LC,13,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
10/20/2020,AQS,340410007,3,6.3,ug/m3 LC,26,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
10/21/2020,AQS,340410007,3,5.6,ug/m3 LC,23,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
10/22/2020,AQS,340410007,3,7.9,ug/m3 LC,33,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
11/7/2020,AQS,340410007,3,13.9,ug/m3 LC,55,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
11/8/2020,AQS,340410007,3,15.8,ug/m3 LC,59,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
11/9/2020,AQS,340410007,3,15.9,ug/m3 LC,59,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
11/10/2020,AQS,340410007,3,11.6,ug/m3 LC,48,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
11/11/2020,AQS,340410007,3,4.4,ug/m3 LC,18,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
11/12/2020,AQS,340410007,3,7.3,ug/m3 LC,30,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
11/13/2020,AQS,340410007,3,5.8,ug/m3 LC,24,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
11/14/2020,AQS,340410007,3,10.4,ug/m3 LC,43,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
11/15/2020,AQS,340410007,3,7.6,ug/m3 LC,32,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
11/16/2020,AQS,340410007,3,5.8,ug/m3 LC,24,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
11/17/2020,AQS,340410007,3,7.5,ug/m3 LC,31,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
11/18/2020,AQS,340410007,3,3.5,ug/m3 LC,15,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
11/19/2020,AQS,340410007,3,8.6,ug/m3 LC,36,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
11/20/2020,AQS,340410007,3,13.2,ug/m3 LC,53,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
11/21/2020,AQS,340410007,3,15.5,ug/m3 LC,58,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
11/22/2020,AQS,340410007,3,5.2,ug/m3 LC,22,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
11/23/2020,AQS,340410007,3,5.2,ug/m3 LC,22,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
11/24/2020,AQS,340410007,3,6.9,ug/m3 LC,29,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
11/25/2020,AQS,340410007,3,10.6,ug/m3 LC,44,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
11/26/2020,AQS,340410007,3,12,ug/m3 LC,50,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
11/27/2020,AQS,340410007,3,6.1,ug/m3 LC,25,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
11/28/2020,AQS,340410007,3,8.3,ug/m3 LC,35,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
11/29/2020,AQS,340410007,3,11,ug/m3 LC,46,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
11/30/2020,AQS,340410007,3,12.3,ug/m3 LC,51,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
12/1/2020,AQS,340410007,3,7.2,ug/m3 LC,30,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
12/2/2020,AQS,340410007,3,4.4,ug/m3 LC,18,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
12/3/2020,AQS,340410007,3,7.9,ug/m3 LC,33,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
12/4/2020,AQS,340410007,3,11.5,ug/m3 LC,48,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
12/5/2020,AQS,340410007,3,6,ug/m3 LC,25,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
12/6/2020,AQS,340410007,3,1.5,ug/m3 LC,6,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
12/7/2020,AQS,340410007,3,2.4,ug/m3 LC,10,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
12/8/2020,AQS,340410007,3,4,ug/m3 LC,17,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
12/9/2020,AQS,340410007,3,12.7,ug/m3 LC,52,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
12/10/2020,AQS,340410007,3,10.3,ug/m3 LC,43,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
12/11/2020,AQS,340410007,3,21.7,ug/m3 LC,71,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
12/12/2020,AQS,340410007,3,32.2,ug/m3 LC,93,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
12/13/2020,AQS,340410007,3,13.7,ug/m3 LC,54,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
12/14/2020,AQS,340410007,3,5.2,ug/m3 LC,22,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
12/15/2020,AQS,340410007,3,3.5,ug/m3 LC,15,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
12/16/2020,AQS,340410007,3,3.8,ug/m3 LC,16,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
12/17/2020,AQS,340410007,3,3.8,ug/m3 LC,16,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
12/18/2020,AQS,340410007,3,9.8,ug/m3 LC,41,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
12/19/2020,AQS,340410007,3,15.4,ug/m3 LC,58,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
12/20/2020,AQS,340410007,3,26.2,ug/m3 LC,81,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
12/21/2020,AQS,340410007,3,35.4,ug/m3 LC,100,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
12/22/2020,AQS,340410007,3,18.4,ug/m3 LC,64,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
12/23/2020,AQS,340410007,3,7,ug/m3 LC,29,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
12/24/2020,AQS,340410007,3,9.3,ug/m3 LC,39,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
12/25/2020,AQS,340410007,3,8.1,ug/m3 LC,34,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
12/26/2020,AQS,340410007,3,7.8,ug/m3 LC,33,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
12/27/2020,AQS,340410007,3,12.1,ug/m3 LC,51,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
12/28/2020,AQS,340410007,3,14.2,ug/m3 LC,55,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
12/29/2020,AQS,340410007,3,3.1,ug/m3 LC,13,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
12/30/2020,AQS,340410007,3,5.8,ug/m3 LC,24,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
12/31/2020,AQS,340410007,3,10.7,ug/m3 LC,45,Columbia,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",34,New Jersey,41,Warren,40.92458,-75.067815
1/1/2020,AQS,420770004,7,5.2,ug/m3 LC,22,A420770004LAT/LONG POINT IS OF SAMPLING INLET,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",42,Pennsylvania,77,Lehigh,40.611944,-75.4325
1/2/2020,AQS,420770004,7,13.7,ug/m3 LC,54,A420770004LAT/LONG POINT IS OF SAMPLING INLET,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",42,Pennsylvania,77,Lehigh,40.611944,-75.4325
1/3/2020,AQS,420770004,7,17.9,ug/m3 LC,63,A420770004LAT/LONG POINT IS OF SAMPLING INLET,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",42,Pennsylvania,77,Lehigh,40.611944,-75.4325
1/4/2020,AQS,420770004,7,10.8,ug/m3 LC,45,A420770004LAT/LONG POINT IS OF SAMPLING INLET,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",42,Pennsylvania,77,Lehigh,40.611944,-75.4325
1/5/2020,AQS,420770004,7,2.3,ug/m3 LC,10,A420770004LAT/LONG POINT IS OF SAMPLING INLET,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",42,Pennsylvania,77,Lehigh,40.611944,-75.4325
1/6/2020,AQS,420770004,7,9.4,ug/m3 LC,39,A420770004LAT/LONG POINT IS OF SAMPLING INLET,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",42,Pennsylvania,77,Lehigh,40.611944,-75.4325
1/7/2020,AQS,420770004,7,8.7,ug/m3 LC,36,A420770004LAT/LONG POINT IS OF SAMPLING INLET,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",42,Pennsylvania,77,Lehigh,40.611944,-75.4325
1/8/2020,AQS,420770004,7,9.4,ug/m3 LC,39,A420770004LAT/LONG POINT IS OF SAMPLING INLET,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",42,Pennsylvania,77,Lehigh,40.611944,-75.4325
1/9/2020,AQS,420770004,7,5.6,ug/m3 LC,23,A420770004LAT/LONG POINT IS OF SAMPLING INLET,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",42,Pennsylvania,77,Lehigh,40.611944,-75.4325
1/10/2020,AQS,420770004,7,10.5,ug/m3 LC,44,A420770004LAT/LONG POINT IS OF SAMPLING INLET,1,100,88101,PM2.5 - Local Conditions,10900,"Allentown-Bethlehem-Easton, PA-NJ",42,Pennsylvania,77,Lehigh,40.611944,-75.4325
