O3 1st Max Hour,O3 1st Max Value,O3 AQI,O3 Mean,Date Local
11,0.034,29,0.021625,8/31/2000
11,0.034,29,0.021625,8/31/2000
11,0.034,29,0.021625,8/31/2000
11,0.034,29,0.021625,8/31/2000
12,0.049,42,0.030417,9/1/2000
12,0.049,42,0.030417,9/1/2000
12,0.049,42,0.030417,9/1/2000
12,0.049,42,0.030417,9/1/2000
11,0.035,30,0.021625,9/2/2000
11,0.035,30,0.021625,9/2/2000
11,0.035,30,0.021625,9/2/2000
11,0.035,30,0.021625,9/2/2000
7,0.029,25,0.017625,9/3/2000
7,0.029,25,0.017625,9/3/2000
7,0.029,25,0.017625,9/3/2000
7,0.029,25,0.017625,9/3/2000
21,0.031,26,0.01875,9/4/2000
21,0.031,26,0.01875,9/4/2000
21,0.031,26,0.01875,9/4/2000
21,0.031,26,0.01875,9/4/2000
0,0.026,22,0.014958,9/5/2000
0,0.026,22,0.014958,9/5/2000
0,0.026,22,0.014958,9/5/2000
0,0.026,22,0.014958,9/5/2000
13,0.031,26,0.023792,9/6/2000
13,0.031,26,0.023792,9/6/2000
13,0.031,26,0.023792,9/6/2000
13,0.031,26,0.023792,9/6/2000
10,0.028,24,0.021125,9/7/2000
10,0.028,24,0.021125,9/7/2000
10,0.028,24,0.021125,9/7/2000
10,0.028,24,0.021125,9/7/2000
9,0.039,33,0.018,9/8/2000
9,0.039,33,0.018,9/8/2000
9,0.039,33,0.018,9/8/2000
9,0.039,33,0.018,9/8/2000
10,0.062,58,0.028042,9/9/2000
10,0.062,58,0.028042,9/9/2000
10,0.062,58,0.028042,9/9/2000
10,0.062,58,0.028042,9/9/2000
10,0.066,71,0.0305,9/10/2000
10,0.066,71,0.0305,9/10/2000
10,0.066,71,0.0305,9/10/2000
10,0.066,71,0.0305,9/10/2000
10,0.062,58,0.032917,9/11/2000
10,0.062,58,0.032917,9/11/2000
10,0.062,58,0.032917,9/11/2000
10,0.062,58,0.032917,9/11/2000
10,0.054,46,0.02725,9/12/2000
10,0.054,46,0.02725,9/12/2000
10,0.054,46,0.02725,9/12/2000
10,0.054,46,0.02725,9/12/2000
9,0.049,42,0.030292,9/13/2000
9,0.049,42,0.030292,9/13/2000
9,0.049,42,0.030292,9/13/2000
9,0.049,42,0.030292,9/13/2000
11,0.068,77,0.042208,9/14/2000
11,0.068,77,0.042208,9/14/2000
11,0.068,77,0.042208,9/14/2000
11,0.068,77,0.042208,9/14/2000
9,0.043,36,0.02825,9/15/2000
9,0.043,36,0.02825,9/15/2000
9,0.043,36,0.02825,9/15/2000
9,0.043,36,0.02825,9/15/2000
10,0.036,31,0.022625,9/16/2000
10,0.036,31,0.022625,9/16/2000
10,0.036,31,0.022625,9/16/2000
10,0.036,31,0.022625,9/16/2000
10,0.037,31,0.018042,9/17/2000
10,0.037,31,0.018042,9/17/2000
10,0.037,31,0.018042,9/17/2000
10,0.037,31,0.018042,9/17/2000
11,0.023,19,0.015708,9/18/2000
11,0.023,19,0.015708,9/18/2000
11,0.023,19,0.015708,9/18/2000
11,0.023,19,0.015708,9/18/2000
22,0.012,10,0.0115,3/31/2000
22,0.012,10,0.0115,3/31/2000
22,0.012,10,0.0115,3/31/2000
22,0.012,10,0.0115,3/31/2000
10,0.068,77,0.048625,4/1/2000
10,0.068,77,0.048625,4/1/2000
10,0.068,77,0.048625,4/1/2000
10,0.068,77,0.048625,4/1/2000
0,0.044,37,0.030458,4/2/2000
0,0.044,37,0.030458,4/2/2000
0,0.044,37,0.030458,4/2/2000
0,0.044,37,0.030458,4/2/2000
12,0.048,41,0.038542,4/3/2000
12,0.048,41,0.038542,4/3/2000
12,0.048,41,0.038542,4/3/2000
12,0.048,41,0.038542,4/3/2000
0,0.037,31,0.031889,4/4/2000
0,0.037,31,0.031889,4/4/2000
0,0.037,31,0.031889,4/4/2000
0,0.037,31,0.031889,4/4/2000
11,0.046,39,0.033208,4/5/2000
11,0.046,39,0.033208,4/5/2000
11,0.046,39,0.033208,4/5/2000
11,0.046,39,0.033208,4/5/2000
13,0.071,87,0.049292,4/6/2000
13,0.071,87,0.049292,4/6/2000
13,0.071,87,0.049292,4/6/2000
13,0.071,87,0.049292,4/6/2000
11,0.059,50,0.043208,4/7/2000
11,0.059,50,0.043208,4/7/2000
11,0.059,50,0.043208,4/7/2000
11,0.059,50,0.043208,4/7/2000
0,0.039,33,0.030208,4/8/2000
0,0.039,33,0.030208,4/8/2000
0,0.039,33,0.030208,4/8/2000
0,0.039,33,0.030208,4/8/2000
11,0.044,37,0.033542,4/9/2000
11,0.044,37,0.033542,4/9/2000
11,0.044,37,0.033542,4/9/2000
11,0.044,37,0.033542,4/9/2000
11,0.054,46,0.036875,4/10/2000
11,0.054,46,0.036875,4/10/2000
11,0.054,46,0.036875,4/10/2000
11,0.054,46,0.036875,4/10/2000
10,0.059,50,0.043708,4/11/2000
10,0.059,50,0.043708,4/11/2000
10,0.059,50,0.043708,4/11/2000
10,0.059,50,0.043708,4/11/2000
10,0.046,39,0.035125,4/12/2000
10,0.046,39,0.035125,4/12/2000
10,0.046,39,0.035125,4/12/2000
10,0.046,39,0.035125,4/12/2000
0,0.025,21,0.017583,4/13/2000
0,0.025,21,0.017583,4/13/2000
0,0.025,21,0.017583,4/13/2000
0,0.025,21,0.017583,4/13/2000
20,0.019,16,0.015333,4/14/2000
20,0.019,16,0.015333,4/14/2000
20,0.019,16,0.015333,4/14/2000
20,0.019,16,0.015333,4/14/2000
0,0.015,13,0.009125,4/15/2000
0,0.015,13,0.009125,4/15/2000
0,0.015,13,0.009125,4/15/2000
0,0.015,13,0.009125,4/15/2000
11,0.043,36,0.02,4/16/2000
11,0.043,36,0.02,4/16/2000
11,0.043,36,0.02,4/16/2000
11,0.043,36,0.02,4/16/2000
11,0.047,40,0.030375,4/17/2000
11,0.047,40,0.030375,4/17/2000
11,0.047,40,0.030375,4/17/2000
11,0.047,40,0.030375,4/17/2000
0,0.013,11,0.0095,4/18/2000
0,0.013,11,0.0095,4/18/2000
0,0.013,11,0.0095,4/18/2000
0,0.013,11,0.0095,4/18/2000
11,0.044,37,0.021,4/19/2000
11,0.044,37,0.021,4/19/2000
11,0.044,37,0.021,4/19/2000
11,0.044,37,0.021,4/19/2000
11,0.065,67,0.04625,4/20/2000
11,0.065,67,0.04625,4/20/2000
11,0.065,67,0.04625,4/20/2000
11,0.065,67,0.04625,4/20/2000
9,0.056,47,0.038708,4/21/2000
9,0.056,47,0.038708,4/21/2000
9,0.056,47,0.038708,4/21/2000
9,0.056,47,0.038708,4/21/2000
11,0.038,32,0.027083,4/22/2000
11,0.038,32,0.027083,4/22/2000
11,0.038,32,0.027083,4/22/2000
11,0.038,32,0.027083,4/22/2000
11,0.057,48,0.035333,4/23/2000
11,0.057,48,0.035333,4/23/2000
11,0.057,48,0.035333,4/23/2000
11,0.057,48,0.035333,4/23/2000
10,0.047,40,0.034208,4/24/2000
10,0.047,40,0.034208,4/24/2000
10,0.047,40,0.034208,4/24/2000
10,0.047,40,0.034208,4/24/2000
0,0.028,24,0.021417,4/25/2000
0,0.028,24,0.021417,4/25/2000
0,0.028,24,0.021417,4/25/2000
0,0.028,24,0.021417,4/25/2000
12,0.047,40,0.024,4/26/2000
12,0.047,40,0.024,4/26/2000
12,0.047,40,0.024,4/26/2000
12,0.047,40,0.024,4/26/2000
11,0.057,48,0.036125,4/27/2000
11,0.057,48,0.036125,4/27/2000
11,0.057,48,0.036125,4/27/2000
11,0.057,48,0.036125,4/27/2000
0,0.039,33,0.026542,4/28/2000
0,0.039,33,0.026542,4/28/2000
0,0.039,33,0.026542,4/28/2000
0,0.039,33,0.026542,4/28/2000
9,0.056,47,0.028375,4/29/2000
9,0.056,47,0.028375,4/29/2000
9,0.056,47,0.028375,4/29/2000
9,0.056,47,0.028375,4/29/2000
11,0.078,106,0.039917,4/30/2000
11,0.078,106,0.039917,4/30/2000
11,0.078,106,0.039917,4/30/2000
11,0.078,106,0.039917,4/30/2000
11,0.075,100,0.056458,5/1/2000
11,0.075,100,0.056458,5/1/2000
11,0.075,100,0.056458,5/1/2000
11,0.075,100,0.056458,5/1/2000
11,0.063,61,0.045125,5/2/2000
11,0.063,61,0.045125,5/2/2000
11,0.063,61,0.045125,5/2/2000
11,0.063,61,0.045125,5/2/2000
11,0.063,61,0.033417,5/3/2000
11,0.063,61,0.033417,5/3/2000
11,0.063,61,0.033417,5/3/2000
11,0.063,61,0.033417,5/3/2000
10,0.072,90,0.041875,5/4/2000
10,0.072,90,0.041875,5/4/2000
10,0.072,90,0.041875,5/4/2000
10,0.072,90,0.041875,5/4/2000
11,0.073,93,0.036542,5/5/2000
11,0.073,93,0.036542,5/5/2000
11,0.073,93,0.036542,5/5/2000
11,0.073,93,0.036542,5/5/2000
11,0.073,93,0.036542,5/5/2000
11,0.073,93,0.036542,5/5/2000
11,0.073,93,0.036542,5/5/2000
11,0.073,93,0.036542,5/5/2000
11,0.07,84,0.03475,5/6/2000
11,0.07,84,0.03475,5/6/2000
11,0.07,84,0.03475,5/6/2000
11,0.07,84,0.03475,5/6/2000
11,0.07,84,0.03475,5/6/2000
11,0.07,84,0.03475,5/6/2000
11,0.07,84,0.03475,5/6/2000
11,0.07,84,0.03475,5/6/2000
10,0.063,61,0.041958,5/7/2000
10,0.063,61,0.041958,5/7/2000
10,0.063,61,0.041958,5/7/2000
10,0.063,61,0.041958,5/7/2000
10,0.063,61,0.041958,5/7/2000
10,0.063,61,0.041958,5/7/2000
10,0.063,61,0.041958,5/7/2000
10,0.063,61,0.041958,5/7/2000
10,0.06,51,0.04375,5/8/2000
10,0.06,51,0.04375,5/8/2000
10,0.06,51,0.04375,5/8/2000
10,0.06,51,0.04375,5/8/2000
10,0.06,51,0.04375,5/8/2000
10,0.06,51,0.04375,5/8/2000
10,0.06,51,0.04375,5/8/2000
10,0.06,51,0.04375,5/8/2000
10,0.064,64,0.047292,5/9/2000
10,0.064,64,0.047292,5/9/2000
10,0.064,64,0.047292,5/9/2000
10,0.064,64,0.047292,5/9/2000
10,0.064,64,0.047292,5/9/2000
10,0.064,64,0.047292,5/9/2000
10,0.064,64,0.047292,5/9/2000
10,0.064,64,0.047292,5/9/2000
10,0.057,48,0.035792,5/10/2000
10,0.057,48,0.035792,5/10/2000
10,0.057,48,0.035792,5/10/2000
10,0.057,48,0.035792,5/10/2000
10,0.057,48,0.035792,5/10/2000
10,0.057,48,0.035792,5/10/2000
10,0.057,48,0.035792,5/10/2000
10,0.057,48,0.035792,5/10/2000
11,0.082,116,0.046958,5/11/2000
11,0.082,116,0.046958,5/11/2000
11,0.082,116,0.046958,5/11/2000
11,0.082,116,0.046958,5/11/2000
11,0.082,116,0.046958,5/11/2000
11,0.082,116,0.046958,5/11/2000
11,0.082,116,0.046958,5/11/2000
11,0.082,116,0.046958,5/11/2000
10,0.06,51,0.051417,5/12/2000
10,0.06,51,0.051417,5/12/2000
10,0.06,51,0.051417,5/12/2000
10,0.06,51,0.051417,5/12/2000
10,0.06,51,0.051417,5/12/2000
10,0.06,51,0.051417,5/12/2000
10,0.06,51,0.051417,5/12/2000
10,0.06,51,0.051417,5/12/2000
10,0.064,64,0.04225,5/13/2000
10,0.064,64,0.04225,5/13/2000
10,0.064,64,0.04225,5/13/2000
10,0.064,64,0.04225,5/13/2000
10,0.064,64,0.04225,5/13/2000
10,0.064,64,0.04225,5/13/2000
10,0.064,64,0.04225,5/13/2000
10,0.064,64,0.04225,5/13/2000
10,0.065,67,0.04575,5/14/2000
10,0.065,67,0.04575,5/14/2000
10,0.065,67,0.04575,5/14/2000
10,0.065,67,0.04575,5/14/2000
10,0.065,67,0.04575,5/14/2000
10,0.065,67,0.04575,5/14/2000
10,0.065,67,0.04575,5/14/2000
10,0.065,67,0.04575,5/14/2000
10,0.063,61,0.036042,5/15/2000
10,0.063,61,0.036042,5/15/2000
10,0.063,61,0.036042,5/15/2000
10,0.063,61,0.036042,5/15/2000
10,0.063,61,0.036042,5/15/2000
10,0.063,61,0.036042,5/15/2000
10,0.063,61,0.036042,5/15/2000
10,0.063,61,0.036042,5/15/2000
11,0.077,104,0.049917,5/16/2000
11,0.077,104,0.049917,5/16/2000
11,0.077,104,0.049917,5/16/2000
11,0.077,104,0.049917,5/16/2000
11,0.077,104,0.049917,5/16/2000
11,0.077,104,0.049917,5/16/2000
11,0.077,104,0.049917,5/16/2000
11,0.077,104,0.049917,5/16/2000
11,0.068,77,0.052292,5/17/2000
11,0.068,77,0.052292,5/17/2000
11,0.068,77,0.052292,5/17/2000
11,0.068,77,0.052292,5/17/2000
11,0.068,77,0.052292,5/17/2000
11,0.068,77,0.052292,5/17/2000
11,0.068,77,0.052292,5/17/2000
11,0.068,77,0.052292,5/17/2000
10,0.064,64,0.051542,5/18/2000
10,0.064,64,0.051542,5/18/2000
10,0.064,64,0.051542,5/18/2000
10,0.064,64,0.051542,5/18/2000
10,0.064,64,0.051542,5/18/2000
10,0.064,64,0.051542,5/18/2000
10,0.064,64,0.051542,5/18/2000
10,0.064,64,0.051542,5/18/2000
12,0.07,84,0.057042,5/19/2000
12,0.07,84,0.057042,5/19/2000
12,0.07,84,0.057042,5/19/2000
12,0.07,84,0.057042,5/19/2000
12,0.07,84,0.057042,5/19/2000
12,0.07,84,0.057042,5/19/2000
12,0.07,84,0.057042,5/19/2000
12,0.07,84,0.057042,5/19/2000
10,0.059,50,0.038208,5/20/2000
10,0.059,50,0.038208,5/20/2000
10,0.059,50,0.038208,5/20/2000
10,0.059,50,0.038208,5/20/2000
10,0.059,50,0.038208,5/20/2000
10,0.059,50,0.038208,5/20/2000
10,0.059,50,0.038208,5/20/2000
10,0.059,50,0.038208,5/20/2000
13,0.051,43,0.034083,5/21/2000
13,0.051,43,0.034083,5/21/2000
13,0.051,43,0.034083,5/21/2000
13,0.051,43,0.034083,5/21/2000
13,0.051,43,0.034083,5/21/2000
13,0.051,43,0.034083,5/21/2000
13,0.051,43,0.034083,5/21/2000
13,0.051,43,0.034083,5/21/2000
10,0.06,51,0.034292,5/22/2000
10,0.06,51,0.034292,5/22/2000
10,0.06,51,0.034292,5/22/2000
10,0.06,51,0.034292,5/22/2000
10,0.06,51,0.034292,5/22/2000
10,0.06,51,0.034292,5/22/2000
10,0.06,51,0.034292,5/22/2000
10,0.06,51,0.034292,5/22/2000
11,0.065,67,0.037208,5/23/2000
11,0.065,67,0.037208,5/23/2000
11,0.065,67,0.037208,5/23/2000
11,0.065,67,0.037208,5/23/2000
11,0.065,67,0.037208,5/23/2000
11,0.065,67,0.037208,5/23/2000
11,0.065,67,0.037208,5/23/2000
11,0.065,67,0.037208,5/23/2000
11,0.058,49,0.03325,5/24/2000
11,0.058,49,0.03325,5/24/2000
11,0.058,49,0.03325,5/24/2000
11,0.058,49,0.03325,5/24/2000
11,0.058,49,0.03325,5/24/2000
11,0.058,49,0.03325,5/24/2000
11,0.058,49,0.03325,5/24/2000
11,0.058,49,0.03325,5/24/2000
11,0.054,46,0.029042,5/25/2000
11,0.054,46,0.029042,5/25/2000
11,0.054,46,0.029042,5/25/2000
11,0.054,46,0.029042,5/25/2000
11,0.054,46,0.029042,5/25/2000
11,0.054,46,0.029042,5/25/2000
11,0.054,46,0.029042,5/25/2000
11,0.054,46,0.029042,5/25/2000
11,0.085,124,0.049958,5/26/2000
11,0.085,124,0.049958,5/26/2000
11,0.085,124,0.049958,5/26/2000
11,0.085,124,0.049958,5/26/2000
11,0.085,124,0.049958,5/26/2000
11,0.085,124,0.049958,5/26/2000
11,0.085,124,0.049958,5/26/2000
11,0.085,124,0.049958,5/26/2000
9,0.05,42,0.03575,5/27/2000
9,0.05,42,0.03575,5/27/2000
9,0.05,42,0.03575,5/27/2000
9,0.05,42,0.03575,5/27/2000
9,0.05,42,0.03575,5/27/2000
9,0.05,42,0.03575,5/27/2000
9,0.05,42,0.03575,5/27/2000
9,0.05,42,0.03575,5/27/2000
12,0.047,40,0.029125,5/28/2000
12,0.047,40,0.029125,5/28/2000
12,0.047,40,0.029125,5/28/2000
12,0.047,40,0.029125,5/28/2000
12,0.047,40,0.029125,5/28/2000
12,0.047,40,0.029125,5/28/2000
12,0.047,40,0.029125,5/28/2000
12,0.047,40,0.029125,5/28/2000
10,0.049,42,0.033708,5/29/2000
10,0.049,42,0.033708,5/29/2000
10,0.049,42,0.033708,5/29/2000
10,0.049,42,0.033708,5/29/2000
10,0.049,42,0.033708,5/29/2000
10,0.049,42,0.033708,5/29/2000
10,0.049,42,0.033708,5/29/2000
10,0.049,42,0.033708,5/29/2000
12,0.049,42,0.031292,5/30/2000
12,0.049,42,0.031292,5/30/2000
12,0.049,42,0.031292,5/30/2000
12,0.049,42,0.031292,5/30/2000
12,0.049,42,0.031292,5/30/2000
12,0.049,42,0.031292,5/30/2000
12,0.049,42,0.031292,5/30/2000
12,0.049,42,0.031292,5/30/2000
11,0.069,80,0.033667,5/31/2000
11,0.069,80,0.033667,5/31/2000
11,0.069,80,0.033667,5/31/2000
11,0.069,80,0.033667,5/31/2000
11,0.069,80,0.033667,5/31/2000
11,0.069,80,0.033667,5/31/2000
11,0.069,80,0.033667,5/31/2000
11,0.069,80,0.033667,5/31/2000
11,0.126,205,0.059958,6/1/2000
11,0.126,205,0.059958,6/1/2000
11,0.126,205,0.059958,6/1/2000
11,0.126,205,0.059958,6/1/2000
11,0.126,205,0.059958,6/1/2000
11,0.126,205,0.059958,6/1/2000
11,0.126,205,0.059958,6/1/2000
11,0.126,205,0.059958,6/1/2000
10,0.107,179,0.059042,6/2/2000
10,0.107,179,0.059042,6/2/2000
10,0.107,179,0.059042,6/2/2000
10,0.107,179,0.059042,6/2/2000
10,0.107,179,0.059042,6/2/2000
10,0.107,179,0.059042,6/2/2000
10,0.107,179,0.059042,6/2/2000
10,0.107,179,0.059042,6/2/2000
9,0.092,142,0.060417,6/3/2000
9,0.092,142,0.060417,6/3/2000
9,0.092,142,0.060417,6/3/2000
9,0.092,142,0.060417,6/3/2000
9,0.092,142,0.060417,6/3/2000
9,0.092,142,0.060417,6/3/2000
9,0.092,142,0.060417,6/3/2000
9,0.092,142,0.060417,6/3/2000
0,0.044,37,0.034583,6/4/2000
0,0.044,37,0.034583,6/4/2000
0,0.044,37,0.034583,6/4/2000
0,0.044,37,0.034583,6/4/2000
0,0.044,37,0.034583,6/4/2000
0,0.044,37,0.034583,6/4/2000
0,0.044,37,0.034583,6/4/2000
0,0.044,37,0.034583,6/4/2000
10,0.034,29,0.022708,6/5/2000
10,0.034,29,0.022708,6/5/2000
10,0.034,29,0.022708,6/5/2000
10,0.034,29,0.022708,6/5/2000
10,0.034,29,0.022708,6/5/2000
10,0.034,29,0.022708,6/5/2000
10,0.034,29,0.022708,6/5/2000
10,0.034,29,0.022708,6/5/2000
10,0.055,47,0.035,6/6/2000
10,0.055,47,0.035,6/6/2000
10,0.055,47,0.035,6/6/2000
10,0.055,47,0.035,6/6/2000
10,0.055,47,0.035,6/6/2000
10,0.055,47,0.035,6/6/2000
10,0.055,47,0.035,6/6/2000
10,0.055,47,0.035,6/6/2000
10,0.061,54,0.035778,6/7/2000
10,0.061,54,0.035778,6/7/2000
10,0.061,54,0.035778,6/7/2000
10,0.061,54,0.035778,6/7/2000
10,0.061,54,0.035778,6/7/2000
10,0.061,54,0.035778,6/7/2000
10,0.061,54,0.035778,6/7/2000
10,0.061,54,0.035778,6/7/2000
11,0.078,106,0.048083,6/8/2000
11,0.078,106,0.048083,6/8/2000
11,0.078,106,0.048083,6/8/2000
11,0.078,106,0.048083,6/8/2000
11,0.078,106,0.048083,6/8/2000
11,0.078,106,0.048083,6/8/2000
11,0.078,106,0.048083,6/8/2000
11,0.078,106,0.048083,6/8/2000
12,0.087,129,0.053875,6/9/2000
12,0.087,129,0.053875,6/9/2000
12,0.087,129,0.053875,6/9/2000
12,0.087,129,0.053875,6/9/2000
12,0.087,129,0.053875,6/9/2000
12,0.087,129,0.053875,6/9/2000
12,0.087,129,0.053875,6/9/2000
12,0.087,129,0.053875,6/9/2000
10,0.081,114,0.058583,6/10/2000
10,0.081,114,0.058583,6/10/2000
10,0.081,114,0.058583,6/10/2000
10,0.081,114,0.058583,6/10/2000
10,0.081,114,0.058583,6/10/2000
10,0.081,114,0.058583,6/10/2000
10,0.081,114,0.058583,6/10/2000
10,0.081,114,0.058583,6/10/2000
17,0.047,40,0.043,6/11/2000
17,0.047,40,0.043,6/11/2000
17,0.047,40,0.043,6/11/2000
17,0.047,40,0.043,6/11/2000
17,0.047,40,0.043,6/11/2000
17,0.047,40,0.043,6/11/2000
17,0.047,40,0.043,6/11/2000
17,0.047,40,0.043,6/11/2000
11,0.099,159,0.057208,6/12/2000
11,0.099,159,0.057208,6/12/2000
11,0.099,159,0.057208,6/12/2000
11,0.099,159,0.057208,6/12/2000
11,0.099,159,0.057208,6/12/2000
11,0.099,159,0.057208,6/12/2000
11,0.099,159,0.057208,6/12/2000
11,0.099,159,0.057208,6/12/2000
9,0.074,97,0.04575,6/13/2000
9,0.074,97,0.04575,6/13/2000
9,0.074,97,0.04575,6/13/2000
9,0.074,97,0.04575,6/13/2000
9,0.074,97,0.04575,6/13/2000
9,0.074,97,0.04575,6/13/2000
9,0.074,97,0.04575,6/13/2000
9,0.074,97,0.04575,6/13/2000
9,0.055,47,0.038583,6/14/2000
9,0.055,47,0.038583,6/14/2000
9,0.055,47,0.038583,6/14/2000
9,0.055,47,0.038583,6/14/2000
9,0.055,47,0.038583,6/14/2000
9,0.055,47,0.038583,6/14/2000
9,0.055,47,0.038583,6/14/2000
9,0.055,47,0.038583,6/14/2000
9,0.059,50,0.037958,6/15/2000
9,0.059,50,0.037958,6/15/2000
9,0.059,50,0.037958,6/15/2000
9,0.059,50,0.037958,6/15/2000
9,0.059,50,0.037958,6/15/2000
9,0.059,50,0.037958,6/15/2000
9,0.059,50,0.037958,6/15/2000
9,0.059,50,0.037958,6/15/2000
12,0.049,42,0.034792,6/16/2000
12,0.049,42,0.034792,6/16/2000
12,0.049,42,0.034792,6/16/2000
12,0.049,42,0.034792,6/16/2000
12,0.049,42,0.034792,6/16/2000
12,0.049,42,0.034792,6/16/2000
12,0.049,42,0.034792,6/16/2000
12,0.049,42,0.034792,6/16/2000
10,0.047,40,0.036375,6/17/2000
10,0.047,40,0.036375,6/17/2000
10,0.047,40,0.036375,6/17/2000
10,0.047,40,0.036375,6/17/2000
10,0.047,40,0.036375,6/17/2000
10,0.047,40,0.036375,6/17/2000
10,0.047,40,0.036375,6/17/2000
10,0.047,40,0.036375,6/17/2000
9,0.043,36,0.02975,6/18/2000
9,0.043,36,0.02975,6/18/2000
9,0.043,36,0.02975,6/18/2000
9,0.043,36,0.02975,6/18/2000
9,0.043,36,0.02975,6/18/2000
9,0.043,36,0.02975,6/18/2000
9,0.043,36,0.02975,6/18/2000
9,0.043,36,0.02975,6/18/2000
11,0.03,25,0.02,6/19/2000
11,0.03,25,0.02,6/19/2000
11,0.03,25,0.02,6/19/2000
11,0.03,25,0.02,6/19/2000
11,0.03,25,0.02,6/19/2000
11,0.03,25,0.02,6/19/2000
11,0.03,25,0.02,6/19/2000
11,0.03,25,0.02,6/19/2000
12,0.05,42,0.032292,6/20/2000
12,0.05,42,0.032292,6/20/2000
12,0.05,42,0.032292,6/20/2000
12,0.05,42,0.032292,6/20/2000
12,0.05,42,0.032292,6/20/2000
12,0.05,42,0.032292,6/20/2000
12,0.05,42,0.032292,6/20/2000
12,0.05,42,0.032292,6/20/2000
10,0.062,58,0.046167,6/21/2000
10,0.062,58,0.046167,6/21/2000
10,0.062,58,0.046167,6/21/2000
10,0.062,58,0.046167,6/21/2000
10,0.062,58,0.046167,6/21/2000
10,0.062,58,0.046167,6/21/2000
10,0.062,58,0.046167,6/21/2000
10,0.062,58,0.046167,6/21/2000
10,0.061,54,0.031125,6/22/2000
10,0.061,54,0.031125,6/22/2000
10,0.061,54,0.031125,6/22/2000
10,0.061,54,0.031125,6/22/2000
10,0.061,54,0.031125,6/22/2000
10,0.061,54,0.031125,6/22/2000
10,0.061,54,0.031125,6/22/2000
10,0.061,54,0.031125,6/22/2000
10,0.078,106,0.038542,6/23/2000
10,0.078,106,0.038542,6/23/2000
10,0.078,106,0.038542,6/23/2000
10,0.078,106,0.038542,6/23/2000
10,0.078,106,0.038542,6/23/2000
10,0.078,106,0.038542,6/23/2000
10,0.078,106,0.038542,6/23/2000
10,0.078,106,0.038542,6/23/2000
10,0.082,116,0.054125,6/24/2000
10,0.082,116,0.054125,6/24/2000
10,0.082,116,0.054125,6/24/2000
10,0.082,116,0.054125,6/24/2000
10,0.082,116,0.054125,6/24/2000
10,0.082,116,0.054125,6/24/2000
10,0.082,116,0.054125,6/24/2000
10,0.082,116,0.054125,6/24/2000
10,0.067,74,0.048125,6/25/2000
10,0.067,74,0.048125,6/25/2000
10,0.067,74,0.048125,6/25/2000
10,0.067,74,0.048125,6/25/2000
10,0.067,74,0.048125,6/25/2000
10,0.067,74,0.048125,6/25/2000
10,0.067,74,0.048125,6/25/2000
10,0.067,74,0.048125,6/25/2000
10,0.067,74,0.044375,6/26/2000
10,0.067,74,0.044375,6/26/2000
10,0.067,74,0.044375,6/26/2000
10,0.067,74,0.044375,6/26/2000
10,0.067,74,0.044375,6/26/2000
10,0.067,74,0.044375,6/26/2000
10,0.067,74,0.044375,6/26/2000
10,0.067,74,0.044375,6/26/2000
10,0.053,45,0.037542,6/27/2000
10,0.053,45,0.037542,6/27/2000
10,0.053,45,0.037542,6/27/2000
10,0.053,45,0.037542,6/27/2000
10,0.053,45,0.037542,6/27/2000
10,0.053,45,0.037542,6/27/2000
10,0.053,45,0.037542,6/27/2000
10,0.053,45,0.037542,6/27/2000
9,0.045,38,0.023,6/28/2000
9,0.045,38,0.023,6/28/2000
9,0.045,38,0.023,6/28/2000
9,0.045,38,0.023,6/28/2000
9,0.045,38,0.023,6/28/2000
9,0.045,38,0.023,6/28/2000
9,0.045,38,0.023,6/28/2000
9,0.045,38,0.023,6/28/2000
11,0.031,26,0.015667,6/29/2000
11,0.031,26,0.015667,6/29/2000
11,0.031,26,0.015667,6/29/2000
11,0.031,26,0.015667,6/29/2000
11,0.031,26,0.015667,6/29/2000
11,0.031,26,0.015667,6/29/2000
11,0.031,26,0.015667,6/29/2000
11,0.031,26,0.015667,6/29/2000
11,0.072,90,0.035625,6/30/2000
11,0.072,90,0.035625,6/30/2000
11,0.072,90,0.035625,6/30/2000
11,0.072,90,0.035625,6/30/2000
11,0.072,90,0.035625,6/30/2000
11,0.072,90,0.035625,6/30/2000
11,0.072,90,0.035625,6/30/2000
11,0.072,90,0.035625,6/30/2000
10,0.086,127,0.051292,7/1/2000
10,0.086,127,0.051292,7/1/2000
10,0.086,127,0.051292,7/1/2000
10,0.086,127,0.051292,7/1/2000
10,0.086,127,0.051292,7/1/2000
10,0.086,127,0.051292,7/1/2000
10,0.086,127,0.051292,7/1/2000
10,0.086,127,0.051292,7/1/2000
9,0.078,106,0.054917,7/2/2000
9,0.078,106,0.054917,7/2/2000
9,0.078,106,0.054917,7/2/2000
9,0.078,106,0.054917,7/2/2000
9,0.078,106,0.054917,7/2/2000
9,0.078,106,0.054917,7/2/2000
9,0.078,106,0.054917,7/2/2000
9,0.078,106,0.054917,7/2/2000
11,0.069,80,0.054833,7/3/2000
11,0.069,80,0.054833,7/3/2000
11,0.069,80,0.054833,7/3/2000
11,0.069,80,0.054833,7/3/2000
11,0.069,80,0.054833,7/3/2000
11,0.069,80,0.054833,7/3/2000
11,0.069,80,0.054833,7/3/2000
11,0.069,80,0.054833,7/3/2000
11,0.079,109,0.0515,7/4/2000
11,0.079,109,0.0515,7/4/2000
11,0.079,109,0.0515,7/4/2000
11,0.079,109,0.0515,7/4/2000
