O3 1st Max Hour,O3 1st Max Value,O3 AQI,O3 Mean,Date Local
10,0.048,41,0.02425,10/21/2010
10,0.048,41,0.02425,10/21/2010
10,0.048,41,0.02425,10/21/2010
10,0.048,41,0.02425,10/21/2010
10,0.048,41,0.02425,10/21/2010
10,0.048,41,0.02425,10/21/2010
10,0.048,41,0.02425,10/21/2010
9,0.041,35,0.019792,10/22/2010
9,0.041,35,0.019792,10/22/2010
9,0.041,35,0.019792,10/22/2010
9,0.041,35,0.019792,10/22/2010
9,0.041,35,0.019792,10/22/2010
9,0.041,35,0.019792,10/22/2010
9,0.041,35,0.019792,10/22/2010
9,0.041,35,0.019792,10/22/2010
10,0.051,43,0.022292,10/23/2010
10,0.051,43,0.022292,10/23/2010
10,0.051,43,0.022292,10/23/2010
10,0.051,43,0.022292,10/23/2010
10,0.051,43,0.022292,10/23/2010
10,0.051,43,0.022292,10/23/2010
10,0.051,43,0.022292,10/23/2010
10,0.051,43,0.022292,10/23/2010
10,0.048,41,0.028625,10/24/2010
10,0.048,41,0.028625,10/24/2010
10,0.048,41,0.028625,10/24/2010
10,0.048,41,0.028625,10/24/2010
10,0.048,41,0.028625,10/24/2010
10,0.048,41,0.028625,10/24/2010
10,0.048,41,0.028625,10/24/2010
10,0.048,41,0.028625,10/24/2010
0,0.026,22,0.016833,10/25/2010
0,0.026,22,0.016833,10/25/2010
0,0.026,22,0.016833,10/25/2010
0,0.026,22,0.016833,10/25/2010
0,0.026,22,0.016833,10/25/2010
0,0.026,22,0.016833,10/25/2010
0,0.026,22,0.016833,10/25/2010
0,0.026,22,0.016833,10/25/2010
16,0.02,17,0.015333,10/26/2010
16,0.02,17,0.015333,10/26/2010
16,0.02,17,0.015333,10/26/2010
16,0.02,17,0.015333,10/26/2010
16,0.02,17,0.015333,10/26/2010
16,0.02,17,0.015333,10/26/2010
16,0.02,17,0.015333,10/26/2010
16,0.02,17,0.015333,10/26/2010
10,0.018,15,0.014375,10/27/2010
10,0.018,15,0.014375,10/27/2010
10,0.018,15,0.014375,10/27/2010
10,0.018,15,0.014375,10/27/2010
10,0.018,15,0.014375,10/27/2010
10,0.018,15,0.014375,10/27/2010
10,0.018,15,0.014375,10/27/2010
10,0.018,15,0.014375,10/27/2010
13,0.033,28,0.021417,10/28/2010
13,0.033,28,0.021417,10/28/2010
13,0.033,28,0.021417,10/28/2010
13,0.033,28,0.021417,10/28/2010
13,0.033,28,0.021417,10/28/2010
13,0.033,28,0.021417,10/28/2010
13,0.033,28,0.021417,10/28/2010
13,0.033,28,0.021417,10/28/2010
9,0.031,26,0.016792,10/29/2010
9,0.031,26,0.016792,10/29/2010
9,0.031,26,0.016792,10/29/2010
9,0.031,26,0.016792,10/29/2010
9,0.031,26,0.016792,10/29/2010
9,0.031,26,0.016792,10/29/2010
9,0.031,26,0.016792,10/29/2010
9,0.031,26,0.016792,10/29/2010
10,0.038,32,0.027,10/30/2010
10,0.038,32,0.027,10/30/2010
10,0.038,32,0.027,10/30/2010
10,0.038,32,0.027,10/30/2010
10,0.038,32,0.027,10/30/2010
10,0.038,32,0.027,10/30/2010
10,0.038,32,0.027,10/30/2010
10,0.038,32,0.027,10/30/2010
10,0.046,39,0.026333,10/31/2010
10,0.046,39,0.026333,10/31/2010
10,0.046,39,0.026333,10/31/2010
10,0.046,39,0.026333,10/31/2010
10,0.046,39,0.026333,10/31/2010
10,0.046,39,0.026333,10/31/2010
10,0.046,39,0.026333,10/31/2010
10,0.046,39,0.026333,10/31/2010
9,0.038,32,0.029292,11/1/2010
9,0.038,32,0.029292,11/1/2010
9,0.038,32,0.029292,11/1/2010
9,0.038,32,0.029292,11/1/2010
9,0.038,32,0.029292,11/1/2010
9,0.038,32,0.029292,11/1/2010
9,0.038,32,0.029292,11/1/2010
9,0.038,32,0.029292,11/1/2010
9,0.028,24,0.019958,11/2/2010
9,0.028,24,0.019958,11/2/2010
9,0.028,24,0.019958,11/2/2010
9,0.028,24,0.019958,11/2/2010
9,0.028,24,0.019958,11/2/2010
9,0.028,24,0.019958,11/2/2010
9,0.028,24,0.019958,11/2/2010
9,0.028,24,0.019958,11/2/2010
9,0.013,11,0.009958,11/3/2010
9,0.013,11,0.009958,11/3/2010
9,0.013,11,0.009958,11/3/2010
9,0.013,11,0.009958,11/3/2010
9,0.013,11,0.009958,11/3/2010
9,0.013,11,0.009958,11/3/2010
9,0.013,11,0.009958,11/3/2010
9,0.013,11,0.009958,11/3/2010
11,0.018,15,0.010667,11/4/2010
11,0.018,15,0.010667,11/4/2010
11,0.018,15,0.010667,11/4/2010
11,0.018,15,0.010667,11/4/2010
11,0.018,15,0.010667,11/4/2010
11,0.018,15,0.010667,11/4/2010
11,0.018,15,0.010667,11/4/2010
11,0.018,15,0.010667,11/4/2010
9,0.03,25,0.01625,11/5/2010
9,0.03,25,0.01625,11/5/2010
9,0.03,25,0.01625,11/5/2010
9,0.03,25,0.01625,11/5/2010
9,0.03,25,0.01625,11/5/2010
9,0.03,25,0.01625,11/5/2010
9,0.03,25,0.01625,11/5/2010
9,0.03,25,0.01625,11/5/2010
10,0.032,27,0.02225,11/6/2010
10,0.032,27,0.02225,11/6/2010
10,0.032,27,0.02225,11/6/2010
10,0.032,27,0.02225,11/6/2010
10,0.032,27,0.02225,11/6/2010
10,0.032,27,0.02225,11/6/2010
10,0.032,27,0.02225,11/6/2010
10,0.032,27,0.02225,11/6/2010
9,0.033,28,0.018125,11/7/2010
9,0.033,28,0.018125,11/7/2010
9,0.033,28,0.018125,11/7/2010
9,0.033,28,0.018125,11/7/2010
9,0.033,28,0.018125,11/7/2010
9,0.033,28,0.018125,11/7/2010
9,0.033,28,0.018125,11/7/2010
9,0.033,28,0.018125,11/7/2010
10,0.03,25,0.014333,11/8/2010
10,0.03,25,0.014333,11/8/2010
10,0.03,25,0.014333,11/8/2010
10,0.03,25,0.014333,11/8/2010
10,0.03,25,0.014333,11/8/2010
10,0.03,25,0.014333,11/8/2010
10,0.03,25,0.014333,11/8/2010
10,0.03,25,0.014333,11/8/2010
10,0.046,39,0.020958,11/9/2010
10,0.046,39,0.020958,11/9/2010
10,0.046,39,0.020958,11/9/2010
10,0.046,39,0.020958,11/9/2010
10,0.046,39,0.020958,11/9/2010
10,0.046,39,0.020958,11/9/2010
10,0.046,39,0.020958,11/9/2010
10,0.046,39,0.020958,11/9/2010
9,0.043,36,0.017375,11/10/2010
9,0.043,36,0.017375,11/10/2010
9,0.043,36,0.017375,11/10/2010
9,0.043,36,0.017375,11/10/2010
9,0.043,36,0.017375,11/10/2010
9,0.043,36,0.017375,11/10/2010
9,0.043,36,0.017375,11/10/2010
9,0.043,36,0.017375,11/10/2010
10,0.037,31,0.013708,11/11/2010
10,0.037,31,0.013708,11/11/2010
10,0.037,31,0.013708,11/11/2010
10,0.037,31,0.013708,11/11/2010
10,0.037,31,0.013708,11/11/2010
10,0.037,31,0.013708,11/11/2010
10,0.037,31,0.013708,11/11/2010
10,0.037,31,0.013708,11/11/2010
9,0.029,25,0.011333,11/12/2010
9,0.029,25,0.011333,11/12/2010
9,0.029,25,0.011333,11/12/2010
9,0.029,25,0.011333,11/12/2010
9,0.029,25,0.011333,11/12/2010
9,0.029,25,0.011333,11/12/2010
9,0.029,25,0.011333,11/12/2010
9,0.029,25,0.011333,11/12/2010
9,0.032,27,0.012375,11/13/2010
9,0.032,27,0.012375,11/13/2010
9,0.032,27,0.012375,11/13/2010
9,0.032,27,0.012375,11/13/2010
9,0.032,27,0.012375,11/13/2010
9,0.032,27,0.012375,11/13/2010
9,0.032,27,0.012375,11/13/2010
9,0.032,27,0.012375,11/13/2010
10,0.046,39,0.022958,11/14/2010
10,0.046,39,0.022958,11/14/2010
10,0.046,39,0.022958,11/14/2010
10,0.046,39,0.022958,11/14/2010
10,0.046,39,0.022958,11/14/2010
10,0.046,39,0.022958,11/14/2010
10,0.046,39,0.022958,11/14/2010
10,0.046,39,0.022958,11/14/2010
9,0.02,17,0.009625,11/15/2010
9,0.02,17,0.009625,11/15/2010
9,0.02,17,0.009625,11/15/2010
9,0.02,17,0.009625,11/15/2010
9,0.02,17,0.009625,11/15/2010
9,0.02,17,0.009625,11/15/2010
9,0.02,17,0.009625,11/15/2010
9,0.02,17,0.009625,11/15/2010
21,0.031,26,0.024083,11/16/2010
21,0.031,26,0.024083,11/16/2010
21,0.031,26,0.024083,11/16/2010
21,0.031,26,0.024083,11/16/2010
21,0.031,26,0.024083,11/16/2010
21,0.031,26,0.024083,11/16/2010
21,0.031,26,0.024083,11/16/2010
21,0.031,26,0.024083,11/16/2010
9,0.038,32,0.019667,11/17/2010
9,0.038,32,0.019667,11/17/2010
9,0.038,32,0.019667,11/17/2010
9,0.038,32,0.019667,11/17/2010
9,0.038,32,0.019667,11/17/2010
9,0.038,32,0.019667,11/17/2010
9,0.038,32,0.019667,11/17/2010
9,0.038,32,0.019667,11/17/2010
9,0.029,25,0.010958,11/18/2010
9,0.029,25,0.010958,11/18/2010
9,0.029,25,0.010958,11/18/2010
9,0.029,25,0.010958,11/18/2010
9,0.029,25,0.010958,11/18/2010
9,0.029,25,0.010958,11/18/2010
9,0.029,25,0.010958,11/18/2010
9,0.029,25,0.010958,11/18/2010
10,0.036,31,0.017083,11/19/2010
10,0.036,31,0.017083,11/19/2010
10,0.036,31,0.017083,11/19/2010
10,0.036,31,0.017083,11/19/2010
10,0.036,31,0.017083,11/19/2010
10,0.036,31,0.017083,11/19/2010
10,0.036,31,0.017083,11/19/2010
10,0.036,31,0.017083,11/19/2010
10,0.047,40,0.020708,11/20/2010
10,0.047,40,0.020708,11/20/2010
10,0.047,40,0.020708,11/20/2010
10,0.047,40,0.020708,11/20/2010
10,0.047,40,0.020708,11/20/2010
10,0.047,40,0.020708,11/20/2010
10,0.047,40,0.020708,11/20/2010
10,0.047,40,0.020708,11/20/2010
10,0.045,38,0.017042,11/21/2010
10,0.045,38,0.017042,11/21/2010
10,0.045,38,0.017042,11/21/2010
10,0.045,38,0.017042,11/21/2010
10,0.045,38,0.017042,11/21/2010
10,0.045,38,0.017042,11/21/2010
10,0.045,38,0.017042,11/21/2010
10,0.045,38,0.017042,11/21/2010
11,0.03,25,0.01975,11/22/2010
11,0.03,25,0.01975,11/22/2010
11,0.03,25,0.01975,11/22/2010
11,0.03,25,0.01975,11/22/2010
11,0.03,25,0.01975,11/22/2010
11,0.03,25,0.01975,11/22/2010
11,0.03,25,0.01975,11/22/2010
11,0.03,25,0.01975,11/22/2010
10,0.028,24,0.017333,11/23/2010
10,0.028,24,0.017333,11/23/2010
10,0.028,24,0.017333,11/23/2010
10,0.028,24,0.017333,11/23/2010
10,0.028,24,0.017333,11/23/2010
10,0.028,24,0.017333,11/23/2010
10,0.028,24,0.017333,11/23/2010
10,0.028,24,0.017333,11/23/2010
9,0.033,28,0.019208,11/24/2010
9,0.033,28,0.019208,11/24/2010
9,0.033,28,0.019208,11/24/2010
9,0.033,28,0.019208,11/24/2010
9,0.033,28,0.019208,11/24/2010
9,0.033,28,0.019208,11/24/2010
9,0.033,28,0.019208,11/24/2010
9,0.033,28,0.019208,11/24/2010
23,0.024,20,0.014,11/25/2010
23,0.024,20,0.014,11/25/2010
23,0.024,20,0.014,11/25/2010
23,0.024,20,0.014,11/25/2010
23,0.024,20,0.014,11/25/2010
23,0.024,20,0.014,11/25/2010
23,0.024,20,0.014,11/25/2010
23,0.024,20,0.014,11/25/2010
19,0.032,27,0.025958,11/26/2010
19,0.032,27,0.025958,11/26/2010
19,0.032,27,0.025958,11/26/2010
19,0.032,27,0.025958,11/26/2010
19,0.032,27,0.025958,11/26/2010
19,0.032,27,0.025958,11/26/2010
19,0.032,27,0.025958,11/26/2010
19,0.032,27,0.025958,11/26/2010
9,0.036,31,0.025167,11/27/2010
9,0.036,31,0.025167,11/27/2010
9,0.036,31,0.025167,11/27/2010
9,0.036,31,0.025167,11/27/2010
9,0.036,31,0.025167,11/27/2010
9,0.036,31,0.025167,11/27/2010
9,0.036,31,0.025167,11/27/2010
9,0.036,31,0.025167,11/27/2010
9,0.03,25,0.01675,11/28/2010
9,0.03,25,0.01675,11/28/2010
9,0.03,25,0.01675,11/28/2010
9,0.03,25,0.01675,11/28/2010
9,0.03,25,0.01675,11/28/2010
9,0.03,25,0.01675,11/28/2010
9,0.03,25,0.01675,11/28/2010
9,0.03,25,0.01675,11/28/2010
12,0.023,19,0.016,11/29/2010
12,0.023,19,0.016,11/29/2010
12,0.023,19,0.016,11/29/2010
12,0.023,19,0.016,11/29/2010
12,0.023,19,0.016,11/29/2010
12,0.023,19,0.016,11/29/2010
12,0.023,19,0.016,11/29/2010
12,0.023,19,0.016,11/29/2010
22,0.029,25,0.02125,11/30/2010
22,0.029,25,0.02125,11/30/2010
22,0.029,25,0.02125,11/30/2010
22,0.029,25,0.02125,11/30/2010
22,0.029,25,0.02125,11/30/2010
22,0.029,25,0.02125,11/30/2010
22,0.029,25,0.02125,11/30/2010
22,0.029,25,0.02125,11/30/2010
0,0.028,24,0.018958,12/1/2010
0,0.028,24,0.018958,12/1/2010
0,0.028,24,0.018958,12/1/2010
0,0.028,24,0.018958,12/1/2010
0,0.028,24,0.018958,12/1/2010
0,0.028,24,0.018958,12/1/2010
0,0.028,24,0.018958,12/1/2010
0,0.028,24,0.018958,12/1/2010
9,0.026,22,0.008944,12/2/2010
9,0.026,22,0.008944,12/2/2010
9,0.026,22,0.008944,12/2/2010
9,0.026,22,0.008944,12/2/2010
9,0.026,22,0.008944,12/2/2010
9,0.026,22,0.008944,12/2/2010
9,0.026,22,0.008944,12/2/2010
9,0.026,22,0.008944,12/2/2010
8,0.029,25,0.015059,12/3/2010
8,0.029,25,0.015059,12/3/2010
8,0.029,25,0.015059,12/3/2010
8,0.029,25,0.015059,12/3/2010
8,0.029,25,0.015059,12/3/2010
8,0.029,25,0.015059,12/3/2010
8,0.029,25,0.015059,12/3/2010
8,0.029,25,0.015059,12/3/2010
6,0.023,19,0.016042,12/4/2010
6,0.023,19,0.016042,12/4/2010
6,0.023,19,0.016042,12/4/2010
6,0.023,19,0.016042,12/4/2010
6,0.023,19,0.016042,12/4/2010
6,0.023,19,0.016042,12/4/2010
6,0.023,19,0.016042,12/4/2010
6,0.023,19,0.016042,12/4/2010
11,0.032,27,0.020333,12/5/2010
11,0.032,27,0.020333,12/5/2010
11,0.032,27,0.020333,12/5/2010
11,0.032,27,0.020333,12/5/2010
11,0.032,27,0.020333,12/5/2010
11,0.032,27,0.020333,12/5/2010
11,0.032,27,0.020333,12/5/2010
11,0.032,27,0.020333,12/5/2010
9,0.033,28,0.024667,12/6/2010
9,0.033,28,0.024667,12/6/2010
9,0.033,28,0.024667,12/6/2010
9,0.033,28,0.024667,12/6/2010
9,0.033,28,0.024667,12/6/2010
9,0.033,28,0.024667,12/6/2010
9,0.033,28,0.024667,12/6/2010
9,0.033,28,0.024667,12/6/2010
10,0.03,25,0.019125,12/7/2010
10,0.03,25,0.019125,12/7/2010
10,0.03,25,0.019125,12/7/2010
10,0.03,25,0.019125,12/7/2010
10,0.03,25,0.019125,12/7/2010
10,0.03,25,0.019125,12/7/2010
10,0.03,25,0.019125,12/7/2010
10,0.03,25,0.019125,12/7/2010
9,0.023,19,0.011625,12/8/2010
9,0.023,19,0.011625,12/8/2010
9,0.023,19,0.011625,12/8/2010
9,0.023,19,0.011625,12/8/2010
9,0.023,19,0.011625,12/8/2010
9,0.023,19,0.011625,12/8/2010
9,0.023,19,0.011625,12/8/2010
9,0.023,19,0.011625,12/8/2010
9,0.028,24,0.012875,12/9/2010
9,0.028,24,0.012875,12/9/2010
9,0.028,24,0.012875,12/9/2010
9,0.028,24,0.012875,12/9/2010
9,0.028,24,0.012875,12/9/2010
9,0.028,24,0.012875,12/9/2010
9,0.028,24,0.012875,12/9/2010
9,0.028,24,0.012875,12/9/2010
9,0.026,22,0.012,12/10/2010
9,0.026,22,0.012,12/10/2010
9,0.026,22,0.012,12/10/2010
9,0.026,22,0.012,12/10/2010
9,0.026,22,0.012,12/10/2010
9,0.026,22,0.012,12/10/2010
9,0.026,22,0.012,12/10/2010
9,0.026,22,0.012,12/10/2010
13,0.029,25,0.018708,12/11/2010
13,0.029,25,0.018708,12/11/2010
13,0.029,25,0.018708,12/11/2010
13,0.029,25,0.018708,12/11/2010
13,0.029,25,0.018708,12/11/2010
13,0.029,25,0.018708,12/11/2010
13,0.029,25,0.018708,12/11/2010
13,0.029,25,0.018708,12/11/2010
9,0.024,20,0.02025,12/12/2010
9,0.024,20,0.02025,12/12/2010
9,0.024,20,0.02025,12/12/2010
9,0.024,20,0.02025,12/12/2010
9,0.024,20,0.02025,12/12/2010
9,0.024,20,0.02025,12/12/2010
9,0.024,20,0.02025,12/12/2010
9,0.024,20,0.02025,12/12/2010
8,0.028,24,0.023792,12/13/2010
8,0.028,24,0.023792,12/13/2010
8,0.028,24,0.023792,12/13/2010
8,0.028,24,0.023792,12/13/2010
8,0.028,24,0.023792,12/13/2010
8,0.028,24,0.023792,12/13/2010
8,0.028,24,0.023792,12/13/2010
8,0.028,24,0.023792,12/13/2010
9,0.03,25,0.01975,12/14/2010
9,0.03,25,0.01975,12/14/2010
9,0.03,25,0.01975,12/14/2010
9,0.03,25,0.01975,12/14/2010
9,0.03,25,0.01975,12/14/2010
9,0.03,25,0.01975,12/14/2010
9,0.03,25,0.01975,12/14/2010
9,0.03,25,0.01975,12/14/2010
9,0.029,25,0.016458,12/15/2010
9,0.029,25,0.016458,12/15/2010
9,0.029,25,0.016458,12/15/2010
9,0.029,25,0.016458,12/15/2010
9,0.029,25,0.016458,12/15/2010
9,0.029,25,0.016458,12/15/2010
9,0.029,25,0.016458,12/15/2010
9,0.029,25,0.016458,12/15/2010
0,0.019,16,0.008583,12/16/2010
0,0.019,16,0.008583,12/16/2010
0,0.019,16,0.008583,12/16/2010
0,0.019,16,0.008583,12/16/2010
0,0.019,16,0.008583,12/16/2010
0,0.019,16,0.008583,12/16/2010
0,0.019,16,0.008583,12/16/2010
0,0.019,16,0.008583,12/16/2010
10,0.021,18,0.010833,12/17/2010
10,0.021,18,0.010833,12/17/2010
10,0.021,18,0.010833,12/17/2010
10,0.021,18,0.010833,12/17/2010
10,0.021,18,0.010833,12/17/2010
10,0.021,18,0.010833,12/17/2010
10,0.021,18,0.010833,12/17/2010
10,0.021,18,0.010833,12/17/2010
8,0.013,11,0.00925,12/18/2010
8,0.013,11,0.00925,12/18/2010
8,0.013,11,0.00925,12/18/2010
8,0.013,11,0.00925,12/18/2010
8,0.013,11,0.00925,12/18/2010
8,0.013,11,0.00925,12/18/2010
8,0.013,11,0.00925,12/18/2010
8,0.013,11,0.00925,12/18/2010
9,0.024,20,0.018333,12/19/2010
9,0.024,20,0.018333,12/19/2010
9,0.024,20,0.018333,12/19/2010
9,0.024,20,0.018333,12/19/2010
9,0.024,20,0.018333,12/19/2010
9,0.024,20,0.018333,12/19/2010
9,0.024,20,0.018333,12/19/2010
9,0.024,20,0.018333,12/19/2010
9,0.027,23,0.012042,12/20/2010
9,0.027,23,0.012042,12/20/2010
9,0.027,23,0.012042,12/20/2010
9,0.027,23,0.012042,12/20/2010
9,0.027,23,0.012042,12/20/2010
9,0.027,23,0.012042,12/20/2010
9,0.027,23,0.012042,12/20/2010
9,0.027,23,0.012042,12/20/2010
8,0.014,12,0.005333,12/21/2010
8,0.014,12,0.005333,12/21/2010
8,0.014,12,0.005333,12/21/2010
8,0.014,12,0.005333,12/21/2010
8,0.014,12,0.005333,12/21/2010
8,0.014,12,0.005333,12/21/2010
8,0.014,12,0.005333,12/21/2010
8,0.014,12,0.005333,12/21/2010
14,0.025,21,0.0145,12/22/2010
14,0.025,21,0.0145,12/22/2010
14,0.025,21,0.0145,12/22/2010
14,0.025,21,0.0145,12/22/2010
14,0.025,21,0.0145,12/22/2010
14,0.025,21,0.0145,12/22/2010
14,0.025,21,0.0145,12/22/2010
14,0.025,21,0.0145,12/22/2010
10,0.033,28,0.024542,12/23/2010
10,0.033,28,0.024542,12/23/2010
10,0.033,28,0.024542,12/23/2010
10,0.033,28,0.024542,12/23/2010
10,0.033,28,0.024542,12/23/2010
10,0.033,28,0.024542,12/23/2010
10,0.033,28,0.024542,12/23/2010
10,0.033,28,0.024542,12/23/2010
10,0.029,25,0.012125,12/24/2010
10,0.029,25,0.012125,12/24/2010
10,0.029,25,0.012125,12/24/2010
10,0.029,25,0.012125,12/24/2010
10,0.029,25,0.012125,12/24/2010
10,0.029,25,0.012125,12/24/2010
10,0.029,25,0.012125,12/24/2010
10,0.029,25,0.012125,12/24/2010
8,0.02,17,0.013958,12/25/2010
8,0.02,17,0.013958,12/25/2010
8,0.02,17,0.013958,12/25/2010
8,0.02,17,0.013958,12/25/2010
8,0.02,17,0.013958,12/25/2010
8,0.02,17,0.013958,12/25/2010
8,0.02,17,0.013958,12/25/2010
8,0.02,17,0.013958,12/25/2010
23,0.03,25,0.024667,12/26/2010
23,0.03,25,0.024667,12/26/2010
23,0.03,25,0.024667,12/26/2010
23,0.03,25,0.024667,12/26/2010
23,0.03,25,0.024667,12/26/2010
23,0.03,25,0.024667,12/26/2010
23,0.03,25,0.024667,12/26/2010
23,0.03,25,0.024667,12/26/2010
9,0.035,30,0.029125,12/27/2010
9,0.035,30,0.029125,12/27/2010
9,0.035,30,0.029125,12/27/2010
9,0.035,30,0.029125,12/27/2010
9,0.035,30,0.029125,12/27/2010
9,0.035,30,0.029125,12/27/2010
9,0.035,30,0.029125,12/27/2010
9,0.035,30,0.029125,12/27/2010
10,0.033,28,0.013792,12/28/2010
10,0.033,28,0.013792,12/28/2010
10,0.033,28,0.013792,12/28/2010
10,0.033,28,0.013792,12/28/2010
10,0.033,28,0.013792,12/28/2010
10,0.033,28,0.013792,12/28/2010
10,0.033,28,0.013792,12/28/2010
10,0.033,28,0.013792,12/28/2010
9,0.031,26,0.01275,12/29/2010
9,0.031,26,0.01275,12/29/2010
9,0.031,26,0.01275,12/29/2010
9,0.031,26,0.01275,12/29/2010
9,0.031,26,0.01275,12/29/2010
9,0.031,26,0.01275,12/29/2010
9,0.031,26,0.01275,12/29/2010
9,0.031,26,0.01275,12/29/2010
9,0.019,16,0.008708,12/30/2010
9,0.019,16,0.008708,12/30/2010
9,0.019,16,0.008708,12/30/2010
9,0.019,16,0.008708,12/30/2010
9,0.019,16,0.008708,12/30/2010
9,0.019,16,0.008708,12/30/2010
9,0.019,16,0.008708,12/30/2010
9,0.019,16,0.008708,12/30/2010
10,0.02,17,0.009333,12/31/2010
10,0.02,17,0.009333,12/31/2010
10,0.02,17,0.009333,12/31/2010
10,0.02,17,0.009333,12/31/2010
10,0.02,17,0.009333,12/31/2010
10,0.02,17,0.009333,12/31/2010
10,0.02,17,0.009333,12/31/2010
10,0.02,17,0.009333,12/31/2010
23,0.023,19,0.014667,1/1/2011
23,0.023,19,0.014667,1/1/2011
23,0.023,19,0.014667,1/1/2011
23,0.023,19,0.014667,1/1/2011
23,0.023,19,0.014667,1/1/2011
23,0.023,19,0.014667,1/1/2011
23,0.023,19,0.014667,1/1/2011
23,0.023,19,0.014667,1/1/2011
13,0.027,23,0.023125,1/2/2011
13,0.027,23,0.023125,1/2/2011
13,0.027,23,0.023125,1/2/2011
13,0.027,23,0.023125,1/2/2011
13,0.027,23,0.023125,1/2/2011
13,0.027,23,0.023125,1/2/2011
13,0.027,23,0.023125,1/2/2011
13,0.027,23,0.023125,1/2/2011
0,0.015,13,0.01225,1/3/2011
0,0.015,13,0.01225,1/3/2011
0,0.015,13,0.01225,1/3/2011
0,0.015,13,0.01225,1/3/2011
0,0.015,13,0.01225,1/3/2011
0,0.015,13,0.01225,1/3/2011
0,0.015,13,0.01225,1/3/2011
0,0.015,13,0.01225,1/3/2011
9,0.006,5,0.002,1/5/2011
9,0.006,5,0.002,1/5/2011
9,0.006,5,0.002,1/5/2011
9,0.006,5,0.002,1/5/2011
9,0.006,5,0.002,1/5/2011
9,0.006,5,0.002,1/5/2011
9,0.006,5,0.002,1/5/2011
9,0.006,5,0.002,1/5/2011
10,0.032,27,0.01725,1/6/2011
10,0.032,27,0.01725,1/6/2011
10,0.032,27,0.01725,1/6/2011
10,0.032,27,0.01725,1/6/2011
10,0.032,27,0.01725,1/6/2011
10,0.032,27,0.01725,1/6/2011
10,0.032,27,0.01725,1/6/2011
10,0.032,27,0.01725,1/6/2011
10,0.027,23,0.015333,1/7/2011
10,0.027,23,0.015333,1/7/2011
10,0.027,23,0.015333,1/7/2011
10,0.027,23,0.015333,1/7/2011
10,0.027,23,0.015333,1/7/2011
10,0.027,23,0.015333,1/7/2011
10,0.027,23,0.015333,1/7/2011
10,0.027,23,0.015333,1/7/2011
12,0.033,28,0.024375,1/8/2011
12,0.033,28,0.024375,1/8/2011
12,0.033,28,0.024375,1/8/2011
12,0.033,28,0.024375,1/8/2011
12,0.033,28,0.024375,1/8/2011
12,0.033,28,0.024375,1/8/2011
12,0.033,28,0.024375,1/8/2011
12,0.033,28,0.024375,1/8/2011
9,0.028,24,0.017917,1/9/2011
9,0.028,24,0.017917,1/9/2011
9,0.028,24,0.017917,1/9/2011
9,0.028,24,0.017917,1/9/2011
9,0.028,24,0.017917,1/9/2011
9,0.028,24,0.017917,1/9/2011
9,0.028,24,0.017917,1/9/2011
9,0.028,24,0.017917,1/9/2011
8,0.03,25,0.02675,1/10/2011
8,0.03,25,0.02675,1/10/2011
8,0.03,25,0.02675,1/10/2011
8,0.03,25,0.02675,1/10/2011
8,0.03,25,0.02675,1/10/2011
8,0.03,25,0.02675,1/10/2011
8,0.03,25,0.02675,1/10/2011
8,0.03,25,0.02675,1/10/2011
0,0.024,20,0.02075,1/11/2011
0,0.024,20,0.02075,1/11/2011
0,0.024,20,0.02075,1/11/2011
0,0.024,20,0.02075,1/11/2011
0,0.024,20,0.02075,1/11/2011
0,0.024,20,0.02075,1/11/2011
0,0.024,20,0.02075,1/11/2011
0,0.024,20,0.02075,1/11/2011
10,0.032,27,0.024542,1/12/2011
10,0.032,27,0.024542,1/12/2011
10,0.032,27,0.024542,1/12/2011
10,0.032,27,0.024542,1/12/2011
10,0.032,27,0.024542,1/12/2011
10,0.032,27,0.024542,1/12/2011
10,0.032,27,0.024542,1/12/2011
10,0.032,27,0.024542,1/12/2011
10,0.031,26,0.017708,1/13/2011
10,0.031,26,0.017708,1/13/2011
10,0.031,26,0.017708,1/13/2011
10,0.031,26,0.017708,1/13/2011
10,0.031,26,0.017708,1/13/2011
10,0.031,26,0.017708,1/13/2011
10,0.031,26,0.017708,1/13/2011
10,0.031,26,0.017708,1/13/2011
9,0.027,23,0.010625,1/14/2011
9,0.027,23,0.010625,1/14/2011
9,0.027,23,0.010625,1/14/2011
9,0.027,23,0.010625,1/14/2011
9,0.027,23,0.010625,1/14/2011
9,0.027,23,0.010625,1/14/2011
9,0.027,23,0.010625,1/14/2011
9,0.027,23,0.010625,1/14/2011
11,0.035,30,0.01725,1/15/2011
11,0.035,30,0.01725,1/15/2011
11,0.035,30,0.01725,1/15/2011
11,0.035,30,0.01725,1/15/2011
11,0.035,30,0.01725,1/15/2011
11,0.035,30,0.01725,1/15/2011
11,0.035,30,0.01725,1/15/2011
11,0.035,30,0.01725,1/15/2011
10,0.039,33,0.015292,1/16/2011
10,0.039,33,0.015292,1/16/2011
10,0.039,33,0.015292,1/16/2011
10,0.039,33,0.015292,1/16/2011
10,0.039,33,0.015292,1/16/2011
10,0.039,33,0.015292,1/16/2011
10,0.039,33,0.015292,1/16/2011
10,0.039,33,0.015292,1/16/2011
8,0.017,14,0.011375,1/17/2011
8,0.017,14,0.011375,1/17/2011
8,0.017,14,0.011375,1/17/2011
8,0.017,14,0.011375,1/17/2011
8,0.017,14,0.011375,1/17/2011
