D-AQI,DMean PM10,PM10 AQI,PM-WEIGHT,DMax NO2,NO2 AQI,NO2-WEIGHT,DMax Ozone,Ozone AQI,OZONE-WEIGHT,DMax SO2,SO2 AQI,SO2-WEIGHT,DMax CO,CO AQI,CO-WEIGHT,Year,Month,Day,Site Name,Lat,Lng,Date
,8,7,1,41,39,24,0.026,24,17,0.5,0,24,0.5,6,24,2016,02,24,Newark Firehouse,40.720989,-74.192892,2/24/2016
,6,6,1,35,33,24,0.035,32,17,0.9,0,24,0.3,3,24,2016,02,27,Newark Firehouse,40.720989,-74.192892,2/27/2016
,13,12,1,32,30,24,0.033,31,17,1,1,24,0.3,3,24,2016,03,01,Newark Firehouse,40.720989,-74.192892,3/1/2016
,19,18,1,60,57,24,0.016,15,17,2.5,3,24,1.4,16,24,2016,03,16,Newark Firehouse,40.720989,-74.192892,3/16/2016
,4,4,1,33,31,24,0.037,34,17,0.3,0,24,0.3,3,24,2016,03,19,Newark Firehouse,40.720989,-74.192892,3/19/2016
,10,9,1,33,31,21,0.04,37,17,1,1,24,0.3,3,24,2016,03,22,Newark Firehouse,40.720989,-74.192892,3/22/2016
,27,25,1,39,37,24,0.04,37,17,1.1,1,24,0.7,8,24,2016,03,25,Newark Firehouse,40.720989,-74.192892,3/25/2016
,6,6,1,33,31,24,0.04,37,17,0.2,0,23,0.4,5,24,2016,03,28,Newark Firehouse,40.720989,-74.192892,3/28/2016
,20,19,1,49,46,24,0.047,44,17,1.3,1,24,0.3,3,24,2016,03,31,Newark Firehouse,40.720989,-74.192892,3/31/2016
,4,4,1,14,13,21,0.04,37,17,0.1,0,24,0.2,2,24,2016,04,03,Newark Firehouse,40.720989,-74.192892,4/3/2016
,14,13,1,46,43,24,0.038,35,17,0.9,0,24,0.4,5,24,2016,04,06,Newark Firehouse,40.720989,-74.192892,4/6/2016
,7,6,1,39,37,24,0.035,32,17,0.8,0,24,0.6,7,24,2016,04,09,Newark Firehouse,40.720989,-74.192892,4/9/2016
,8,7,1,18,17,24,0.037,34,17,0.2,0,24,0.4,5,24,2016,04,12,Newark Firehouse,40.720989,-74.192892,4/12/2016
,33,31,1,39,37,24,0.035,32,17,1.4,1,24,0.5,6,24,2016,04,15,Newark Firehouse,40.720989,-74.192892,4/15/2016
,24,22,1,45,42,24,0.054,50,17,3.8,4,23,0.7,8,24,2016,04,18,Newark Firehouse,40.720989,-74.192892,4/18/2016
,21,19,1,31,29,24,0.056,54,17,0.8,0,24,0.3,3,24,2016,04,21,Newark Firehouse,40.720989,-74.192892,4/21/2016
,11,10,1,48,45,21,0.047,44,17,1.7,1,24,0.4,5,24,2016,04,24,Newark Firehouse,40.720989,-74.192892,4/24/2016
,12,11,1,22,21,24,0.025,23,17,0.6,0,24,0.3,3,24,2016,04,27,Newark Firehouse,40.720989,-74.192892,4/27/2016
,11,10,1,23,22,24,0.044,41,17,0.8,0,24,0.3,3,24,2016,04,30,Newark Firehouse,40.720989,-74.192892,4/30/2016
,11,10,1,36,34,24,0.015,14,17,0.7,0,24,0.7,8,24,2016,05,03,Newark Firehouse,40.720989,-74.192892,5/3/2016
,8,7,1,22,21,24,0.015,14,17,0.2,0,24,0.3,3,24,2016,05,06,Newark Firehouse,40.720989,-74.192892,5/6/2016
,15,14,1,31,29,24,0.046,43,17,0.8,0,23,0.8,9,24,2016,05,09,Newark Firehouse,40.720989,-74.192892,5/9/2016
,28,26,1,55,52,24,0.049,45,17,1.6,1,24,0.5,6,24,2016,05,12,Newark Firehouse,40.720989,-74.192892,5/12/2016
,5,5,1,9,8,21,0.028,26,17,0.4,0,24,0.2,2,24,2016,05,15,Newark Firehouse,40.720989,-74.192892,5/15/2016
,11,10,1,28,26,24,0.035,32,17,0.4,0,24,0.3,3,24,2016,05,18,Newark Firehouse,40.720989,-74.192892,5/18/2016
,17,16,1,45,42,24,0.036,33,17,1.3,1,24,0.5,6,24,2016,05,21,Newark Firehouse,40.720989,-74.192892,5/21/2016
,12,11,1,42,40,24,0.038,35,17,0.3,0,24,0.4,5,24,2016,05,24,Newark Firehouse,40.720989,-74.192892,5/24/2016
,39,36,1,48,45,24,0.049,45,17,3.3,4,24,0.5,6,24,2016,05,27,Newark Firehouse,40.720989,-74.192892,5/27/2016
,7,6,1,7,7,24,0.037,34,17,0.1,0,23,0.2,2,24,2016,05,30,Newark Firehouse,40.720989,-74.192892,5/30/2016
,20,19,1,26,25,24,0.031,29,17,0.9,0,24,0.3,3,24,2016,06,02,Newark Firehouse,40.720989,-74.192892,6/2/2016
,11,10,1,21,20,21,0.025,23,17,0.5,0,24,0.3,3,24,2016,06,05,Newark Firehouse,40.720989,-74.192892,6/5/2016
,7,6,1,9,8,24,0.027,25,17,0,0,24,0.2,2,24,2016,06,08,Newark Firehouse,40.720989,-74.192892,6/8/2016
,24,22,1,36,34,24,0.065,84,17,0.6,0,24,0.5,6,24,2016,06,11,Newark Firehouse,40.720989,-74.192892,6/11/2016
,7,6,1,18,17,24,0.037,34,17,0.2,0,24,0.2,2,24,2016,06,14,Newark Firehouse,40.720989,-74.192892,6/14/2016
,17,16,1,31,29,24,0.041,38,17,0.5,0,24,0.5,6,24,2016,06,17,Newark Firehouse,40.720989,-74.192892,6/17/2016
,26,24,1,45,42,24,0.053,49,17,2.3,3,23,0.4,5,24,2016,06,20,Newark Firehouse,40.720989,-74.192892,6/20/2016
,24,22,1,55,52,24,0.047,44,17,1.3,1,24,0.7,8,24,2016,06,23,Newark Firehouse,40.720989,-74.192892,6/23/2016
,21,19,1,17,16,21,0.06,67,17,0.9,0,24,0.3,3,24,2016,06,26,Newark Firehouse,40.720989,-74.192892,6/26/2016
,10,9,1,16,15,24,0.047,44,17,0.1,0,24,0.3,3,24,2016,06,29,Newark Firehouse,40.720989,-74.192892,6/29/2016
,8,7,1,16,15,24,0.032,30,17,0.4,0,24,0.4,5,24,2016,07,02,Newark Firehouse,40.720989,-74.192892,7/2/2016
,8,7,1,20,19,24,0.038,35,17,0.6,0,24,0.3,3,24,2016,07,05,Newark Firehouse,40.720989,-74.192892,7/5/2016
,7,6,1,30,28,24,0.036,33,17,0.8,0,23,0.2,2,24,2016,07,11,Newark Firehouse,40.720989,-74.192892,7/11/2016
,22,20,1,60,57,24,0.049,45,17,0.3,0,24,0.6,7,24,2016,07,14,Newark Firehouse,40.720989,-74.192892,7/14/2016
,15,14,1,25,24,21,0.058,61,17,0.9,0,24,0.3,3,24,2016,07,17,Newark Firehouse,40.720989,-74.192892,7/17/2016
,11,10,1,26,25,24,0.048,44,17,0.3,0,24,0.2,2,24,2016,07,20,Newark Firehouse,40.720989,-74.192892,7/20/2016
,14,13,1,14,13,24,0.051,47,17,0.6,0,24,0.3,3,24,2016,07,23,Newark Firehouse,40.720989,-74.192892,7/23/2016
,11,10,1,15,14,24,0.042,39,17,0.1,0,24,0.2,2,24,2016,07,26,Newark Firehouse,40.720989,-74.192892,7/26/2016
,15,14,1,22,21,24,0.062,74,17,0.3,0,24,0.4,5,24,2016,07,29,Newark Firehouse,40.720989,-74.192892,7/29/2016
,16,15,1,30,28,22,0.021,19,17,1.5,1,23,0.3,3,24,2016,08,01,Newark Firehouse,40.720989,-74.192892,8/1/2016
,15,14,1,27,25,24,0.033,31,17,1.4,1,24,0.4,5,24,2016,08,04,Newark Firehouse,40.720989,-74.192892,8/4/2016
,7,6,1,26,25,21,0.034,31,17,0.2,0,24,0.3,3,24,2016,08,07,Newark Firehouse,40.720989,-74.192892,8/7/2016
,17,16,1,19,18,24,0.038,35,17,0.3,0,24,0.3,3,24,2016,08,10,Newark Firehouse,40.720989,-74.192892,8/10/2016
,16,15,1,15,14,24,0.054,50,17,0,0,24,0.3,3,24,2016,08,13,Newark Firehouse,40.720989,-74.192892,8/13/2016
,17,16,1,20,19,24,0.051,47,17,0.5,0,24,0.3,3,24,2016,08,16,Newark Firehouse,40.720989,-74.192892,8/16/2016
,17,16,1,33,31,24,0.051,47,17,0.9,0,24,0.3,3,24,2016,08,19,Newark Firehouse,40.720989,-74.192892,8/19/2016
,8,7,1,15,14,24,0.03,28,17,0,0,23,0.2,2,24,2016,08,22,Newark Firehouse,40.720989,-74.192892,8/22/2016
,19,18,1,19,18,24,0.055,51,17,0.4,0,24,0.3,3,24,2016,08,25,Newark Firehouse,40.720989,-74.192892,8/25/2016
,15,14,1,25,24,21,0.042,39,17,0.8,0,24,0.4,5,24,2016,08,28,Newark Firehouse,40.720989,-74.192892,8/28/2016
,20,19,1,23,22,24,0.057,58,17,0.1,0,24,0.3,3,24,2016,08,31,Newark Firehouse,40.720989,-74.192892,8/31/2016
,59,53,1,18,17,24,0.032,30,17,0.1,0,24,0.3,3,24,2016,09,03,Newark Firehouse,40.720989,-74.192892,9/3/2016
