Day-Result,D-AQI,PM10 AQI,NO2 AQI,Ozone AQI,SO2 AQI,CO AQI,DMean PM10,PM-WEIGHT,DMax NO2,NO2-WEIGHT,DMax Ozone,OZONE-WEIGHT,DMax SO2,SO2-WEIGHT,DMax CO,CO-WEIGHT,Year,Month,Day,Site Name,Lat,Lng,Date
Good,34,7,17,34,0,5,8,1,18,24,0.037,17,0.2,24,0.4,24,2016,4,12,Newark Firehouse,40.720989,-74.192892,4/12/2016
Good,37,31,37,32,1,6,33,1,39,24,0.035,17,1.4,24,0.5,24,2016,4,15,Newark Firehouse,40.720989,-74.192892,4/15/2016
Good,50,22,42,50,4,8,24,1,45,24,0.054,17,3.8,23,0.7,24,2016,4,18,Newark Firehouse,40.720989,-74.192892,4/18/2016
Moderate Pollution,54,19,29,54,0,3,21,1,31,24,0.056,17,0.8,24,0.3,24,2016,4,21,Newark Firehouse,40.720989,-74.192892,4/21/2016
Good,45,10,45,44,1,5,11,1,48,21,0.047,17,1.7,24,0.4,24,2016,4,24,Newark Firehouse,40.720989,-74.192892,4/24/2016
Good,23,11,21,23,0,3,12,1,22,24,0.025,17,0.6,24,0.3,24,2016,4,27,Newark Firehouse,40.720989,-74.192892,4/27/2016
Good,41,10,22,41,0,3,11,1,23,24,0.044,17,0.8,24,0.3,24,2016,4,30,Newark Firehouse,40.720989,-74.192892,4/30/2016
Good,34,10,34,14,0,8,11,1,36,24,0.015,17,0.7,24,0.7,24,2016,5,3,Newark Firehouse,40.720989,-74.192892,5/3/2016
Good,21,7,21,14,0,3,8,1,22,24,0.015,17,0.2,24,0.3,24,2016,5,6,Newark Firehouse,40.720989,-74.192892,5/6/2016
Good,43,14,29,43,0,9,15,1,31,24,0.046,17,0.8,23,0.8,24,2016,5,9,Newark Firehouse,40.720989,-74.192892,5/9/2016
