Day-Result,D-AQI,PM10 AQI,NO2 AQI,Ozone AQI,SO2 AQI,CO AQI,PM-WEIGHT,DMax NO2,NO2-WEIGHT,DMax Ozone,OZONE-WEIGHT,DMax SO2,SO2-WEIGHT,DMax CO,CO-WEIGHT,Year,Month,Day,Site Name,Lat,Lng,Date
Moderate Pollution,58,26,12,58,0,2,1,13.4,24,0.057,17,0.8,24,0.2,24,2020,5,19,Cheyenne NCore,41.18222711,-104.7783342,5/19/2020
Good,48,24,4,48,0,2,1,4.6,23,0.052,17,0.7,23,0.2,24,2020,5,20,Cheyenne NCore,41.18222711,-104.7783342,5/20/2020
Good,49,11,6,49,0,1,1,6,24,0.053,17,0.6,24,0.1,24,2020,5,21,Cheyenne NCore,41.18222711,-104.7783342,5/21/2020
Moderate Pollution,67,16,10,67,0,2,1,11.4,24,0.06,17,0.8,24,0.2,24,2020,5,22,Cheyenne NCore,41.18222711,-104.7783342,5/22/2020
Good,46,9,4,46,0,2,1,4.8,23,0.05,17,0.8,23,0.2,24,2020,5,23,Cheyenne NCore,41.18222711,-104.7783342,5/23/2020
Good,30,2,5,30,0,2,1,5.9,24,0.032,17,0.5,24,0.2,24,2020,5,24,Cheyenne NCore,41.18222711,-104.7783342,5/24/2020
Good,35,3,8,35,0,1,1,8,23,0.038,17,0.6,23,0.1,24,2020,5,25,Cheyenne NCore,41.18222711,-104.7783342,5/25/2020
Good,26,8,8,26,1,1,1,8.7,24,0.028,17,1.1,24,0.1,21,2020,5,27,Cheyenne NCore,41.18222711,-104.7783342,5/27/2020
Good,28,8,5,28,0,2,1,5.4,24,0.03,17,0.4,24,0.2,24,2020,5,28,Cheyenne NCore,41.18222711,-104.7783342,5/28/2020
Good,40,19,18,40,0,2,1,19.4,22,0.043,17,0.6,22,0.2,24,2020,5,29,Cheyenne NCore,41.18222711,-104.7783342,5/29/2020
Good,37,19,8,37,0,2,1,9.8,24,0.04,17,0.8,24,0.2,24,2020,5,30,Cheyenne NCore,41.18222711,-104.7783342,5/30/2020
Good,32,18,10,32,0,2,1,11.9,24,0.035,17,0.7,24,0.2,24,2020,5,31,Cheyenne NCore,41.18222711,-104.7783342,5/31/2020
Good,32,11,6,32,0,2,1,6,21,0.035,17,0.7,21,0.2,24,2020,6,1,Cheyenne NCore,41.18222711,-104.7783342,6/1/2020
Good,33,21,5,33,1,2,1,5.6,23,0.036,17,1,23,0.2,24,2020,6,2,Cheyenne NCore,41.18222711,-104.7783342,6/2/2020
Good,29,15,10,29,0,2,1,11.2,23,0.031,17,0.8,23,0.2,24,2020,6,3,Cheyenne NCore,41.18222711,-104.7783342,6/3/2020
Good,30,14,3,30,0,1,1,3.3,24,0.032,17,0.6,24,0.1,24,2020,6,4,Cheyenne NCore,41.18222711,-104.7783342,6/4/2020
Good,36,20,5,36,0,1,1,5.8,22,0.039,17,0.7,22,0.1,24,2020,6,5,Cheyenne NCore,41.18222711,-104.7783342,6/5/2020
Good,30,30,10,30,1,2,1,11.7,23,0.032,17,1.2,23,0.2,24,2020,6,6,Cheyenne NCore,41.18222711,-104.7783342,6/6/2020
Good,37,14,8,37,1,2,1,9.3,24,0.04,17,1.1,24,0.2,24,2020,6,7,Cheyenne NCore,41.18222711,-104.7783342,6/7/2020
Good,33,9,2,33,0,1,1,2.2,23,0.036,17,0.8,23,0.1,24,2020,6,8,Cheyenne NCore,41.18222711,-104.7783342,6/8/2020
Good,28,6,2,28,0,1,1,2.9,23,0.03,17,0.6,23,0.1,24,2020,6,9,Cheyenne NCore,41.18222711,-104.7783342,6/9/2020
Good,26,7,8,26,0,1,1,8.5,24,0.028,17,0.5,24,0.1,24,2020,6,10,Cheyenne NCore,41.18222711,-104.7783342,6/10/2020
Good,42,25,8,42,0,1,1,8.7,23,0.045,17,0.7,23,0.1,24,2020,6,12,Cheyenne NCore,41.18222711,-104.7783342,6/12/2020
Good,39,25,8,39,0,1,1,8.7,24,0.042,17,0.8,24,0.1,24,2020,6,13,Cheyenne NCore,41.18222711,-104.7783342,6/13/2020
Good,41,13,7,41,0,1,1,7.1,24,0.044,17,0.9,24,0.1,24,2020,6,14,Cheyenne NCore,41.18222711,-104.7783342,6/14/2020
Good,41,25,6,41,0,1,1,6.9,22,0.044,17,0.8,22,0.1,24,2020,6,15,Cheyenne NCore,41.18222711,-104.7783342,6/15/2020
Good,41,28,8,41,1,1,1,9.9,22,0.044,19,1,22,0.1,24,2020,6,16,Cheyenne NCore,41.18222711,-104.7783342,6/16/2020
Good,32,19,8,32,1,1,1,8,23,0.035,17,1.2,23,0.1,19,2020,6,17,Cheyenne NCore,41.18222711,-104.7783342,6/17/2020
Good,28,9,8,28,0,1,1,8.2,23,0.03,17,0.9,23,0.1,24,2020,6,18,Cheyenne NCore,41.18222711,-104.7783342,6/18/2020
Good,28,8,10,28,1,2,1,11.8,23,0.03,17,1.2,23,0.2,24,2020,6,19,Cheyenne NCore,41.18222711,-104.7783342,6/19/2020
Good,31,10,13,31,1,2,1,14.7,24,0.033,17,1,24,0.2,24,2020,6,20,Cheyenne NCore,41.18222711,-104.7783342,6/20/2020
Good,24,7,4,24,1,1,1,4.3,24,0.026,17,1.2,24,0.1,24,2020,6,21,Cheyenne NCore,41.18222711,-104.7783342,6/21/2020
Good,30,7,5,30,1,1,1,5.6,22,0.032,17,1.1,22,0.1,24,2020,6,22,Cheyenne NCore,41.18222711,-104.7783342,6/22/2020
Good,27,9,11,27,1,1,1,12.5,24,0.029,17,1.2,24,0.1,23,2020,6,24,Cheyenne NCore,41.18222711,-104.7783342,6/24/2020
Good,27,9,13,27,1,1,1,14.6,23,0.029,17,1.1,23,0.1,24,2020,6,25,Cheyenne NCore,41.18222711,-104.7783342,6/25/2020
Good,29,7,11,29,1,1,1,12.5,24,0.031,17,1,24,0.1,24,2020,6,26,Cheyenne NCore,41.18222711,-104.7783342,6/26/2020
Good,36,8,13,36,1,1,1,14.7,24,0.039,17,1.4,24,0.1,24,2020,6,27,Cheyenne NCore,41.18222711,-104.7783342,6/27/2020
Good,30,12,8,30,3,1,1,9.3,23,0.032,17,2.2,23,0.1,24,2020,6,28,Cheyenne NCore,41.18222711,-104.7783342,6/28/2020
Good,34,22,11,34,1,1,1,12.5,23,0.037,17,1.8,23,0.1,24,2020,6,29,Cheyenne NCore,41.18222711,-104.7783342,6/29/2020
Good,32,10,3,32,1,1,1,3.8,24,0.035,17,1.3,24,0.1,24,2020,6,30,Cheyenne NCore,41.18222711,-104.7783342,6/30/2020
Good,38,22,5,38,1,1,1,5.9,23,0.041,17,1.1,23,0.1,24,2020,7,1,Cheyenne NCore,41.18222711,-104.7783342,7/1/2020
Good,36,36,5,36,1,2,1,5.5,24,0.039,17,1.1,24,0.2,24,2020,7,2,Cheyenne NCore,41.18222711,-104.7783342,7/2/2020
Good,31,26,6,31,1,1,1,6.8,24,0.034,17,1.3,24,0.1,24,2020,7,3,Cheyenne NCore,41.18222711,-104.7783342,7/3/2020
Good,29,16,10,29,1,2,1,11.2,23,0.031,17,1.1,23,0.2,24,2020,7,4,Cheyenne NCore,41.18222711,-104.7783342,7/4/2020
Good,31,12,13,31,1,2,1,14.4,24,0.034,17,1.5,24,0.2,24,2020,7,5,Cheyenne NCore,41.18222711,-104.7783342,7/5/2020
Good,32,13,14,32,1,2,1,15.4,23,0.035,17,1.3,23,0.2,24,2020,7,6,Cheyenne NCore,41.18222711,-104.7783342,7/6/2020
Good,31,20,12,31,1,2,1,13.4,23,0.034,17,1.7,23,0.2,24,2020,7,7,Cheyenne NCore,41.18222711,-104.7783342,7/7/2020
Good,34,27,6,34,1,2,1,6.5,24,0.037,17,1.4,24,0.2,24,2020,7,8,Cheyenne NCore,41.18222711,-104.7783342,7/8/2020
Good,35,26,5,35,1,2,1,5.5,24,0.038,17,1.3,24,0.2,24,2020,7,9,Cheyenne NCore,41.18222711,-104.7783342,7/9/2020
Good,42,29,7,42,1,3,1,7.5,23,0.045,17,1.5,23,0.3,16,2020,7,10,Cheyenne NCore,41.18222711,-104.7783342,7/10/2020
Good,36,21,4,36,1,2,1,4.3,24,0.039,17,1.4,24,0.2,24,2020,7,11,Cheyenne NCore,41.18222711,-104.7783342,7/11/2020
Good,31,19,12,31,1,3,1,13.2,24,0.034,17,1.7,24,0.3,16,2020,7,12,Cheyenne NCore,41.18222711,-104.7783342,7/12/2020
Good,29,16,14,29,1,3,1,15.6,21,0.031,17,1.7,21,0.3,24,2020,7,13,Cheyenne NCore,41.18222711,-104.7783342,7/13/2020
Good,31,18,5,31,1,3,1,5.4,24,0.033,17,1.5,24,0.3,24,2020,7,14,Cheyenne NCore,41.18222711,-104.7783342,7/14/2020
Good,30,14,7,30,1,3,1,7.5,24,0.032,17,1.4,24,0.3,24,2020,7,15,Cheyenne NCore,41.18222711,-104.7783342,7/15/2020
Good,37,21,14,37,1,3,1,15.8,23,0.04,17,1.6,23,0.3,24,2020,7,16,Cheyenne NCore,41.18222711,-104.7783342,7/16/2020
Good,32,19,13,32,1,3,1,14,24,0.035,17,1.7,24,0.3,24,2020,7,17,Cheyenne NCore,41.18222711,-104.7783342,7/17/2020
Good,30,18,7,30,1,3,1,7.2,24,0.032,17,1.7,24,0.3,24,2020,7,18,Cheyenne NCore,41.18222711,-104.7783342,7/18/2020
Good,32,26,6,32,1,3,1,6.5,22,0.035,17,1.6,22,0.3,24,2020,7,19,Cheyenne NCore,41.18222711,-104.7783342,7/19/2020
Good,31,19,8,31,1,3,1,9.1,24,0.034,17,1.8,24,0.3,24,2020,7,20,Cheyenne NCore,41.18222711,-104.7783342,7/20/2020
Good,44,14,8,44,3,0,1,9.7,22,0.048,17,2,22,0,17,2020,7,22,Cheyenne NCore,41.18222711,-104.7783342,7/22/2020
Good,33,10,5,33,1,0,1,5.7,23,0.036,17,1.6,23,0,24,2020,7,23,Cheyenne NCore,41.18222711,-104.7783342,7/23/2020
Good,31,9,14,31,1,0,1,15,23,0.034,17,1.9,23,0,24,2020,7,24,Cheyenne NCore,41.18222711,-104.7783342,7/24/2020
Good,34,12,11,34,3,0,1,12,24,0.037,17,2,24,0,24,2020,7,25,Cheyenne NCore,41.18222711,-104.7783342,7/25/2020
Good,32,12,5,32,1,0,1,5.5,24,0.035,17,1.9,24,0,24,2020,7,26,Cheyenne NCore,41.18222711,-104.7783342,7/26/2020
Good,40,14,4,40,1,0,1,4.4,20,0.043,15,1.8,20,0,23,2020,7,27,Cheyenne NCore,41.18222711,-104.7783342,7/27/2020
Good,34,9,16,34,1,3,1,17.6,24,0.037,17,1.9,24,0.3,23,2020,7,28,Cheyenne NCore,41.18222711,-104.7783342,7/28/2020
Good,33,8,11,33,1,3,1,12.4,22,0.036,24,1.9,22,0.3,24,2020,7,29,Cheyenne NCore,41.18222711,-104.7783342,7/29/2020
Good,31,31,7,7,4,3,1,7.1,24,0.008,24,3,24,0.3,17,2020,8,25,Cheyenne NCore,41.18222711,-104.7783342,8/25/2020
Good,20,20,14,11,4,2,1,15.6,23,0.012,24,3.7,23,0.2,18,2020,8,26,Cheyenne NCore,41.18222711,-104.7783342,8/26/2020
Good,32,18,10,32,3,2,1,11.6,20,0.035,19,2,20,0.2,22,2020,8,27,Cheyenne NCore,41.18222711,-104.7783342,8/27/2020
Good,48,24,11,48,1,2,1,12.6,23,0.052,17,1.9,23,0.2,21,2020,8,28,Cheyenne NCore,41.18222711,-104.7783342,8/28/2020
Good,50,14,8,50,4,2,1,8.1,23,0.054,17,3.7,23,0.2,24,2020,8,29,Cheyenne NCore,41.18222711,-104.7783342,8/29/2020
Moderate Pollution,61,22,3,61,1,1,1,3.4,24,0.058,17,1.8,24,0.1,24,2020,8,30,Cheyenne NCore,41.18222711,-104.7783342,8/30/2020
Good,46,21,12,46,3,1,1,13.4,24,0.05,17,2.1,24,0.1,24,2020,8,31,Cheyenne NCore,41.18222711,-104.7783342,8/31/2020
Good,43,12,17,43,3,1,1,18.6,19,0.046,14,2.5,19,0.1,12,2020,9,2,Cheyenne NCore,41.18222711,-104.7783342,9/2/2020
Moderate Pollution,57,57,8,48,3,1,1,9.9,24,0.052,17,2.7,24,0.1,24,2020,9,3,Cheyenne NCore,41.18222711,-104.7783342,9/3/2020
Good,25,6,10,25,0,1,1,11.7,24,0.027,17,0.5,24,0.1,24,2020,9,9,Cheyenne NCore,41.18222711,-104.7783342,9/9/2020
Good,34,10,14,34,0,1,1,15.9,24,0.037,17,0.6,24,0.1,24,2020,9,10,Cheyenne NCore,41.18222711,-104.7783342,9/10/2020
Good,42,10,18,42,1,1,1,19.3,23,0.045,17,1.1,23,0.1,24,2020,9,11,Cheyenne NCore,41.18222711,-104.7783342,9/11/2020
Good,44,6,10,44,0,1,1,11.1,24,0.047,17,0.7,24,0.1,24,2020,9,12,Cheyenne NCore,41.18222711,-104.7783342,9/12/2020
Good,47,8,10,47,1,1,1,11.7,24,0.051,17,1.1,24,0.1,24,2020,9,13,Cheyenne NCore,41.18222711,-104.7783342,9/13/2020
Moderate Pollution,58,16,14,58,0,1,1,15.6,23,0.057,17,0.8,23,0.1,24,2020,9,14,Cheyenne NCore,41.18222711,-104.7783342,9/14/2020
Good,49,20,5,49,0,1,1,5.5,24,0.053,17,0.7,24,0.1,24,2020,9,15,Cheyenne NCore,41.18222711,-104.7783342,9/15/2020
Moderate Pollution,60,60,11,51,1,5,1,12.9,24,0.055,17,1.1,24,0.4,24,2020,9,16,Cheyenne NCore,41.18222711,-104.7783342,9/16/2020
Moderate Pollution,64,58,9,64,1,5,1,10.9,23,0.059,17,1.3,23,0.4,24,2020,9,17,Cheyenne NCore,41.18222711,-104.7783342,9/17/2020
Moderate Pollution,87,66,16,87,1,3,1,17.4,24,0.066,17,1,24,0.3,24,2020,9,18,Cheyenne NCore,41.18222711,-104.7783342,9/18/2020
Moderate Pollution,58,40,12,58,0,3,1,13.1,24,0.057,17,0.9,24,0.3,24,2020,9,19,Cheyenne NCore,41.18222711,-104.7783342,9/19/2020
Good,50,33,4,50,0,3,1,4.8,23,0.054,17,0.8,23,0.3,24,2020,9,20,Cheyenne NCore,41.18222711,-104.7783342,9/20/2020
Good,49,44,10,49,1,2,1,11.4,24,0.053,17,1.1,24,0.2,24,2020,9,21,Cheyenne NCore,41.18222711,-104.7783342,9/21/2020
Moderate Pollution,61,44,6,61,1,2,1,6,24,0.058,17,1.4,24,0.2,24,2020,9,22,Cheyenne NCore,41.18222711,-104.7783342,9/22/2020
Good,50,39,3,50,1,2,1,3,23,0.054,17,1.7,23,0.2,24,2020,9,23,Cheyenne NCore,41.18222711,-104.7783342,9/23/2020
Moderate Pollution,61,39,20,61,3,3,1,21.1,24,0.058,17,2.7,24,0.3,24,2020,9,24,Cheyenne NCore,41.18222711,-104.7783342,9/24/2020
Moderate Pollution,51,51,14,47,4,2,1,15.7,24,0.051,17,3.2,24,0.2,24,2020,9,25,Cheyenne NCore,41.18222711,-104.7783342,9/25/2020
Good,41,10,3,41,3,1,1,3.8,24,0.044,17,2.9,21,0.1,24,2020,9,27,Cheyenne NCore,41.18222711,-104.7783342,9/27/2020
Good,39,22,2,39,1,2,1,2.3,22,0.042,17,1.4,22,0.2,20,2020,9,29,Cheyenne NCore,41.18222711,-104.7783342,9/29/2020
Good,41,14,1,41,1,1,1,1.7,24,0.044,17,1.3,24,0.1,24,2020,9,30,Cheyenne NCore,41.18222711,-104.7783342,9/30/2020
Good,43,28,14,43,1,1,1,15.8,24,0.046,17,1.7,24,0.1,24,2020,10,1,Cheyenne NCore,41.18222711,-104.7783342,10/1/2020
Good,46,31,10,46,1,1,1,11.1,23,0.05,17,1.4,23,0.1,24,2020,10,2,Cheyenne NCore,41.18222711,-104.7783342,10/2/2020
Good,42,19,9,42,1,1,1,10.2,24,0.045,17,1.3,24,0.1,24,2020,10,3,Cheyenne NCore,41.18222711,-104.7783342,10/3/2020
Moderate Pollution,78,78,8,67,1,6,1,9.8,23,0.06,17,1.8,23,0.5,24,2020,10,8,Cheyenne NCore,41.18222711,-104.7783342,10/8/2020
Moderate Pollution,52,52,10,48,1,5,1,11.2,24,0.052,17,1.3,24,0.4,24,2020,10,9,Cheyenne NCore,41.18222711,-104.7783342,10/9/2020
Good,50,49,13,50,3,2,1,14.7,24,0.054,17,2.3,24,0.2,24,2020,10,10,Cheyenne NCore,41.18222711,-104.7783342,10/10/2020
Moderate Pollution,63,63,7,46,1,2,1,7.1,23,0.05,17,1.2,23,0.2,24,2020,10,11,Cheyenne NCore,41.18222711,-104.7783342,10/11/2020
Good,46,41,1,46,0,1,1,1.5,24,0.05,17,0.9,24,0.1,24,2020,10,12,Cheyenne NCore,41.18222711,-104.7783342,10/12/2020
Good,43,21,10,43,1,1,1,11.6,24,0.046,17,1,24,0.1,24,2020,10,13,Cheyenne NCore,41.18222711,-104.7783342,10/13/2020
Good,41,41,3,39,1,1,1,3.2,23,0.042,17,1,23,0.1,24,2020,10,14,Cheyenne NCore,41.18222711,-104.7783342,10/14/2020
Good,37,6,8,37,1,1,1,9.4,24,0.04,17,1,24,0.1,24,2020,10,15,Cheyenne NCore,41.18222711,-104.7783342,10/15/2020
Good,36,31,12,36,1,1,1,13.7,24,0.039,17,1.2,24,0.1,24,2020,10,16,Cheyenne NCore,41.18222711,-104.7783342,10/16/2020
Good,44,44,1,28,1,1,1,1.1,23,0.03,17,1.1,23,0.1,24,2020,10,17,Cheyenne NCore,41.18222711,-104.7783342,10/17/2020
Good,19,6,11,19,1,1,1,12.2,24,0.021,17,1.1,24,0.1,24,2020,10,18,Cheyenne NCore,41.18222711,-104.7783342,10/18/2020
Good,32,18,16,32,1,1,1,17.8,24,0.035,17,1.3,24,0.1,24,2020,10,19,Cheyenne NCore,41.18222711,-104.7783342,10/19/2020
Good,35,11,8,35,1,1,1,9.5,23,0.038,17,1.2,23,0.1,24,2020,10,20,Cheyenne NCore,41.18222711,-104.7783342,10/20/2020
Good,37,33,23,37,1,2,1,24.9,24,0.04,17,1.4,24,0.2,24,2020,10,21,Cheyenne NCore,41.18222711,-104.7783342,10/21/2020
Good,29,5,2,29,1,1,1,2.7,24,0.031,17,1.2,24,0.1,24,2020,10,22,Cheyenne NCore,41.18222711,-104.7783342,10/22/2020
Good,26,15,8,26,1,1,1,8.1,23,0.028,17,1.4,23,0.1,24,2020,10,23,Cheyenne NCore,41.18222711,-104.7783342,10/23/2020
Good,30,21,9,30,1,1,1,10.9,24,0.032,17,1.3,24,0.1,24,2020,10,24,Cheyenne NCore,41.18222711,-104.7783342,10/24/2020
Good,34,13,1,34,1,1,1,1.5,24,0.037,17,1.1,24,0.1,24,2020,10,25,Cheyenne NCore,41.18222711,-104.7783342,10/25/2020
Good,48,6,26,48,1,2,1,28.9,22,0.052,17,1.3,22,0.2,24,2020,10,26,Cheyenne NCore,41.18222711,-104.7783342,10/26/2020
Moderate Pollution,51,8,8,51,1,2,1,8.9,24,0.055,17,1.9,24,0.2,24,2020,10,27,Cheyenne NCore,41.18222711,-104.7783342,10/27/2020
Good,40,2,3,40,1,1,1,3.8,24,0.043,17,1.1,24,0.1,24,2020,10,28,Cheyenne NCore,41.18222711,-104.7783342,10/28/2020
Good,33,6,14,33,1,1,1,15.9,23,0.036,17,1.9,23,0.1,24,2020,10,29,Cheyenne NCore,41.18222711,-104.7783342,10/29/2020
Good,36,7,22,36,1,1,1,23.9,24,0.039,17,1.4,24,0.1,24,2020,10,30,Cheyenne NCore,41.18222711,-104.7783342,10/30/2020
Good,37,9,17,37,1,1,1,18.6,24,0.04,17,1.2,24,0.1,24,2020,10,31,Cheyenne NCore,41.18222711,-104.7783342,10/31/2020
Good,39,14,10,39,1,1,1,11.4,23,0.042,17,1,23,0.1,24,2020,11,1,Cheyenne NCore,41.18222711,-104.7783342,11/1/2020
Good,41,7,18,41,0,1,1,19.8,24,0.044,17,0.9,24,0.1,24,2020,11,2,Cheyenne NCore,41.18222711,-104.7783342,11/2/2020
Good,37,9,8,37,1,1,1,9.5,24,0.04,17,1,24,0.1,24,2020,11,3,Cheyenne NCore,41.18222711,-104.7783342,11/3/2020
Good,39,22,5,39,1,0,1,5.1,23,0.042,17,1,23,0,24,2020,11,4,Cheyenne NCore,41.18222711,-104.7783342,11/4/2020
Good,36,17,26,36,1,1,1,28.5,24,0.039,17,1.4,24,0.1,23,2020,11,6,Cheyenne NCore,41.18222711,-104.7783342,11/6/2020
Good,31,28,16,31,1,1,1,17.3,23,0.034,17,1.9,23,0.1,24,2020,11,7,Cheyenne NCore,41.18222711,-104.7783342,11/7/2020
Good,47,8,6,47,1,1,1,6.8,24,0.051,17,1.8,24,0.1,24,2020,11,8,Cheyenne NCore,41.18222711,-104.7783342,11/8/2020
Good,25,3,18,25,1,1,1,19.8,24,0.027,17,1.5,24,0.1,24,2020,11,9,Cheyenne NCore,41.18222711,-104.7783342,11/9/2020
Good,36,6,4,36,1,1,1,4.1,23,0.039,17,1.4,23,0.1,24,2020,11,10,Cheyenne NCore,41.18222711,-104.7783342,11/10/2020
Good,40,2,4,40,1,1,1,4.1,24,0.043,17,1.2,24,0.1,24,2020,11,11,Cheyenne NCore,41.18222711,-104.7783342,11/11/2020
Good,37,6,14,37,1,1,1,15.9,24,0.04,17,1.1,24,0.1,24,2020,11,12,Cheyenne NCore,41.18222711,-104.7783342,11/12/2020
Good,42,18,20,42,1,2,1,21.3,23,0.045,17,1.5,23,0.2,24,2020,11,13,Cheyenne NCore,41.18222711,-104.7783342,11/13/2020
Good,38,24,1,38,1,1,1,1.1,24,0.041,17,1.5,24,0.1,24,2020,11,14,Cheyenne NCore,41.18222711,-104.7783342,11/14/2020
Good,36,5,2,36,1,1,1,2.4,24,0.039,17,1.1,24,0.1,24,2020,11,15,Cheyenne NCore,41.18222711,-104.7783342,11/15/2020
Good,35,8,16,35,1,1,1,17.9,21,0.038,17,1.1,21,0.1,24,2020,11,16,Cheyenne NCore,41.18222711,-104.7783342,11/16/2020
Good,32,9,32,32,1,1,1,34.4,24,0.035,17,1.6,24,0.1,24,2020,11,17,Cheyenne NCore,41.18222711,-104.7783342,11/17/2020
Good,35,22,3,35,1,1,1,3.1,23,0.038,17,1.2,23,0.1,21,2020,11,19,Cheyenne NCore,41.18222711,-104.7783342,11/19/2020
Good,35,9,8,35,1,1,1,9.8,24,0.038,17,1.2,24,0.1,24,2020,11,20,Cheyenne NCore,41.18222711,-104.7783342,11/20/2020
Good,37,9,12,37,1,1,1,13.9,24,0.04,17,1.2,24,0.1,24,2020,11,21,Cheyenne NCore,41.18222711,-104.7783342,11/21/2020
Good,33,13,21,33,1,2,1,22.7,23,0.036,17,1.3,23,0.2,24,2020,11,22,Cheyenne NCore,41.18222711,-104.7783342,11/22/2020
Good,36,8,18,36,1,2,1,19.5,24,0.039,17,1.6,24,0.2,24,2020,11,23,Cheyenne NCore,41.18222711,-104.7783342,11/23/2020
Good,40,6,20,40,1,2,1,21.7,23,0.043,17,1.6,23,0.2,20,2020,11,25,Cheyenne NCore,41.18222711,-104.7783342,11/25/2020
Good,32,1,9,32,1,2,1,10.7,24,0.035,17,1.7,24,0.2,24,2020,11,26,Cheyenne NCore,41.18222711,-104.7783342,11/26/2020
Good,31,6,19,31,1,2,1,20.8,24,0.034,17,1.6,24,0.2,24,2020,11,27,Cheyenne NCore,41.18222711,-104.7783342,11/27/2020
Good,37,5,3,37,1,2,1,3.3,23,0.04,17,1.1,23,0.2,24,2020,11,28,Cheyenne NCore,41.18222711,-104.7783342,11/28/2020
Good,36,6,19,36,1,2,1,20.8,24,0.039,17,1,24,0.2,24,2020,11,29,Cheyenne NCore,41.18222711,-104.7783342,11/29/2020
Good,41,7,20,41,1,2,1,21.7,23,0.044,17,1.1,23,0.2,24,2020,11,30,Cheyenne NCore,41.18222711,-104.7783342,11/30/2020
Good,46,3,1,46,0,1,1,1.3,24,0.05,17,0.2,24,0.1,24,2020,12,3,Cheyenne NCore,41.18222711,-104.7783342,12/3/2020
Good,41,6,1,41,0,0,1,1.6,23,0.044,17,0.1,23,0,24,2020,12,4,Cheyenne NCore,41.18222711,-104.7783342,12/4/2020
Good,39,7,3,39,0,0,1,3,24,0.042,17,-0.1,24,0,24,2020,12,5,Cheyenne NCore,41.18222711,-104.7783342,12/5/2020
Good,37,5,5,37,0,0,1,5.6,24,0.04,17,-0.1,24,0,24,2020,12,6,Cheyenne NCore,41.18222711,-104.7783342,12/6/2020
Good,39,9,3,39,0,1,1,3.5,22,0.042,17,-0.3,22,0.1,24,2020,12,7,Cheyenne NCore,41.18222711,-104.7783342,12/7/2020
Good,39,15,9,39,0,1,1,10.9,24,0.042,17,-0.2,24,0.1,24,2020,12,8,Cheyenne NCore,41.18222711,-104.7783342,12/8/2020
Good,40,9,22,40,0,1,1,23,24,0.043,17,0,24,0.1,24,2020,12,9,Cheyenne NCore,41.18222711,-104.7783342,12/9/2020
Good,29,2,2,29,0,1,1,2,23,0.031,17,0.3,23,0.1,24,2020,12,10,Cheyenne NCore,41.18222711,-104.7783342,12/10/2020
Good,37,1,26,37,0,1,1,28,24,0.04,17,0,24,0.1,24,2020,12,11,Cheyenne NCore,41.18222711,-104.7783342,12/11/2020
Good,31,5,20,31,0,1,1,21.1,24,0.034,17,0.5,24,0.1,24,2020,12,12,Cheyenne NCore,41.18222711,-104.7783342,12/12/2020
Good,32,6,32,31,1,2,1,34.9,23,0.034,17,1.3,23,0.2,24,2020,12,13,Cheyenne NCore,41.18222711,-104.7783342,12/13/2020
Good,39,3,24,39,0,2,1,25.7,23,0.042,17,0.6,23,0.2,24,2020,12,14,Cheyenne NCore,41.18222711,-104.7783342,12/14/2020
Good,37,4,8,37,0,1,1,8.4,21,0.04,14,0.6,21,0.1,18,2020,12,15,Cheyenne NCore,41.18222711,-104.7783342,12/15/2020
Good,37,6,7,37,0,1,1,7.9,23,0.04,17,0.2,23,0.1,24,2020,12,16,Cheyenne NCore,41.18222711,-104.7783342,12/16/2020
Good,40,8,40,37,0,2,1,42.6,24,0.04,17,0.7,24,0.2,24,2020,12,17,Cheyenne NCore,41.18222711,-104.7783342,12/17/2020
Good,35,2,9,35,0,2,1,10.7,24,0.038,17,0.2,24,0.2,24,2020,12,18,Cheyenne NCore,41.18222711,-104.7783342,12/18/2020
Good,41,6,6,41,0,1,1,6.3,23,0.044,17,0.1,23,0.1,24,2020,12,19,Cheyenne NCore,41.18222711,-104.7783342,12/19/2020
Good,40,4,6,40,0,1,1,6,24,0.043,17,0.1,24,0.1,24,2020,12,20,Cheyenne NCore,41.18222711,-104.7783342,12/20/2020
Good,31,1,22,31,0,1,1,23.3,23,0.034,17,0.1,23,0.1,24,2020,12,21,Cheyenne NCore,41.18222711,-104.7783342,12/21/2020
Good,36,9,14,36,0,1,1,15.4,23,0.039,17,0.6,23,0.1,24,2020,12,22,Cheyenne NCore,41.18222711,-104.7783342,12/22/2020
Good,35,9,1,35,0,1,1,1.5,24,0.038,17,0.2,24,0.1,24,2020,12,23,Cheyenne NCore,41.18222711,-104.7783342,12/23/2020
Good,39,7,2,39,0,1,1,2.2,24,0.042,17,0,24,0.1,24,2020,12,24,Cheyenne NCore,41.18222711,-104.7783342,12/24/2020
Good,38,2,10,38,0,1,1,11.9,23,0.041,17,0.1,23,0.1,24,2020,12,25,Cheyenne NCore,41.18222711,-104.7783342,12/25/2020
Good,39,3,4,39,0,1,1,4.2,24,0.042,17,0.3,24,0.1,24,2020,12,26,Cheyenne NCore,41.18222711,-104.7783342,12/26/2020
Good,34,1,2,34,0,1,1,2.3,24,0.037,17,0.2,24,0.1,24,2020,12,27,Cheyenne NCore,41.18222711,-104.7783342,12/27/2020
Good,29,4,9,29,0,1,1,10.3,22,0.031,17,0.2,21,0.1,24,2020,12,28,Cheyenne NCore,41.18222711,-104.7783342,12/28/2020
