D-AQI,PM10 AQI,NO2 AQI,Ozone AQI,SO2 AQI,CO AQI,PM-WEIGHT,DMax NO2,NO2-WEIGHT,DMax Ozone,OZONE-WEIGHT,DMax SO2,SO2-WEIGHT,DMax CO,CO-WEIGHT,Year,Month,Day,Site Name,Lat,Lng,Date
2,6,2,36,0,1,1,2.2,24,0.039,17,0.4,24,0.1,24,2018,12,19,Cheyenne NCore,41.18222711,-104.7783342,12/19/2018
21,9,21,38,0,2,1,22.2,24,0.041,17,0.5,24,0.2,24,2018,12,20,Cheyenne NCore,41.18222711,-104.7783342,12/20/2018
2,9,2,37,0,2,1,2.9,21,0.04,17,0.4,22,0.2,24,2018,12,21,Cheyenne NCore,41.18222711,-104.7783342,12/21/2018
15,6,15,37,0,1,1,16.4,24,0.04,17,0.5,24,0.1,24,2018,12,22,Cheyenne NCore,41.18222711,-104.7783342,12/22/2018
5,6,5,40,0,1,1,5.8,24,0.043,17,0.4,24,0.1,24,2018,12,23,Cheyenne NCore,41.18222711,-104.7783342,12/23/2018
4,2,4,36,0,1,1,4.9,22,0.039,17,0.3,23,0.1,24,2018,12,24,Cheyenne NCore,41.18222711,-104.7783342,12/24/2018
16,9,16,32,0,2,1,17.7,24,0.035,17,0.7,24,0.2,24,2018,12,25,Cheyenne NCore,41.18222711,-104.7783342,12/25/2018
6,5,6,27,0,1,1,6.6,24,0.029,17,0.6,24,0.1,24,2018,12,26,Cheyenne NCore,41.18222711,-104.7783342,12/26/2018
1,3,1,33,0,1,1,1.5,22,0.036,17,0.6,23,0.1,24,2018,12,27,Cheyenne NCore,41.18222711,-104.7783342,12/27/2018
26,8,26,31,0,2,1,28.1,24,0.033,17,0.5,24,0.2,24,2018,12,28,Cheyenne NCore,41.18222711,-104.7783342,12/28/2018
34,10,34,38,0,2,1,36.9,24,0.041,17,0.8,24,0.2,24,2018,12,29,Cheyenne NCore,41.18222711,-104.7783342,12/29/2018
1,5,1,37,0,1,1,1,20,0.04,17,0.6,22,0.1,24,2018,12,30,Cheyenne NCore,41.18222711,-104.7783342,12/30/2018
1,4,1,33,0,1,1,1.5,24,0.036,17,0.6,24,0.1,19,2020,1,1,Cheyenne NCore,41.18222711,-104.7783342,1/1/2020
2,0,2,32,0,1,1,2.8,24,0.035,17,0.2,24,0.1,24,2020,1,2,Cheyenne NCore,41.18222711,-104.7783342,1/2/2020
4,3,4,31,0,1,1,4.2,22,0.034,17,0,23,0.1,24,2020,1,3,Cheyenne NCore,41.18222711,-104.7783342,1/3/2020
2,5,2,32,0,1,1,2.8,24,0.035,17,0,24,0.1,24,2020,1,4,Cheyenne NCore,41.18222711,-104.7783342,1/4/2020
15,6,15,31,0,2,1,16.6,22,0.034,17,-1.2,23,0.2,24,2020,1,9,Cheyenne NCore,41.18222711,-104.7783342,1/9/2020
10,4,10,28,0,2,1,11.5,24,0.03,17,-1.4,24,0.2,24,2020,1,10,Cheyenne NCore,41.18222711,-104.7783342,1/10/2020
11,5,11,36,0,2,1,12.8,24,0.039,17,-1.1,24,0.2,24,2020,1,11,Cheyenne NCore,41.18222711,-104.7783342,1/11/2020
5,0,5,33,0,1,1,5,23,0.036,17,-1.1,23,0.1,24,2020,1,12,Cheyenne NCore,41.18222711,-104.7783342,1/12/2020
20,3,20,34,0,2,1,21.2,23,0.037,17,-0.6,23,0.2,24,2020,1,13,Cheyenne NCore,41.18222711,-104.7783342,1/13/2020
26,6,26,37,1,2,1,28,24,0.04,17,1.1,24,0.2,24,2020,1,14,Cheyenne NCore,41.18222711,-104.7783342,1/14/2020
22,10,22,34,0,2,1,23.3,20,0.037,17,-1,22,0.2,24,2020,1,15,Cheyenne NCore,41.18222711,-104.7783342,1/15/2020
22,16,22,34,0,2,1,23.6,24,0.037,17,0.6,24,0.2,20,2020,1,17,Cheyenne NCore,41.18222711,-104.7783342,1/17/2020
4,6,4,38,0,1,1,4.7,21,0.041,17,0.1,22,0.1,24,2020,1,18,Cheyenne NCore,41.18222711,-104.7783342,1/18/2020
13,5,13,34,0,2,1,14,24,0.037,17,-0.3,24,0.2,24,2020,1,19,Cheyenne NCore,41.18222711,-104.7783342,1/19/2020
29,19,29,33,3,2,1,31.8,22,0.036,14,2.3,22,0.2,24,2020,1,20,Cheyenne NCore,41.18222711,-104.7783342,1/20/2020
17,13,17,30,0,2,1,18.7,19,0.032,17,0.2,20,0.2,21,2020,1,21,Cheyenne NCore,41.18222711,-104.7783342,1/21/2020
3,6,3,38,0,1,1,3.3,22,0.041,17,0,23,0.1,24,2020,1,22,Cheyenne NCore,41.18222711,-104.7783342,1/22/2020
5,3,5,35,0,1,1,5.6,24,0.038,17,-0.2,24,0.1,24,2020,1,23,Cheyenne NCore,41.18222711,-104.7783342,1/23/2020
10,4,10,31,0,2,1,11.7,22,0.034,17,0.1,23,0.2,24,2020,1,24,Cheyenne NCore,41.18222711,-104.7783342,1/24/2020
2,2,2,31,0,1,1,2.8,24,0.034,17,-0.1,24,0.1,24,2020,1,25,Cheyenne NCore,41.18222711,-104.7783342,1/25/2020
10,5,10,33,0,2,1,11.9,24,0.036,17,0,24,0.2,24,2020,1,26,Cheyenne NCore,41.18222711,-104.7783342,1/26/2020
3,4,3,36,0,1,1,3.4,21,0.039,15,-0.1,21,0.1,18,2020,1,28,Cheyenne NCore,41.18222711,-104.7783342,1/28/2020
8,4,8,30,0,2,1,9.2,24,0.032,17,-0.2,24,0.2,24,2020,1,29,Cheyenne NCore,41.18222711,-104.7783342,1/29/2020
4,2,4,34,0,2,1,4.6,22,0.037,17,0,23,0.2,24,2020,1,30,Cheyenne NCore,41.18222711,-104.7783342,1/30/2020
1,5,1,34,0,1,1,1.9,24,0.037,17,-0.2,24,0.1,24,2020,1,31,Cheyenne NCore,41.18222711,-104.7783342,1/31/2020
1,5,1,39,0,1,1,1.7,24,0.042,17,-0.3,24,0.1,24,2020,2,1,Cheyenne NCore,41.18222711,-104.7783342,2/1/2020
21,5,21,39,0,2,1,22.8,22,0.042,17,0.2,23,0.2,24,2020,2,2,Cheyenne NCore,41.18222711,-104.7783342,2/2/2020
1,2,1,30,0,1,1,1.9,23,0.032,17,0,23,0.1,24,2020,2,3,Cheyenne NCore,41.18222711,-104.7783342,2/3/2020
2,3,2,32,0,1,1,2.8,24,0.035,17,-0.2,24,0.1,24,2020,2,6,Cheyenne NCore,41.18222711,-104.7783342,2/6/2020
14,1,14,33,0,2,1,15.7,24,0.036,17,-0.5,24,0.2,24,2020,2,7,Cheyenne NCore,41.18222711,-104.7783342,2/7/2020
12,1,12,35,0,2,1,13.9,22,0.038,17,-0.2,23,0.2,24,2020,2,8,Cheyenne NCore,41.18222711,-104.7783342,2/8/2020
8,1,8,30,0,2,1,8.6,24,0.032,17,-0.6,24,0.2,24,2020,2,9,Cheyenne NCore,41.18222711,-104.7783342,2/9/2020
8,3,8,31,0,2,1,8.6,23,0.034,17,-0.7,23,0.2,24,2020,2,10,Cheyenne NCore,41.18222711,-104.7783342,2/10/2020
18,10,18,33,0,2,1,19.4,18,0.036,17,0.1,19,0.2,15,2020,2,20,Cheyenne NCore,41.18222711,-104.7783342,2/20/2020
18,7,18,39,0,2,1,19.8,24,0.042,17,0,24,0.2,24,2020,2,21,Cheyenne NCore,41.18222711,-104.7783342,2/21/2020
11,7,11,34,0,2,1,12.4,24,0.037,17,-0.1,24,0.2,24,2020,2,22,Cheyenne NCore,41.18222711,-104.7783342,2/22/2020
19,6,19,33,0,2,1,20.6,23,0.036,17,0,23,0.2,24,2020,2,23,Cheyenne NCore,41.18222711,-104.7783342,2/23/2020
3,5,3,34,0,2,1,3.2,22,0.037,17,0,22,0.2,24,2020,2,24,Cheyenne NCore,41.18222711,-104.7783342,2/24/2020
7,6,7,32,0,2,1,7.4,24,0.035,17,-0.1,24,0.2,24,2020,2,25,Cheyenne NCore,41.18222711,-104.7783342,2/25/2020
12,6,12,32,0,2,1,13,23,0.035,17,-0.1,23,0.2,24,2020,2,26,Cheyenne NCore,41.18222711,-104.7783342,2/26/2020
2,4,2,35,0,1,1,2.2,24,0.038,17,-0.2,24,0.1,24,2020,2,27,Cheyenne NCore,41.18222711,-104.7783342,2/27/2020
24,5,24,32,0,2,1,25.2,24,0.035,17,-0.2,24,0.2,24,2020,2,28,Cheyenne NCore,41.18222711,-104.7783342,2/28/2020
11,6,11,33,0,2,1,12.8,23,0.036,17,0,23,0.2,24,2020,2,29,Cheyenne NCore,41.18222711,-104.7783342,2/29/2020
5,2,5,30,0,2,1,5.2,24,0.032,17,0,24,0.2,24,2020,3,1,Cheyenne NCore,41.18222711,-104.7783342,3/1/2020
13,4,13,36,0,2,1,14.2,24,0.039,17,0.2,24,0.2,24,2020,3,2,Cheyenne NCore,41.18222711,-104.7783342,3/2/2020
7,2,7,31,0,1,1,7.3,23,0.034,17,0,23,0.1,24,2020,3,3,Cheyenne NCore,41.18222711,-104.7783342,3/3/2020
10,5,10,36,0,1,1,11,23,0.039,17,-0.1,23,0.1,24,2020,3,4,Cheyenne NCore,41.18222711,-104.7783342,3/4/2020
19,13,19,27,0,2,1,20.5,24,0.029,17,-0.1,24,0.2,24,2020,3,5,Cheyenne NCore,41.18222711,-104.7783342,3/5/2020
26,12,26,37,0,2,1,28.2,23,0.04,17,-0.1,23,0.2,24,2020,3,6,Cheyenne NCore,41.18222711,-104.7783342,3/6/2020
13,12,13,24,0,2,1,14.9,24,0.026,24,0,24,0.2,24,2020,3,7,Cheyenne NCore,41.18222711,-104.7783342,3/7/2020
3,0,3,19,0,2,1,3.3,24,0.021,17,-0.1,24,0.2,24,2020,3,14,Cheyenne NCore,41.18222711,-104.7783342,3/14/2020
15,8,15,26,0,2,1,16.3,21,0.028,17,0.2,18,0.2,24,2020,3,15,Cheyenne NCore,41.18222711,-104.7783342,3/15/2020
4,5,4,21,0,2,1,4.5,22,0.023,17,0,22,0.2,24,2020,3,16,Cheyenne NCore,41.18222711,-104.7783342,3/16/2020
23,6,23,24,0,3,1,24.7,24,0.026,17,0.3,24,0.3,24,2020,3,17,Cheyenne NCore,41.18222711,-104.7783342,3/17/2020
8,4,8,29,0,2,1,9.6,23,0.031,17,0.4,23,0.2,24,2020,3,18,Cheyenne NCore,41.18222711,-104.7783342,3/18/2020
2,3,2,31,0,2,1,2,24,0.033,17,0,24,0.2,24,2020,3,19,Cheyenne NCore,41.18222711,-104.7783342,3/19/2020
12,7,12,32,0,2,1,13.2,24,0.035,17,-0.1,24,0.2,24,2020,3,20,Cheyenne NCore,41.18222711,-104.7783342,3/20/2020
16,6,16,38,0,2,1,17.3,23,0.041,17,0,23,0.2,24,2020,3,21,Cheyenne NCore,41.18222711,-104.7783342,3/21/2020
5,3,5,38,0,2,1,5.1,24,0.041,17,0,24,0.2,24,2020,3,22,Cheyenne NCore,41.18222711,-104.7783342,3/22/2020
6,1,6,37,0,1,1,6.2,23,0.04,17,0,23,0.1,19,2020,3,24,Cheyenne NCore,41.18222711,-104.7783342,3/24/2020
17,2,17,37,0,2,1,18.6,24,0.04,17,0.1,24,0.2,24,2020,3,25,Cheyenne NCore,41.18222711,-104.7783342,3/25/2020
8,9,8,34,0,1,1,8.4,24,0.037,17,0,24,0.1,24,2020,3,26,Cheyenne NCore,41.18222711,-104.7783342,3/26/2020
1,2,1,33,0,1,1,1.1,23,0.036,17,0,23,0.1,24,2020,3,27,Cheyenne NCore,41.18222711,-104.7783342,3/27/2020
2,2,2,37,0,1,1,2.5,24,0.04,17,0,24,0.1,24,2020,3,28,Cheyenne NCore,41.18222711,-104.7783342,3/28/2020
8,2,8,38,0,1,1,8.9,24,0.041,17,0.1,24,0.1,24,2020,3,29,Cheyenne NCore,41.18222711,-104.7783342,3/29/2020
9,4,9,34,0,2,1,10.7,22,0.037,17,-0.2,22,0.2,24,2020,3,30,Cheyenne NCore,41.18222711,-104.7783342,3/30/2020
10,5,10,37,0,1,1,11.8,24,0.04,17,0,24,0.1,24,2020,3,31,Cheyenne NCore,41.18222711,-104.7783342,3/31/2020
11,7,11,35,0,2,1,12.2,24,0.038,17,0.2,24,0.2,24,2020,4,1,Cheyenne NCore,41.18222711,-104.7783342,4/1/2020
3,2,3,30,0,2,1,3.8,23,0.032,17,0,23,0.2,24,2020,4,2,Cheyenne NCore,41.18222711,-104.7783342,4/2/2020
18,10,18,33,0,2,1,19.8,24,0.036,17,0.1,24,0.2,24,2020,4,3,Cheyenne NCore,41.18222711,-104.7783342,4/3/2020
9,10,9,36,0,2,1,10,24,0.039,17,0.2,24,0.2,24,2020,4,4,Cheyenne NCore,41.18222711,-104.7783342,4/4/2020
20,9,20,37,0,2,1,21,23,0.04,17,0.4,23,0.2,24,2020,4,5,Cheyenne NCore,41.18222711,-104.7783342,4/5/2020
8,7,8,41,0,2,1,8.2,24,0.044,17,0,24,0.2,24,2020,4,6,Cheyenne NCore,41.18222711,-104.7783342,4/6/2020
10,8,10,38,0,2,1,11.7,24,0.041,17,0,24,0.2,24,2020,4,7,Cheyenne NCore,41.18222711,-104.7783342,4/7/2020
8,14,8,36,0,2,1,9.1,24,0.039,17,-0.2,18,0.2,19,2020,4,9,Cheyenne NCore,41.18222711,-104.7783342,4/9/2020
21,12,21,40,0,2,1,22.7,24,0.043,17,0,24,0.2,24,2020,4,10,Cheyenne NCore,41.18222711,-104.7783342,4/10/2020
2,6,2,40,0,1,1,2.1,23,0.043,17,0.1,23,0.1,24,2020,4,11,Cheyenne NCore,41.18222711,-104.7783342,4/11/2020
1,2,1,32,0,1,1,1,24,0.035,17,-0.1,24,0.1,24,2020,4,12,Cheyenne NCore,41.18222711,-104.7783342,4/12/2020
8,4,8,35,0,2,1,8.8,23,0.038,17,-0.3,23,0.2,24,2020,4,13,Cheyenne NCore,41.18222711,-104.7783342,4/13/2020
3,8,3,37,0,2,1,3,23,0.04,17,-0.2,23,0.2,24,2020,4,14,Cheyenne NCore,41.18222711,-104.7783342,4/14/2020
4,5,4,31,0,2,1,4.9,24,0.034,17,-0.1,24,0.2,24,2020,4,15,Cheyenne NCore,41.18222711,-104.7783342,4/15/2020
5,6,5,37,0,2,1,5.7,24,0.04,17,-0.2,24,0.2,24,2020,4,16,Cheyenne NCore,41.18222711,-104.7783342,4/16/2020
15,6,15,38,0,2,1,16.5,23,0.041,17,0.4,23,0.2,24,2020,4,17,Cheyenne NCore,41.18222711,-104.7783342,4/17/2020
8,5,8,36,0,2,1,9.5,24,0.039,17,0,24,0.2,24,2020,4,18,Cheyenne NCore,41.18222711,-104.7783342,4/18/2020
3,5,3,36,0,2,1,3.9,24,0.039,17,0,24,0.2,24,2020,4,19,Cheyenne NCore,41.18222711,-104.7783342,4/19/2020
8,6,8,39,0,2,1,8.1,22,0.042,17,0,22,0.2,24,2020,4,20,Cheyenne NCore,41.18222711,-104.7783342,4/20/2020
10,10,10,44,0,1,1,11,24,0.047,17,0.1,24,0.1,24,2020,4,21,Cheyenne NCore,41.18222711,-104.7783342,4/21/2020
12,9,12,39,0,2,1,13.3,24,0.042,17,0.3,24,0.2,24,2020,4,22,Cheyenne NCore,41.18222711,-104.7783342,4/22/2020
2,6,2,35,0,2,1,2.2,18,0.038,18,0.1,18,0.2,18,2020,4,23,Cheyenne NCore,41.18222711,-104.7783342,4/23/2020
1,2,1,33,0,2,1,1.4,24,0.036,17,0.1,24,0.2,24,2020,4,24,Cheyenne NCore,41.18222711,-104.7783342,4/24/2020
8,5,8,39,0,2,1,8.6,24,0.042,17,0.1,24,0.2,24,2020,4,25,Cheyenne NCore,41.18222711,-104.7783342,4/25/2020
7,6,7,33,0,2,1,7.3,23,0.036,17,0.2,23,0.2,24,2020,4,26,Cheyenne NCore,41.18222711,-104.7783342,4/26/2020
3,8,3,39,0,2,1,3.2,23,0.042,17,0.2,23,0.2,24,2020,4,27,Cheyenne NCore,41.18222711,-104.7783342,4/27/2020
1,6,1,41,0,2,1,1.3,24,0.044,17,0.3,24,0.2,24,2020,4,28,Cheyenne NCore,41.18222711,-104.7783342,4/28/2020
9,18,9,43,0,2,1,10.5,23,0.046,17,0.7,23,0.2,24,2020,4,29,Cheyenne NCore,41.18222711,-104.7783342,4/29/2020
11,15,11,35,0,2,1,12.2,24,0.038,17,0.6,24,0.2,24,2020,4,30,Cheyenne NCore,41.18222711,-104.7783342,4/30/2020
2,7,2,36,0,2,1,2.2,24,0.039,17,0.4,24,0.2,24,2020,5,1,Cheyenne NCore,41.18222711,-104.7783342,5/1/2020
6,6,6,31,0,2,1,6.4,23,0.033,17,0.5,23,0.2,24,2020,5,2,Cheyenne NCore,41.18222711,-104.7783342,5/2/2020
6,6,6,38,0,2,1,6.3,24,0.041,17,0.5,24,0.2,24,2020,5,3,Cheyenne NCore,41.18222711,-104.7783342,5/3/2020
3,6,3,42,0,2,1,3.8,23,0.045,17,0.3,23,0.2,24,2020,5,4,Cheyenne NCore,41.18222711,-104.7783342,5/4/2020
3,6,3,46,0,1,1,3.9,23,0.05,17,0.2,23,0.1,24,2020,5,5,Cheyenne NCore,41.18222711,-104.7783342,5/5/2020
14,13,14,44,0,2,1,15.8,24,0.048,17,0.5,24,0.2,24,2020,5,6,Cheyenne NCore,41.18222711,-104.7783342,5/6/2020
8,23,8,50,0,2,1,9.4,24,0.054,17,0.5,24,0.2,24,2020,5,7,Cheyenne NCore,41.18222711,-104.7783342,5/7/2020
3,9,3,39,0,2,1,3,23,0.042,17,0.5,23,0.2,24,2020,5,8,Cheyenne NCore,41.18222711,-104.7783342,5/8/2020
1,5,1,33,0,2,1,1.8,24,0.036,17,0.5,24,0.2,24,2020,5,9,Cheyenne NCore,41.18222711,-104.7783342,5/9/2020
4,10,4,38,0,2,1,4.5,24,0.041,17,0.5,24,0.2,24,2020,5,10,Cheyenne NCore,41.18222711,-104.7783342,5/10/2020
4,12,4,27,0,2,1,4.5,22,0.029,17,0.8,22,0.2,24,2020,5,11,Cheyenne NCore,41.18222711,-104.7783342,5/11/2020
5,7,5,31,1,2,1,5,24,0.034,17,1,24,0.2,24,2020,5,12,Cheyenne NCore,41.18222711,-104.7783342,5/12/2020
8,12,8,39,1,2,1,9.9,24,0.042,17,1,24,0.2,24,2020,5,13,Cheyenne NCore,41.18222711,-104.7783342,5/13/2020
5,4,5,42,0,2,1,5.1,24,0.045,17,0.4,24,0.2,24,2020,5,16,Cheyenne NCore,41.18222711,-104.7783342,5/16/2020
8,6,8,42,0,2,1,8.6,23,0.045,17,0.4,23,0.2,24,2020,5,17,Cheyenne NCore,41.18222711,-104.7783342,5/17/2020
6,16,6,46,0,2,1,6.3,22,0.05,17,0.7,22,0.2,24,2020,5,18,Cheyenne NCore,41.18222711,-104.7783342,5/18/2020
12,26,12,58,0,2,1,13.4,24,0.057,17,0.8,24,0.2,24,2020,5,19,Cheyenne NCore,41.18222711,-104.7783342,5/19/2020
4,24,4,48,0,2,1,4.6,23,0.052,17,0.7,23,0.2,24,2020,5,20,Cheyenne NCore,41.18222711,-104.7783342,5/20/2020
6,11,6,49,0,1,1,6,24,0.053,17,0.6,24,0.1,24,2020,5,21,Cheyenne NCore,41.18222711,-104.7783342,5/21/2020
10,16,10,67,0,2,1,11.4,24,0.06,17,0.8,24,0.2,24,2020,5,22,Cheyenne NCore,41.18222711,-104.7783342,5/22/2020
4,9,4,46,0,2,1,4.8,23,0.05,17,0.8,23,0.2,24,2020,5,23,Cheyenne NCore,41.18222711,-104.7783342,5/23/2020
5,2,5,30,0,2,1,5.9,24,0.032,17,0.5,24,0.2,24,2020,5,24,Cheyenne NCore,41.18222711,-104.7783342,5/24/2020
8,3,8,35,0,1,1,8,23,0.038,17,0.6,23,0.1,24,2020,5,25,Cheyenne NCore,41.18222711,-104.7783342,5/25/2020
8,8,8,26,1,1,1,8.7,24,0.028,17,1.1,24,0.1,21,2020,5,27,Cheyenne NCore,41.18222711,-104.7783342,5/27/2020
5,8,5,28,0,2,1,5.4,24,0.03,17,0.4,24,0.2,24,2020,5,28,Cheyenne NCore,41.18222711,-104.7783342,5/28/2020
18,19,18,40,0,2,1,19.4,22,0.043,17,0.6,22,0.2,24,2020,5,29,Cheyenne NCore,41.18222711,-104.7783342,5/29/2020
8,19,8,37,0,2,1,9.8,24,0.04,17,0.8,24,0.2,24,2020,5,30,Cheyenne NCore,41.18222711,-104.7783342,5/30/2020
10,18,10,32,0,2,1,11.9,24,0.035,17,0.7,24,0.2,24,2020,5,31,Cheyenne NCore,41.18222711,-104.7783342,5/31/2020
6,11,6,32,0,2,1,6,21,0.035,17,0.7,21,0.2,24,2020,6,1,Cheyenne NCore,41.18222711,-104.7783342,6/1/2020
5,21,5,33,1,2,1,5.6,23,0.036,17,1,23,0.2,24,2020,6,2,Cheyenne NCore,41.18222711,-104.7783342,6/2/2020
10,15,10,29,0,2,1,11.2,23,0.031,17,0.8,23,0.2,24,2020,6,3,Cheyenne NCore,41.18222711,-104.7783342,6/3/2020
3,14,3,30,0,1,1,3.3,24,0.032,17,0.6,24,0.1,24,2020,6,4,Cheyenne NCore,41.18222711,-104.7783342,6/4/2020
5,20,5,36,0,1,1,5.8,22,0.039,17,0.7,22,0.1,24,2020,6,5,Cheyenne NCore,41.18222711,-104.7783342,6/5/2020
10,30,10,30,1,2,1,11.7,23,0.032,17,1.2,23,0.2,24,2020,6,6,Cheyenne NCore,41.18222711,-104.7783342,6/6/2020
8,14,8,37,1,2,1,9.3,24,0.04,17,1.1,24,0.2,24,2020,6,7,Cheyenne NCore,41.18222711,-104.7783342,6/7/2020
2,9,2,33,0,1,1,2.2,23,0.036,17,0.8,23,0.1,24,2020,6,8,Cheyenne NCore,41.18222711,-104.7783342,6/8/2020
2,6,2,28,0,1,1,2.9,23,0.03,17,0.6,23,0.1,24,2020,6,9,Cheyenne NCore,41.18222711,-104.7783342,6/9/2020
8,7,8,26,0,1,1,8.5,24,0.028,17,0.5,24,0.1,24,2020,6,10,Cheyenne NCore,41.18222711,-104.7783342,6/10/2020
8,25,8,42,0,1,1,8.7,23,0.045,17,0.7,23,0.1,24,2020,6,12,Cheyenne NCore,41.18222711,-104.7783342,6/12/2020
8,25,8,39,0,1,1,8.7,24,0.042,17,0.8,24,0.1,24,2020,6,13,Cheyenne NCore,41.18222711,-104.7783342,6/13/2020
7,13,7,41,0,1,1,7.1,24,0.044,17,0.9,24,0.1,24,2020,6,14,Cheyenne NCore,41.18222711,-104.7783342,6/14/2020
6,25,6,41,0,1,1,6.9,22,0.044,17,0.8,22,0.1,24,2020,6,15,Cheyenne NCore,41.18222711,-104.7783342,6/15/2020
8,28,8,41,1,1,1,9.9,22,0.044,19,1,22,0.1,24,2020,6,16,Cheyenne NCore,41.18222711,-104.7783342,6/16/2020
8,19,8,32,1,1,1,8,23,0.035,17,1.2,23,0.1,19,2020,6,17,Cheyenne NCore,41.18222711,-104.7783342,6/17/2020
8,9,8,28,0,1,1,8.2,23,0.03,17,0.9,23,0.1,24,2020,6,18,Cheyenne NCore,41.18222711,-104.7783342,6/18/2020
10,8,10,28,1,2,1,11.8,23,0.03,17,1.2,23,0.2,24,2020,6,19,Cheyenne NCore,41.18222711,-104.7783342,6/19/2020
13,10,13,31,1,2,1,14.7,24,0.033,17,1,24,0.2,24,2020,6,20,Cheyenne NCore,41.18222711,-104.7783342,6/20/2020
4,7,4,24,1,1,1,4.3,24,0.026,17,1.2,24,0.1,24,2020,6,21,Cheyenne NCore,41.18222711,-104.7783342,6/21/2020
5,7,5,30,1,1,1,5.6,22,0.032,17,1.1,22,0.1,24,2020,6,22,Cheyenne NCore,41.18222711,-104.7783342,6/22/2020
11,9,11,27,1,1,1,12.5,24,0.029,17,1.2,24,0.1,23,2020,6,24,Cheyenne NCore,41.18222711,-104.7783342,6/24/2020
13,9,13,27,1,1,1,14.6,23,0.029,17,1.1,23,0.1,24,2020,6,25,Cheyenne NCore,41.18222711,-104.7783342,6/25/2020
11,7,11,29,1,1,1,12.5,24,0.031,17,1,24,0.1,24,2020,6,26,Cheyenne NCore,41.18222711,-104.7783342,6/26/2020
13,8,13,36,1,1,1,14.7,24,0.039,17,1.4,24,0.1,24,2020,6,27,Cheyenne NCore,41.18222711,-104.7783342,6/27/2020
8,12,8,30,3,1,1,9.3,23,0.032,17,2.2,23,0.1,24,2020,6,28,Cheyenne NCore,41.18222711,-104.7783342,6/28/2020
11,22,11,34,1,1,1,12.5,23,0.037,17,1.8,23,0.1,24,2020,6,29,Cheyenne NCore,41.18222711,-104.7783342,6/29/2020
3,10,3,32,1,1,1,3.8,24,0.035,17,1.3,24,0.1,24,2020,6,30,Cheyenne NCore,41.18222711,-104.7783342,6/30/2020
5,22,5,38,1,1,1,5.9,23,0.041,17,1.1,23,0.1,24,2020,7,1,Cheyenne NCore,41.18222711,-104.7783342,7/1/2020
5,36,5,36,1,2,1,5.5,24,0.039,17,1.1,24,0.2,24,2020,7,2,Cheyenne NCore,41.18222711,-104.7783342,7/2/2020
6,26,6,31,1,1,1,6.8,24,0.034,17,1.3,24,0.1,24,2020,7,3,Cheyenne NCore,41.18222711,-104.7783342,7/3/2020
10,16,10,29,1,2,1,11.2,23,0.031,17,1.1,23,0.2,24,2020,7,4,Cheyenne NCore,41.18222711,-104.7783342,7/4/2020
13,12,13,31,1,2,1,14.4,24,0.034,17,1.5,24,0.2,24,2020,7,5,Cheyenne NCore,41.18222711,-104.7783342,7/5/2020
14,13,14,32,1,2,1,15.4,23,0.035,17,1.3,23,0.2,24,2020,7,6,Cheyenne NCore,41.18222711,-104.7783342,7/6/2020
12,20,12,31,1,2,1,13.4,23,0.034,17,1.7,23,0.2,24,2020,7,7,Cheyenne NCore,41.18222711,-104.7783342,7/7/2020
6,27,6,34,1,2,1,6.5,24,0.037,17,1.4,24,0.2,24,2020,7,8,Cheyenne NCore,41.18222711,-104.7783342,7/8/2020
5,26,5,35,1,2,1,5.5,24,0.038,17,1.3,24,0.2,24,2020,7,9,Cheyenne NCore,41.18222711,-104.7783342,7/9/2020
7,29,7,42,1,3,1,7.5,23,0.045,17,1.5,23,0.3,16,2020,7,10,Cheyenne NCore,41.18222711,-104.7783342,7/10/2020
4,21,4,36,1,2,1,4.3,24,0.039,17,1.4,24,0.2,24,2020,7,11,Cheyenne NCore,41.18222711,-104.7783342,7/11/2020
12,19,12,31,1,3,1,13.2,24,0.034,17,1.7,24,0.3,16,2020,7,12,Cheyenne NCore,41.18222711,-104.7783342,7/12/2020
14,16,14,29,1,3,1,15.6,21,0.031,17,1.7,21,0.3,24,2020,7,13,Cheyenne NCore,41.18222711,-104.7783342,7/13/2020
5,18,5,31,1,3,1,5.4,24,0.033,17,1.5,24,0.3,24,2020,7,14,Cheyenne NCore,41.18222711,-104.7783342,7/14/2020
7,14,7,30,1,3,1,7.5,24,0.032,17,1.4,24,0.3,24,2020,7,15,Cheyenne NCore,41.18222711,-104.7783342,7/15/2020
14,21,14,37,1,3,1,15.8,23,0.04,17,1.6,23,0.3,24,2020,7,16,Cheyenne NCore,41.18222711,-104.7783342,7/16/2020
13,19,13,32,1,3,1,14,24,0.035,17,1.7,24,0.3,24,2020,7,17,Cheyenne NCore,41.18222711,-104.7783342,7/17/2020
7,18,7,30,1,3,1,7.2,24,0.032,17,1.7,24,0.3,24,2020,7,18,Cheyenne NCore,41.18222711,-104.7783342,7/18/2020
6,26,6,32,1,3,1,6.5,22,0.035,17,1.6,22,0.3,24,2020,7,19,Cheyenne NCore,41.18222711,-104.7783342,7/19/2020
8,19,8,31,1,3,1,9.1,24,0.034,17,1.8,24,0.3,24,2020,7,20,Cheyenne NCore,41.18222711,-104.7783342,7/20/2020
8,14,8,44,3,0,1,9.7,22,0.048,17,2,22,0,17,2020,7,22,Cheyenne NCore,41.18222711,-104.7783342,7/22/2020
