Date,Source,Site ID,POC,Daily Max 8-hour CO Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
1/1/2020,AQS,530330030,1,0.3,ppm,3,Seattle-10th & Weller,18,75,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
1/2/2020,AQS,530330030,1,0.4,ppm,5,Seattle-10th & Weller,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
1/3/2020,AQS,530330030,1,0.8,ppm,9,Seattle-10th & Weller,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
1/4/2020,AQS,530330030,1,0.4,ppm,5,Seattle-10th & Weller,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
1/5/2020,AQS,530330030,1,0.4,ppm,5,Seattle-10th & Weller,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
1/6/2020,AQS,530330030,1,0.3,ppm,3,Seattle-10th & Weller,16,67,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
1/7/2020,AQS,530330030,1,0.4,ppm,5,Seattle-10th & Weller,17,71,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
1/8/2020,AQS,530330030,1,0.4,ppm,5,Seattle-10th & Weller,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
1/9/2020,AQS,530330030,1,0.5,ppm,6,Seattle-10th & Weller,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
1/10/2020,AQS,530330030,1,0.4,ppm,5,Seattle-10th & Weller,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
1/11/2020,AQS,530330030,1,0.4,ppm,5,Seattle-10th & Weller,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
1/12/2020,AQS,530330030,1,0.4,ppm,5,Seattle-10th & Weller,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
1/13/2020,AQS,530330030,1,0.4,ppm,5,Seattle-10th & Weller,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
1/14/2020,AQS,530330030,1,0.4,ppm,5,Seattle-10th & Weller,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
1/15/2020,AQS,530330030,1,0.3,ppm,3,Seattle-10th & Weller,20,83,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
1/16/2020,AQS,530330030,1,0.4,ppm,5,Seattle-10th & Weller,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
1/17/2020,AQS,530330030,1,0.5,ppm,6,Seattle-10th & Weller,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
1/18/2020,AQS,530330030,1,0.5,ppm,6,Seattle-10th & Weller,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
1/19/2020,AQS,530330030,1,0.7,ppm,8,Seattle-10th & Weller,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
1/20/2020,AQS,530330030,1,0.7,ppm,8,Seattle-10th & Weller,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
1/21/2020,AQS,530330030,1,0.7,ppm,8,Seattle-10th & Weller,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
1/22/2020,AQS,530330030,1,0.3,ppm,3,Seattle-10th & Weller,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
1/23/2020,AQS,530330030,1,0.4,ppm,5,Seattle-10th & Weller,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
1/24/2020,AQS,530330030,1,0.4,ppm,5,Seattle-10th & Weller,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
1/25/2020,AQS,530330030,1,0.5,ppm,6,Seattle-10th & Weller,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
1/26/2020,AQS,530330030,1,0.4,ppm,5,Seattle-10th & Weller,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
1/27/2020,AQS,530330030,1,0.4,ppm,5,Seattle-10th & Weller,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
1/28/2020,AQS,530330030,1,0.5,ppm,6,Seattle-10th & Weller,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
1/29/2020,AQS,530330030,1,0.5,ppm,6,Seattle-10th & Weller,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
1/30/2020,AQS,530330030,1,0.5,ppm,6,Seattle-10th & Weller,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
1/31/2020,AQS,530330030,1,0.4,ppm,5,Seattle-10th & Weller,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
2/1/2020,AQS,530330030,1,0.3,ppm,3,Seattle-10th & Weller,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
2/2/2020,AQS,530330030,1,0.5,ppm,6,Seattle-10th & Weller,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.597222,-122.319722
