Date,Source,Site ID,POC,Daily Max 8-hour CO Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
9/22/2018,AQS,530330080,2,0.1,ppm,1,SEATTLE - BEACON HILL,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.568236,-122.308628
9/23/2018,AQS,530330080,2,0.2,ppm,2,SEATTLE - BEACON HILL,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.568236,-122.308628
9/24/2018,AQS,530330080,2,0.2,ppm,2,SEATTLE - BEACON HILL,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.568236,-122.308628
9/25/2018,AQS,530330080,2,0.2,ppm,2,SEATTLE - BEACON HILL,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.568236,-122.308628
9/26/2018,AQS,530330080,2,0.3,ppm,3,SEATTLE - BEACON HILL,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.568236,-122.308628
9/27/2018,AQS,530330080,2,0.3,ppm,3,SEATTLE - BEACON HILL,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.568236,-122.308628
9/28/2018,AQS,530330080,2,0.2,ppm,2,SEATTLE - BEACON HILL,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.568236,-122.308628
9/29/2018,AQS,530330080,2,0.3,ppm,3,SEATTLE - BEACON HILL,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.568236,-122.308628
9/30/2018,AQS,530330080,2,0.3,ppm,3,SEATTLE - BEACON HILL,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.568236,-122.308628
10/1/2018,AQS,530330080,2,0.2,ppm,2,SEATTLE - BEACON HILL,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.568236,-122.308628
10/2/2018,AQS,530330080,2,0.2,ppm,2,SEATTLE - BEACON HILL,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.568236,-122.308628
10/3/2018,AQS,530330080,2,0.2,ppm,2,SEATTLE - BEACON HILL,8,33,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.568236,-122.308628
10/4/2018,AQS,530330080,2,0.3,ppm,3,SEATTLE - BEACON HILL,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.568236,-122.308628
10/5/2018,AQS,530330080,2,0.3,ppm,3,SEATTLE - BEACON HILL,24,100,42101,Carbon monoxide,42660,"Seattle-Tacoma-Bellevue, WA",53,Washington,33,King,47.568236,-122.308628
