DMax Ozone,Year,Month,Day,OZONE-WEIGHT,Flag,Site Name,Lat,Lng,Date
0.024,2018,6,7,17,0,Newark Firehouse,40.720989,-74.192892,6/7/2018
0.026,2018,6,10,17,0,Newark Firehouse,40.720989,-74.192892,6/10/2018
0.039,2018,6,13,17,0,Newark Firehouse,40.720989,-74.192892,6/13/2018
0.044,2018,6,16,17,0,Newark Firehouse,40.720989,-74.192892,6/16/2018
0.041,2018,6,19,17,0,Newark Firehouse,40.720989,-74.192892,6/19/2018
0.035,2018,6,22,17,0,Newark Firehouse,40.720989,-74.192892,6/22/2018
0.037,2018,6,25,17,0,Newark Firehouse,40.720989,-74.192892,6/25/2018
0.047,2018,6,28,17,0,Newark Firehouse,40.720989,-74.192892,6/28/2018
0.043,2018,7,4,17,0,Newark Firehouse,40.720989,-74.192892,7/4/2018
0.041,2018,7,7,17,0,Newark Firehouse,40.720989,-74.192892,7/7/2018
0.08,2018,7,10,17,0,Newark Firehouse,40.720989,-74.192892,7/10/2018
0.058,2018,7,13,17,0,Newark Firehouse,40.720989,-74.192892,7/13/2018
0.067,2018,7,16,17,0,Newark Firehouse,40.720989,-74.192892,7/16/2018
0.054,2018,7,19,17,0,Newark Firehouse,40.720989,-74.192892,7/19/2018
0.027,2018,7,22,17,0,Newark Firehouse,40.720989,-74.192892,7/22/2018
0.042,2018,7,31,17,0,Newark Firehouse,40.720989,-74.192892,7/31/2018
0.025,2018,8,3,17,0,Newark Firehouse,40.720989,-74.192892,8/3/2018
0.061,2018,8,6,17,0,Newark Firehouse,40.720989,-74.192892,8/6/2018
0.051,2018,8,9,17,0,Newark Firehouse,40.720989,-74.192892,8/9/2018
0.051,2018,8,12,17,0,Newark Firehouse,40.720989,-74.192892,8/12/2018
0.046,2018,8,15,17,0,Newark Firehouse,40.720989,-74.192892,8/15/2018
0.044,2018,8,18,17,0,Newark Firehouse,40.720989,-74.192892,8/18/2018
0.024,2018,8,21,17,0,Newark Firehouse,40.720989,-74.192892,8/21/2018
0.054,2018,8,24,17,0,Newark Firehouse,40.720989,-74.192892,8/24/2018
0.057,2018,8,27,17,0,Newark Firehouse,40.720989,-74.192892,8/27/2018
0.041,2018,8,30,17,0,Newark Firehouse,40.720989,-74.192892,8/30/2018
0.037,2018,9,2,17,0,Newark Firehouse,40.720989,-74.192892,9/2/2018
0.048,2018,9,5,17,0,Newark Firehouse,40.720989,-74.192892,9/5/2018
0.023,2018,9,8,17,0,Newark Firehouse,40.720989,-74.192892,9/8/2018
0.005,2018,9,11,17,0,Newark Firehouse,40.720989,-74.192892,9/11/2018
0.015,2018,9,14,17,0,Newark Firehouse,40.720989,-74.192892,9/14/2018
