,Site Name,Date,DMean PM10,PM10 Units,PM10 AQI,Lat,Lng,DMax NO2,NO2 Units,NO2 AQI,DMax Ozone,Ozone Units,Ozone AQI,DMax SO2,SO2 Units,SO2 AQI,DMax CO,CO Units,CO AQI
0,Ivanhoe,10/27/2016,16.0,ug/m3 SC,15.0,31.785769000000002,-106.323578,,,,0.038,ppm,35.0,,,,,,
1,Ivanhoe,11/2/2016,13.0,ug/m3 SC,12.0,31.785769000000002,-106.323578,,,,0.024,ppm,22.0,,,,,,
2,Ivanhoe,11/8/2016,7.0,ug/m3 SC,6.0,31.785769000000002,-106.323578,,,,0.036000000000000004,ppm,33.0,,,,,,
3,Ivanhoe,11/14/2016,25.0,ug/m3 SC,23.0,31.785769000000002,-106.323578,,,,0.038,ppm,35.0,,,,,,
4,Ivanhoe,11/20/2016,18.0,ug/m3 SC,17.0,31.785769000000002,-106.323578,,,,0.032,ppm,30.0,,,,,,
5,Ivanhoe,11/26/2016,13.0,ug/m3 SC,12.0,31.785769000000002,-106.323578,,,,0.027000000000000003,ppm,25.0,,,,,,
6,Ivanhoe,12/2/2016,16.0,ug/m3 SC,15.0,31.785769000000002,-106.323578,,,,0.028999999999999998,ppm,27.0,,,,,,
7,Ivanhoe,12/8/2016,6.0,ug/m3 SC,6.0,31.785769000000002,-106.323578,,,,0.023,ppm,21.0,,,,,,
8,Ivanhoe,12/14/2016,25.0,ug/m3 SC,23.0,31.785769000000002,-106.323578,,,,0.022000000000000002,ppm,20.0,,,,,,
9,Ivanhoe,12/20/2016,48.0,ug/m3 SC,44.0,31.785769000000002,-106.323578,,,,0.019,ppm,18.0,,,,,,
10,Ivanhoe,12/26/2016,11.0,ug/m3 SC,10.0,31.785769000000002,-106.323578,,,,0.03,ppm,28.0,,,,,,
11,El Paso Mimosa,10/27/2016,31.0,ug/m3 SC,29.0,31.735857,-106.377909,,,,,,,,,,,,
12,El Paso Mimosa,11/2/2016,24.0,ug/m3 SC,22.0,31.735857,-106.377909,,,,,,,,,,,,
13,El Paso Mimosa,11/8/2016,13.0,ug/m3 SC,12.0,31.735857,-106.377909,,,,,,,,,,,,
14,El Paso Mimosa,11/14/2016,52.0,ug/m3 SC,48.0,31.735857,-106.377909,,,,,,,,,,,,
15,El Paso Mimosa,11/20/2016,23.0,ug/m3 SC,21.0,31.735857,-106.377909,,,,,,,,,,,,
16,El Paso Mimosa,11/26/2016,23.0,ug/m3 SC,21.0,31.735857,-106.377909,,,,,,,,,,,,
17,El Paso Mimosa,12/2/2016,17.0,ug/m3 SC,16.0,31.735857,-106.377909,,,,,,,,,,,,
18,El Paso Mimosa,12/8/2016,9.0,ug/m3 SC,8.0,31.735857,-106.377909,,,,,,,,,,,,
19,El Paso Mimosa,12/14/2016,40.0,ug/m3 SC,37.0,31.735857,-106.377909,,,,,,,,,,,,
20,El Paso Mimosa,12/20/2016,64.0,ug/m3 SC,55.0,31.735857,-106.377909,,,,,,,,,,,,
21,El Paso Mimosa,12/26/2016,28.0,ug/m3 SC,26.0,31.735857,-106.377909,,,,,,,,,,,,
22,Socorro Hueco,1/1/2016,6.0,ug/m3 SC,6.0,31.6675,-106.288,,,,0.026000000000000002,ppm,24.0,,,,,,
23,Socorro Hueco,1/1/2016,5.0,ug/m3 SC,5.0,31.6675,-106.288,,,,0.026000000000000002,ppm,24.0,,,,,,
24,Socorro Hueco,1/7/2016,18.0,ug/m3 SC,17.0,31.6675,-106.288,,,,0.038,ppm,35.0,,,,,,
25,Socorro Hueco,1/7/2016,16.0,ug/m3 SC,15.0,31.6675,-106.288,,,,0.038,ppm,35.0,,,,,,
26,Socorro Hueco,1/13/2016,62.0,ug/m3 SC,54.0,31.6675,-106.288,,,,0.024,ppm,22.0,,,,,,
27,Socorro Hueco,1/13/2016,55.0,ug/m3 SC,51.0,31.6675,-106.288,,,,0.024,ppm,22.0,,,,,,
28,Socorro Hueco,1/19/2016,39.0,ug/m3 SC,36.0,31.6675,-106.288,,,,0.033,ppm,31.0,,,,,,
29,Socorro Hueco,1/19/2016,32.0,ug/m3 SC,30.0,31.6675,-106.288,,,,0.033,ppm,31.0,,,,,,
30,Socorro Hueco,1/25/2016,26.0,ug/m3 SC,24.0,31.6675,-106.288,,,,0.038,ppm,35.0,,,,,,
31,Socorro Hueco,1/25/2016,25.0,ug/m3 SC,23.0,31.6675,-106.288,,,,0.038,ppm,35.0,,,,,,
32,Socorro Hueco,1/31/2016,26.0,ug/m3 SC,24.0,31.6675,-106.288,,,,0.039,ppm,36.0,,,,,,
33,Socorro Hueco,1/31/2016,19.0,ug/m3 SC,18.0,31.6675,-106.288,,,,0.039,ppm,36.0,,,,,,
34,Socorro Hueco,2/6/2016,35.0,ug/m3 SC,32.0,31.6675,-106.288,,,,0.034,ppm,31.0,,,,,,
35,Socorro Hueco,2/6/2016,40.0,ug/m3 SC,37.0,31.6675,-106.288,,,,0.034,ppm,31.0,,,,,,
36,Socorro Hueco,2/12/2016,54.0,ug/m3 SC,50.0,31.6675,-106.288,,,,0.035,ppm,32.0,,,,,,
37,Socorro Hueco,2/12/2016,52.0,ug/m3 SC,48.0,31.6675,-106.288,,,,0.035,ppm,32.0,,,,,,
38,Socorro Hueco,2/18/2016,53.0,ug/m3 SC,49.0,31.6675,-106.288,,,,0.048,ppm,44.0,,,,,,
39,Socorro Hueco,2/18/2016,42.0,ug/m3 SC,39.0,31.6675,-106.288,,,,0.048,ppm,44.0,,,,,,
40,Socorro Hueco,2/24/2016,25.0,ug/m3 SC,23.0,31.6675,-106.288,,,,0.043,ppm,40.0,,,,,,
41,Socorro Hueco,2/24/2016,20.0,ug/m3 SC,19.0,31.6675,-106.288,,,,0.043,ppm,40.0,,,,,,
42,Socorro Hueco,3/1/2016,34.0,ug/m3 SC,31.0,31.6675,-106.288,,,,0.042,ppm,39.0,,,,,,
43,Socorro Hueco,3/1/2016,32.0,ug/m3 SC,30.0,31.6675,-106.288,,,,0.042,ppm,39.0,,,,,,
44,Socorro Hueco,3/7/2016,58.0,ug/m3 SC,52.0,31.6675,-106.288,,,,0.04,ppm,37.0,,,,,,
45,Socorro Hueco,3/7/2016,35.0,ug/m3 SC,32.0,31.6675,-106.288,,,,0.04,ppm,37.0,,,,,,
46,Socorro Hueco,6/11/2016,28.0,ug/m3 SC,26.0,31.6675,-106.288,,,,0.055,ppm,51.0,,,,,,
47,Socorro Hueco,6/11/2016,27.0,ug/m3 SC,25.0,31.6675,-106.288,,,,0.055,ppm,51.0,,,,,,
48,Socorro Hueco,6/17/2016,33.0,ug/m3 SC,31.0,31.6675,-106.288,,,,0.057,ppm,58.0,,,,,,
49,Socorro Hueco,6/17/2016,35.0,ug/m3 SC,32.0,31.6675,-106.288,,,,0.057,ppm,58.0,,,,,,
50,Socorro Hueco,6/23/2016,42.0,ug/m3 SC,39.0,31.6675,-106.288,,,,0.062,ppm,74.0,,,,,,
51,Socorro Hueco,6/23/2016,37.0,ug/m3 SC,34.0,31.6675,-106.288,,,,0.062,ppm,74.0,,,,,,
52,Socorro Hueco,6/29/2016,12.0,ug/m3 SC,11.0,31.6675,-106.288,,,,0.037000000000000005,ppm,34.0,,,,,,
53,Socorro Hueco,6/29/2016,14.0,ug/m3 SC,13.0,31.6675,-106.288,,,,0.037000000000000005,ppm,34.0,,,,,,
54,Socorro Hueco,7/5/2016,34.0,ug/m3 SC,31.0,31.6675,-106.288,,,,0.062,ppm,74.0,,,,,,
55,Socorro Hueco,7/5/2016,37.0,ug/m3 SC,34.0,31.6675,-106.288,,,,0.062,ppm,74.0,,,,,,
56,Socorro Hueco,7/11/2016,31.0,ug/m3 SC,29.0,31.6675,-106.288,,,,0.040999999999999995,ppm,38.0,,,,,,
57,Socorro Hueco,7/11/2016,28.0,ug/m3 SC,26.0,31.6675,-106.288,,,,0.040999999999999995,ppm,38.0,,,,,,
58,Socorro Hueco,7/17/2016,30.0,ug/m3 SC,28.0,31.6675,-106.288,,,,0.055999999999999994,ppm,54.0,,,,,,
59,Socorro Hueco,7/17/2016,34.0,ug/m3 SC,31.0,31.6675,-106.288,,,,0.055999999999999994,ppm,54.0,,,,,,
60,Socorro Hueco,7/23/2016,21.0,ug/m3 SC,19.0,31.6675,-106.288,,,,0.047,ppm,44.0,,,,,,
61,Socorro Hueco,7/23/2016,22.0,ug/m3 SC,20.0,31.6675,-106.288,,,,0.047,ppm,44.0,,,,,,
62,Socorro Hueco,7/29/2016,31.0,ug/m3 SC,29.0,31.6675,-106.288,,,,0.046,ppm,43.0,,,,,,
63,Socorro Hueco,7/29/2016,29.0,ug/m3 SC,27.0,31.6675,-106.288,,,,0.046,ppm,43.0,,,,,,
64,Socorro Hueco,8/4/2016,22.0,ug/m3 SC,20.0,31.6675,-106.288,,,,0.063,ppm,77.0,,,,,,
65,Socorro Hueco,8/4/2016,19.0,ug/m3 SC,18.0,31.6675,-106.288,,,,0.063,ppm,77.0,,,,,,
66,Socorro Hueco,8/10/2016,11.0,ug/m3 SC,10.0,31.6675,-106.288,,,,0.052000000000000005,ppm,48.0,,,,,,
67,Socorro Hueco,8/10/2016,9.0,ug/m3 SC,8.0,31.6675,-106.288,,,,0.052000000000000005,ppm,48.0,,,,,,
68,Socorro Hueco,8/16/2016,26.0,ug/m3 SC,24.0,31.6675,-106.288,,,,0.055,ppm,51.0,,,,,,
69,Socorro Hueco,8/16/2016,25.0,ug/m3 SC,23.0,31.6675,-106.288,,,,0.055,ppm,51.0,,,,,,
70,Socorro Hueco,8/22/2016,11.0,ug/m3 SC,10.0,31.6675,-106.288,,,,0.044000000000000004,ppm,41.0,,,,,,
71,Socorro Hueco,8/22/2016,10.0,ug/m3 SC,9.0,31.6675,-106.288,,,,0.044000000000000004,ppm,41.0,,,,,,
72,Socorro Hueco,8/28/2016,10.0,ug/m3 SC,9.0,31.6675,-106.288,,,,0.053,ppm,49.0,,,,,,
73,Socorro Hueco,8/28/2016,11.0,ug/m3 SC,10.0,31.6675,-106.288,,,,0.053,ppm,49.0,,,,,,
74,Socorro Hueco,9/3/2016,17.0,ug/m3 SC,16.0,31.6675,-106.288,,,,0.04,ppm,37.0,,,,,,
75,Socorro Hueco,9/3/2016,14.0,ug/m3 SC,13.0,31.6675,-106.288,,,,0.04,ppm,37.0,,,,,,
76,Socorro Hueco,9/9/2016,32.0,ug/m3 SC,30.0,31.6675,-106.288,,,,0.051,ppm,47.0,,,,,,
77,Socorro Hueco,9/9/2016,31.0,ug/m3 SC,29.0,31.6675,-106.288,,,,0.051,ppm,47.0,,,,,,
78,Socorro Hueco,9/15/2016,18.0,ug/m3 SC,17.0,31.6675,-106.288,,,,0.038,ppm,35.0,,,,,,
79,Socorro Hueco,9/15/2016,16.0,ug/m3 SC,15.0,31.6675,-106.288,,,,0.038,ppm,35.0,,,,,,
80,Socorro Hueco,9/21/2016,20.0,ug/m3 SC,19.0,31.6675,-106.288,,,,0.037000000000000005,ppm,34.0,,,,,,
81,Socorro Hueco,9/21/2016,18.0,ug/m3 SC,17.0,31.6675,-106.288,,,,0.037000000000000005,ppm,34.0,,,,,,
82,Socorro Hueco,9/27/2016,16.0,ug/m3 SC,15.0,31.6675,-106.288,,,,0.044000000000000004,ppm,41.0,,,,,,
83,Socorro Hueco,9/27/2016,14.0,ug/m3 SC,13.0,31.6675,-106.288,,,,0.044000000000000004,ppm,41.0,,,,,,
84,Socorro Hueco,10/3/2016,22.0,ug/m3 SC,20.0,31.6675,-106.288,,,,0.027999999999999997,ppm,26.0,,,,,,
85,Socorro Hueco,10/3/2016,19.0,ug/m3 SC,18.0,31.6675,-106.288,,,,0.027999999999999997,ppm,26.0,,,,,,
86,Socorro Hueco,10/9/2016,3.0,ug/m3 SC,3.0,31.6675,-106.288,,,,0.027999999999999997,ppm,26.0,,,,,,
87,Socorro Hueco,10/9/2016,6.0,ug/m3 SC,6.0,31.6675,-106.288,,,,0.027999999999999997,ppm,26.0,,,,,,
88,Socorro Hueco,10/15/2016,46.0,ug/m3 SC,43.0,31.6675,-106.288,,,,0.035,ppm,32.0,,,,,,
89,Socorro Hueco,10/15/2016,42.0,ug/m3 SC,39.0,31.6675,-106.288,,,,0.035,ppm,32.0,,,,,,
90,Socorro Hueco,10/21/2016,38.0,ug/m3 SC,35.0,31.6675,-106.288,,,,0.043,ppm,40.0,,,,,,
91,Socorro Hueco,10/21/2016,37.0,ug/m3 SC,34.0,31.6675,-106.288,,,,0.043,ppm,40.0,,,,,,
92,Socorro Hueco,10/27/2016,34.0,ug/m3 SC,31.0,31.6675,-106.288,,,,0.038,ppm,35.0,,,,,,
93,Socorro Hueco,10/27/2016,35.0,ug/m3 SC,32.0,31.6675,-106.288,,,,0.038,ppm,35.0,,,,,,
94,Socorro Hueco,11/2/2016,19.0,ug/m3 SC,18.0,31.6675,-106.288,,,,0.023,ppm,21.0,,,,,,
95,Socorro Hueco,11/2/2016,19.0,ug/m3 SC,18.0,31.6675,-106.288,,,,0.023,ppm,21.0,,,,,,
96,Socorro Hueco,11/8/2016,13.0,ug/m3 SC,12.0,31.6675,-106.288,,,,0.033,ppm,31.0,,,,,,
97,Socorro Hueco,11/14/2016,43.0,ug/m3 SC,40.0,31.6675,-106.288,,,,0.031,ppm,29.0,,,,,,
98,Socorro Hueco,11/14/2016,37.0,ug/m3 SC,34.0,31.6675,-106.288,,,,0.031,ppm,29.0,,,,,,
99,Socorro Hueco,11/20/2016,34.0,ug/m3 SC,31.0,31.6675,-106.288,,,,0.032,ppm,30.0,,,,,,
100,Socorro Hueco,11/20/2016,32.0,ug/m3 SC,30.0,31.6675,-106.288,,,,0.032,ppm,30.0,,,,,,
101,Socorro Hueco,11/26/2016,20.0,ug/m3 SC,19.0,31.6675,-106.288,,,,0.027999999999999997,ppm,26.0,,,,,,
102,Socorro Hueco,11/26/2016,20.0,ug/m3 SC,19.0,31.6675,-106.288,,,,0.027999999999999997,ppm,26.0,,,,,,
103,Socorro Hueco,12/2/2016,24.0,ug/m3 SC,22.0,31.6675,-106.288,,,,0.03,ppm,28.0,,,,,,
104,Socorro Hueco,12/2/2016,22.0,ug/m3 SC,20.0,31.6675,-106.288,,,,0.03,ppm,28.0,,,,,,
