,Site Name,Date,DMean PM10,PM_UNITS,PM10 AQI,PM-WEIGHT,LAt,Lng,DMax NO2,NO2 Units,NO2 AQI,NO2-WEIGHT,DMax Ozone,Ozone Units,Ozone AQI,OZONE-WEIGHT,DMax SO2,SO2 Units,SO2 AQI,SO2-WEIGHT,DMax CO,CO Units,CO AQI,CO-WEIGHT
24,SEATTLE - BEACON HILL,8/13/2020,11.0,ug/m3 SC,10.0,1.0,47.568236,-122.308628,12.5,ppb,11.0,23.0,0.039,ppm,36.0,17.0,1.0,ppb,1.0,24.0,0.2,ppm,2.0,24.0
25,SEATTLE - BEACON HILL,8/16/2020,16.0,ug/m3 SC,15.0,1.0,47.568236,-122.308628,28.0,ppb,26.0,24.0,0.051,ppm,47.0,17.0,4.3,ppb,6.0,24.0,0.3,ppm,3.0,24.0
26,SEATTLE - BEACON HILL,8/19/2020,10.0,ug/m3 SC,9.0,1.0,47.568236,-122.308628,28.1,ppb,26.0,24.0,0.03,ppm,28.0,17.0,1.6,ppb,1.0,24.0,0.2,ppm,2.0,24.0
27,SEATTLE - BEACON HILL,8/22/2020,8.0,ug/m3 SC,7.0,1.0,47.568236,-122.308628,6.1,ppb,6.0,24.0,0.033,ppm,31.0,17.0,0.9,ppb,0.0,22.0,0.2,ppm,2.0,24.0
28,SEATTLE - BEACON HILL,8/25/2020,11.0,ug/m3 SC,10.0,1.0,47.568236,-122.308628,20.8,ppb,19.0,23.0,0.027,ppm,25.0,17.0,1.7,ppb,1.0,24.0,0.2,ppm,2.0,24.0
29,SEATTLE - BEACON HILL,8/28/2020,7.0,ug/m3 SC,6.0,1.0,47.568236,-122.308628,8.9,ppb,8.0,24.0,0.027,ppm,25.0,17.0,0.9,ppb,0.0,24.0,0.2,ppm,2.0,24.0
30,SEATTLE - BEACON HILL,8/31/2020,6.0,ug/m3 SC,6.0,1.0,47.568236,-122.308628,26.5,ppb,25.0,24.0,0.029,ppm,27.0,17.0,1.0,ppb,1.0,24.0,0.2,ppm,2.0,24.0
31,SEATTLE - BEACON HILL,9/3/2020,9.0,ug/m3 SC,8.0,1.0,47.568236,-122.308628,19.0,ppb,18.0,24.0,0.028,ppm,26.0,17.0,1.7,ppb,1.0,22.0,0.2,ppm,2.0,24.0
32,SEATTLE - BEACON HILL,9/6/2020,12.0,ug/m3 SC,11.0,1.0,47.568236,-122.308628,39.0,ppb,37.0,23.0,0.027,ppm,25.0,17.0,1.4,ppb,1.0,24.0,0.3,ppm,3.0,24.0
33,SEATTLE - BEACON HILL,9/9/2020,38.0,ug/m3 SC,35.0,1.0,47.568236,-122.308628,34.5,ppb,32.0,24.0,0.057,ppm,58.0,17.0,1.5,ppb,1.0,24.0,0.4,ppm,5.0,24.0
34,SEATTLE - BEACON HILL,9/18/2020,46.0,ug/m3 SC,43.0,1.0,47.568236,-122.308628,24.9,ppb,23.0,23.0,0.014,ppm,13.0,17.0,1.5,ppb,1.0,24.0,0.8,ppm,9.0,24.0
35,SEATTLE - BEACON HILL,9/21/2020,10.0,ug/m3 SC,9.0,1.0,47.568236,-122.308628,23.9,ppb,22.0,24.0,0.021,ppm,19.0,17.0,2.9,ppb,3.0,24.0,0.5,ppm,6.0,24.0
36,SEATTLE - BEACON HILL,9/24/2020,8.0,ug/m3 SC,7.0,1.0,47.568236,-122.308628,12.3,ppb,11.0,24.0,0.026,ppm,24.0,17.0,0.9,ppb,0.0,24.0,0.2,ppm,2.0,24.0
37,SEATTLE - BEACON HILL,9/27/2020,7.0,ug/m3 SC,6.0,1.0,47.568236,-122.308628,12.0,ppb,11.0,24.0,0.029,ppm,27.0,17.0,0.9,ppb,0.0,22.0,0.2,ppm,2.0,24.0
38,SEATTLE - BEACON HILL,9/30/2020,19.0,ug/m3 SC,18.0,1.0,47.568236,-122.308628,38.3,ppb,36.0,23.0,0.002,ppm,2.0,17.0,4.7,ppb,6.0,24.0,0.5,ppm,6.0,24.0
39,SEATTLE - BEACON HILL,10/3/2020,15.0,ug/m3 SC,14.0,1.0,47.568236,-122.308628,23.3,ppb,22.0,24.0,0.01,ppm,9.0,17.0,2.2,ppb,3.0,24.0,0.4,ppm,5.0,24.0
40,SEATTLE - BEACON HILL,10/6/2020,13.0,ug/m3 SC,12.0,1.0,47.568236,-122.308628,15.6,ppb,14.0,24.0,0.017,ppm,16.0,17.0,1.6,ppb,1.0,24.0,0.3,ppm,3.0,24.0
41,SEATTLE - BEACON HILL,10/9/2020,8.0,ug/m3 SC,7.0,1.0,47.568236,-122.308628,15.6,ppb,14.0,24.0,0.023,ppm,21.0,17.0,1.3,ppb,1.0,22.0,0.2,ppm,2.0,24.0
42,SEATTLE - BEACON HILL,10/12/2020,8.0,ug/m3 SC,7.0,1.0,47.568236,-122.308628,16.8,ppb,15.0,23.0,0.031,ppm,29.0,17.0,1.1,ppb,1.0,24.0,0.2,ppm,2.0,24.0
43,SEATTLE - BEACON HILL,10/15/2020,12.0,ug/m3 SC,11.0,1.0,47.568236,-122.308628,33.3,ppb,31.0,24.0,0.023,ppm,21.0,17.0,1.2,ppb,1.0,24.0,0.3,ppm,3.0,24.0
44,SEATTLE - BEACON HILL,10/18/2020,5.0,ug/m3 SC,5.0,1.0,47.568236,-122.308628,14.6,ppb,13.0,24.0,0.026,ppm,24.0,17.0,1.3,ppb,1.0,24.0,0.3,ppm,3.0,24.0
45,SEATTLE - BEACON HILL,10/21/2020,9.0,ug/m3 SC,8.0,1.0,47.568236,-122.308628,18.4,ppb,17.0,23.0,0.026,ppm,24.0,17.0,1.1,ppb,1.0,21.0,0.3,ppm,3.0,22.0
46,SEATTLE - BEACON HILL,10/24/2020,9.0,ug/m3 SC,8.0,1.0,47.568236,-122.308628,9.8,ppb,8.0,23.0,0.028,ppm,26.0,17.0,0.9,ppb,0.0,24.0,0.2,ppm,2.0,21.0
47,SEATTLE - BEACON HILL,10/27/2020,13.0,ug/m3 SC,12.0,1.0,47.568236,-122.308628,23.2,ppb,22.0,22.0,0.017,ppm,16.0,13.0,2.0,ppb,3.0,22.0,0.4,ppm,5.0,24.0
51,SEATTLE - BEACON HILL,11/8/2020,7.0,ug/m3 SC,6.0,1.0,47.568236,-122.308628,20.0,ppb,19.0,24.0,0.033,ppm,31.0,17.0,1.1,ppb,1.0,24.0,0.2,ppm,2.0,24.0
52,SEATTLE - BEACON HILL,11/11/2020,7.0,ug/m3 SC,6.0,1.0,47.568236,-122.308628,14.7,ppb,13.0,24.0,0.013,ppm,12.0,17.0,1.1,ppb,1.0,24.0,0.3,ppm,3.0,24.0
53,SEATTLE - BEACON HILL,11/14/2020,6.0,ug/m3 SC,6.0,1.0,47.568236,-122.308628,11.7,ppb,10.0,24.0,0.029,ppm,27.0,17.0,1.1,ppb,1.0,22.0,0.2,ppm,2.0,24.0
54,SEATTLE - BEACON HILL,11/17/2020,5.0,ug/m3 SC,5.0,1.0,47.568236,-122.308628,22.2,ppb,21.0,23.0,0.034,ppm,31.0,17.0,2.1,ppb,3.0,24.0,0.3,ppm,3.0,24.0
55,SEATTLE - BEACON HILL,11/20/2020,7.0,ug/m3 SC,6.0,1.0,47.568236,-122.308628,24.5,ppb,23.0,24.0,0.017,ppm,16.0,17.0,1.9,ppb,1.0,24.0,0.3,ppm,3.0,24.0
56,SEATTLE - BEACON HILL,11/23/2020,8.0,ug/m3 SC,7.0,1.0,47.568236,-122.308628,22.4,ppb,21.0,24.0,0.015,ppm,14.0,17.0,1.1,ppb,1.0,24.0,0.3,ppm,3.0,24.0
57,SEATTLE - BEACON HILL,11/26/2020,6.0,ug/m3 SC,6.0,1.0,47.568236,-122.308628,15.8,ppb,14.0,24.0,0.024,ppm,22.0,17.0,0.9,ppb,0.0,22.0,0.3,ppm,3.0,24.0
58,SEATTLE - BEACON HILL,11/29/2020,11.0,ug/m3 SC,10.0,1.0,47.568236,-122.308628,23.5,ppb,22.0,23.0,0.01,ppm,9.0,17.0,3.4,ppb,4.0,24.0,0.5,ppm,6.0,24.0
59,SEATTLE - BEACON HILL,12/2/2020,10.0,ug/m3 SC,9.0,1.0,47.568236,-122.308628,35.2,ppb,33.0,24.0,0.012,ppm,11.0,17.0,3.8,ppb,4.0,24.0,0.4,ppm,5.0,24.0
60,SEATTLE - BEACON HILL,12/5/2020,13.0,ug/m3 SC,12.0,1.0,47.568236,-122.308628,23.5,ppb,22.0,24.0,0.027,ppm,25.0,17.0,2.0,ppb,3.0,24.0,0.5,ppm,6.0,24.0
61,SEATTLE - BEACON HILL,12/8/2020,4.0,ug/m3 SC,4.0,1.0,47.568236,-122.308628,20.0,ppb,19.0,24.0,0.029,ppm,27.0,17.0,1.6,ppb,1.0,22.0,0.2,ppm,2.0,24.0
63,SEATTLE - BEACON HILL,12/14/2020,8.0,ug/m3 SC,7.0,1.0,47.568236,-122.308628,27.1,ppb,25.0,24.0,0.025,ppm,23.0,15.0,1.3,ppb,1.0,24.0,0.3,ppm,3.0,24.0
64,SEATTLE - BEACON HILL,12/17/2020,6.0,ug/m3 SC,6.0,1.0,47.568236,-122.308628,9.7,ppb,8.0,24.0,0.027,ppm,25.0,17.0,1.1,ppb,1.0,21.0,0.2,ppm,2.0,24.0
65,SEATTLE - BEACON HILL,12/20/2020,7.0,ug/m3 SC,6.0,1.0,47.568236,-122.308628,21.7,ppb,20.0,24.0,0.034,ppm,31.0,17.0,0.2,ppb,0.0,22.0,0.3,ppm,3.0,24.0
67,SEATTLE - BEACON HILL,12/26/2020,5.0,ug/m3 SC,5.0,1.0,47.568236,-122.308628,12.8,ppb,11.0,24.0,0.033,ppm,31.0,13.0,0.1,ppb,0.0,24.0,0.2,ppm,2.0,24.0
68,SEATTLE - BEACON HILL,12/29/2020,13.0,ug/m3 SC,12.0,1.0,47.568236,-122.308628,21.5,ppb,20.0,24.0,0.004,ppm,4.0,15.0,0.8,ppb,0.0,24.0,0.5,ppm,6.0,24.0
