Dmax Ozone,Year,Month,Day,OZONE-WEIGHT,Target
0.032,2007,1,1,27,0
0.032,2007,1,1,27,0
0.032,2007,1,1,27,0
0.032,2007,1,1,27,0
0.032,2007,1,2,27,0
0.032,2007,1,2,27,0
0.032,2007,1,2,27,0
0.032,2007,1,2,27,0
0.038,2007,1,3,32,0
0.038,2007,1,3,32,0
0.038,2007,1,3,32,0
0.038,2007,1,3,32,0
0.043,2007,1,4,36,0
0.043,2007,1,4,36,0
0.043,2007,1,4,36,0
0.043,2007,1,4,36,0
0.036,2007,1,5,31,0
0.036,2007,1,5,31,0
0.036,2007,1,5,31,0
0.036,2007,1,5,31,0
0.04,2007,1,6,34,0
0.04,2007,1,6,34,0
0.04,2007,1,6,34,0
0.04,2007,1,6,34,0
0.041,2007,1,7,35,0
0.041,2007,1,7,35,0
0.041,2007,1,7,35,0
0.041,2007,1,7,35,0
0.04,2007,1,8,34,0
0.04,2007,1,8,34,0
0.04,2007,1,8,34,0
0.04,2007,1,8,34,0
0.035,2007,1,9,30,0
0.035,2007,1,9,30,0
0.035,2007,1,9,30,0
0.035,2007,1,9,30,0
0.043,2007,1,10,36,0
0.043,2007,1,10,36,0
0.043,2007,1,10,36,0
0.043,2007,1,10,36,0
0.038,2007,1,11,32,0
0.038,2007,1,11,32,0
0.038,2007,1,11,32,0
0.038,2007,1,11,32,0
0.031,2007,1,12,26,0
0.031,2007,1,12,26,0
0.031,2007,1,12,26,0
0.031,2007,1,12,26,0
0.03,2007,1,13,25,0
0.03,2007,1,13,25,0
0.03,2007,1,13,25,0
0.03,2007,1,13,25,0
0.033,2007,1,14,28,0
0.033,2007,1,14,28,0
0.033,2007,1,14,28,0
0.033,2007,1,14,28,0
0.034,2007,1,15,29,0
0.034,2007,1,15,29,0
0.034,2007,1,15,29,0
0.034,2007,1,15,29,0
0.034,2007,1,16,29,0
0.034,2007,1,16,29,0
0.034,2007,1,16,29,0
0.034,2007,1,16,29,0
0.04,2007,1,17,34,0
0.04,2007,1,17,34,0
0.04,2007,1,17,34,0
0.04,2007,1,17,34,0
0.035,2007,1,18,30,0
0.035,2007,1,18,30,0
0.035,2007,1,18,30,0
0.035,2007,1,18,30,0
0.036,2007,1,19,31,0
0.036,2007,1,19,31,0
0.036,2007,1,19,31,0
0.036,2007,1,19,31,0
0.037,2007,1,20,31,0
0.037,2007,1,20,31,0
0.037,2007,1,20,31,0
0.037,2007,1,20,31,0
0.036,2007,1,21,31,0
0.036,2007,1,21,31,0
0.036,2007,1,21,31,0
0.036,2007,1,21,31,0
0.038,2007,1,22,32,0
0.038,2007,1,22,32,0
0.038,2007,1,22,32,0
0.038,2007,1,22,32,0
0.037,2007,1,23,31,0
0.037,2007,1,23,31,0
0.037,2007,1,23,31,0
0.037,2007,1,23,31,0
0.035,2007,1,24,30,0
0.035,2007,1,24,30,0
0.035,2007,1,24,30,0
0.035,2007,1,24,30,0
0.029,2007,1,25,25,0
0.029,2007,1,25,25,0
0.029,2007,1,25,25,0
0.029,2007,1,25,25,0
0.038,2007,1,26,32,0
0.038,2007,1,26,32,0
0.038,2007,1,26,32,0
0.038,2007,1,26,32,0
0.041,2007,1,27,35,0
0.041,2007,1,27,35,0
0.041,2007,1,27,35,0
0.041,2007,1,27,35,0
0.043,2007,1,28,36,0
0.043,2007,1,28,36,0
0.043,2007,1,28,36,0
0.043,2007,1,28,36,0
0.044,2007,1,29,37,0
0.044,2007,1,29,37,0
0.044,2007,1,29,37,0
0.044,2007,1,29,37,0
0.042,2007,1,30,36,0
0.042,2007,1,30,36,0
0.042,2007,1,30,36,0
0.042,2007,1,30,36,0
0.045,2007,1,31,38,0
0.045,2007,1,31,38,0
0.045,2007,1,31,38,0
0.045,2007,1,31,38,0
0.041,2007,2,1,35,0
0.041,2007,2,1,35,0
0.041,2007,2,1,35,0
0.041,2007,2,1,35,0
0.041,2007,2,2,35,0
0.041,2007,2,2,35,0
0.041,2007,2,2,35,0
0.041,2007,2,2,35,0
0.045,2007,2,3,38,0
0.045,2007,2,3,38,0
0.045,2007,2,3,38,0
0.045,2007,2,3,38,0
0.042,2007,2,4,36,0
0.042,2007,2,4,36,0
0.042,2007,2,4,36,0
0.042,2007,2,4,36,0
0.033,2007,2,5,28,0
0.033,2007,2,5,28,0
0.033,2007,2,5,28,0
0.033,2007,2,5,28,0
0.031,2007,2,6,26,0
0.031,2007,2,6,26,0
0.031,2007,2,6,26,0
0.031,2007,2,6,26,0
0.04,2007,2,7,34,0
0.04,2007,2,7,34,0
0.04,2007,2,7,34,0
0.04,2007,2,7,34,0
0.043,2007,2,8,36,0
0.043,2007,2,8,36,0
0.043,2007,2,8,36,0
0.043,2007,2,8,36,0
0.045,2007,2,9,38,0
0.045,2007,2,9,38,0
0.045,2007,2,9,38,0
0.045,2007,2,9,38,0
0.04,2007,2,10,34,0
0.04,2007,2,10,34,0
0.04,2007,2,10,34,0
0.04,2007,2,10,34,0
0.035,2007,2,11,30,0
0.035,2007,2,11,30,0
0.035,2007,2,11,30,0
0.035,2007,2,11,30,0
0.041,2007,2,12,35,0
0.041,2007,2,12,35,0
0.041,2007,2,12,35,0
0.041,2007,2,12,35,0
0.036,2007,2,13,31,0
0.036,2007,2,13,31,0
0.036,2007,2,13,31,0
0.036,2007,2,13,31,0
0.038,2007,2,14,32,0
0.038,2007,2,14,32,0
0.038,2007,2,14,32,0
0.038,2007,2,14,32,0
0.035,2007,2,15,30,0
0.035,2007,2,15,30,0
0.035,2007,2,15,30,0
0.035,2007,2,15,30,0
0.041,2007,2,16,35,0
0.041,2007,2,16,35,0
0.041,2007,2,16,35,0
0.041,2007,2,16,35,0
0.042,2007,2,17,36,0
0.042,2007,2,17,36,0
0.042,2007,2,17,36,0
0.042,2007,2,17,36,0
0.043,2007,2,18,36,0
0.043,2007,2,18,36,0
0.043,2007,2,18,36,0
0.043,2007,2,18,36,0
0.042,2007,2,19,36,0
0.042,2007,2,19,36,0
0.042,2007,2,19,36,0
0.042,2007,2,19,36,0
0.045,2007,2,20,38,0
0.045,2007,2,20,38,0
0.045,2007,2,20,38,0
0.045,2007,2,20,38,0
0.045,2007,2,21,38,0
0.045,2007,2,21,38,0
0.045,2007,2,21,38,0
0.045,2007,2,21,38,0
0.044,2007,2,22,37,0
0.044,2007,2,22,37,0
0.044,2007,2,22,37,0
0.044,2007,2,22,37,0
0.044,2007,2,23,37,0
0.044,2007,2,23,37,0
0.044,2007,2,23,37,0
0.044,2007,2,23,37,0
0.043,2007,2,24,36,0
0.043,2007,2,24,36,0
0.043,2007,2,24,36,0
0.043,2007,2,24,36,0
0.043,2007,2,25,36,0
0.043,2007,2,25,36,0
0.043,2007,2,25,36,0
0.043,2007,2,25,36,0
0.046,2007,2,26,39,0
0.046,2007,2,26,39,0
0.046,2007,2,26,39,0
0.046,2007,2,26,39,0
0.046,2007,2,27,39,0
0.046,2007,2,27,39,0
0.046,2007,2,27,39,0
0.046,2007,2,27,39,0
0.043,2007,2,28,36,0
0.043,2007,2,28,36,0
0.043,2007,2,28,36,0
0.043,2007,2,28,36,0
0.045,2007,3,1,38,0
0.045,2007,3,1,38,0
0.045,2007,3,1,38,0
0.045,2007,3,1,38,0
0.048,2007,3,2,41,0
0.048,2007,3,2,41,0
0.048,2007,3,2,41,0
0.048,2007,3,2,41,0
0.05,2007,3,3,42,0
0.05,2007,3,3,42,0
0.05,2007,3,3,42,0
0.05,2007,3,3,42,0
0.046,2007,3,4,39,0
0.046,2007,3,4,39,0
0.046,2007,3,4,39,0
0.046,2007,3,4,39,0
0.045,2007,3,5,38,0
0.045,2007,3,5,38,0
0.045,2007,3,5,38,0
0.045,2007,3,5,38,0
0.044,2007,3,6,37,0
0.044,2007,3,6,37,0
0.044,2007,3,6,37,0
0.044,2007,3,6,37,0
0.05,2007,3,7,42,0
0.05,2007,3,7,42,0
0.05,2007,3,7,42,0
0.05,2007,3,7,42,0
0.045,2007,3,8,38,0
0.045,2007,3,8,38,0
0.045,2007,3,8,38,0
0.045,2007,3,8,38,0
0.045,2007,3,9,38,0
0.045,2007,3,9,38,0
0.045,2007,3,9,38,0
0.045,2007,3,9,38,0
0.041,2007,3,10,35,0
0.041,2007,3,10,35,0
0.041,2007,3,10,35,0
0.041,2007,3,10,35,0
0.043,2007,3,11,36,0
0.043,2007,3,11,36,0
0.043,2007,3,11,36,0
0.043,2007,3,11,36,0
0.031,2007,3,12,26,0
0.031,2007,3,12,26,0
0.031,2007,3,12,26,0
0.031,2007,3,12,26,0
0.04,2007,3,13,34,0
0.04,2007,3,13,34,0
0.04,2007,3,13,34,0
0.04,2007,3,13,34,0
0.047,2007,3,14,40,0
0.047,2007,3,14,40,0
0.047,2007,3,14,40,0
0.047,2007,3,14,40,0
0.048,2007,3,15,41,0
0.048,2007,3,15,41,0
0.048,2007,3,15,41,0
0.048,2007,3,15,41,0
0.049,2007,3,16,42,0
0.049,2007,3,16,42,0
0.049,2007,3,16,42,0
0.049,2007,3,16,42,0
0.051,2007,3,17,43,0
0.051,2007,3,17,43,0
0.051,2007,3,17,43,0
0.051,2007,3,17,43,0
0.053,2007,3,18,45,0
0.053,2007,3,18,45,0
0.053,2007,3,18,45,0
0.053,2007,3,18,45,0
0.052,2007,3,19,44,0
0.052,2007,3,19,44,0
0.052,2007,3,19,44,0
0.052,2007,3,19,44,0
0.054,2007,3,20,46,0
0.054,2007,3,20,46,0
0.054,2007,3,20,46,0
0.054,2007,3,20,46,0
0.043,2007,3,21,36,0
0.043,2007,3,21,36,0
0.043,2007,3,21,36,0
0.043,2007,3,21,36,0
0.043,2007,3,22,36,0
0.043,2007,3,22,36,0
0.043,2007,3,22,36,0
0.043,2007,3,22,36,0
0.045,2007,3,23,38,0
0.045,2007,3,23,38,0
0.045,2007,3,23,38,0
0.045,2007,3,23,38,0
0.048,2007,3,24,41,0
0.048,2007,3,24,41,0
0.048,2007,3,24,41,0
0.048,2007,3,24,41,0
0.05,2007,3,25,42,0
0.05,2007,3,25,42,0
0.05,2007,3,25,42,0
0.05,2007,3,25,42,0
0.049,2007,3,26,42,0
0.049,2007,3,26,42,0
0.049,2007,3,26,42,0
0.049,2007,3,26,42,0
0.047,2007,3,27,40,0
0.047,2007,3,27,40,0
0.047,2007,3,27,40,0
0.047,2007,3,27,40,0
0.04,2007,3,28,34,0
0.04,2007,3,28,34,0
0.04,2007,3,28,34,0
0.04,2007,3,28,34,0
0.045,2007,3,29,38,0
0.045,2007,3,29,38,0
0.045,2007,3,29,38,0
0.045,2007,3,29,38,0
0.043,2007,3,30,36,0
0.043,2007,3,30,36,0
0.043,2007,3,30,36,0
0.043,2007,3,30,36,0
0.048,2007,3,31,41,0
0.048,2007,3,31,41,0
0.048,2007,3,31,41,0
0.048,2007,3,31,41,0
0.045,2007,4,1,38,0
0.045,2007,4,1,38,0
0.045,2007,4,1,38,0
0.045,2007,4,1,38,0
0.044,2007,4,2,37,0
0.044,2007,4,2,37,0
0.044,2007,4,2,37,0
0.044,2007,4,2,37,0
0.057,2007,4,3,48,0
0.057,2007,4,3,48,0
0.057,2007,4,3,48,0
0.057,2007,4,3,48,0
0.052,2007,4,4,44,0
0.052,2007,4,4,44,0
0.052,2007,4,4,44,0
0.052,2007,4,4,44,0
0.049,2007,4,5,42,0
0.049,2007,4,5,42,0
0.049,2007,4,5,42,0
0.049,2007,4,5,42,0
0.049,2007,4,6,42,0
0.049,2007,4,6,42,0
0.049,2007,4,6,42,0
0.049,2007,4,6,42,0
0.047,2007,4,7,40,0
0.047,2007,4,7,40,0
0.047,2007,4,7,40,0
0.047,2007,4,7,40,0
0.053,2007,4,8,45,0
0.053,2007,4,8,45,0
0.053,2007,4,8,45,0
0.053,2007,4,8,45,0
0.048,2007,4,9,41,0
0.048,2007,4,9,41,0
0.048,2007,4,9,41,0
0.048,2007,4,9,41,0
0.046,2007,4,10,39,0
0.046,2007,4,10,39,0
0.046,2007,4,10,39,0
0.046,2007,4,10,39,0
0.053,2007,4,11,45,0
0.053,2007,4,11,45,0
0.053,2007,4,11,45,0
0.053,2007,4,11,45,0
0.051,2007,4,12,43,0
0.051,2007,4,12,43,0
0.051,2007,4,12,43,0
0.051,2007,4,12,43,0
0.051,2007,4,13,43,0
0.051,2007,4,13,43,0
0.051,2007,4,13,43,0
0.051,2007,4,13,43,0
0.058,2007,4,14,49,0
0.058,2007,4,14,49,0
0.058,2007,4,14,49,0
0.058,2007,4,14,49,0
0.056,2007,4,15,47,0
0.056,2007,4,15,47,0
0.056,2007,4,15,47,0
0.056,2007,4,15,47,0
0.047,2007,4,16,40,0
0.047,2007,4,16,40,0
0.047,2007,4,16,40,0
0.047,2007,4,16,40,0
0.059,2007,4,17,50,0
0.059,2007,4,17,50,0
0.059,2007,4,17,50,0
0.059,2007,4,17,50,0
0.05,2007,4,18,42,0
0.05,2007,4,18,42,0
0.05,2007,4,18,42,0
0.05,2007,4,18,42,0
0.051,2007,4,19,43,0
0.051,2007,4,19,43,0
0.051,2007,4,19,43,0
0.051,2007,4,19,43,0
0.05,2007,4,20,42,0
0.05,2007,4,20,42,0
0.05,2007,4,20,42,0
0.05,2007,4,20,42,0
0.058,2007,4,21,49,0
0.058,2007,4,21,49,0
0.058,2007,4,21,49,0
0.058,2007,4,21,49,0
0.051,2007,4,22,43,0
0.051,2007,4,22,43,0
0.051,2007,4,22,43,0
0.051,2007,4,22,43,0
0.047,2007,4,23,40,0
0.047,2007,4,23,40,0
0.047,2007,4,23,40,0
0.047,2007,4,23,40,0
0.047,2007,4,24,40,0
0.047,2007,4,24,40,0
0.047,2007,4,24,40,0
0.047,2007,4,24,40,0
0.057,2007,4,25,48,0
0.057,2007,4,25,48,0
0.057,2007,4,25,48,0
0.057,2007,4,25,48,0
0.051,2007,4,26,43,0
0.051,2007,4,26,43,0
0.051,2007,4,26,43,0
0.051,2007,4,26,43,0
0.044,2007,4,27,37,0
0.044,2007,4,27,37,0
0.044,2007,4,27,37,0
0.044,2007,4,27,37,0
0.056,2007,4,28,47,0
0.056,2007,4,28,47,0
0.056,2007,4,28,47,0
0.056,2007,4,28,47,0
0.054,2007,4,29,46,0
0.054,2007,4,29,46,0
0.054,2007,4,29,46,0
0.054,2007,4,29,46,0
0.061,2007,4,30,54,0
0.061,2007,4,30,54,0
0.061,2007,4,30,54,0
0.061,2007,4,30,54,0
0.06,2007,5,1,51,0
0.06,2007,5,1,51,0
0.06,2007,5,1,51,0
0.06,2007,5,1,51,0
0.062,2007,5,2,58,0
0.062,2007,5,2,58,0
0.062,2007,5,2,58,0
0.062,2007,5,2,58,0
0.046,2007,5,3,39,0
0.046,2007,5,3,39,0
0.046,2007,5,3,39,0
0.046,2007,5,3,39,0
0.049,2007,5,4,42,0
0.049,2007,5,4,42,0
0.049,2007,5,4,42,0
0.049,2007,5,4,42,0
0.044,2007,5,5,37,0
0.044,2007,5,5,37,0
0.044,2007,5,5,37,0
0.044,2007,5,5,37,0
0.045,2007,5,6,38,0
0.045,2007,5,6,38,0
0.045,2007,5,6,38,0
0.045,2007,5,6,38,0
0.053,2007,5,7,45,0
0.053,2007,5,7,45,0
0.053,2007,5,7,45,0
0.053,2007,5,7,45,0
0.05,2007,5,8,42,0
0.05,2007,5,8,42,0
0.05,2007,5,8,42,0
0.05,2007,5,8,42,0
0.052,2007,5,9,44,0
0.052,2007,5,9,44,0
0.052,2007,5,9,44,0
0.052,2007,5,9,44,0
0.059,2007,5,10,50,0
0.059,2007,5,10,50,0
0.059,2007,5,10,50,0
0.059,2007,5,10,50,0
0.066,2007,5,11,71,0
0.066,2007,5,11,71,0
0.066,2007,5,11,71,0
0.066,2007,5,11,71,0
0.057,2007,5,12,48,0
0.057,2007,5,12,48,0
0.057,2007,5,12,48,0
0.057,2007,5,12,48,0
0.062,2007,5,13,58,0
0.062,2007,5,13,58,0
0.062,2007,5,13,58,0
0.062,2007,5,13,58,0
0.061,2007,5,14,54,0
0.061,2007,5,14,54,0
0.061,2007,5,14,54,0
0.061,2007,5,14,54,0
0.06,2007,5,15,51,0
0.06,2007,5,15,51,0
0.06,2007,5,15,51,0
0.06,2007,5,15,51,0
0.058,2007,5,16,49,0
0.058,2007,5,16,49,0
0.058,2007,5,16,49,0
0.058,2007,5,16,49,0
0.058,2007,5,17,49,0
0.058,2007,5,17,49,0
0.058,2007,5,17,49,0
0.058,2007,5,17,49,0
0.063,2007,5,18,61,0
0.063,2007,5,18,61,0
0.063,2007,5,18,61,0
0.063,2007,5,18,61,0
0.063,2007,5,19,61,0
0.063,2007,5,19,61,0
0.063,2007,5,19,61,0
0.063,2007,5,19,61,0
0.063,2007,5,20,61,0
0.063,2007,5,20,61,0
0.063,2007,5,20,61,0
0.063,2007,5,20,61,0
0.037,2007,5,21,31,0
0.037,2007,5,21,31,0
0.037,2007,5,21,31,0
0.037,2007,5,21,31,0
0.044,2007,5,22,37,0
0.044,2007,5,22,37,0
0.044,2007,5,22,37,0
0.044,2007,5,22,37,0
0.046,2007,5,23,39,0
0.046,2007,5,23,39,0
0.046,2007,5,23,39,0
0.046,2007,5,23,39,0
0.049,2007,5,24,42,0
0.049,2007,5,24,42,0
0.049,2007,5,24,42,0
0.049,2007,5,24,42,0
0.045,2007,5,25,38,0
0.045,2007,5,25,38,0
0.045,2007,5,25,38,0
0.045,2007,5,25,38,0
0.053,2007,5,26,45,0
0.053,2007,5,26,45,0
0.053,2007,5,26,45,0
0.053,2007,5,26,45,0
0.066,2007,5,27,71,0
0.066,2007,5,27,71,0
0.066,2007,5,27,71,0
0.066,2007,5,27,71,0
0.053,2007,5,28,45,0
0.053,2007,5,28,45,0
0.053,2007,5,28,45,0
0.053,2007,5,28,45,0
0.057,2007,5,29,48,0
0.057,2007,5,29,48,0
0.057,2007,5,29,48,0
0.057,2007,5,29,48,0
0.053,2007,5,30,45,0
0.053,2007,5,30,45,0
0.053,2007,5,30,45,0
0.053,2007,5,30,45,0
0.061,2007,5,31,54,0
0.061,2007,5,31,54,0
0.061,2007,5,31,54,0
0.061,2007,5,31,54,0
0.051,2007,6,1,43,0
0.051,2007,6,1,43,0
0.051,2007,6,1,43,0
0.051,2007,6,1,43,0
0.055,2007,6,2,47,0
0.055,2007,6,2,47,0
0.055,2007,6,2,47,0
0.055,2007,6,2,47,0
0.047,2007,6,3,40,0
0.047,2007,6,3,40,0
0.047,2007,6,3,40,0
0.047,2007,6,3,40,0
0.052,2007,6,4,44,0
0.052,2007,6,4,44,0
0.052,2007,6,4,44,0
0.052,2007,6,4,44,0
0.049,2007,6,5,42,0
0.049,2007,6,5,42,0
0.049,2007,6,5,42,0
0.049,2007,6,5,42,0
0.042,2007,6,6,36,0
0.042,2007,6,6,36,0
0.042,2007,6,6,36,0
0.042,2007,6,6,36,0
0.037,2007,6,7,31,0
0.037,2007,6,7,31,0
0.037,2007,6,7,31,0
0.037,2007,6,7,31,0
0.046,2007,6,8,39,0
0.046,2007,6,8,39,0
0.046,2007,6,8,39,0
0.046,2007,6,8,39,0
0.061,2007,6,9,54,0
0.061,2007,6,9,54,0
0.061,2007,6,9,54,0
0.061,2007,6,9,54,0
0.053,2007,6,10,45,0
0.053,2007,6,10,45,0
0.053,2007,6,10,45,0
0.053,2007,6,10,45,0
0.052,2007,6,11,44,0
0.052,2007,6,11,44,0
0.052,2007,6,11,44,0
0.052,2007,6,11,44,0
0.06,2007,6,12,51,0
0.06,2007,6,12,51,0
0.06,2007,6,12,51,0
0.06,2007,6,12,51,0
0.058,2007,6,13,49,0
0.058,2007,6,13,49,0
0.058,2007,6,13,49,0
0.058,2007,6,13,49,0
0.057,2007,6,14,48,0
0.057,2007,6,14,48,0
0.057,2007,6,14,48,0
0.057,2007,6,14,48,0
0.054,2007,6,15,46,0
0.054,2007,6,15,46,0
0.054,2007,6,15,46,0
0.054,2007,6,15,46,0
0.07,2007,6,16,84,0
0.07,2007,6,16,84,0
0.07,2007,6,16,84,0
0.07,2007,6,16,84,0
0.061,2007,6,17,54,0
0.061,2007,6,17,54,0
0.061,2007,6,17,54,0
0.061,2007,6,17,54,0
0.054,2007,6,18,46,0
0.054,2007,6,18,46,0
0.054,2007,6,18,46,0
0.054,2007,6,18,46,0
0.061,2007,6,19,54,0
0.061,2007,6,19,54,0
0.061,2007,6,19,54,0
0.061,2007,6,19,54,0
0.059,2007,6,20,50,0
0.059,2007,6,20,50,0
0.059,2007,6,20,50,0
0.059,2007,6,20,50,0
0.054,2007,6,21,46,0
0.054,2007,6,21,46,0
0.054,2007,6,21,46,0
0.054,2007,6,21,46,0
0.059,2007,6,22,50,0
0.059,2007,6,22,50,0
0.059,2007,6,22,50,0
0.059,2007,6,22,50,0
0.064,2007,6,23,64,0
0.064,2007,6,23,64,0
0.064,2007,6,23,64,0
0.064,2007,6,23,64,0
0.073,2007,6,24,93,0
0.073,2007,6,24,93,0
0.073,2007,6,24,93,0
0.073,2007,6,24,93,0
0.054,2007,6,25,46,0
0.054,2007,6,25,46,0
0.054,2007,6,25,46,0
0.054,2007,6,25,46,0
0.061,2007,6,26,54,0
0.061,2007,6,26,54,0
0.061,2007,6,26,54,0
0.061,2007,6,26,54,0
0.065,2007,6,27,67,0
0.065,2007,6,27,67,0
0.065,2007,6,27,67,0
0.065,2007,6,27,67,0
0.068,2007,6,28,77,0
0.068,2007,6,28,77,0
0.068,2007,6,28,77,0
0.068,2007,6,28,77,0
0.073,2007,6,29,93,0
0.073,2007,6,29,93,0
0.073,2007,6,29,93,0
0.073,2007,6,29,93,0
0.064,2007,6,30,64,0
0.064,2007,6,30,64,0
0.064,2007,6,30,64,0
0.064,2007,6,30,64,0
0.058,2007,7,1,49,0
0.058,2007,7,1,49,0
0.058,2007,7,1,49,0
0.058,2007,7,1,49,0
0.062,2007,7,2,58,0
0.062,2007,7,2,58,0
0.062,2007,7,2,58,0
0.062,2007,7,2,58,0
0.06,2007,7,3,51,0
0.06,2007,7,3,51,0
0.06,2007,7,3,51,0
0.06,2007,7,3,51,0
0.063,2007,7,4,61,0
0.063,2007,7,4,61,0
0.063,2007,7,4,61,0
0.063,2007,7,4,61,0
0.057,2007,7,5,48,0
0.057,2007,7,5,48,0
0.057,2007,7,5,48,0
0.057,2007,7,5,48,0
0.056,2007,7,6,47,0
0.056,2007,7,6,47,0
0.056,2007,7,6,47,0
0.056,2007,7,6,47,0
0.058,2007,7,7,49,0
0.058,2007,7,7,49,0
0.058,2007,7,7,49,0
0.058,2007,7,7,49,0
0.062,2007,7,8,58,0
0.062,2007,7,8,58,0
0.062,2007,7,8,58,0
0.062,2007,7,8,58,0
0.071,2007,7,9,87,0
0.071,2007,7,9,87,0
0.071,2007,7,9,87,0
0.071,2007,7,9,87,0
0.062,2007,7,10,58,0
0.062,2007,7,10,58,0
0.062,2007,7,10,58,0
0.062,2007,7,10,58,0
0.059,2007,7,11,50,0
0.059,2007,7,11,50,0
0.059,2007,7,11,50,0
0.059,2007,7,11,50,0
0.06,2007,7,12,51,0
0.06,2007,7,12,51,0
0.06,2007,7,12,51,0
0.06,2007,7,12,51,0
0.059,2007,7,13,50,0
0.059,2007,7,13,50,0
0.059,2007,7,13,50,0
0.059,2007,7,13,50,0
0.054,2007,7,14,46,0
0.054,2007,7,14,46,0
0.054,2007,7,14,46,0
0.054,2007,7,14,46,0
0.052,2007,7,15,44,0
0.052,2007,7,15,44,0
0.052,2007,7,15,44,0
0.052,2007,7,15,44,0
0.048,2007,7,16,41,0
0.048,2007,7,16,41,0
0.048,2007,7,16,41,0
0.048,2007,7,16,41,0
0.055,2007,7,17,47,0
0.055,2007,7,17,47,0
0.055,2007,7,17,47,0
0.055,2007,7,17,47,0
0.059,2007,7,18,50,0
0.059,2007,7,18,50,0
0.059,2007,7,18,50,0
0.059,2007,7,18,50,0
0.062,2007,7,19,58,0
0.062,2007,7,19,58,0
0.062,2007,7,19,58,0
0.062,2007,7,19,58,0
0.065,2007,7,20,67,0
0.065,2007,7,20,67,0
0.065,2007,7,20,67,0
0.065,2007,7,20,67,0
0.064,2007,7,21,64,0
0.064,2007,7,21,64,0
0.064,2007,7,21,64,0
0.064,2007,7,21,64,0
0.064,2007,7,22,64,0
0.064,2007,7,22,64,0
0.064,2007,7,22,64,0
0.064,2007,7,22,64,0
0.061,2007,7,23,54,0
0.061,2007,7,23,54,0
0.061,2007,7,23,54,0
0.061,2007,7,23,54,0
0.052,2007,7,24,44,0
0.052,2007,7,24,44,0
0.052,2007,7,24,44,0
0.052,2007,7,24,44,0
0.048,2007,7,25,41,0
0.048,2007,7,25,41,0
0.048,2007,7,25,41,0
0.048,2007,7,25,41,0
0.057,2007,7,26,48,0
0.057,2007,7,26,48,0
0.057,2007,7,26,48,0
0.057,2007,7,26,48,0
0.056,2007,7,27,47,0
0.056,2007,7,27,47,0
0.056,2007,7,27,47,0
0.056,2007,7,27,47,0
0.057,2007,7,28,48,0
0.057,2007,7,28,48,0
0.057,2007,7,28,48,0
0.057,2007,7,28,48,0
0.061,2007,7,29,54,0
0.061,2007,7,29,54,0
0.061,2007,7,29,54,0
0.061,2007,7,29,54,0
0.064,2007,7,30,64,0
0.064,2007,7,30,64,0
0.064,2007,7,30,64,0
0.064,2007,7,30,64,0
0.06,2007,7,31,51,0
0.06,2007,7,31,51,0
0.06,2007,7,31,51,0
0.06,2007,7,31,51,0
0.057,2007,8,1,48,0
0.057,2007,8,1,48,0
0.057,2007,8,1,48,0
0.057,2007,8,1,48,0
0.055,2007,8,2,47,0
0.055,2007,8,2,47,0
0.055,2007,8,2,47,0
0.055,2007,8,2,47,0
0.054,2007,8,3,46,0
0.054,2007,8,3,46,0
0.054,2007,8,3,46,0
0.054,2007,8,3,46,0
0.062,2007,8,4,58,0
0.062,2007,8,4,58,0
0.062,2007,8,4,58,0
0.062,2007,8,4,58,0
0.065,2007,8,5,67,0
0.065,2007,8,5,67,0
0.065,2007,8,5,67,0
0.065,2007,8,5,67,0
0.068,2007,8,6,77,0
0.068,2007,8,6,77,0
0.068,2007,8,6,77,0
0.068,2007,8,6,77,0
0.062,2007,8,7,58,0
0.062,2007,8,7,58,0
0.062,2007,8,7,58,0
0.062,2007,8,7,58,0
0.059,2007,8,8,50,0
0.059,2007,8,8,50,0
0.059,2007,8,8,50,0
0.059,2007,8,8,50,0
0.052,2007,8,9,44,0
0.052,2007,8,9,44,0
0.052,2007,8,9,44,0
0.052,2007,8,9,44,0
0.058,2007,8,10,49,0
0.058,2007,8,10,49,0
0.058,2007,8,10,49,0
0.058,2007,8,10,49,0
0.053,2007,8,11,45,0
0.053,2007,8,11,45,0
0.053,2007,8,11,45,0
0.053,2007,8,11,45,0
0.056,2007,8,12,47,0
0.056,2007,8,12,47,0
0.056,2007,8,12,47,0
0.056,2007,8,12,47,0
0.068,2007,8,13,77,0
0.068,2007,8,13,77,0
0.068,2007,8,13,77,0
0.068,2007,8,13,77,0
0.059,2007,8,14,50,0
0.059,2007,8,14,50,0
0.059,2007,8,14,50,0
0.059,2007,8,14,50,0
0.058,2007,8,15,49,0
0.058,2007,8,15,49,0
0.058,2007,8,15,49,0
0.058,2007,8,15,49,0
0.064,2007,8,16,64,0
0.064,2007,8,16,64,0
0.064,2007,8,16,64,0
0.064,2007,8,16,64,0
0.064,2007,8,17,64,0
0.064,2007,8,17,64,0
0.064,2007,8,17,64,0
0.064,2007,8,17,64,0
0.056,2007,8,18,47,0
0.056,2007,8,18,47,0
0.056,2007,8,18,47,0
0.056,2007,8,18,47,0
0.06,2007,8,19,51,0
0.06,2007,8,19,51,0
0.06,2007,8,19,51,0
0.06,2007,8,19,51,0
0.05,2007,8,20,42,0
0.05,2007,8,20,42,0
0.05,2007,8,20,42,0
0.05,2007,8,20,42,0
0.044,2007,8,21,37,0
0.044,2007,8,21,37,0
0.044,2007,8,21,37,0
